tot_inserts	elap_secs	cum_ips	int_ips
1019000	10	101141.44	101141.44
2100000	20	104973.76	108862.03
3192000	30	106226.50	108721.62
4311000	40	107613.58	111777.05
5421000	50	108335.50	111233.59
6436000	60	107132.75	101135.91
7353000	70	104897.50	91498.70
8399000	80	104961.26	105411.67
9441000	90	104849.91	103960.89
10434000	100	104264.93	99012.86
11483000	110	104389.01	105639.48
12525000	120	104361.09	104054.32
13542000	130	104112.37	101143.71
14590000	140	104188.24	105178.64
15452000	150	102963.22	85873.68
16369000	160	102244.26	91480.45
17359000	170	102099.15	99758.16
18359000	180	101970.08	99780.48
19382000	190	101957.94	101740.43
20410000	200	102015.31	103109.33
21446000	210	102078.12	103331.34
22481000	220	102151.08	103686.64
23515000	230	102196.47	103193.61
24479000	240	101987.33	97138.25
25531000	250	102105.21	104927.19
26560000	260	102149.92	103271.78
27467000	270	101715.69	90455.77
28322000	280	101139.52	85568.45
29285000	290	100954.56	95801.83
30291000	300	100936.35	100409.22
31316000	310	101005.67	103097.97
32368000	320	101125.67	104833.08
33402000	330	101190.89	103276.07
34401000	340	101166.62	100361.66
35361000	350	101008.34	95646.11
36375000	360	101039.70	102145.66
37417000	370	101109.54	103609.43
38448000	380	101159.25	102997.00
39486000	390	101222.54	103623.84
40446000	400	101108.93	96647.54
41410000	410	100975.37	95672.89
42344000	420	100808.25	93916.54
43201000	430	100451.79	85511.87
44182000	440	100396.30	98011.79
45066000	450	100130.87	88444.22
45964000	460	99916.74	90233.12
46859000	470	99685.37	89090.19
47803000	480	99587.92	94979.37
48582000	490	99136.82	77574.19
49535000	500	99068.02	95682.73
50501000	510	99015.55	96397.57
51440000	520	98910.71	93581.82
52481000	530	99015.90	104507.58
53505000	540	99073.61	102124.26
54404000	550	98913.49	90233.87
55433000	560	98978.31	102530.89
56478000	570	99072.04	104312.24
57497000	580	99118.40	101757.54
58481000	590	99112.28	98755.52
59422000	600	99032.21	94298.03
60308000	610	98856.50	88343.80
61269000	620	98805.83	95726.67
62216000	630	98742.86	94832.77
63075000	640	98543.60	85977.38
63996000	650	98442.06	91952.88
64901000	660	98333.06	91193.07
65666000	670	98003.54	76309.23
66598000	680	97930.17	93023.26
67631000	690	98004.44	103042.39
68654000	700	98070.28	102628.41
69641000	710	98077.77	98601.40
