elap_secs	cum_tps	int_tps	cum_ips	int_ips
10	1152.65	1152.65	0.00	0.00
20	1302.18	1451.55	0.00	0.00
30	1346.90	1436.41	0.00	0.00
40	1371.81	1446.55	0.00	0.00
50	1388.46	1455.09	0.00	0.00
60	1400.79	1462.38	0.00	0.00
70	1406.45	1440.74	0.00	0.00
80	1411.43	1446.24	0.00	0.00
90	1417.18	1463.18	0.00	0.00
100	1421.79	1463.18	0.00	0.00
110	1424.09	1447.10	0.00	0.00
120	1426.24	1449.84	0.00	0.00
130	1427.93	1448.22	0.00	0.00
140	1430.07	1457.89	0.00	0.00
150	1430.61	1438.13	0.00	0.00
160	1431.36	1442.70	0.00	0.00
170	1432.67	1453.56	0.00	0.00
180	1434.41	1464.33	0.00	0.00
190	1436.08	1466.03	0.00	0.00
200	1437.05	1455.60	0.00	0.00
210	1438.44	1466.09	0.00	0.00
220	1439.24	1456.09	0.00	0.00
230	1440.32	1463.98	0.00	0.00
240	1440.48	1444.10	0.00	0.00
250	1441.03	1454.24	0.00	0.00
260	1441.88	1463.28	0.00	0.00
270	1442.58	1460.98	0.00	0.00
280	1442.97	1453.35	0.00	0.00
290	1443.46	1457.23	0.00	0.00
300	1444.08	1462.02	0.00	0.00
310	1443.93	1439.30	0.00	0.00
320	1444.19	1452.39	0.00	0.00
330	1444.79	1463.98	0.00	0.00
340	1445.42	1466.14	0.00	0.00
350	1445.10	1434.00	0.00	0.00
360	1444.87	1436.85	0.00	0.00
370	1445.08	1452.89	0.00	0.00
380	1445.13	1446.80	0.00	0.00
390	1445.52	1460.51	0.00	0.00
400	1445.90	1460.69	0.00	0.00
410	1446.42	1467.28	0.00	0.00
420	1447.30	1483.12	0.00	0.00
430	1447.95	1475.49	0.00	0.00
440	1448.69	1480.32	0.00	0.00
450	1448.96	1461.09	0.00	0.00
460	1449.56	1476.53	0.00	0.00
470	1449.90	1465.16	0.00	0.00
480	1450.23	1466.10	0.00	0.00
490	1450.55	1466.04	0.00	0.00
500	1451.00	1472.84	0.00	0.00
510	1451.43	1472.79	0.00	0.00
520	1451.75	1468.09	0.00	0.00
530	1452.18	1474.95	0.00	0.00
540	1452.52	1470.18	0.00	0.00
550	1452.95	1476.33	0.00	0.00
560	1453.29	1471.73	0.00	0.00
570	1453.36	1457.49	0.00	0.00
580	1453.77	1476.83	0.00	0.00
590	1453.98	1466.39	0.00	0.00
600	1454.24	1469.78	0.00	0.00
610	1454.51	1470.74	0.00	0.00
620	1455.06	1488.80	0.00	0.00
630	1455.31	1470.54	0.00	0.00
640	1455.73	1482.42	0.00	0.00
650	1456.06	1476.87	0.00	0.00
660	1456.20	1465.68	0.00	0.00
670	1456.32	1463.79	0.00	0.00
680	1456.35	1458.49	0.00	0.00
690	1456.53	1469.10	0.00	0.00
700	1456.73	1470.58	0.00	0.00
710	1456.95	1472.08	0.00	0.00
720	1457.37	1487.46	0.00	0.00
730	1457.68	1479.97	0.00	0.00
740	1458.16	1492.86	0.00	0.00
750	1458.26	1465.78	0.00	0.00
760	1458.48	1474.94	0.00	0.00
770	1458.49	1459.44	0.00	0.00
780	1458.53	1461.09	0.00	0.00
790	1458.75	1476.40	0.00	0.00
800	1458.73	1456.73	0.00	0.00
810	1458.84	1467.54	0.00	0.00
820	1458.93	1466.15	0.00	0.00
830	1459.10	1472.88	0.00	0.00
840	1459.24	1470.94	0.00	0.00
850	1459.32	1466.40	0.00	0.00
860	1459.70	1491.71	0.00	0.00
870	1459.83	1471.48	0.00	0.00
880	1459.97	1472.23	0.00	0.00
890	1459.96	1458.95	0.00	0.00
900	1459.99	1462.75	0.00	0.00
910	1459.95	1455.92	0.00	0.00
920	1460.12	1475.59	0.00	0.00
930	1460.45	1490.62	0.00	0.00
940	1460.54	1469.58	0.00	0.00
950	1460.49	1455.64	0.00	0.00
960	1460.64	1474.83	0.00	0.00
970	1460.85	1480.82	0.00	0.00
980	1460.89	1465.38	0.00	0.00
990	1461.28	1498.65	0.00	0.00
1000	1461.35	1468.78	0.00	0.00
1010	1461.67	1493.16	0.00	0.00
1020	1461.90	1485.73	0.00	0.00
1030	1461.83	1454.69	0.00	0.00
1040	1461.97	1475.72	0.00	0.00
1050	1461.94	1459.58	0.00	0.00
1060	1462.04	1471.58	0.00	0.00
1070	1462.14	1473.16	0.00	0.00
1080	1462.26	1475.37	0.00	0.00
1090	1462.29	1465.45	0.00	0.00
1100	1462.55	1490.81	0.00	0.00
1110	1462.56	1463.08	0.00	0.00
1120	1462.62	1470.18	0.00	0.00
