elap_secs	cum_tps	int_tps	cum_ips	int_ips
10	411.61	411.61	0.00	0.00
20	476.11	540.81	0.00	0.00
30	513.26	587.67	0.00	0.00
40	538.21	613.15	0.00	0.00
50	553.45	614.45	0.00	0.00
60	563.53	614.01	0.00	0.00
70	570.68	613.61	0.00	0.00
80	576.37	616.61	0.00	0.00
90	580.38	612.45	0.00	0.00
100	583.32	609.67	0.00	0.00
110	585.35	605.66	0.00	0.00
120	587.93	616.31	0.00	0.00
130	589.73	611.25	0.00	0.00
140	591.04	608.11	0.00	0.00
150	592.35	610.75	0.00	0.00
160	593.10	604.26	0.00	0.00
170	592.22	578.09	0.00	0.00
180	592.82	602.93	0.00	0.00
190	593.66	608.85	0.00	0.00
200	594.45	609.31	0.00	0.00
210	595.21	610.51	0.00	0.00
220	595.85	609.21	0.00	0.00
230	596.49	610.61	0.00	0.00
240	596.81	604.16	0.00	0.00
250	596.94	600.00	0.00	0.00
260	597.40	609.05	0.00	0.00
270	597.79	607.85	0.00	0.00
280	597.94	601.86	0.00	0.00
290	598.04	601.06	0.00	0.00
300	598.05	598.25	0.00	0.00
310	598.21	603.01	0.00	0.00
320	598.17	597.06	0.00	0.00
330	597.45	574.44	0.00	0.00
340	597.60	602.38	0.00	0.00
350	597.61	598.06	0.00	0.00
360	597.65	598.92	0.00	0.00
370	597.72	600.12	0.00	0.00
380	598.07	611.05	0.00	0.00
390	598.16	601.82	0.00	0.00
400	598.22	600.58	0.00	0.00
410	598.34	602.95	0.00	0.00
420	598.31	597.03	0.00	0.00
430	598.39	602.06	0.00	0.00
440	598.46	601.46	0.00	0.00
450	598.65	606.99	0.00	0.00
460	598.69	600.22	0.00	0.00
470	598.70	599.16	0.00	0.00
480	598.57	592.73	0.00	0.00
490	598.04	572.15	0.00	0.00
500	597.98	595.00	0.00	0.00
510	597.98	598.14	0.00	0.00
520	597.78	587.68	0.00	0.00
530	597.85	601.56	0.00	0.00
540	597.84	597.32	0.00	0.00
550	597.79	594.85	0.00	0.00
560	597.76	596.36	0.00	0.00
570	597.80	600.06	0.00	0.00
580	597.72	592.85	0.00	0.00
590	597.65	593.73	0.00	0.00
600	597.68	599.36	0.00	0.00
610	597.70	599.05	0.00	0.00
620	597.66	594.89	0.00	0.00
630	597.56	591.47	0.00	0.00
640	597.44	589.87	0.00	0.00
650	596.90	562.45	0.00	0.00
660	596.86	594.17	0.00	0.00
670	596.82	594.62	0.00	0.00
680	596.87	600.16	0.00	0.00
690	596.81	592.65	0.00	0.00
700	596.76	592.97	0.00	0.00
710	596.66	589.88	0.00	0.00
720	596.54	587.87	0.00	0.00
730	596.47	591.71	0.00	0.00
740	596.42	592.57	0.00	0.00
750	596.29	586.46	0.00	0.00
760	596.24	593.17	0.00	0.00
770	596.22	594.19	0.00	0.00
780	596.17	592.75	0.00	0.00
790	596.18	596.42	0.00	0.00
800	596.08	588.77	0.00	0.00
810	595.68	563.35	0.00	0.00
820	595.61	589.66	0.00	0.00
830	595.63	597.72	0.00	0.00
840	595.60	593.24	0.00	0.00
850	595.56	592.23	0.00	0.00
860	595.52	592.21	0.00	0.00
870	595.52	595.36	0.00	0.00
880	595.39	583.82	0.00	0.00
890	595.38	594.56	0.00	0.00
900	595.32	589.93	0.00	0.00
910	595.30	593.87	0.00	0.00
920	595.18	583.82	0.00	0.00
930	595.11	588.56	0.00	0.00
940	595.06	590.21	0.00	0.00
950	594.99	588.37	0.00	0.00
960	594.71	568.95	0.00	0.00
970	594.55	579.28	0.00	0.00
980	594.38	577.94	0.00	0.00
990	594.31	586.97	0.00	0.00
1000	594.25	588.17	0.00	0.00
1010	594.24	593.82	0.00	0.00
1020	594.19	588.69	0.00	0.00
1030	594.13	587.69	0.00	0.00
1040	594.06	587.07	0.00	0.00
1050	593.95	582.73	0.00	0.00
1060	593.96	595.26	0.00	0.00
1070	593.89	586.03	0.00	0.00
1080	593.80	584.70	0.00	0.00
1090	593.75	588.13	0.00	0.00
1100	593.74	592.16	0.00	0.00
1110	593.67	586.73	0.00	0.00
1120	593.59	584.47	0.00	0.00
1130	593.40	571.63	0.00	0.00
1140	593.18	569.04	0.00	0.00
1150	593.05	577.88	0.00	0.00
1160	592.92	578.21	0.00	0.00
1170	592.89	589.37	0.00	0.00
1180	592.88	591.13	0.00	0.00
1190	592.84	588.57	0.00	0.00
1200	592.76	583.33	0.00	0.00
1210	592.73	588.97	0.00	0.00
1220	592.65	583.33	0.00	0.00
1230	592.55	580.30	0.00	0.00
1240	592.50	586.40	0.00	0.00
1250	592.47	587.63	0.00	0.00
1260	592.30	571.59	0.00	0.00
1270	592.26	587.77	0.00	0.00
1280	592.23	588.01	0.00	0.00
1290	592.04	567.95	0.00	0.00
1300	591.83	564.69	0.00	0.00
1310	591.69	573.34	0.00	0.00
1320	591.61	581.29	0.00	0.00
1330	591.56	584.93	0.00	0.00
1340	591.48	580.88	0.00	0.00
1350	591.41	581.84	0.00	0.00
1360	591.38	586.77	0.00	0.00
1370	591.29	579.34	0.00	0.00
1380	591.22	581.72	0.00	0.00
1390	591.13	579.24	0.00	0.00
1400	591.08	583.08	0.00	0.00
1410	591.02	582.73	0.00	0.00
1420	590.89	572.98	0.00	0.00
1430	590.76	572.61	0.00	0.00
1440	590.70	582.58	0.00	0.00
1450	590.62	578.98	0.00	0.00
1460	590.46	566.78	0.00	0.00
1470	590.29	564.95	0.00	0.00
1480	590.18	573.89	0.00	0.00
1490	590.01	565.74	0.00	0.00
1500	589.93	577.58	0.00	0.00
1510	589.83	574.94	0.00	0.00
1520	589.79	584.13	0.00	0.00
1530	589.72	578.54	0.00	0.00
1540	589.65	578.68	0.00	0.00
1550	589.57	578.34	0.00	0.00
1560	589.54	583.57	0.00	0.00
1570	589.46	577.24	0.00	0.00
1580	589.37	575.30	0.00	0.00
1590	589.30	578.86	0.00	0.00
1600	589.24	579.07	0.00	0.00
1610	589.16	576.44	0.00	0.00
1620	588.97	559.14	0.00	0.00
1630	588.87	572.10	0.00	0.00
1640	588.77	572.28	0.00	0.00
1650	588.69	576.10	0.00	0.00
1660	588.61	575.94	0.00	0.00
1670	588.51	571.26	0.00	0.00
1680	588.43	575.61	0.00	0.00
1690	588.36	576.14	0.00	0.00
1700	588.28	573.94	0.00	0.00
1710	588.22	578.40	0.00	0.00
1720	588.15	576.44	0.00	0.00
1730	587.97	557.10	0.00	0.00
1740	587.84	565.43	0.00	0.00
1750	587.77	575.20	0.00	0.00
1760	587.71	576.84	0.00	0.00
1770	587.63	574.64	0.00	0.00
1780	587.52	567.75	0.00	0.00
1790	587.31	549.62	0.00	0.00
1800	587.25	575.74	0.00	0.00
