elap_secs	cum_tps	int_tps	cum_ips	int_ips
10	86.52	86.52	0.00	0.00
20	90.25	93.98	0.00	0.00
30	91.69	94.58	0.00	0.00
40	92.26	93.99	0.00	0.00
50	92.53	93.59	0.00	0.00
60	92.87	94.58	0.00	0.00
70	92.99	93.72	0.00	0.00
80	93.14	94.18	0.00	0.00
90	93.27	94.29	0.00	0.00
100	93.35	94.08	0.00	0.00
110	93.42	94.19	0.00	0.00
120	93.49	94.20	0.00	0.00
130	93.54	94.19	0.00	0.00
140	93.58	94.08	0.00	0.00
150	93.61	94.01	0.00	0.00
160	93.65	94.21	0.00	0.00
170	93.67	93.98	0.00	0.00
180	93.70	94.29	0.00	0.00
190	93.71	93.86	0.00	0.00
200	93.74	94.35	0.00	0.00
210	93.75	93.90	0.00	0.00
220	93.77	94.30	0.00	0.00
230	93.78	93.83	0.00	0.00
240	93.81	94.49	0.00	0.00
250	93.80	93.59	0.00	0.00
260	93.80	93.99	0.00	0.00
270	93.83	94.57	0.00	0.00
280	93.83	93.81	0.00	0.00
290	93.85	94.39	0.00	0.00
300	93.86	94.19	0.00	0.00
310	93.87	94.23	0.00	0.00
320	93.87	93.79	0.00	0.00
330	93.87	93.99	0.00	0.00
340	93.88	94.06	0.00	0.00
350	93.88	94.00	0.00	0.00
360	93.89	94.17	0.00	0.00
370	93.89	93.80	0.00	0.00
380	93.90	94.30	0.00	0.00
390	93.91	94.31	0.00	0.00
400	93.31	69.89	0.00	0.00
410	91.71	27.86	0.00	0.00
420	91.74	92.96	0.00	0.00
430	91.81	94.68	0.00	0.00
440	91.87	94.68	0.00	0.00
450	91.93	94.59	0.00	0.00
460	91.98	94.28	0.00	0.00
470	92.03	94.32	0.00	0.00
480	92.08	94.28	0.00	0.00
490	92.14	94.83	0.00	0.00
500	92.18	94.35	0.00	0.00
510	92.23	94.57	0.00	0.00
520	92.27	94.31	0.00	0.00
530	92.31	94.70	0.00	0.00
540	92.36	94.63	0.00	0.00
550	92.39	94.30	0.00	0.00
560	92.43	94.55	0.00	0.00
570	92.47	94.48	0.00	0.00
580	92.50	94.47	0.00	0.00
590	92.54	94.67	0.00	0.00
600	92.57	94.26	0.00	0.00
610	92.60	94.41	0.00	0.00
620	92.63	94.66	0.00	0.00
630	92.65	94.07	0.00	0.00
640	92.69	94.89	0.00	0.00
650	92.71	94.27	0.00	0.00
660	92.74	94.88	0.00	0.00
670	92.76	93.87	0.00	0.00
680	92.79	94.91	0.00	0.00
690	92.82	94.47	0.00	0.00
700	92.84	94.35	0.00	0.00
710	92.86	94.58	0.00	0.00
720	92.88	94.37	0.00	0.00
730	92.90	94.28	0.00	0.00
740	92.93	94.77	0.00	0.00
750	92.95	94.18	0.00	0.00
760	92.97	94.93	0.00	0.00
770	92.99	94.17	0.00	0.00
780	93.01	94.69	0.00	0.00
790	93.02	93.85	0.00	0.00
800	93.04	94.56	0.00	0.00
810	93.06	94.69	0.00	0.00
820	93.08	94.77	0.00	0.00
830	93.09	94.13	0.00	0.00
840	93.11	94.54	0.00	0.00
850	93.12	94.28	0.00	0.00
860	93.14	94.66	0.00	0.00
870	93.16	94.77	0.00	0.00
880	93.17	93.86	0.00	0.00
890	93.18	94.57	0.00	0.00
900	93.20	94.52	0.00	0.00
910	93.21	94.27	0.00	0.00
920	93.22	94.59	0.00	0.00
930	93.24	94.39	0.00	0.00
940	93.25	94.28	0.00	0.00
950	93.26	94.48	0.00	0.00
960	93.27	94.17	0.00	0.00
970	93.28	94.48	0.00	0.00
980	93.30	95.15	0.00	0.00
990	93.31	94.26	0.00	0.00
1000	93.32	94.06	0.00	0.00
1010	93.33	94.68	0.00	0.00
1020	93.34	94.38	0.00	0.00
1030	93.35	94.48	0.00	0.00
1040	93.37	94.51	0.00	0.00
1050	93.38	94.46	0.00	0.00
1060	93.39	94.39	0.00	0.00
1070	93.39	94.05	0.00	0.00
