sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 10 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Threads started!

[  10s] threads: 16, tps: 224.90, reads: 3164.73, writes: 902.58, response time: 139.75ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 250.40, reads: 3504.21, writes: 1000.20, response time: 274.32ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 239.40, reads: 3352.90, writes: 958.10, response time: 274.48ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 16, tps: 266.20, reads: 3725.20, writes: 1064.80, response time: 94.08ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 16, tps: 288.20, reads: 4039.00, writes: 1152.60, response time: 87.32ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 16, tps: 294.50, reads: 4121.50, writes: 1177.90, response time: 92.96ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 16, tps: 325.70, reads: 4560.70, writes: 1302.60, response time: 72.71ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 16, tps: 329.80, reads: 4611.88, writes: 1318.69, response time: 61.39ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 16, tps: 351.00, reads: 4920.03, writes: 1405.01, response time: 53.90ms (95%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 16, tps: 360.40, reads: 5041.50, writes: 1441.00, response time: 67.24ms (95%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 16, tps: 362.30, reads: 5071.50, writes: 1449.00, response time: 64.42ms (95%), errors: 0.00, reconnects:  0.00
[ 120s] threads: 16, tps: 403.90, reads: 5654.60, writes: 1615.70, response time: 49.85ms (95%), errors: 0.00, reconnects:  0.00
[ 130s] threads: 16, tps: 393.10, reads: 5502.50, writes: 1571.90, response time: 49.71ms (95%), errors: 0.00, reconnects:  0.00
[ 140s] threads: 16, tps: 396.00, reads: 5545.20, writes: 1584.60, response time: 49.08ms (95%), errors: 0.00, reconnects:  0.00
[ 150s] threads: 16, tps: 389.90, reads: 5459.40, writes: 1559.60, response time: 48.92ms (95%), errors: 0.00, reconnects:  0.00
[ 160s] threads: 16, tps: 350.70, reads: 4908.60, writes: 1402.70, response time: 74.33ms (95%), errors: 0.00, reconnects:  0.00
[ 170s] threads: 16, tps: 365.60, reads: 5118.40, writes: 1461.90, response time: 63.20ms (95%), errors: 0.00, reconnects:  0.00
[ 180s] threads: 16, tps: 407.60, reads: 5706.90, writes: 1631.30, response time: 48.90ms (95%), errors: 0.00, reconnects:  0.00
[ 190s] threads: 16, tps: 388.80, reads: 5447.40, writes: 1554.70, response time: 48.04ms (95%), errors: 0.10, reconnects:  0.00
[ 200s] threads: 16, tps: 358.90, reads: 5024.30, writes: 1436.50, response time: 52.31ms (95%), errors: 0.00, reconnects:  0.00
[ 210s] threads: 16, tps: 364.20, reads: 5098.40, writes: 1456.50, response time: 49.68ms (95%), errors: 0.00, reconnects:  0.00
[ 220s] threads: 16, tps: 359.70, reads: 5035.70, writes: 1438.00, response time: 66.30ms (95%), errors: 0.00, reconnects:  0.00
[ 230s] threads: 16, tps: 360.80, reads: 5050.60, writes: 1444.70, response time: 62.67ms (95%), errors: 0.00, reconnects:  0.00
[ 240s] threads: 16, tps: 366.30, reads: 5125.30, writes: 1463.30, response time: 59.83ms (95%), errors: 0.00, reconnects:  0.00
[ 250s] threads: 16, tps: 374.90, reads: 5247.40, writes: 1499.60, response time: 51.52ms (95%), errors: 0.00, reconnects:  0.00
[ 260s] threads: 16, tps: 370.40, reads: 5188.80, writes: 1481.70, response time: 51.22ms (95%), errors: 0.00, reconnects:  0.00
[ 270s] threads: 16, tps: 376.60, reads: 5272.00, writes: 1506.80, response time: 51.24ms (95%), errors: 0.00, reconnects:  0.00
[ 280s] threads: 16, tps: 346.60, reads: 4855.20, writes: 1387.80, response time: 70.31ms (95%), errors: 0.00, reconnects:  0.00
[ 290s] threads: 16, tps: 363.20, reads: 5083.30, writes: 1452.50, response time: 61.28ms (95%), errors: 0.00, reconnects:  0.00
[ 300s] threads: 16, tps: 390.30, reads: 5465.20, writes: 1559.90, response time: 57.36ms (95%), errors: 0.00, reconnects:  0.00
[ 310s] threads: 16, tps: 420.10, reads: 5880.30, writes: 1681.70, response time: 47.03ms (95%), errors: 0.00, reconnects:  0.00
[ 320s] threads: 16, tps: 419.50, reads: 5871.90, writes: 1677.70, response time: 47.16ms (95%), errors: 0.00, reconnects:  0.00
[ 330s] threads: 16, tps: 391.80, reads: 5484.10, writes: 1565.70, response time: 50.39ms (95%), errors: 0.00, reconnects:  0.00
[ 340s] threads: 16, tps: 348.50, reads: 4879.90, writes: 1395.40, response time: 67.91ms (95%), errors: 0.00, reconnects:  0.00
[ 350s] threads: 16, tps: 360.90, reads: 5049.40, writes: 1441.90, response time: 61.98ms (95%), errors: 0.00, reconnects:  0.00
[ 360s] threads: 16, tps: 383.90, reads: 5380.40, writes: 1537.20, response time: 56.07ms (95%), errors: 0.00, reconnects:  0.00
[ 370s] threads: 16, tps: 409.30, reads: 5731.40, writes: 1638.20, response time: 48.25ms (95%), errors: 0.00, reconnects:  0.00
[ 380s] threads: 16, tps: 405.50, reads: 5674.80, writes: 1620.70, response time: 48.71ms (95%), errors: 0.00, reconnects:  0.00
[ 390s] threads: 16, tps: 393.30, reads: 5503.10, writes: 1572.80, response time: 51.62ms (95%), errors: 0.00, reconnects:  0.00
[ 400s] threads: 16, tps: 349.00, reads: 4888.70, writes: 1397.40, response time: 73.34ms (95%), errors: 0.00, reconnects:  0.00
[ 410s] threads: 16, tps: 337.20, reads: 4719.00, writes: 1348.10, response time: 69.14ms (95%), errors: 0.00, reconnects:  0.00
[ 420s] threads: 16, tps: 333.20, reads: 4666.31, writes: 1332.90, response time: 80.74ms (95%), errors: 0.00, reconnects:  0.00
[ 430s] threads: 16, tps: 413.60, reads: 5792.80, writes: 1654.90, response time: 47.79ms (95%), errors: 0.00, reconnects:  0.00
[ 440s] threads: 16, tps: 411.30, reads: 5757.90, writes: 1644.90, response time: 47.77ms (95%), errors: 0.00, reconnects:  0.00
[ 450s] threads: 16, tps: 402.50, reads: 5634.10, writes: 1610.70, response time: 49.08ms (95%), errors: 0.00, reconnects:  0.00
[ 460s] threads: 16, tps: 347.70, reads: 4866.29, writes: 1389.40, response time: 70.84ms (95%), errors: 0.00, reconnects:  0.00
[ 470s] threads: 16, tps: 359.50, reads: 5032.51, writes: 1438.00, response time: 62.36ms (95%), errors: 0.00, reconnects:  0.00
[ 480s] threads: 16, tps: 360.90, reads: 5054.50, writes: 1442.80, response time: 66.38ms (95%), errors: 0.00, reconnects:  0.00
[ 490s] threads: 16, tps: 415.10, reads: 5808.80, writes: 1660.50, response time: 47.52ms (95%), errors: 0.00, reconnects:  0.00
[ 500s] threads: 16, tps: 422.00, reads: 5905.40, writes: 1688.20, response time: 46.71ms (95%), errors: 0.00, reconnects:  0.00
[ 510s] threads: 16, tps: 418.40, reads: 5860.80, writes: 1673.50, response time: 47.13ms (95%), errors: 0.00, reconnects:  0.00
[ 520s] threads: 16, tps: 360.30, reads: 5045.80, writes: 1441.80, response time: 73.96ms (95%), errors: 0.00, reconnects:  0.00
[ 530s] threads: 16, tps: 371.40, reads: 5199.80, writes: 1484.70, response time: 60.83ms (95%), errors: 0.00, reconnects:  0.00
[ 540s] threads: 16, tps: 345.50, reads: 4832.90, writes: 1382.50, response time: 70.08ms (95%), errors: 0.00, reconnects:  0.00
[ 550s] threads: 16, tps: 388.10, reads: 5436.30, writes: 1552.60, response time: 49.68ms (95%), errors: 0.00, reconnects:  0.00
[ 560s] threads: 16, tps: 401.90, reads: 5626.70, writes: 1608.30, response time: 48.83ms (95%), errors: 0.00, reconnects:  0.00
[ 570s] threads: 16, tps: 412.90, reads: 5782.80, writes: 1651.90, response time: 47.63ms (95%), errors: 0.00, reconnects:  0.00
[ 580s] threads: 16, tps: 347.20, reads: 4854.40, writes: 1387.80, response time: 71.56ms (95%), errors: 0.00, reconnects:  0.00
[ 590s] threads: 16, tps: 341.40, reads: 4780.89, writes: 1364.70, response time: 61.14ms (95%), errors: 0.00, reconnects:  0.00
[ 600s] threads: 16, tps: 339.00, reads: 4749.61, writes: 1357.50, response time: 68.03ms (95%), errors: 0.00, reconnects:  0.00
[ 610s] threads: 16, tps: 409.10, reads: 5724.30, writes: 1635.30, response time: 48.06ms (95%), errors: 0.00, reconnects:  0.00
[ 620s] threads: 16, tps: 413.90, reads: 5795.10, writes: 1656.10, response time: 48.64ms (95%), errors: 0.00, reconnects:  0.00
[ 630s] threads: 16, tps: 412.30, reads: 5772.40, writes: 1648.70, response time: 47.79ms (95%), errors: 0.00, reconnects:  0.00
[ 640s] threads: 16, tps: 359.10, reads: 5029.60, writes: 1436.70, response time: 70.08ms (95%), errors: 0.00, reconnects:  0.00
[ 650s] threads: 16, tps: 373.60, reads: 5227.70, writes: 1494.70, response time: 60.41ms (95%), errors: 0.00, reconnects:  0.00
[ 660s] threads: 16, tps: 352.20, reads: 4932.80, writes: 1408.30, response time: 70.22ms (95%), errors: 0.00, reconnects:  0.00
[ 670s] threads: 16, tps: 420.20, reads: 5885.80, writes: 1683.00, response time: 46.68ms (95%), errors: 0.00, reconnects:  0.00
[ 680s] threads: 16, tps: 420.30, reads: 5880.80, writes: 1679.10, response time: 46.71ms (95%), errors: 0.00, reconnects:  0.00
[ 690s] threads: 16, tps: 423.00, reads: 5919.60, writes: 1691.80, response time: 46.39ms (95%), errors: 0.00, reconnects:  0.00
[ 700s] threads: 16, tps: 366.10, reads: 5129.80, writes: 1464.80, response time: 68.69ms (95%), errors: 0.00, reconnects:  0.00
[ 710s] threads: 16, tps: 361.90, reads: 5064.10, writes: 1448.20, response time: 61.32ms (95%), errors: 0.00, reconnects:  0.00
[ 720s] threads: 16, tps: 366.70, reads: 5131.57, writes: 1465.29, response time: 68.32ms (95%), errors: 0.00, reconnects:  0.00
[ 730s] threads: 16, tps: 408.20, reads: 5718.24, writes: 1634.71, response time: 48.43ms (95%), errors: 0.00, reconnects:  0.00
[ 740s] threads: 16, tps: 415.80, reads: 5818.00, writes: 1661.80, response time: 47.53ms (95%), errors: 0.00, reconnects:  0.00
[ 750s] threads: 16, tps: 417.70, reads: 5854.00, writes: 1672.20, response time: 46.95ms (95%), errors: 0.00, reconnects:  0.00
[ 760s] threads: 16, tps: 371.30, reads: 5198.70, writes: 1485.00, response time: 63.20ms (95%), errors: 0.00, reconnects:  0.00
[ 770s] threads: 16, tps: 356.40, reads: 4985.10, writes: 1425.30, response time: 61.84ms (95%), errors: 0.00, reconnects:  0.00
[ 780s] threads: 16, tps: 373.30, reads: 5230.10, writes: 1494.50, response time: 57.95ms (95%), errors: 0.00, reconnects:  0.00
[ 790s] threads: 16, tps: 363.20, reads: 5083.20, writes: 1451.80, response time: 70.65ms (95%), errors: 0.00, reconnects:  0.00
[ 800s] threads: 16, tps: 412.20, reads: 5768.60, writes: 1649.00, response time: 47.76ms (95%), errors: 0.00, reconnects:  0.00
[ 810s] threads: 16, tps: 419.70, reads: 5877.00, writes: 1678.10, response time: 46.63ms (95%), errors: 0.00, reconnects:  0.00
[ 820s] threads: 16, tps: 357.30, reads: 5000.50, writes: 1428.70, response time: 75.57ms (95%), errors: 0.00, reconnects:  0.00
[ 830s] threads: 16, tps: 363.60, reads: 5090.80, writes: 1455.10, response time: 58.63ms (95%), errors: 0.00, reconnects:  0.00
[ 840s] threads: 16, tps: 359.90, reads: 5040.79, writes: 1441.00, response time: 61.17ms (95%), errors: 0.00, reconnects:  0.00
[ 850s] threads: 16, tps: 393.70, reads: 5507.41, writes: 1572.70, response time: 56.29ms (95%), errors: 0.00, reconnects:  0.00
[ 860s] threads: 16, tps: 414.40, reads: 5803.20, writes: 1658.00, response time: 47.52ms (95%), errors: 0.00, reconnects:  0.00
[ 870s] threads: 16, tps: 418.00, reads: 5852.90, writes: 1672.30, response time: 46.99ms (95%), errors: 0.00, reconnects:  0.00
[ 880s] threads: 16, tps: 357.80, reads: 5009.50, writes: 1430.90, response time: 71.43ms (95%), errors: 0.00, reconnects:  0.00
[ 890s] threads: 16, tps: 320.50, reads: 4487.20, writes: 1282.10, response time: 58.73ms (95%), errors: 0.00, reconnects:  0.00
[ 900s] threads: 16, tps: 365.00, reads: 5110.10, writes: 1459.60, response time: 59.76ms (95%), errors: 0.00, reconnects:  0.00
[ 910s] threads: 16, tps: 364.00, reads: 5094.30, writes: 1455.70, response time: 73.14ms (95%), errors: 0.00, reconnects:  0.00
[ 920s] threads: 16, tps: 414.10, reads: 5798.10, writes: 1656.50, response time: 47.16ms (95%), errors: 0.00, reconnects:  0.00
[ 930s] threads: 16, tps: 400.20, reads: 5604.50, writes: 1601.20, response time: 49.73ms (95%), errors: 0.00, reconnects:  0.00
[ 940s] threads: 16, tps: 348.20, reads: 4870.10, writes: 1391.80, response time: 71.82ms (95%), errors: 0.00, reconnects:  0.00
[ 950s] threads: 16, tps: 359.60, reads: 5038.60, writes: 1439.70, response time: 60.81ms (95%), errors: 0.00, reconnects:  0.00
[ 960s] threads: 16, tps: 369.60, reads: 5175.29, writes: 1478.20, response time: 58.71ms (95%), errors: 0.00, reconnects:  0.00
[ 970s] threads: 16, tps: 345.30, reads: 4833.11, writes: 1382.00, response time: 77.63ms (95%), errors: 0.00, reconnects:  0.00
[ 980s] threads: 16, tps: 414.00, reads: 5795.39, writes: 1655.30, response time: 47.49ms (95%), errors: 0.00, reconnects:  0.00
[ 990s] threads: 16, tps: 411.40, reads: 5758.91, writes: 1645.90, response time: 47.37ms (95%), errors: 0.00, reconnects:  0.00
[1000s] threads: 16, tps: 365.20, reads: 5117.10, writes: 1461.70, response time: 66.34ms (95%), errors: 0.00, reconnects:  0.00
[1010s] threads: 16, tps: 357.90, reads: 5007.10, writes: 1429.70, response time: 64.14ms (95%), errors: 0.00, reconnects:  0.00
[1020s] threads: 16, tps: 369.40, reads: 5172.40, writes: 1479.10, response time: 60.57ms (95%), errors: 0.00, reconnects:  0.00
[1030s] threads: 16, tps: 353.40, reads: 4945.40, writes: 1413.40, response time: 68.34ms (95%), errors: 0.00, reconnects:  0.00
[1040s] threads: 16, tps: 410.50, reads: 5750.80, writes: 1642.10, response time: 47.44ms (95%), errors: 0.00, reconnects:  0.00
[1050s] threads: 16, tps: 401.20, reads: 5614.30, writes: 1604.40, response time: 49.43ms (95%), errors: 0.00, reconnects:  0.00
[1060s] threads: 16, tps: 348.40, reads: 4876.20, writes: 1393.80, response time: 74.49ms (95%), errors: 0.00, reconnects:  0.00
[1070s] threads: 16, tps: 359.00, reads: 5026.80, writes: 1435.60, response time: 60.30ms (95%), errors: 0.00, reconnects:  0.00
[1080s] threads: 16, tps: 365.30, reads: 5117.40, writes: 1461.40, response time: 59.90ms (95%), errors: 0.00, reconnects:  0.00
[1090s] threads: 16, tps: 333.70, reads: 4672.80, writes: 1335.20, response time: 62.64ms (95%), errors: 0.00, reconnects:  0.00
[1100s] threads: 16, tps: 375.50, reads: 5252.90, writes: 1501.30, response time: 54.86ms (95%), errors: 0.00, reconnects:  0.00
[1110s] threads: 16, tps: 378.20, reads: 5297.30, writes: 1512.90, response time: 51.41ms (95%), errors: 0.00, reconnects:  0.00
[1120s] threads: 16, tps: 341.80, reads: 4780.80, writes: 1366.50, response time: 73.89ms (95%), errors: 0.00, reconnects:  0.00
[1130s] threads: 16, tps: 355.90, reads: 4987.79, writes: 1424.70, response time: 60.44ms (95%), errors: 0.00, reconnects:  0.00
[1140s] threads: 16, tps: 367.90, reads: 5149.31, writes: 1471.40, response time: 60.26ms (95%), errors: 0.00, reconnects:  0.00
[1150s] threads: 16, tps: 362.30, reads: 5064.30, writes: 1448.00, response time: 69.53ms (95%), errors: 0.00, reconnects:  0.00
[1160s] threads: 16, tps: 414.30, reads: 5806.20, writes: 1656.90, response time: 47.23ms (95%), errors: 0.00, reconnects:  0.00
[1170s] threads: 16, tps: 411.50, reads: 5762.90, writes: 1647.00, response time: 47.57ms (95%), errors: 0.00, reconnects:  0.00
[1180s] threads: 16, tps: 340.10, reads: 4760.10, writes: 1359.80, response time: 74.65ms (95%), errors: 0.00, reconnects:  0.00
[1190s] threads: 16, tps: 316.40, reads: 4432.49, writes: 1268.40, response time: 68.01ms (95%), errors: 0.00, reconnects:  0.00
