elap_secs	cum_tps	int_tps	cum_ips	int_ips
10	861.75	861.75	0.00	0.00
20	897.96	934.17	0.00	0.00
30	911.42	938.32	0.00	0.00
40	919.64	944.30	0.00	0.00
50	924.96	946.25	0.00	0.00
60	927.97	943.05	0.00	0.00
70	932.04	956.43	0.00	0.00
80	933.77	945.88	0.00	0.00
90	935.67	951.05	0.00	0.00
100	937.79	956.78	0.00	0.00
110	939.86	960.57	0.00	0.00
120	941.13	955.05	0.00	0.00
130	942.07	953.34	0.00	0.00
140	943.17	957.54	0.00	0.00
150	945.45	977.25	0.00	0.00
160	945.83	951.56	0.00	0.00
170	945.97	948.32	0.00	0.00
180	946.31	952.04	0.00	0.00
190	946.67	953.08	0.00	0.00
200	947.38	960.84	0.00	0.00
210	947.62	952.46	0.00	0.00
220	947.79	951.45	0.00	0.00
230	948.10	954.91	0.00	0.00
240	948.23	951.24	0.00	0.00
250	948.43	953.27	0.00	0.00
260	948.84	959.00	0.00	0.00
270	948.74	946.18	0.00	0.00
280	949.25	962.88	0.00	0.00
290	949.88	967.57	0.00	0.00
300	949.82	948.19	0.00	0.00
310	950.14	959.65	0.00	0.00
320	950.54	963.05	0.00	0.00
330	950.66	954.44	0.00	0.00
340	950.79	955.04	0.00	0.00
350	950.78	950.45	0.00	0.00
360	951.21	966.43	0.00	0.00
370	951.49	961.55	0.00	0.00
380	951.89	966.83	0.00	0.00
390	952.10	959.78	0.00	0.00
400	952.52	969.14	0.00	0.00
410	952.69	959.34	0.00	0.00
420	953.43	983.71	0.00	0.00
430	953.44	953.96	0.00	0.00
440	953.69	964.44	0.00	0.00
450	953.84	960.44	0.00	0.00
460	953.93	957.87	0.00	0.00
470	953.85	950.14	0.00	0.00
480	953.69	946.46	0.00	0.00
490	953.84	961.06	0.00	0.00
500	953.90	956.43	0.00	0.00
510	953.99	958.73	0.00	0.00
520	953.96	952.57	0.00	0.00
530	954.10	960.95	0.00	0.00
540	954.21	960.36	0.00	0.00
550	954.36	962.43	0.00	0.00
560	954.45	959.18	0.00	0.00
570	954.60	963.24	0.00	0.00
580	954.78	965.04	0.00	0.00
590	954.86	959.64	0.00	0.00
600	955.01	963.33	0.00	0.00
610	955.19	966.13	0.00	0.00
620	955.15	953.04	0.00	0.00
630	955.08	950.24	0.00	0.00
640	955.48	980.72	0.00	0.00
650	955.49	956.45	0.00	0.00
660	955.66	966.73	0.00	0.00
670	955.75	961.78	0.00	0.00
680	955.78	957.42	0.00	0.00
690	955.81	958.27	0.00	0.00
700	955.88	960.57	0.00	0.00
710	955.88	955.54	0.00	0.00
720	955.98	963.53	0.00	0.00
730	955.94	952.94	0.00	0.00
740	956.07	965.33	0.00	0.00
750	956.16	963.24	0.00	0.00
760	956.14	954.61	0.00	0.00
770	956.17	957.84	0.00	0.00
780	956.48	980.42	0.00	0.00
790	956.55	962.46	0.00	0.00
800	956.74	971.33	0.00	0.00
810	956.80	961.83	0.00	0.00
820	956.88	963.49	0.00	0.00
830	956.94	961.76	0.00	0.00
840	957.08	969.03	0.00	0.00
850	957.08	957.01	0.00	0.00
860	957.16	964.04	0.00	0.00
870	957.33	971.54	0.00	0.00
880	957.33	957.14	0.00	0.00
890	957.33	957.80	0.00	0.00
900	957.43	966.28	0.00	0.00
910	957.45	958.54	0.00	0.00
920	957.60	972.03	0.00	0.00
930	957.69	965.25	0.00	0.00
940	957.72	960.56	0.00	0.00
950	957.69	955.27	0.00	0.00
960	957.79	966.73	0.00	0.00
970	957.79	957.85	0.00	0.00
980	957.88	966.93	0.00	0.00
990	957.99	968.53	0.00	0.00
1000	957.99	958.75	0.00	0.00
1010	958.05	964.06	0.00	0.00
1020	958.15	967.53	0.00	0.00
1030	958.29	972.80	0.00	0.00
1040	958.22	951.24	0.00	0.00
1050	958.25	961.13	0.00	0.00
1060	958.42	976.32	0.00	0.00
1070	958.56	973.53	0.00	0.00
1080	958.56	958.69	0.00	0.00
1090	958.62	964.46	0.00	0.00
1100	958.56	952.16	0.00	0.00
1110	958.59	962.53	0.00	0.00
1120	958.68	967.73	0.00	0.00
1130	958.74	966.13	0.00	0.00
1140	958.83	968.88	0.00	0.00
1150	958.85	961.45	0.00	0.00
1160	958.92	967.10	0.00	0.00
1170	959.01	968.88	0.00	0.00
1180	959.05	963.53	0.00	0.00
1190	959.14	970.54	0.00	0.00
1200	959.13	957.16	0.00	0.00
1210	959.08	953.66	0.00	0.00
1220	959.00	949.18	0.00	0.00
1230	959.02	961.16	0.00	0.00
1240	959.08	966.75	0.00	0.00
