elap_secs	cum_tps	int_tps	cum_ips	int_ips
10	623.00	623.00	0.00	0.00
20	686.17	749.33	0.00	0.00
30	686.54	687.28	0.00	0.00
40	654.76	559.44	0.00	0.00
50	627.56	518.73	0.00	0.00
60	610.47	525.03	0.00	0.00
70	597.37	518.78	0.00	0.00
80	587.31	516.88	0.00	0.00
90	578.91	511.69	0.00	0.00
100	572.38	513.73	0.00	0.00
110	567.17	514.52	0.00	0.00
120	562.73	513.94	0.00	0.00
130	558.43	507.02	0.00	0.00
140	554.64	505.39	0.00	0.00
150	551.96	514.47	0.00	0.00
160	549.35	509.84	0.00	0.00
170	546.85	506.94	0.00	0.00
180	544.63	506.89	0.00	0.00
190	542.99	513.59	0.00	0.00
200	541.43	511.68	0.00	0.00
210	539.74	505.99	0.00	0.00
220	538.27	507.44	0.00	0.00
230	536.73	502.72	0.00	0.00
240	535.45	505.94	0.00	0.00
250	534.43	510.14	0.00	0.00
260	533.57	511.99	0.00	0.00
270	532.38	501.35	0.00	0.00
280	531.56	509.59	0.00	0.00
290	530.66	505.34	0.00	0.00
300	529.85	506.24	0.00	0.00
310	529.21	509.94	0.00	0.00
320	528.71	513.28	0.00	0.00
330	528.20	512.14	0.00	0.00
340	527.73	512.23	0.00	0.00
350	527.07	504.64	0.00	0.00
360	526.61	510.29	0.00	0.00
370	525.97	503.27	0.00	0.00
380	525.52	508.68	0.00	0.00
390	525.27	515.64	0.00	0.00
400	524.88	509.64	0.00	0.00
410	524.63	514.83	0.00	0.00
420	524.28	510.04	0.00	0.00
430	524.06	514.44	0.00	0.00
440	523.64	505.69	0.00	0.00
450	523.68	525.56	0.00	0.00
460	523.96	536.53	0.00	0.00
470	524.24	537.06	0.00	0.00
480	524.60	541.56	0.00	0.00
490	524.83	536.04	0.00	0.00
500	525.03	534.92	0.00	0.00
510	525.33	540.06	0.00	0.00
520	525.63	541.00	0.00	0.00
530	525.85	537.09	0.00	0.00
540	526.00	534.06	0.00	0.00
550	526.27	540.83	0.00	0.00
560	526.55	542.23	0.00	0.00
570	526.81	541.10	0.00	0.00
580	527.02	539.20	0.00	0.00
590	527.25	540.56	0.00	0.00
600	527.41	536.76	0.00	0.00
610	527.65	542.03	0.00	0.00
620	527.85	540.26	0.00	0.00
630	528.01	537.79	0.00	0.00
640	528.14	536.29	0.00	0.00
650	528.33	540.31	0.00	0.00
660	528.44	536.01	0.00	0.00
670	528.55	535.51	0.00	0.00
680	528.74	541.54	0.00	0.00
690	528.88	538.48	0.00	0.00
700	529.02	538.55	0.00	0.00
710	529.30	548.78	0.00	0.00
720	529.41	537.39	0.00	0.00
730	529.59	542.43	0.00	0.00
740	529.75	541.31	0.00	0.00
750	529.94	544.00	0.00	0.00
760	530.11	543.06	0.00	0.00
770	530.20	537.40	0.00	0.00
780	530.21	531.02	0.00	0.00
790	530.35	541.16	0.00	0.00
800	530.53	544.69	0.00	0.00
810	530.71	544.85	0.00	0.00
820	530.88	544.37	0.00	0.00
830	531.06	545.86	0.00	0.00
840	531.18	541.63	0.00	0.00
850	531.36	546.70	0.00	0.00
860	531.48	541.54	0.00	0.00
870	530.63	457.38	0.00	0.00
880	532.29	677.81	0.00	0.00
890	533.23	615.56	0.00	0.00
900	534.60	657.04	0.00	0.00
910	535.88	650.61	0.00	0.00
920	536.48	591.01	0.00	0.00
930	536.76	562.49	0.00	0.00
940	536.93	553.21	0.00	0.00
950	537.03	546.20	0.00	0.00
960	537.07	540.64	0.00	0.00
970	537.15	544.56	0.00	0.00
980	537.17	539.50	0.00	0.00
990	537.22	542.43	0.00	0.00
1000	537.24	538.62	0.00	0.00
1010	537.22	535.50	0.00	0.00
1020	537.25	539.91	0.00	0.00
1030	537.32	544.71	0.00	0.00
1040	537.33	538.69	0.00	0.00
1050	537.34	538.25	0.00	0.00
1060	537.30	533.42	0.00	0.00
1070	537.32	539.46	0.00	0.00
1080	537.33	538.56	0.00	0.00
1090	537.33	536.31	0.00	0.00
1100	536.81	480.08	0.00	0.00
1110	536.66	520.31	0.00	0.00
1120	536.66	537.20	0.00	0.00
1130	536.70	540.21	0.00	0.00
1140	536.68	534.30	0.00	0.00
1150	536.70	540.04	0.00	0.00
1160	536.68	534.01	0.00	0.00
1170	536.65	533.48	0.00	0.00
1180	536.68	539.63	0.00	0.00
1190	536.60	527.77	0.00	0.00
1200	536.59	535.04	0.00	0.00
1210	536.61	538.29	0.00	0.00
1220	536.63	539.11	0.00	0.00
1230	536.61	535.06	0.00	0.00
1240	536.64	540.01	0.00	0.00
1250	536.67	539.96	0.00	0.00
1260	536.68	538.30	0.00	0.00
1270	536.65	533.06	0.00	0.00
1280	536.67	538.95	0.00	0.00
1290	536.67	537.05	0.00	0.00
1300	536.62	529.98	0.00	0.00
1310	536.61	535.06	0.00	0.00
1320	536.58	532.01	0.00	0.00
1330	536.54	531.83	0.00	0.00
1340	536.53	535.52	0.00	0.00
1350	536.54	537.56	0.00	0.00
1360	536.53	535.84	0.00	0.00
1370	536.54	537.20	0.00	0.00
1380	536.56	538.86	0.00	0.00
1390	536.53	532.31	0.00	0.00
1400	536.55	540.43	0.00	0.00
1410	536.56	537.79	0.00	0.00
1420	536.53	531.87	0.00	0.00
1430	536.53	536.00	0.00	0.00
1440	536.52	536.26	0.00	0.00
1450	536.55	539.77	0.00	0.00
1460	536.56	538.22	0.00	0.00
1470	536.58	540.26	0.00	0.00
1480	536.54	530.57	0.00	0.00
1490	536.58	543.01	0.00	0.00
1500	536.60	538.62	0.00	0.00
1510	536.62	540.50	0.00	0.00
1520	536.64	538.65	0.00	0.00
1530	536.62	533.50	0.00	0.00
1540	536.66	542.65	0.00	0.00
1550	536.69	542.46	0.00	0.00
1560	536.71	539.44	0.00	0.00
1570	536.74	541.89	0.00	0.00
1580	536.76	539.48	0.00	0.00
1590	536.78	539.83	0.00	0.00
1600	536.79	537.65	0.00	0.00
1610	536.81	540.95	0.00	0.00
1620	536.82	538.05	0.00	0.00
1630	536.82	536.80	0.00	0.00
1640	536.86	542.87	0.00	0.00
1650	536.88	540.51	0.00	0.00
1660	536.91	542.71	0.00	0.00
1670	536.93	539.71	0.00	0.00
1680	536.96	542.20	0.00	0.00
1690	536.97	538.02	0.00	0.00
1700	537.00	542.95	0.00	0.00
1710	537.04	544.08	0.00	0.00
1720	537.07	541.47	0.00	0.00
1730	537.10	542.49	0.00	0.00
1740	537.12	541.18	0.00	0.00
1750	537.14	540.43	0.00	0.00
1760	537.19	546.12	0.00	0.00
1770	536.72	453.94	0.00	0.00
1780	537.44	663.67	0.00	0.00
1790	537.80	601.90	0.00	0.00
1800	538.27	624.00	0.00	0.00
