elap_secs	cum_tps	int_tps	cum_ips	int_ips
10	1111.31	1111.31	0.00	0.00
20	1167.49	1223.65	0.00	0.00
30	1201.52	1269.55	0.00	0.00
40	1223.37	1288.92	0.00	0.00
50	1232.40	1268.50	0.00	0.00
60	1238.98	1271.90	0.00	0.00
70	1241.25	1254.87	0.00	0.00
80	1241.13	1240.28	0.00	0.00
90	1242.46	1253.20	0.00	0.00
100	1243.08	1248.65	0.00	0.00
110	1243.72	1250.07	0.00	0.00
120	1246.51	1277.17	0.00	0.00
130	1250.46	1297.82	0.00	0.00
140	1254.13	1301.78	0.00	0.00
150	1257.65	1306.89	0.00	0.00
160	1261.01	1311.39	0.00	0.00
170	1263.45	1302.81	0.00	0.00
180	1263.77	1269.33	0.00	0.00
190	1264.00	1268.03	0.00	0.00
200	1263.46	1253.22	0.00	0.00
210	1262.60	1245.38	0.00	0.00
220	1261.57	1239.96	0.00	0.00
230	1260.91	1246.45	0.00	0.00
240	1260.26	1245.23	0.00	0.00
250	1260.99	1278.52	0.00	0.00
260	1262.33	1296.25	0.00	0.00
270	1264.10	1309.97	0.00	0.00
280	1265.37	1299.54	0.00	0.00
290	1266.39	1295.00	0.00	0.00
300	1267.08	1287.00	0.00	0.00
310	1267.21	1271.20	0.00	0.00
320	1267.49	1276.29	0.00	0.00
330	1266.97	1250.35	0.00	0.00
340	1266.19	1240.54	0.00	0.00
350	1265.51	1242.26	0.00	0.00
360	1265.22	1254.99	0.00	0.00
370	1264.60	1242.21	0.00	0.00
380	1264.87	1274.89	0.00	0.00
390	1265.62	1294.05	0.00	0.00
400	1266.61	1305.68	0.00	0.00
410	1267.37	1297.78	0.00	0.00
420	1267.98	1293.02	0.00	0.00
430	1268.19	1276.82	0.00	0.00
440	1268.45	1279.55	0.00	0.00
450	1268.12	1253.69	0.00	0.00
460	1267.61	1244.66	0.00	0.00
470	1267.16	1246.52	0.00	0.00
480	1266.73	1246.35	0.00	0.00
490	1266.52	1256.37	0.00	0.00
500	1266.21	1251.45	0.00	0.00
510	1266.58	1284.96	0.00	0.00
520	1267.21	1299.20	0.00	0.00
530	1267.99	1308.73	0.00	0.00
540	1268.76	1309.29	0.00	0.00
550	1269.28	1297.33	0.00	0.00
560	1269.59	1286.61	0.00	0.00
570	1269.70	1276.06	0.00	0.00
580	1269.51	1258.67	0.00	0.00
590	1269.07	1243.38	0.00	0.00
600	1268.60	1241.23	0.00	0.00
610	1268.06	1235.16	0.00	0.00
620	1267.69	1245.73	0.00	0.00
630	1267.72	1268.98	0.00	0.00
640	1267.91	1280.37	0.00	0.00
650	1268.51	1306.50	0.00	0.00
660	1269.03	1303.23	0.00	0.00
670	1269.34	1289.92	0.00	0.00
680	1269.75	1296.97	0.00	0.00
690	1269.90	1279.79	0.00	0.00
700	1269.84	1265.84	0.00	0.00
710	1269.89	1273.70	0.00	0.00
720	1269.45	1237.51	0.00	0.00
730	1268.96	1234.00	0.00	0.00
740	1268.54	1237.69	0.00	0.00
750	1268.28	1249.48	0.00	0.00
760	1268.16	1258.87	0.00	0.00
770	1268.47	1291.72	0.00	0.00
780	1268.72	1288.51	0.00	0.00
790	1269.14	1302.00	0.00	0.00
800	1269.43	1292.21	0.00	0.00
810	1269.60	1283.29	0.00	0.00
820	1269.62	1271.43	0.00	0.00
830	1269.62	1269.48	0.00	0.00
840	1269.36	1247.58	0.00	0.00
850	1269.08	1245.83	0.00	0.00
860	1268.79	1243.86	0.00	0.00
870	1268.64	1255.72	0.00	0.00
880	1268.52	1257.97	0.00	0.00
890	1268.66	1281.20	0.00	0.00
900	1268.81	1281.95	0.00	0.00
910	1269.24	1308.21	0.00	0.00
920	1269.56	1298.42	0.00	0.00
930	1269.85	1297.13	0.00	0.00
940	1270.03	1286.68	0.00	0.00
950	1270.04	1270.43	0.00	0.00
960	1269.96	1262.28	0.00	0.00
970	1269.72	1247.38	0.00	0.00
980	1269.45	1242.68	0.00	0.00
990	1269.25	1249.48	0.00	0.00
1000	1269.08	1252.30	0.00	0.00
1010	1269.10	1271.33	0.00	0.00
1020	1269.31	1290.35	0.00	0.00
1030	1269.59	1298.04	0.00	0.00
1040	1269.91	1303.13	0.00	0.00
