procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1 381984 577484 2565004 18168164    7   23  1381   789    1    1  2  1 96  1  0
 3  0 381984 486344 2545168 18170296    0    0 31040 70969 19314 34470  4  1 94  1  0
56  2 381340 446388 2511240 18150904  676    0 51900 79512 75791 279646 14  5 80  1  0
 4  1 381340 890224 2470508 17674172    0    0 72404 94420 148063 560458 27 10 61  2  0
28  2 381340 1401512 2478608 17071300    0    0 82404 99764 151214 617660 28 10 59  2  0
 4  1 381340 1301148 2484864 17089828    0    0 77996 99444 108316 618734 28 10 59  3  0
 6  7 381340 1198548 2489104 17107584    0    0 79988 100992 88240 629423 29 10 59  2  0
17  2 381340 1109028 2492664 17125120    0    0 80436 101868 80475 649786 30 10 58  2  0
15  4 381340 1018540 2496012 17141436    0    0 82280 114535 77628 643182 31 10 56  2  0
 3  0 381340 928216 2499104 17160336    0    0 80924 100679 83166 656812 31 11 56  2  0
 1  0 381340 836224 2502312 17178320    0    0 77308 99528 71751 621259 28 10 59  2  0
 1  0 381340 824676 2502320 17181916    0    0     0 71460 6332 7334  2  0 98  0  0
 1  0 381340 823932 2502320 17181872    0    0     0 34960 3023 3355  2  0 98  0  0
 1  0 381340 822264 2502324 17181904    0    0     0 35536 3040 3954  2  0 98  0  0
 1  0 381340 821416 2502340 17182080    0    0    16 110404 3555 4274  2  0 98  0  0
 1  0 381340 821212 2502340 17182128    0    0     0 35864 3136 3923  2  0 98  0  0
 1  0 381340 820336 2502348 17182204    0    0     0 35108 2991 4015  2  0 98  0  0
 1  0 381340 819604 2502348 17182284    0    0     0 57444 8001 11300  2  0 98  0  0
14  3 381340 821340 2473460 17164568    0    0 62108 92706 52518 485454 25  8 65  2  0
73  4 381340 780856 2438444 17153760    0    0 88148 99800 61254 692031 33 11 53  3  0
 3  3 381340 750376 2403956 17138232    0    0 95336 102232 66054 711048 34 11 53  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  3 381340 711844 2372836 17130760    0    0 91696 103160 64707 702994 34 11 52  2  0
66  2 381340 669620 2342984 17124704    0    0 92160 103648 64619 742488 35 12 50  2  0
30  2 381340 626596 2308528 17121248    0    0 98868 103812 66719 761815 37 12 49  3  0
34  5 381340 583708 2282140 17107600    0    0 101292 105488 70662 762561 36 11 50  3  0
60  0 381340 527960 2251300 17111804    0    0 95956 107084 69343 772577 37 12 49  3  0
 7  0 381340 487060 2218596 17102464    0    0 102560 107152 70035 757982 35 12 49  4  0
 2  4 381340 448800 2182136 17096240    0    0 95892 110954 68327 777945 37 12 48  3  0
35  1 381340 389660 2159716 17092880    0    0 101488 109880 67559 777766 38 13 46  3  0
 7  3 381340 361580 2132044 17061528    0    0 104528 119466 84346 777008 38 13 47  3  0
64  5 381340 374304 2088732 17008372    0    0 101304 107168 76793 732630 36 11 50  3  0
 3  3 381340 361496 2054128 16965640    0    0 103516 110112 80261 794668 37 13 47  3  0
29  0 381340 348796 2021040 16938180    0    0 94228 108056 81781 758211 37 12 48  3  0
57  2 381340 378496 1979912 16861928    0    0 102448 109580 150622 782660 38 13 47  3  0
44  7 381340 395360 1927376 16812292    0    0 101040 200944 68571 792937 38 13 46  3  0
42  2 381340 400708 1883664 16759872    0    0 106768 112848 73258 818876 39 13 45  3  0
16  7 381340 395336 1855580 16696680    0    0 112084 110700 72052 789256 38 12 47  3  0
87  5 381340 391352 1847024 16619028    0    0 105228 111900 72006 809331 39 13 45  3  0
111  6 381340 393864 1837092 16535864    0    0 104820 110784 73850 798986 38 13 46  3  0
59  3 381340 380132 1837324 16453596    0    0 109552 111416 72820 816936 40 13 44  3  0
 1  0 381340 469332 1837400 16457316    0    0 40040 77244 30392 128664  7  3 90  1  0
13  2 381340 442260 1838012 16436336    0    0 50448 75540 20135 150344  6  2 91  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 381340 397160 1841228 16361184    0    0 97928 99624 121996 605021 27 10 61  3  0
 5  0 381340 401800 1843808 16260228    0    0 95492 99976 159429 577864 27 10 60  3  0
 5  0 381340 402940 1846100 16167016    0    0 88516 98712 188684 558506 26  9 62  2  0
 1  7 381340 398484 1848176 16074100    0    0 88572 99808 268508 581551 26 10 61  2  0
37  8 381340 370108 1851104 16020028    0    0 87540 99608 327416 576281 28 10 60  2  0
33  0 381340 394176 1853032 15922200    0    0 88252 100192 321415 562620 25  9 63  3  0
54  9 381340 400280 1854668 15850064    0    0 76356 95200 277943 493054 22  9 67  2  0
 1  0 381340 400124 1855864 15765456    0    0 91856 109050 267397 601996 28 10 59  3  0
67  2 381340 389540 1857152 15700556    0    0 92604 100452 272013 591771 27 10 60  2  0
 1  0 381340 369424 1858728 15641164    0    0 79508 99852 281397 529050 24 10 64  2  0
 1  0 381340 356524 1859280 15573480    0    0 72792 124260 302503 521839 24  9 65  2  0
28  5 381340 398480 1859420 15454720    0    0 90272 97628 301303 610394 27 10 60  3  0
15  5 381340 396964 1860796 15381532    0    0 93768 185678 232947 636418 28 10 59  3  0
45  3 381340 401128 1862072 15291940    0    0 98140 98212 202645 660910 30 11 56  3  0
55  0 381340 406948 1863472 15198220    0    0 105544 100104 209896 675027 29 10 58  3  0
 6  5 381340 391044 1864816 15136764    0    0 90880 97048 204045 602790 27 10 60  3  0
 1  0 381340 396928 1865280 15095628    0    0 33808 80396 100669 229782 12  4 83  1  0
 1  0 381340 390216 1865312 15095632    0    0     0 69436 21449 6550  2  0 98  0  0
 1  0 381340 388908 1865316 15095820    0    0     0 34740 6456 3371  2  0 98  0  0
 1  0 381340 386872 1865368 15095888    0    0     0 69596 22387 6087  2  0 98  0  0
 1  0 381340 385064 1865376 15096116    0    0     0 34796 6307 3565  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 381340 384052 1865392 15096316    0    0     0 34904 6360 3580  2  0 98  0  0
 1  0 381340 383416 1865400 15096476    0    0     0 34700 6264 3578  2  0 98  0  0
 1  0 381340 382608 1865408 15096588    0    0     0 34748 6535 3669  2  0 98  0  0
 1  0 381340 381344 1865416 15096936    0    0     0 34780 6241 3476  2  0 98  0  0
59  4 381340 400444 1865668 15066684    0    0 32520 45196 100297 199010 11  4 84  1  0
54  2 381340 382992 1867096 14992880    0    0 106900 105056 238407 666070 31 12 54  3  0
36  4 381340 380172 1867740 14897920    0    0 113548 115822 166608 687599 31 12 54  3  0
 3  3 381340 365168 1868976 14817712    0    0 112120 105224 215448 692759 33 12 51  4  0
16  0 381340 394784 1867216 14696820    0    0 111996 106864 191566 704579 33 12 52  3  0
63  6 381340 393816 1868352 14605320    0    0 112460 105228 174964 704489 33 11 53  3  0
39  1 381304 1183080 1869616 13721368   28    0 102400 100376 174746 613764 28 11 58  3  0
18  2 381304 1059564 1870796 13747568    0    0 116136 156096 155975 719266 33 12 52  3  0
 4  1 381304 928016 1872020 13777376    0    0 120300 106536 151801 705077 33 11 52  3  0
39  3 381304 801264 1872828 13805812    0    0 115932 107536 144702 724598 32 12 53  3  0
102  9 381304 670644 1873612 13834316    0    0 118868 108320 164712 736166 33 12 52  4  0
21  5 381304 583760 1874472 13822372    0    0 117176 109440 146877 734864 36 12 49  3  0
36  3 381304 518444 1875508 13787428    0    0 118384 108576 153190 742531 35 12 50  3  0
24  2 381304 449536 1876080 13757116    0    0 117628 108588 151590 742104 35 12 50  4  0
25  3 381304 415788 1877444 13688904    0    0 121020 109072 146268 746017 33 12 51  3  0
49  4 381304 407724 1877960 13587636    0    0 124556 120984 153211 764389 36 13 48  3  0
48 11 381304 387680 1878156 13505952    0    0 122136 130500 168300 777458 36 13 47  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0 381304 384940 1879768 13403288    0    0 122040 129498 152065 748446 36 13 48  4  0
 1  1 381304 546352 1879844 13345268    0    0 75300 87988 101637 354208 17  6 75  2  0
 2  0 381304 576656 1879908 13336160    0    0 31548 70427 23054 67448  3  3 94  0  0
 2  0 381304 489008 1879928 13351232    0    0 38452 70041 12242 41663  3  1 95  0  0
 1  0 381272 527832 1879948 13350120   20    0 37044 70912 13714 68806  3  2 94  1  0
 1  0 381272 527420 1879956 13310888    0    0 35112 111684 8864 13516  1  1 98  0  0
 1  0 381272 461284 1879952 13293892    0    0 39928 69964 9196 14931  1  0 98  0  0
 2  0 381272 439504 1879932 13241712    0    0 37744 69772 8550 13315  1  0 98  1  0
 2  0 381272 404112 1879948 13196808    0    0 39076 68976 8666 14477  1  0 98  1  0
 0  1 381272 361704 1879804 13165636    0    0 37808 69308 8736 14174  1  0 98  1  0
 0  1 381272 330412 1874424 13119680    0    0 39380 68588 8482 14045  1  0 98  1  0
 2  0 381272 323204 1866672 13066136    0    0 36584 68692 12601 14087  1  1 97  1  0
 1  1 381272 330760 1858812 13005972    0    0 36500 68740 8864 13949  3  1 96  1  0
 1  1 381272 341184 1854108 12947900    0    0 37916 68864 9179 13943  3  1 96  1  0
 2  0 381272 351292 1849596 12890580    0    0 36728 69440 13615 14120  3  1 96  0  0
 2  0 381272 338380 1845552 12848696    0    0 40000 69864 9185 14706  3  0 96  1  0
 2  0 381272 339132 1841892 12805604    0    0 30712 70592 8973 13529  3  1 96  1  0
 2  0 381272 330580 1838264 12767792    0    0 32244 71516 12350 14674  3  1 96  0  0
 2  0 381272 337432 1837628 12712244    0    0 33716 70308 8618 13426  3  1 96  1  0
 2  0 381272 334844 1837640 12655732    0    0 36992 71624 9598 14845  3  0 96  1  0
 2  0 381272 345588 1837680 12606348    0    0 28912 70540 8859 12687  3  1 96  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 381272 340168 1837692 12606104    0    0  3196 69996 11766 8043  4  0 95  0  0
 2  0 381272 342728 1837720 12606032    0    0     0 68580 4736 6644  4  0 96  0  0
 2  0 381272 340976 1837724 12606116    0    0     0 35060 3579 4192  4  0 96  0  0
 2  0 381272 339524 1837732 12606084    0    0     4 45412 5749 7146  4  0 96  0  0
