version,memory,engine,distribution,workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,260,0.00,43372.41,6.56,10542.60,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,270,0.00,43336.79,6.54,10553.00,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,280,0.00,43437.01,6.54,10574.00,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,290,0.00,43265.90,6.57,10529.80,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,300,0.00,43377.51,6.57,10557.10,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,310,0.00,43191.80,6.55,10517.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,320,0.00,43152.10,6.57,10516.30,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,330,0.00,43338.89,6.54,10552.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,340,0.00,42968.80,6.60,10480.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,350,0.00,43304.50,6.56,10531.10,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,360,0.00,43205.41,6.58,10510.20,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,370,0.00,43242.50,6.53,10537.50,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,380,0.00,43278.60,6.54,10542.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,390,0.00,43641.20,6.52,10623.50,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,400,0.00,43573.59,6.57,10618.80,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,410,0.00,43686.99,6.55,10639.50,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,420,0.00,43583.21,6.55,10616.00,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,430,0.00,43433.80,6.58,10573.30,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,440,0.00,43286.10,6.60,10546.70,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,450,0.00,43240.30,6.60,10540.30,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,460,0.00,43280.28,6.59,10537.80,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,470,0.00,43470.22,6.59,10575.80,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,480,0.00,43287.81,6.57,10534.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,490,0.00,43359.80,6.58,10565.60,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,500,0.00,43355.30,6.58,10544.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,510,0.00,43201.20,6.57,10518.90,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,520,0.00,43436.49,6.54,10558.80,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,530,0.00,43683.69,6.50,10636.60,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,540,0.00,43716.01,6.57,10651.60,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,550,0.00,43618.20,6.55,10628.80,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,560,0.00,43605.99,6.55,10605.50,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,570,0.00,43503.90,6.57,10582.00,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,580,0.00,43331.61,6.62,10549.30,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,590,0.00,43466.78,6.55,10586.05,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,600,0.00,43434.91,6.52,10581.15,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,610,0.00,43292.70,6.60,10544.50,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,620,0.00,43458.60,6.59,10574.70,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,630,0.00,43178.10,6.57,10524.60,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,640,0.00,43439.90,6.56,10586.80,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,650,0.00,43418.53,6.54,10573.78,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,660,0.00,43705.85,6.53,10635.31,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,670,0.00,43782.62,6.52,10647.60,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,680,0.00,43616.90,6.55,10626.30,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,690,0.00,43737.10,6.50,10665.90,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,700,0.00,43763.00,6.53,10652.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,710,0.00,43620.70,6.55,10608.90,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,720,0.00,43603.00,6.53,10617.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,730,0.00,43348.59,6.58,10559.80,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,740,0.00,43556.90,6.54,10607.90,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,750,0.00,43440.50,6.59,10569.00,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,760,0.00,43626.50,6.55,10623.90,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,770,0.00,43506.80,6.59,10580.80,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,780,0.00,43633.60,6.50,10624.70,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,790,0.00,43458.21,6.54,10583.50,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,800,0.00,43352.60,6.54,10560.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,810,0.00,43349.70,6.55,10566.70,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,820,0.00,43384.67,6.54,10560.87,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,830,0.00,43304.93,6.52,10552.43,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,840,0.00,43509.80,6.51,10605.30,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,850,0.00,43401.60,6.56,10576.90,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,860,0.00,43460.00,6.52,10579.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,870,0.00,43453.09,6.53,10583.00,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,880,0.00,43675.31,6.54,10632.60,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,890,0.00,43633.08,6.54,10641.50,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,900,0.00,43661.22,6.55,10627.71,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,910,0.00,43593.69,6.56,10606.90,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,920,0.00,43644.95,6.56,10618.59,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,930,0.00,43528.65,6.55,10605.91,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,940,0.00,43412.49,6.59,10588.20,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,950,0.00,43755.78,6.55,10665.00,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,960,0.00,43875.13,6.55,10692.91,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,970,0.00,43864.58,6.55,10690.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,980,0.00,43829.71,6.52,10668.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,990,0.00,43946.29,6.49,10694.60,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1000,0.00,44028.60,6.50,10733.60,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1010,0.00,43750.20,6.51,10655.10,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1020,0.00,43764.70,6.51,10654.20,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1030,0.00,43756.80,6.54,10660.80,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1040,0.00,44021.16,6.54,10712.37,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1050,0.00,43877.02,6.49,10692.43,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1060,0.00,44055.72,6.48,10723.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1070,0.00,43817.60,6.52,10685.50,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1080,0.00,43966.77,6.49,10698.89,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1090,0.00,43981.73,6.48,10709.31,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1100,0.00,43925.80,6.53,10681.30,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1110,0.00,43954.60,6.51,10713.00,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1120,0.00,43850.02,6.51,10688.86,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1130,0.00,43996.08,6.51,10716.74,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1140,0.00,43858.40,6.49,10685.80,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1150,0.00,43877.20,6.48,10691.00,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1160,0.00,44181.80,6.47,10756.50,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1170,0.00,44013.71,6.48,10714.50,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1180,0.00,44122.39,6.48,10736.90,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1190,0.00,44110.71,6.46,10747.30,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1200,0.00,44116.20,6.47,10741.50,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1210,0.00,43947.79,6.50,10711.10,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1220,0.00,43776.61,6.51,10652.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1230,0.00,44151.09,6.50,10753.20,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1240,0.00,43883.00,6.56,10691.70,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1250,0.00,43884.81,6.56,10674.00,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1260,0.00,44271.70,6.50,10784.20,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1270,0.00,44151.40,6.48,10757.10,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1280,0.00,43905.45,6.55,10700.79,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1290,0.00,44041.05,6.54,10733.01,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1300,0.00,44089.10,6.52,10740.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1310,0.00,44082.59,6.54,10734.10,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1320,0.00,43934.81,6.56,10693.60,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1330,0.00,43871.00,6.50,10684.90,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1340,0.00,43773.59,6.51,10652.80,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1350,0.00,43968.71,6.49,10717.20,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1360,0.00,44088.19,6.47,10743.60,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1370,0.00,43870.01,6.51,10689.20,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1380,0.00,44109.70,6.45,10749.00,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1390,0.00,44107.90,6.45,10730.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1400,0.00,43874.80,6.50,10689.00,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1410,0.00,43994.90,6.50,10711.70,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1420,0.00,43879.99,6.50,10694.10,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1430,0.00,43944.61,6.51,10704.50,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1440,0.00,44022.80,6.51,10720.80,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1450,0.00,44290.91,6.49,10782.90,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1460,0.00,44195.09,6.49,10761.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1470,0.00,44046.50,6.51,10724.00,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1480,0.00,44011.14,6.54,10706.39,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1490,0.00,44026.85,6.53,10714.41,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1500,0.00,43964.81,6.47,10702.90,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1510,0.00,44155.62,6.49,10750.38,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1520,0.00,43989.08,6.54,10731.32,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1530,0.00,44093.18,6.51,10727.99,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1540,0.00,44061.31,6.42,10735.60,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1550,0.00,43908.79,6.50,10691.70,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1560,0.00,43833.31,6.52,10673.30,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1570,0.00,43648.39,6.51,10634.30,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1580,0.00,43859.50,6.51,10679.10,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1590,0.00,43857.10,6.51,10683.10,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1600,0.00,43960.19,6.50,10711.70,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1610,0.00,44103.91,6.47,10740.50,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1620,0.00,44001.20,6.46,10709.90,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1630,0.00,44115.40,6.47,10728.80,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1640,0.00,43998.41,6.49,10712.10,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1650,0.00,44096.50,6.48,10731.90,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1660,0.00,43966.60,6.48,10693.20,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1670,0.00,44012.91,6.47,10714.90,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1680,0.00,44155.99,6.46,10757.50,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1690,0.00,43899.20,6.47,10689.20,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1700,0.00,44018.29,6.52,10724.50,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1710,0.00,44068.31,6.50,10743.50,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1720,0.00,44172.10,6.48,10765.60,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1730,0.00,43875.30,6.54,10690.80,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1740,0.00,43953.09,6.54,10696.80,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1750,0.00,44189.01,6.44,10760.60,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1760,0.00,43922.41,6.53,10706.40,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1770,0.00,44026.98,6.51,10714.50,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1780,0.00,43853.42,6.49,10684.20,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1790,0.00,44134.05,6.50,10754.31,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,48,1800,0.00,44269.54,6.47,10773.79,48
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,10,0.00,36112.23,126.87,8775.01,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,20,0.00,39707.12,123.02,9668.10,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,30,0.00,40602.30,122.43,9889.90,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,40,0.00,40495.31,122.32,9861.70,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,50,0.00,40732.70,122.29,9909.40,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,60,0.00,40589.61,122.43,9899.10,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,70,0.00,40700.09,122.10,9913.70,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,80,0.00,40555.73,122.69,9870.93,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,90,0.00,40560.48,122.54,9888.07,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,100,0.00,40690.28,121.78,9909.79,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,110,0.00,40617.21,122.21,9893.60,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,120,0.00,40638.71,121.99,9898.00,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,130,0.00,40705.40,122.03,9914.60,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,140,0.00,40652.70,122.51,9905.20,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,150,0.00,40680.69,122.14,9905.70,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,160,0.00,40802.49,121.70,9927.70,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,170,0.00,40640.92,122.18,9902.51,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,180,0.00,40552.77,122.21,9883.99,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,190,0.00,40447.11,122.62,9854.90,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,200,0.00,40512.80,122.36,9872.10,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,210,0.00,40443.69,122.80,9859.10,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,220,0.00,40505.30,122.84,9856.20,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,230,0.00,40577.48,122.62,9878.59,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,240,0.00,40520.20,123.10,9865.40,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,250,0.00,40700.31,121.89,9909.10,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,260,0.00,40625.42,122.14,9900.75,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,270,0.00,40603.80,122.91,9880.25,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,280,0.00,40638.57,122.25,9901.44,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,290,0.00,40643.43,122.54,9896.66,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,300,0.00,40683.91,122.10,9904.70,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,310,0.00,40461.20,122.87,9857.00,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,320,0.00,40424.30,122.76,9836.30,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,330,0.00,40465.89,122.69,9860.90,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,340,0.00,40699.71,122.07,9902.60,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,350,0.00,40640.00,122.62,9894.08,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,360,0.00,40551.11,122.65,9879.13,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,370,0.00,40649.40,122.32,9892.60,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,380,0.00,40583.28,122.21,9896.39,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,390,0.00,40614.18,122.65,9892.60,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,400,0.00,40572.32,122.47,9888.51,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,410,0.00,40588.10,122.43,9886.50,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,420,0.00,40533.30,122.80,9875.20,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,430,0.00,40530.07,122.32,9881.57,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,440,0.00,40591.93,122.58,9875.53,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,450,0.00,40553.90,123.13,9857.08,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,460,0.00,40582.11,121.99,9889.43,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,470,0.00,40592.40,122.40,9879.40,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,480,0.00,40528.83,122.25,9887.88,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,490,0.00,40565.36,123.10,9874.12,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,500,0.00,40650.59,122.14,9885.10,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,510,0.00,40564.71,122.43,9880.20,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,520,0.00,40622.29,122.29,9891.00,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,530,0.00,40485.20,123.10,9843.60,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,540,0.00,40431.67,122.95,9844.87,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,550,0.00,40491.53,122.14,9875.43,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,560,0.00,40525.20,122.76,9858.80,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,570,0.00,40491.90,122.40,9862.40,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,580,0.00,40489.99,122.47,9862.80,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,590,0.00,40583.30,122.36,9882.20,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,600,0.00,40486.41,122.76,9861.50,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,610,0.00,40509.30,122.76,9878.20,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,620,0.00,40577.91,122.40,9886.60,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,630,0.00,40518.38,122.95,9870.40,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,640,0.00,40440.80,122.76,9858.90,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,650,0.00,40568.09,122.47,9885.20,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,660,0.00,40515.18,122.76,9867.77,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,670,0.00,40577.43,122.58,9877.73,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,680,0.00,40464.21,122.73,9850.00,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,690,0.00,40604.31,122.25,9883.20,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,700,0.00,40728.90,121.85,9912.60,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,710,0.00,40357.97,123.02,9841.39,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,720,0.00,40680.62,122.36,9894.40,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,730,0.00,40531.60,122.29,9878.60,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,740,0.00,40635.41,122.40,9884.20,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,750,0.00,40621.10,122.07,9888.70,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,760,0.00,40530.39,122.80,9852.70,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,770,0.00,40518.51,122.36,9866.20,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,780,0.00,40402.89,123.24,9830.70,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,790,0.00,40599.00,122.18,9880.00,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,800,0.00,40492.69,122.73,9859.60,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,810,0.00,40422.80,122.62,9857.80,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,820,0.00,40549.12,122.69,9866.90,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,830,0.00,40593.09,122.54,9889.10,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,840,0.00,40516.21,122.91,9856.70,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,850,0.00,40579.39,122.14,9880.60,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,860,0.00,40605.29,122.07,9896.60,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,870,0.00,40660.71,122.10,9892.30,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,880,0.00,40687.76,121.85,9905.34,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,890,0.00,40486.72,122.25,9862.90,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,900,0.00,40642.18,122.21,9886.84,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,910,0.00,40567.15,122.43,9875.56,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,920,0.00,40563.69,122.32,9884.65,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,930,0.00,40517.70,122.87,9864.40,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,940,0.00,40604.48,122.14,9891.70,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,950,0.00,40598.90,122.29,9883.30,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,960,0.00,40598.92,122.29,9891.86,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,970,0.00,40613.58,122.14,9902.04,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,980,0.00,40703.56,122.36,9900.39,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,990,0.00,40699.46,122.32,9899.51,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,1000,0.00,40514.58,122.84,9856.35,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,1010,0.00,40602.61,122.51,9884.15,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,1020,0.00,40672.83,122.29,9895.86,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,1030,0.00,40584.16,122.62,9882.14,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,1040,0.00,40535.31,122.40,9868.20,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,1050,0.00,40512.00,122.62,9869.60,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,1060,0.00,40500.69,122.54,9863.63,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,1070,0.00,40693.30,122.29,9899.57,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,1080,0.00,40745.59,121.92,9914.60,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,1090,0.00,40678.11,122.51,9908.20,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,1100,0.00,40693.30,122.14,9906.10,512
upstream-3.2,20,wt,uniform,oltp_ro,2000000,512,1110,0.00,40615.71,122.84,9879.50,512
