engine,memory,filesystem,configuration,distribution,test,workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
rocks,130,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,90,0.00,48700.49,12.30,11856.25,100
rocks,130,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,100,0.00,48781.21,12.28,11882.95,100
rocks,130,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,110,0.00,48720.83,12.38,11859.74,100
rocks,130,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,120,0.00,48793.88,12.36,11872.37,100
rocks,130,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,130,0.00,48680.08,12.36,11850.25,100
rocks,130,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,140,0.00,48834.21,12.29,11890.45,100
rocks,130,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,150,0.00,48949.07,12.28,11908.67,100
rocks,130,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,160,0.00,49068.99,12.29,11958.92,100
rocks,130,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,170,0.00,48957.44,12.37,11915.56,100
rocks,130,ext4,rocks0,uniform,oltp_ro,psfm,60000000,95,180,0.00,48907.10,12.38,11910.45,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,10,0.00,79370.33,29.66,7218.97,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,20,0.00,99328.30,15.06,9034.89,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,30,0.00,99221.47,15.13,9028.60,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,40,0.00,99322.62,15.17,9032.90,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,50,0.00,99128.99,15.21,9018.90,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,60,0.00,98992.60,15.26,9001.10,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,70,0.00,98899.79,15.23,9000.10,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,80,0.00,98849.18,15.28,8988.60,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,90,0.00,98662.25,15.33,8972.90,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,100,0.00,98547.37,15.36,8964.60,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,110,0.00,98551.48,15.37,8963.40,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,120,0.00,98440.30,15.38,8957.49,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,130,0.00,98778.45,15.30,8996.61,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,140,0.00,98937.49,15.33,8999.60,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,150,0.00,98715.48,15.39,8976.30,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,160,0.00,98548.92,15.38,8967.40,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,170,0.00,98744.62,15.35,8975.29,100
wt,130,ext4,wt2,pareto,oltp_ro,psfm,60000000,99,180,0.00,98764.08,15.36,8983.21,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,10,0.00,42828.73,20.04,10432.21,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,20,0.00,51789.74,12.41,12617.76,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,30,0.00,51939.65,12.61,12640.56,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,40,0.00,51990.14,12.75,12658.74,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,50,0.00,52223.07,12.76,12724.51,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,60,0.00,52214.67,12.79,12729.02,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,70,0.00,51979.58,12.94,12661.32,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,80,0.00,52135.58,12.91,12677.67,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,90,0.00,51972.23,12.97,12662.93,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,100,0.00,52022.99,12.99,12674.58,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,110,0.00,52210.99,12.94,12697.14,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,120,0.00,52129.21,12.98,12691.76,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,130,0.00,52213.52,12.96,12713.17,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,140,0.00,52157.87,13.00,12689.82,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,150,0.00,52210.34,12.94,12731.03,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,160,0.00,52237.32,13.00,12708.86,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,170,0.00,52133.76,13.04,12694.44,100
wt,130,ext4,wt2,uniform,oltp_ro,psfm,60000000,96,180,0.00,52120.81,13.04,12685.18,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,10,0.00,70422.50,24.02,6404.33,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,20,0.00,76861.99,18.61,6992.74,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,30,0.00,77198.01,18.51,7017.70,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,40,0.00,77406.68,18.51,7049.10,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,50,0.00,77478.21,18.47,7044.90,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,60,0.00,77455.26,18.53,7046.60,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,70,0.00,77204.24,18.47,7021.50,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,80,0.00,77224.80,18.53,7022.60,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,90,0.00,77302.40,18.53,7035.50,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,100,0.00,77272.89,18.52,7026.00,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,110,0.00,77466.35,18.50,7042.49,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,120,0.00,77327.66,18.50,7037.91,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,130,0.00,76996.80,18.58,7004.30,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,140,0.00,77113.39,18.58,7011.80,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,150,0.00,77255.19,18.52,7031.10,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,160,0.00,77258.62,18.51,7035.20,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,170,0.00,77297.19,18.50,7035.10,100
rocks,140,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,180,0.00,77507.79,18.44,7050.70,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,10,0.00,46520.44,13.82,11335.41,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,20,0.00,48542.32,12.38,11823.26,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,30,0.00,48810.12,12.27,11880.93,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,40,0.00,48749.48,12.35,11866.70,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,50,0.00,48789.10,12.36,11891.82,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,60,0.00,48799.04,12.38,11888.26,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,70,0.00,48340.38,12.51,11782.14,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,80,0.00,48589.58,12.44,11821.25,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,90,0.00,48618.00,12.44,11838.25,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,100,0.00,48669.03,12.43,11854.86,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,110,0.00,48671.18,12.43,11848.87,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,120,0.00,48837.42,12.41,11881.53,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,130,0.00,48784.87,12.43,11878.24,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,140,0.00,48908.91,12.39,11906.13,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,150,0.00,48743.42,12.42,11860.78,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,160,0.00,48794.59,12.41,11892.95,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,170,0.00,48822.88,12.45,11881.54,100
rocks,140,ext4,rocks0,uniform,oltp_ro,psfm,60000000,97,180,0.00,48801.02,12.43,11882.66,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,10,0.00,79719.39,29.64,7250.54,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,20,0.00,99987.23,15.01,9095.20,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,30,0.00,99692.70,15.14,9071.40,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,40,0.00,99984.99,15.13,9092.80,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,50,0.00,100001.32,15.11,9097.30,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,60,0.00,99546.86,15.29,9052.60,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,70,0.00,99814.73,15.19,9082.30,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,80,0.00,99737.80,15.26,9069.40,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,90,0.00,99503.49,15.28,9049.50,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,100,0.00,99503.42,15.31,9053.20,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,110,0.00,99735.20,15.30,9071.00,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,120,0.00,99650.00,15.25,9067.50,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,130,0.00,99585.40,15.26,9068.90,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,140,0.00,100069.51,15.20,9103.50,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,150,0.00,100067.79,15.23,9098.30,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,160,0.00,99877.47,15.21,9086.80,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,170,0.00,99818.43,15.28,9075.40,100
wt,140,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,180,0.00,99700.28,15.29,9071.20,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,10,0.00,42786.26,19.93,10421.92,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,20,0.00,51502.65,12.43,12548.54,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,30,0.00,51752.49,12.68,12594.87,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,40,0.00,51815.12,12.78,12614.33,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,50,0.00,52039.87,12.79,12683.27,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,60,0.00,51929.82,12.94,12655.03,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,70,0.00,51713.78,12.96,12601.77,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,80,0.00,51909.83,12.99,12623.73,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,90,0.00,51919.37,12.97,12646.17,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,100,0.00,52054.83,12.97,12680.43,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,110,0.00,52266.91,12.94,12714.76,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,120,0.00,52120.28,12.97,12684.74,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,130,0.00,52164.59,12.96,12707.07,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,140,0.00,52039.92,13.03,12660.83,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,150,0.00,51867.08,13.03,12645.37,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,160,0.00,52104.13,13.00,12678.43,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,170,0.00,51947.96,13.07,12645.07,100
wt,140,ext4,wt2,uniform,oltp_ro,psfm,60000000,97,180,0.00,52046.26,13.00,12670.31,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,10,0.00,66826.78,24.40,6077.31,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,20,0.00,72127.83,19.73,6563.86,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,30,0.00,72468.49,19.77,6585.90,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,40,0.00,72327.21,19.69,6586.20,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,50,0.00,72549.98,19.68,6598.30,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,60,0.00,72455.71,19.71,6590.10,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,70,0.00,72232.48,19.78,6570.00,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,80,0.00,72150.82,19.84,6561.60,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,90,0.00,72118.79,19.81,6562.00,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,100,0.00,72273.12,19.79,6572.90,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,110,0.00,72389.00,19.75,6580.10,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,120,0.00,72062.10,19.81,6557.90,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,130,0.00,72130.64,19.86,6563.49,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,140,0.00,71975.02,19.85,6545.40,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,150,0.00,71993.91,19.88,6548.00,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,160,0.00,72260.09,19.78,6575.30,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,170,0.00,72221.03,19.77,6576.50,100
rocks,150,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,180,0.00,72214.49,19.81,6574.60,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,10,0.00,46461.86,13.82,11320.47,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,20,0.00,48387.68,12.48,11786.47,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,30,0.00,48555.38,12.43,11819.57,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,40,0.00,48741.80,12.46,11862.52,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,50,0.00,48701.99,12.46,11871.88,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,60,0.00,48611.63,12.54,11841.23,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,70,0.00,48149.33,12.61,11739.44,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,80,0.00,48345.55,12.60,11761.56,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,90,0.00,48389.13,12.60,11778.36,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,100,0.00,48421.08,12.57,11795.64,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,110,0.00,48380.77,12.58,11778.97,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,120,0.00,48439.64,12.65,11785.23,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,130,0.00,48188.82,12.69,11732.16,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,140,0.00,48374.38,12.60,11778.24,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,150,0.00,48439.43,12.54,11784.96,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,160,0.00,48343.26,12.62,11787.54,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,170,0.00,48379.01,12.67,11771.46,100
rocks,150,ext4,rocks0,uniform,oltp_ro,psfm,60000000,98,180,0.00,48363.41,12.62,11774.25,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,10,0.00,79817.94,29.66,7260.10,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,20,0.00,99672.65,14.98,9064.86,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,30,0.00,99646.23,15.05,9067.59,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,40,0.00,99793.41,15.09,9077.54,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,50,0.00,99727.18,15.19,9071.16,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,60,0.00,99714.46,15.18,9067.50,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,70,0.00,99192.20,15.30,9027.80,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,80,0.00,99230.11,15.34,9021.19,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,90,0.00,99352.29,15.27,9036.17,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,100,0.00,99465.57,15.26,9049.27,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,110,0.00,99415.83,15.27,9040.47,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,120,0.00,99109.39,15.32,9020.40,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,130,0.00,99174.74,15.26,9031.71,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,140,0.00,99598.05,15.32,9060.39,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,150,0.00,99807.83,15.23,9074.80,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,160,0.00,99370.24,15.34,9041.71,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,170,0.00,99451.93,15.38,9039.80,100
wt,150,ext4,wt2,pareto,oltp_ro,psfm,60000000,97,180,0.00,99138.19,15.36,9019.48,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,10,0.00,42799.74,19.89,10424.29,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,20,0.00,51629.93,12.32,12580.11,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,30,0.00,51836.91,12.59,12616.10,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,40,0.00,51906.69,12.73,12636.30,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,50,0.00,52015.51,12.76,12677.30,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,60,0.00,51981.20,12.87,12670.00,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,70,0.00,51783.99,12.93,12613.30,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,80,0.00,52064.99,12.91,12662.90,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,90,0.00,52109.36,12.91,12694.29,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,100,0.00,52048.84,12.93,12681.01,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,110,0.00,52242.50,12.91,12707.50,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,120,0.00,52089.12,12.95,12678.20,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,130,0.00,51992.58,12.96,12661.80,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,140,0.00,52071.70,13.02,12669.10,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,150,0.00,51916.11,13.02,12656.80,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,160,0.00,52119.31,12.95,12682.10,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,100,170,0.00,52077.30,12.98,12679.90,100
wt,150,ext4,wt2,uniform,oltp_ro,psfm,60000000,98,180,0.00,52085.39,12.98,12681.20,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,10,0.00,72483.10,23.85,6591.62,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,20,0.00,79702.10,18.02,7251.54,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,30,0.00,80130.70,17.92,7285.00,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,40,0.00,80190.51,17.85,7301.00,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,50,0.00,80564.07,17.80,7328.00,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,60,0.00,80606.64,17.85,7332.30,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,70,0.00,80264.70,17.90,7297.20,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,80,0.00,80314.30,17.87,7308.60,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,90,0.00,80690.39,17.78,7337.80,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,100,0.00,80603.50,17.79,7327.70,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,110,0.00,80323.59,17.85,7309.10,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,120,0.00,80434.20,17.78,7317.00,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,130,0.00,80406.41,17.85,7314.70,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,140,0.00,80581.90,17.77,7329.20,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,150,0.00,80464.01,17.79,7324.80,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,160,0.00,80489.57,17.90,7328.50,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,170,0.00,80698.53,17.83,7341.10,100
rocks,160,ext4,rocks0,pareto,oltp_ro,psfm,60000000,100,180,0.00,80650.10,17.85,7330.80,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,10,0.00,46812.15,13.74,11406.32,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,20,0.00,49007.64,12.17,11937.09,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,30,0.00,49122.70,12.15,11956.42,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,40,0.00,49233.22,12.15,11984.06,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,50,0.00,49245.24,12.17,12000.86,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,60,0.00,49236.24,12.19,11997.99,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,70,0.00,48621.91,12.35,11848.00,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,80,0.00,48819.40,12.31,11882.55,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,90,0.00,48799.66,12.30,11881.86,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,100,0.00,48950.56,12.26,11920.54,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,110,0.00,48911.46,12.33,11904.14,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,120,0.00,49074.26,12.24,11945.67,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,130,0.00,48979.43,12.24,11923.83,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,140,0.00,49172.62,12.28,11968.86,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,150,0.00,49146.28,12.28,11963.74,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,160,0.00,49132.00,12.38,11964.25,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,100,170,0.00,49003.92,12.40,11933.45,100
rocks,160,ext4,rocks0,uniform,oltp_ro,psfm,60000000,98,180,0.00,49194.04,12.22,11975.64,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,10,0.00,79403.34,29.65,7221.18,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,20,0.00,99019.17,15.18,9008.21,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,30,0.00,98953.14,15.30,9003.03,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,40,0.00,99094.04,15.24,9012.77,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,50,0.00,99189.80,15.22,9024.50,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,60,0.00,99371.83,15.33,9035.00,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,70,0.00,99078.06,15.35,9016.00,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,80,0.00,99279.94,15.32,9027.30,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,90,0.00,99345.94,15.32,9037.09,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,100,0.00,99106.80,15.36,9014.11,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,110,0.00,98949.53,15.47,9000.00,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,120,0.00,98878.87,15.39,8999.00,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,130,0.00,98751.34,15.41,8991.80,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,140,0.00,98951.98,15.40,9001.63,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,150,0.00,98839.61,15.46,8987.05,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,160,0.00,98739.74,15.41,8984.41,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,100,170,0.00,99057.86,15.42,9003.80,100
wt,160,ext4,wt2,pareto,oltp_ro,psfm,60000000,97,180,0.00,98756.63,15.47,8984.50,100
