disk,type,parallel_threads,workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
ssd,xbstream_compressed,1,xb,10000000,16,54,34108.92,25612.94,10.18,2844.99,8
ssd,xbstream_compressed,1,xb,10000000,16,55,35102.18,26317.13,9.79,2924.01,8
ssd,xbstream_compressed,1,xb,10000000,16,56,34023.99,25527.00,10.31,2835.00,8
ssd,xbstream_compressed,1,xb,10000000,16,57,35748.90,26823.93,9.57,2981.99,8
ssd,xbstream_compressed,1,xb,10000000,16,58,35809.01,26844.01,9.77,2984.00,8
ssd,xbstream_compressed,1,xb,10000000,16,59,34851.01,26110.01,9.56,2900.00,8
ssd,xbstream_compressed,1,xb,10000000,16,60,35452.01,26600.01,9.83,2956.00,8
ssd,xbstream_compressed,1,xb,10000000,16,61,35384.96,26546.97,9.83,2949.00,8
ssd,xbstream_compressed,1,xb,10000000,16,62,34242.03,25670.02,9.71,2853.00,8
ssd,xbstream_compressed,1,xb,10000000,16,63,34246.02,25713.01,10.65,2854.00,8
ssd,xbstream_compressed,1,xb,10000000,16,64,34405.02,25799.02,10.06,2867.00,8
ssd,xbstream_compressed,1,xb,10000000,16,65,37991.01,28487.01,8.92,3169.00,8
ssd,xbstream_compressed,1,xb,10000000,16,66,40547.03,30386.02,8.60,3377.00,8
ssd,xbstream_compressed,1,xb,10000000,16,67,40544.01,30435.01,8.39,3379.00,8
ssd,xbstream_compressed,1,xb,10000000,16,68,41038.89,30768.91,8.05,3418.99,8
ssd,xbstream_compressed,1,xb,10000000,16,69,40229.07,30178.05,8.46,3354.01,8
ssd,xbstream_compressed,1,xb,10000000,16,70,39651.88,29731.91,8.08,3302.99,8
ssd,xbstream_compressed,1,xb,10000000,16,71,39897.08,29876.06,8.63,3317.01,8
ssd,xbstream_compressed,1,xb,10000000,16,72,40284.06,30280.05,8.19,3364.01,8
ssd,xbstream_compressed,1,xb,10000000,16,73,39981.03,29972.02,8.84,3332.00,8
ssd,xbstream_compressed,1,xb,10000000,16,74,39372.00,29524.00,8.48,3281.00,8
ssd,xbstream_compressed,1,xb,10000000,16,75,40224.85,30188.89,7.77,3351.99,8
ssd,xbstream_compressed,1,xb,10000000,16,76,39523.06,29614.04,8.34,3295.00,8
ssd,xbstream_compressed,1,xb,10000000,16,77,40705.06,30547.04,8.16,3391.00,8
ssd,xbstream_compressed,1,xb,10000000,16,78,39823.94,29868.96,8.12,3319.00,8
ssd,xbstream_compressed,1,xb,10000000,16,79,40652.94,30488.95,7.96,3387.99,8
ssd,xbstream_compressed,1,xb,10000000,16,80,38944.07,29225.05,8.78,3247.01,8
ssd,xbstream_compressed,1,xb,10000000,16,81,39144.96,29303.97,8.49,3255.00,8
ssd,xbstream_compressed,1,xb,10000000,16,82,37298.03,28023.02,9.04,3113.00,8
ssd,xbstream_compressed,1,xb,10000000,16,83,38733.97,29043.98,8.45,3227.00,8
ssd,xbstream_compressed,1,xb,10000000,16,84,38521.05,28884.04,8.84,3214.00,8
ssd,xbstream_compressed,4,xb,10000000,16,1,25129.14,18948.84,12.90,2089.76,8
ssd,xbstream_compressed,4,xb,10000000,16,2,31563.61,23626.46,10.73,2627.05,8
ssd,xbstream_compressed,4,xb,10000000,16,3,32755.11,24589.08,10.63,2732.01,8
ssd,xbstream_compressed,4,xb,10000000,16,4,32738.06,24560.04,10.75,2730.00,8
ssd,xbstream_compressed,4,xb,10000000,16,5,33967.85,25451.89,9.88,2828.99,8
ssd,xbstream_compressed,4,xb,10000000,16,6,34149.07,25623.05,10.08,2847.01,8
ssd,xbstream_compressed,4,xb,10000000,16,7,34284.11,25719.09,9.81,2858.01,8
ssd,xbstream_compressed,4,xb,10000000,16,8,35061.11,26314.33,9.74,2920.93,8
ssd,xbstream_compressed,4,xb,10000000,16,9,34881.92,26160.69,9.75,2907.08,8
ssd,xbstream_compressed,4,xb,10000000,16,10,36101.84,27062.88,9.39,3008.99,8
ssd,xbstream_compressed,4,xb,10000000,16,11,34701.11,26030.08,9.95,2891.01,8
ssd,xbstream_compressed,4,xb,10000000,16,12,36093.97,27054.98,9.97,3010.00,8
ssd,xbstream_compressed,4,xb,10000000,16,13,36716.20,27555.40,9.39,3058.93,8
ssd,xbstream_compressed,4,xb,10000000,16,14,34699.75,26014.56,9.75,2889.06,8
ssd,xbstream_compressed,4,xb,10000000,16,15,35571.99,26703.99,10.02,2966.00,8
ssd,xbstream_compressed,4,xb,10000000,16,16,36299.99,27214.99,9.73,3025.00,8
ssd,xbstream_compressed,4,xb,10000000,16,17,36140.82,27063.86,10.00,3006.98,8
ssd,xbstream_compressed,4,xb,10000000,16,18,36818.61,27650.71,9.24,3069.97,8
ssd,xbstream_compressed,4,xb,10000000,16,19,37543.48,28169.36,9.16,3130.04,8
ssd,xbstream_compressed,4,xb,10000000,16,20,36436.11,27320.33,9.52,3036.93,8
ssd,xbstream_compressed,4,xb,10000000,16,21,37954.02,28467.77,8.96,3164.09,8
ssd,xbstream_compressed,4,xb,10000000,16,22,37427.98,28061.99,9.08,3117.00,8
ssd,xbstream_compressed,4,xb,10000000,16,23,31424.92,23565.94,14.41,2619.99,8
ssd,xbstream_compressed,4,xb,10000000,16,24,27610.08,20680.06,18.93,2298.01,8
ssd,xbstream_compressed,4,xb,10000000,16,25,24806.04,18641.03,18.50,2068.00,8
ssd,xbstream_compressed,4,xb,10000000,16,26,26977.96,20226.97,19.00,2250.00,8
ssd,xbstream_compressed,4,xb,10000000,16,27,26946.92,20189.94,19.71,2241.99,8
ssd,xbstream_compressed,4,xb,10000000,16,28,26197.06,19644.04,18.09,2182.00,8
ssd,xbstream_compressed,4,xb,10000000,16,29,22841.05,17143.04,20.20,1905.00,8
ssd,xbstream_compressed,4,xb,10000000,16,30,26571.01,19934.01,18.35,2217.00,8
ssd,xbstream_compressed,4,xb,10000000,16,31,27369.88,20535.91,18.55,2281.99,8
ssd,xbstream_compressed,4,xb,10000000,16,32,28229.01,21118.01,20.13,2344.00,8
ssd,xbstream_compressed,4,xb,10000000,16,33,26485.34,19889.50,19.75,2209.94,8
ssd,xbstream_compressed,4,xb,10000000,16,34,27001.74,20281.56,20.50,2256.06,8
ssd,xbstream_compressed,4,xb,10000000,16,35,24780.05,18596.04,21.71,2063.00,8
ssd,xbstream_compressed,4,xb,10000000,16,36,26140.00,19569.00,20.04,2176.00,8
ssd,xbstream_compressed,4,xb,10000000,16,37,28417.01,21292.01,19.87,2365.00,8
ssd,xbstream_compressed,4,xb,10000000,16,38,26828.00,20141.00,19.24,2237.00,8
ssd,xbstream_compressed,4,xb,10000000,16,39,24706.99,18481.99,18.77,2054.00,8
ssd,xbstream_compressed,4,xb,10000000,16,40,26568.77,19988.83,20.78,2222.98,8
ssd,xbstream_compressed,4,xb,10000000,16,41,23951.17,17946.13,22.89,1994.01,8
ssd,xbstream_compressed,4,xb,10000000,16,42,23796.01,17820.01,21.20,1978.00,8
ssd,xbstream_compressed,4,xb,10000000,16,43,24879.99,18710.99,20.53,2079.00,8
ssd,xbstream_compressed,4,xb,10000000,16,44,26217.03,19633.02,20.74,2183.00,8
ssd,xbstream_compressed,4,xb,10000000,16,45,26148.58,19616.68,18.80,2178.96,8
ssd,xbstream_compressed,4,xb,10000000,16,46,26223.38,19691.29,22.30,2187.03,8
ssd,xbstream_compressed,4,xb,10000000,16,47,25416.05,19037.03,20.58,2117.00,8
ssd,xbstream_compressed,4,xb,10000000,16,48,25727.99,19234.99,20.54,2135.00,8
ssd,xbstream_compressed,4,xb,10000000,16,49,33315.98,25062.98,11.46,2788.00,8
ssd,xbstream_compressed,4,xb,10000000,16,50,39461.06,29531.04,8.57,3278.00,8
ssd,xbstream_compressed,4,xb,10000000,16,51,39081.89,29395.92,8.84,3267.99,8
ssd,xbstream_compressed,4,xb,10000000,16,52,40548.88,30396.91,7.99,3377.99,8
ssd,xbstream_compressed,4,xb,10000000,16,53,39459.23,29626.17,8.91,3290.02,8
ssd,xbstream_compressed,4,xb,10000000,16,54,40572.00,30411.00,8.23,3380.00,8
ssd,xbstream_compressed,4,xb,10000000,16,55,39797.03,29837.03,8.58,3314.00,8
ssd,xbstream_compressed,4,xb,10000000,16,56,40610.98,30452.98,8.32,3386.00,8
ssd,xbstream_compressed,4,xb,10000000,16,57,39957.90,29985.92,8.76,3331.99,8
ssd,xbstream_compressed,4,xb,10000000,16,58,39329.12,29481.09,8.89,3276.01,8
ssd,xbstream_compressed,4,xb,10000000,16,59,40314.00,30233.00,8.31,3359.00,8
ssd,xbstream_compressed,4,xb,10000000,16,60,40158.99,30110.99,8.79,3344.00,8
ssd,xbstream_compressed,4,xb,10000000,16,61,40464.05,30335.04,8.12,3370.00,8
ssd,xbstream_compressed,4,xb,10000000,16,62,39754.96,29846.97,8.70,3317.00,8
ssd,xbstream_compressed,4,xb,10000000,16,63,37521.99,28128.99,8.70,3127.00,8
ssd,xbstream_compressed,4,xb,10000000,16,64,38625.92,28965.94,9.12,3217.99,8
ssd,xbstream_compressed,4,xb,10000000,16,65,39578.92,29682.94,8.53,3298.99,8
ssd,xbstream_compressed,4,xb,10000000,16,66,39133.02,29366.01,8.58,3263.00,8
ssd,xbstream_compressed,4,xb,10000000,16,67,38159.01,28643.01,9.13,3179.00,8
ssd,xbstream_compressed,4,xb,10000000,16,68,38204.11,28610.09,8.90,3182.01,8
ssd,xbstream_compressed,8,xb,10000000,16,1,26301.73,19798.29,12.72,2186.81,8
ssd,xbstream_compressed,8,xb,10000000,16,2,32817.16,24631.37,10.16,2733.93,8
ssd,xbstream_compressed,8,xb,10000000,16,3,32749.88,24561.66,10.71,2732.07,8
ssd,xbstream_compressed,8,xb,10000000,16,4,33971.10,25484.08,9.68,2831.01,8
ssd,xbstream_compressed,8,xb,10000000,16,5,34501.99,25839.99,9.99,2869.00,8
ssd,xbstream_compressed,8,xb,10000000,16,6,34709.97,26049.98,9.88,2897.00,8
ssd,xbstream_compressed,8,xb,10000000,16,7,34626.00,25972.00,9.83,2883.00,8
ssd,xbstream_compressed,8,xb,10000000,16,8,35395.59,26556.69,9.67,2950.97,8
ssd,xbstream_compressed,8,xb,10000000,16,9,34982.60,26247.70,9.82,2915.97,8
ssd,xbstream_compressed,8,xb,10000000,16,10,35723.84,26759.63,9.65,2976.07,8
ssd,xbstream_compressed,8,xb,10000000,16,11,36997.96,27744.97,9.42,3082.00,8
ssd,xbstream_compressed,8,xb,10000000,16,12,35465.01,26617.01,9.89,2957.00,8
ssd,xbstream_compressed,8,xb,10000000,16,13,36687.20,27504.40,9.44,3058.93,8
ssd,xbstream_compressed,8,xb,10000000,16,14,35252.78,26467.59,9.52,2939.07,8
ssd,xbstream_compressed,8,xb,10000000,16,15,37133.34,27855.75,9.41,3095.53,8
ssd,xbstream_compressed,8,xb,10000000,16,16,37608.03,28179.77,9.16,3128.42,8
ssd,xbstream_compressed,8,xb,10000000,16,17,37280.71,27966.53,9.74,3108.06,8
ssd,xbstream_compressed,8,xb,10000000,16,18,36595.96,27415.97,10.06,3048.00,8
ssd,xbstream_compressed,8,xb,10000000,16,19,37945.10,28479.32,9.01,3164.92,8
ssd,xbstream_compressed,8,xb,10000000,16,20,38977.97,29221.72,8.95,3249.08,8
ssd,xbstream_compressed,8,xb,10000000,16,21,39489.94,29615.96,8.77,3286.00,8
ssd,xbstream_compressed,8,xb,10000000,16,22,39177.00,29395.00,8.81,3269.00,8
ssd,xbstream_compressed,8,xb,10000000,16,23,33076.94,24800.95,12.24,2752.99,8
ssd,xbstream_compressed,8,xb,10000000,16,24,29861.92,22433.94,15.43,2491.99,8
ssd,xbstream_compressed,8,xb,10000000,16,25,29066.19,21708.14,16.52,2420.02,8
ssd,xbstream_compressed,8,xb,10000000,16,26,29897.78,22492.84,15.66,2494.98,8
ssd,xbstream_compressed,8,xb,10000000,16,27,26631.14,19965.11,15.27,2216.01,8
ssd,xbstream_compressed,8,xb,10000000,16,28,30937.09,23220.07,13.33,2580.01,8
ssd,xbstream_compressed,8,xb,10000000,16,29,31722.95,23769.96,13.55,2641.00,8
ssd,xbstream_compressed,8,xb,10000000,16,30,30890.00,23193.00,16.02,2577.00,8
ssd,xbstream_compressed,8,xb,10000000,16,31,29588.86,22188.89,15.84,2465.99,8
ssd,xbstream_compressed,8,xb,10000000,16,32,30335.07,22739.05,15.65,2526.01,8
ssd,xbstream_compressed,8,xb,10000000,16,33,29806.05,22391.04,18.29,2486.00,8
ssd,xbstream_compressed,8,xb,10000000,16,34,30294.01,22700.01,13.89,2524.00,8
ssd,xbstream_compressed,8,xb,10000000,16,35,31592.91,23703.93,13.61,2632.99,8
ssd,xbstream_compressed,8,xb,10000000,16,36,31588.55,23669.66,13.57,2628.96,8
ssd,xbstream_compressed,8,xb,10000000,16,37,30154.49,22626.37,15.15,2514.04,8
ssd,xbstream_compressed,8,xb,10000000,16,38,30506.96,22864.97,14.73,2544.00,8
ssd,xbstream_compressed,8,xb,10000000,16,39,30520.01,22908.01,15.08,2546.00,8
ssd,xbstream_compressed,8,xb,10000000,16,40,31352.96,23427.97,14.64,2599.00,8
ssd,xbstream_compressed,8,xb,10000000,16,41,29532.12,22246.09,17.41,2472.01,8
ssd,xbstream_compressed,8,xb,10000000,16,42,30316.95,22644.96,17.04,2516.00,8
ssd,xbstream_compressed,8,xb,10000000,16,43,30808.98,23215.98,13.67,2580.00,8
ssd,xbstream_compressed,8,xb,10000000,16,44,26840.77,20108.83,15.49,2236.98,8
ssd,xbstream_compressed,8,xb,10000000,16,45,30590.59,22927.69,15.64,2545.97,8
ssd,xbstream_compressed,8,xb,10000000,16,46,30190.56,22631.42,15.24,2516.05,8
ssd,xbstream_compressed,8,xb,10000000,16,47,27871.16,20896.12,17.82,2322.01,8
ssd,xbstream_compressed,8,xb,10000000,16,48,35581.98,26698.99,10.60,2966.00,8
ssd,xbstream_compressed,8,xb,10000000,16,49,40871.86,30657.90,8.69,3408.99,8
ssd,xbstream_compressed,8,xb,10000000,16,50,40419.00,30334.00,8.04,3366.00,8
ssd,xbstream_compressed,8,xb,10000000,16,51,41898.05,31389.04,7.77,3488.00,8
ssd,xbstream_compressed,8,xb,10000000,16,52,40447.04,30388.03,8.82,3376.00,8
ssd,xbstream_compressed,8,xb,10000000,16,53,41904.98,31433.98,7.89,3492.00,8
ssd,xbstream_compressed,8,xb,10000000,16,54,41754.56,31278.67,8.35,3477.96,8
ssd,xbstream_compressed,8,xb,10000000,16,55,41275.51,30957.38,7.78,3437.04,8
ssd,xbstream_compressed,8,xb,10000000,16,56,40744.85,30563.89,8.27,3398.99,8
ssd,xbstream_compressed,8,xb,10000000,16,57,39009.04,29231.03,8.82,3247.00,8
ssd,xbstream_compressed,8,xb,10000000,16,58,38270.57,28702.68,8.52,3191.96,8
ssd,xbstream_compressed,8,xb,10000000,16,59,39845.41,29859.31,8.57,3319.03,8
ssd,xbstream_compressed,8,xb,10000000,16,60,41234.17,30965.13,8.17,3436.01,8
ssd,xbstream_compressed,8,xb,10000000,16,61,40716.76,30550.82,8.41,3394.98,8
ssd,xbstream_compressed,8,xb,10000000,16,62,40031.16,29989.12,8.26,3331.01,8
ssd,xbstream_compressed,8,xb,10000000,16,63,39755.94,29848.95,8.59,3318.99,8
ssd,xbstream_compressed,8,xb,10000000,16,64,40664.03,30477.02,8.11,3385.00,8
ssd,xbstream_compressed,8,xb,10000000,16,65,40599.08,30449.06,8.13,3385.01,8
ssd,xbstream_compressed,8,xb,10000000,16,66,40871.83,30654.88,7.75,3403.99,8
ssd,xbstream_compressed,8,xb,10000000,16,67,39661.16,29757.12,8.67,3305.01,8
ssd,xbstream_qpress,1,xb,10000000,16,1,27161.58,20461.18,11.93,2259.80,1
ssd,xbstream_qpress,1,xb,10000000,16,2,33647.14,25227.10,10.02,2806.01,1
ssd,xbstream_qpress,1,xb,10000000,16,3,33788.01,25328.01,9.90,2813.00,1
ssd,xbstream_qpress,1,xb,10000000,16,4,34932.94,26203.96,9.50,2909.00,1
ssd,xbstream_qpress,1,xb,10000000,16,5,34207.98,25662.98,10.27,2853.00,1
ssd,xbstream_qpress,1,xb,10000000,16,6,36797.08,27607.06,8.99,3068.01,1
ssd,xbstream_qpress,1,xb,10000000,16,7,36558.01,27424.01,9.35,3045.00,1
ssd,xbstream_qpress,1,xb,10000000,16,8,36296.22,27238.42,9.41,3024.94,1
ssd,xbstream_qpress,1,xb,10000000,16,9,38227.87,28655.65,8.74,3187.07,1
ssd,xbstream_qpress,1,xb,10000000,16,10,38364.95,28749.96,8.71,3193.00,1
ssd,xbstream_qpress,1,xb,10000000,16,11,38356.99,28790.99,8.97,3199.00,1
ssd,xbstream_qpress,1,xb,10000000,16,12,38660.84,28983.88,8.84,3220.99,1
ssd,xbstream_qpress,1,xb,10000000,16,13,38352.22,28763.17,8.72,3198.02,1
ssd,xbstream_qpress,1,xb,10000000,16,14,38330.95,28745.97,9.13,3193.00,1
ssd,xbstream_qpress,1,xb,10000000,16,15,39311.79,29503.84,8.74,3276.98,1
ssd,xbstream_qpress,1,xb,10000000,16,16,40391.02,30276.02,8.01,3364.00,1
ssd,xbstream_qpress,1,xb,10000000,16,17,39512.22,29648.16,8.63,3295.02,1
ssd,xbstream_qpress,1,xb,10000000,16,18,39928.01,29935.01,8.57,3325.00,1
ssd,xbstream_qpress,1,xb,10000000,16,19,41328.97,30954.98,7.88,3439.00,1
ssd,xbstream_qpress,1,xb,10000000,16,20,40020.82,30060.87,8.74,3342.99,1
ssd,xbstream_qpress,1,xb,10000000,16,21,42059.05,31534.03,8.05,3503.00,1
ssd,xbstream_qpress,1,xb,10000000,16,22,41194.07,30896.06,8.75,3433.01,1
ssd,xbstream_qpress,1,xb,10000000,16,23,37604.00,28197.00,9.45,3133.00,1
ssd,xbstream_qpress,1,xb,10000000,16,24,38161.92,28632.94,9.54,3177.99,1
ssd,xbstream_qpress,1,xb,10000000,16,25,37091.01,27807.01,9.58,3093.00,1
ssd,xbstream_qpress,1,xb,10000000,16,26,37520.99,28165.00,9.51,3127.00,1
ssd,xbstream_qpress,1,xb,10000000,16,27,39097.11,29323.08,8.62,3259.01,1
ssd,xbstream_qpress,1,xb,10000000,16,28,37124.93,27821.94,9.19,3092.99,1
ssd,xbstream_qpress,1,xb,10000000,16,29,38038.09,28554.07,9.26,3171.01,1
ssd,xbstream_qpress,1,xb,10000000,16,30,39074.02,29282.02,8.95,3254.00,1
ssd,xbstream_qpress,1,xb,10000000,16,31,38286.00,28740.00,9.67,3192.00,1
ssd,xbstream_qpress,1,xb,10000000,16,32,39275.97,29453.98,8.88,3272.00,1
ssd,xbstream_qpress,1,xb,10000000,16,33,38479.94,28838.95,9.18,3203.99,1
ssd,xbstream_qpress,1,xb,10000000,16,34,38196.13,28642.10,10.03,3183.01,1
ssd,xbstream_qpress,1,xb,10000000,16,35,39179.85,29384.89,8.91,3268.99,1
ssd,xbstream_qpress,1,xb,10000000,16,36,39219.86,29394.89,8.67,3261.99,1
ssd,xbstream_qpress,1,xb,10000000,16,37,39227.15,29459.11,9.08,3275.01,1
ssd,xbstream_qpress,1,xb,10000000,16,38,37250.78,27900.84,9.11,3102.98,1
ssd,xbstream_qpress,1,xb,10000000,16,39,39230.28,29397.21,9.06,3262.02,1
ssd,xbstream_qpress,1,xb,10000000,16,40,38537.04,28944.03,8.84,3218.00,1
ssd,xbstream_qpress,1,xb,10000000,16,41,39819.90,29852.92,8.57,3320.99,1
ssd,xbstream_qpress,1,xb,10000000,16,42,40351.08,30274.06,8.62,3357.01,1
ssd,xbstream_qpress,1,xb,10000000,16,43,38306.96,28742.97,9.11,3196.00,1
ssd,xbstream_qpress,1,xb,10000000,16,44,38347.06,28746.04,9.00,3195.00,1
ssd,xbstream_qpress,1,xb,10000000,16,45,38784.01,29090.01,9.33,3231.00,1
ssd,xbstream_qpress,1,xb,10000000,16,46,39645.85,29754.89,8.91,3306.99,1
ssd,xbstream_qpress,1,xb,10000000,16,47,39097.17,29325.13,8.85,3257.01,1
ssd,xbstream_qpress,1,xb,10000000,16,48,38691.93,29002.95,9.21,3224.99,1
ssd,xbstream_qpress,1,xb,10000000,16,49,38073.00,28585.00,9.53,3172.00,1
ssd,xbstream_qpress,1,xb,10000000,16,50,37829.08,28338.06,9.12,3151.01,1
ssd,xbstream_qpress,1,xb,10000000,16,51,39191.99,29433.00,8.69,3268.00,1
ssd,xbstream_qpress,1,xb,10000000,16,52,37192.94,27857.95,9.26,3096.99,1
ssd,xbstream_qpress,1,xb,10000000,16,53,38900.99,29182.99,9.37,3242.00,1
ssd,xbstream_qpress,1,xb,10000000,16,54,39165.05,29365.04,9.08,3262.00,1
ssd,xbstream_qpress,1,xb,10000000,16,55,38341.93,28739.95,9.14,3197.99,1
ssd,xbstream_qpress,1,xb,10000000,16,56,38562.97,28909.98,9.14,3212.00,1
ssd,xbstream_qpress,1,xb,10000000,16,57,39195.06,29430.05,8.77,3268.01,1
ssd,xbstream_qpress,1,xb,10000000,16,58,38802.85,29086.89,8.69,3230.99,1
ssd,xbstream_qpress,1,xb,10000000,16,59,39692.03,29790.02,8.63,3312.00,1
ssd,xbstream_qpress,1,xb,10000000,16,60,38052.15,28532.11,9.40,3170.01,1
ssd,xbstream_qpress,1,xb,10000000,16,61,37430.98,28097.98,9.31,3119.00,1
ssd,xbstream_qpress,1,xb,10000000,16,62,37996.98,28478.98,9.21,3168.00,1
ssd,xbstream_qpress,1,xb,10000000,16,63,37710.04,28257.03,9.08,3137.00,1
ssd,xbstream_qpress,1,xb,10000000,16,64,38123.32,28618.49,9.57,3178.94,1
ssd,xbstream_qpress,1,xb,10000000,16,65,39124.61,29340.46,9.00,3261.05,1
ssd,xbstream_qpress,1,xb,10000000,16,66,35738.92,26802.94,9.85,2980.99,1
ssd,xbstream_qpress,1,xb,10000000,16,67,38113.19,28601.14,8.93,3175.02,1
ssd,xbstream_qpress,1,xb,10000000,16,68,38438.94,28848.96,9.01,3204.00,1
ssd,xbstream_qpress,1,xb,10000000,16,69,37732.02,28266.01,8.98,3143.00,1
ssd,xbstream_qpress,1,xb,10000000,16,70,37506.81,28136.86,9.44,3125.98,1
ssd,xbstream_qpress,1,xb,10000000,16,71,37495.14,28130.11,9.55,3125.01,1
ssd,xbstream_qpress,1,xb,10000000,16,72,36560.04,27403.03,9.64,3046.00,1
ssd,xbstream_qpress,1,xb,10000000,16,73,36805.00,27624.00,9.53,3068.00,1
ssd,xbstream_qpress,1,xb,10000000,16,74,36796.00,27578.00,9.44,3063.00,1
ssd,xbstream_qpress,1,xb,10000000,16,75,36596.96,27444.97,10.00,3051.00,1
ssd,xbstream_qpress,1,xb,10000000,16,76,36453.07,27339.06,9.56,3038.01,1
ssd,xbstream_qpress,1,xb,10000000,16,77,36556.87,27409.91,9.52,3043.99,1
ssd,xbstream_qpress,1,xb,10000000,16,78,36333.06,27256.05,9.81,3030.01,1
ssd,xbstream_qpress,1,xb,10000000,16,79,35417.90,26555.92,10.15,2951.99,1
ssd,xbstream_qpress,1,xb,10000000,16,80,36689.10,27549.07,9.40,3060.01,1
ssd,xbstream_qpress,1,xb,10000000,16,81,36679.07,27474.05,8.96,3050.01,1
ssd,xbstream_qpress,1,xb,10000000,16,82,36288.31,27232.48,9.17,3025.94,1
ssd,xbstream_qpress,1,xb,10000000,16,83,34779.68,26086.51,9.91,2900.06,1
ssd,xbstream_qpress,1,xb,10000000,16,84,33064.95,24809.96,10.32,2755.00,1
ssd,xbstream_qpress,1,xb,10000000,16,85,33987.03,25442.02,10.27,2827.00,1
ssd,xbstream_qpress,1,xb,10000000,16,86,34548.96,25946.97,9.85,2884.00,1
ssd,xbstream_qpress,1,xb,10000000,16,87,33365.95,25016.97,10.37,2779.00,1
ssd,xbstream_qpress,1,xb,10000000,16,88,35190.03,26405.02,9.72,2936.00,1
ssd,xbstream_qpress,1,xb,10000000,16,89,33006.97,24770.98,10.11,2750.00,1
ssd,xbstream_qpress,1,xb,10000000,16,90,33890.09,25413.07,9.79,2824.01,1
ssd,xbstream_qpress,1,xb,10000000,16,91,34183.00,25583.00,10.08,2842.00,1
ssd,xbstream_qpress,1,xb,10000000,16,92,33008.88,24799.91,10.17,2756.99,1
ssd,xbstream_qpress,1,xb,10000000,16,93,34726.14,26033.11,9.55,2894.01,1
ssd,xbstream_qpress,1,xb,10000000,16,94,33530.94,25122.95,10.20,2789.99,1
ssd,xbstream_qpress,1,xb,10000000,16,95,32428.91,24335.93,10.61,2702.99,1
ssd,xbstream_qpress,1,xb,10000000,16,96,32523.84,24431.88,10.43,2715.99,1
ssd,xbstream_qpress,1,xb,10000000,16,97,33277.22,24934.16,10.56,2772.02,1
ssd,xbstream_qpress,1,xb,10000000,16,98,31744.97,23807.98,10.28,2645.00,1
ssd,xbstream_qpress,1,xb,10000000,16,99,36310.03,27239.02,9.08,3028.00,1
ssd,xbstream_qpress,1,xb,10000000,16,100,36283.11,27229.09,8.91,3021.01,1
ssd,xbstream_qpress,1,xb,10000000,16,101,37390.94,27992.96,8.63,3112.00,1
ssd,xbstream_qpress,1,xb,10000000,16,102,37335.99,28039.99,8.64,3115.00,1
ssd,xbstream_qpress,1,xb,10000000,16,103,35814.42,26849.57,9.50,2982.95,1
ssd,xbstream_qpress,1,xb,10000000,16,104,36970.56,27705.42,8.55,3081.05,1
ssd,xbstream_qpress,1,xb,10000000,16,105,37715.08,28302.06,9.01,3144.01,1
ssd,xbstream_qpress,1,xb,10000000,16,106,34867.99,26174.99,9.31,2907.00,1
ssd,xbstream_qpress,1,xb,10000000,16,107,33626.95,25207.96,9.83,2803.00,1
ssd,xbstream_qpress,1,xb,10000000,16,108,33412.07,25074.05,10.00,2784.01,1
ssd,xbstream_qpress,1,xb,10000000,16,109,35129.94,26334.96,9.11,2927.00,1
ssd,xbstream_qpress,1,xb,10000000,16,110,32846.99,24642.99,9.81,2737.00,1
ssd,xbstream_qpress,1,xb,10000000,16,111,34178.98,25642.99,9.75,2848.00,1
ssd,xbstream_qpress,1,xb,10000000,16,112,35602.09,26683.07,9.86,2965.01,1
ssd,xbstream_qpress,1,xb,10000000,16,113,35594.95,26694.96,9.33,2969.00,1
ssd,xbstream_qpress,1,xb,10000000,16,114,33470.39,25120.54,10.21,2787.95,1
ssd,xbstream_qpress,1,xb,10000000,16,115,38029.78,28503.58,9.09,3167.06,1
ssd,xbstream_qpress,1,xb,10000000,16,116,35120.98,26280.98,9.54,2921.00,1
ssd,xbstream_qpress,1,xb,10000000,16,117,35168.97,26433.98,9.26,2941.00,1
ssd,xbstream_qpress,1,xb,10000000,16,118,36174.99,27154.99,9.23,3014.00,1
ssd,xbstream_qpress,4,xb,10000000,16,1,25147.59,18942.18,13.24,2091.80,1
ssd,xbstream_qpress,4,xb,10000000,16,2,31789.14,23865.10,10.38,2649.01,1
ssd,xbstream_qpress,4,xb,10000000,16,3,32563.86,24403.90,10.48,2712.99,1
ssd,xbstream_qpress,4,xb,10000000,16,4,33530.04,25141.03,10.16,2794.00,1
ssd,xbstream_qpress,4,xb,10000000,16,5,33981.08,25503.06,10.03,2832.01,1
ssd,xbstream_qpress,4,xb,10000000,16,6,34322.05,25718.04,10.14,2859.00,1
ssd,xbstream_qpress,4,xb,10000000,16,7,35088.80,26317.85,9.71,2923.98,1
ssd,xbstream_qpress,4,xb,10000000,16,8,34640.11,25992.08,10.07,2887.01,1
ssd,xbstream_qpress,4,xb,10000000,16,9,34979.96,26215.22,9.85,2916.91,1
ssd,xbstream_qpress,4,xb,10000000,16,10,35778.11,26852.83,9.54,2981.09,1
ssd,xbstream_qpress,4,xb,10000000,16,11,36271.00,27196.00,9.49,3022.00,1
ssd,xbstream_qpress,4,xb,10000000,16,12,36369.42,27273.57,9.49,3028.95,1
