disk,type,parallel_threads,workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
ssd,baseline,1,xb,10000000,16,1,26132.25,19715.68,12.39,2174.85,1
ssd,baseline,1,xb,10000000,16,2,33358.04,24987.03,9.82,2779.00,1
ssd,baseline,1,xb,10000000,16,3,34577.09,25927.06,9.56,2881.01,1
ssd,baseline,1,xb,10000000,16,4,34625.98,25972.98,9.58,2884.00,1
ssd,baseline,1,xb,10000000,16,5,34917.99,26160.99,9.49,2909.00,1
ssd,baseline,1,xb,10000000,16,6,36665.02,27529.01,9.03,3058.00,1
ssd,baseline,1,xb,10000000,16,7,36761.98,27564.99,9.25,3064.00,1
ssd,baseline,1,xb,10000000,16,8,36506.98,27392.98,9.56,3042.00,1
ssd,baseline,1,xb,10000000,16,9,37045.05,27759.04,9.25,3084.00,1
ssd,baseline,1,xb,10000000,16,10,37460.04,28111.03,9.12,3123.00,1
ssd,baseline,1,xb,10000000,16,11,38244.97,28679.98,8.93,3188.00,1
ssd,baseline,1,xb,10000000,16,12,38678.46,29005.59,8.85,3222.95,1
ssd,baseline,1,xb,10000000,16,13,37689.52,28294.39,8.98,3141.04,1
ssd,baseline,1,xb,10000000,16,14,39511.01,29639.01,8.72,3295.00,1
ssd,baseline,1,xb,10000000,16,15,38795.24,29048.68,8.73,3227.85,1
ssd,baseline,1,xb,10000000,16,16,39800.81,29862.36,8.36,3319.15,1
ssd,baseline,1,xb,10000000,16,17,39104.02,29354.01,8.98,3260.00,1
ssd,baseline,1,xb,10000000,16,18,40599.96,30405.97,8.46,3379.00,1
ssd,baseline,1,xb,10000000,16,19,40083.03,30094.03,8.60,3343.00,1
ssd,baseline,1,xb,10000000,16,20,40754.93,30552.95,8.49,3394.99,1
ssd,baseline,1,xb,10000000,16,21,32921.05,24695.03,9.86,2745.00,1
ssd,baseline,1,xb,10000000,16,22,26498.99,19875.00,16.13,2209.00,1
ssd,baseline,1,xb,10000000,16,23,21731.66,16230.74,17.50,1799.97,1
ssd,baseline,1,xb,10000000,16,24,22221.37,16757.28,17.20,1862.03,1
ssd,baseline,1,xb,10000000,16,25,22807.90,17030.93,17.19,1892.99,1
ssd,baseline,1,xb,10000000,16,26,22350.95,16829.96,16.82,1871.00,1
ssd,baseline,1,xb,10000000,16,27,21656.07,16241.05,17.24,1808.01,1
ssd,baseline,1,xb,10000000,16,28,23215.03,17360.02,16.55,1926.00,1
ssd,baseline,1,xb,10000000,16,29,20430.05,15285.04,17.03,1696.00,1
ssd,baseline,1,xb,10000000,16,30,21963.91,16541.93,18.12,1837.99,1
ssd,baseline,1,xb,10000000,16,31,22876.07,17103.05,16.55,1903.01,1
ssd,baseline,1,xb,10000000,16,32,22484.92,16951.94,16.86,1884.99,1
ssd,baseline,1,xb,10000000,16,33,21900.06,16318.04,17.01,1809.00,1
ssd,baseline,1,xb,10000000,16,34,23075.02,17374.01,17.03,1938.00,1
ssd,baseline,1,xb,10000000,16,35,22475.00,16799.00,16.88,1859.00,1
ssd,baseline,1,xb,10000000,16,36,22432.93,16929.94,17.07,1881.99,1
ssd,baseline,1,xb,10000000,16,37,23166.99,17312.99,16.67,1925.00,1
ssd,baseline,1,xb,10000000,16,38,23293.06,17456.05,16.74,1938.01,1
ssd,baseline,1,xb,10000000,16,39,23798.64,17824.73,16.65,1979.97,1
ssd,baseline,1,xb,10000000,16,40,23048.31,17334.24,17.21,1926.03,1
ssd,baseline,1,xb,10000000,16,41,23508.05,17605.03,16.54,1961.00,1
ssd,baseline,1,xb,10000000,16,42,23973.01,17946.01,16.82,1989.00,1
ssd,baseline,1,xb,10000000,16,43,23715.01,17802.00,16.87,1978.00,1
ssd,baseline,1,xb,10000000,16,44,22538.96,17013.97,17.58,1892.00,1
ssd,baseline,1,xb,10000000,16,45,23546.05,17633.04,17.03,1960.00,1
ssd,baseline,1,xb,10000000,16,46,24452.99,18272.99,16.33,2028.00,1
ssd,baseline,1,xb,10000000,16,47,22488.00,16830.00,18.01,1870.00,1
ssd,baseline,1,xb,10000000,16,48,23932.98,18002.99,16.55,2002.00,1
ssd,baseline,1,xb,10000000,16,49,24203.01,18105.01,16.95,2010.00,1
ssd,baseline,1,xb,10000000,16,50,23680.00,17864.00,17.22,1987.00,1
ssd,baseline,1,xb,10000000,16,51,22138.99,16536.99,17.31,1837.00,1
ssd,baseline,1,xb,10000000,16,52,23049.01,17322.01,17.47,1923.00,1
ssd,baseline,1,xb,10000000,16,53,24313.01,18243.01,16.25,2029.00,1
ssd,baseline,1,xb,10000000,16,54,22548.00,16845.00,16.81,1870.00,1
ssd,baseline,1,xb,10000000,16,55,24066.95,18029.96,16.47,2003.00,1
ssd,baseline,1,xb,10000000,16,56,24543.03,18479.02,16.44,2054.00,1
ssd,baseline,1,xb,10000000,16,57,24138.00,18063.00,16.60,2009.00,1
ssd,baseline,1,xb,10000000,16,58,24218.98,18132.98,17.28,2012.00,1
ssd,baseline,1,xb,10000000,16,59,24146.03,18126.02,16.72,2014.00,1
ssd,baseline,1,xb,10000000,16,60,24478.02,18351.02,16.71,2039.00,1
ssd,baseline,1,xb,10000000,16,61,22193.02,16743.01,17.53,1863.00,1
ssd,baseline,1,xb,10000000,16,62,31037.73,23248.80,15.47,2582.98,1
ssd,baseline,1,xb,10000000,16,63,42505.33,31862.25,7.99,3540.03,1
ssd,baseline,1,xb,10000000,16,64,42343.97,31781.98,7.83,3533.00,1
ssd,baseline,1,xb,10000000,16,65,43423.42,32586.82,7.71,3616.87,1
ssd,baseline,1,xb,10000000,16,66,42475.55,31820.16,8.32,3538.13,1
ssd,baseline,1,xb,10000000,16,67,41712.05,31328.04,8.13,3479.00,1
ssd,baseline,1,xb,10000000,16,68,40057.95,30002.96,8.35,3334.00,1
ssd,baseline,1,xb,10000000,16,69,41709.88,31292.91,8.54,3476.99,1
ssd,baseline,1,xb,10000000,16,70,42316.10,31759.07,7.78,3529.01,1
ssd,baseline,1,xb,10000000,16,71,42299.87,31709.91,7.43,3523.99,1
ssd,baseline,1,xb,10000000,16,72,42187.39,31606.54,7.94,3511.95,1
ssd,baseline,1,xb,10000000,16,73,41677.67,31272.50,7.94,3476.06,1
ssd,baseline,1,xb,10000000,16,74,42528.94,31898.95,7.54,3541.99,1
ssd,baseline,1,xb,10000000,16,75,41235.13,30924.10,8.32,3437.01,1
ssd,baseline,1,xb,10000000,16,76,41735.01,31331.01,8.21,3481.00,1
ssd,baseline,1,xb,10000000,16,77,41564.91,31168.93,8.04,3463.99,1
ssd,baseline,1,xb,10000000,16,78,41506.95,31113.96,8.16,3456.00,1
ssd,baseline,1,xb,10000000,16,79,40909.08,30695.06,8.16,3410.01,1
ssd,baseline,1,xb,10000000,16,80,40478.94,30358.96,8.36,3375.00,1
ssd,baseline,1,xb,10000000,16,81,41078.13,30792.09,7.94,3419.01,1
ssd,baseline,1,xb,10000000,16,82,40217.01,30193.00,7.96,3356.00,1
ssd,compression,1,xb,10000000,16,1,25199.69,18994.26,13.12,2095.81,1
ssd,compression,1,xb,10000000,16,2,33379.12,25008.09,9.72,2781.01,1
ssd,compression,1,xb,10000000,16,3,33731.96,25309.97,9.91,2811.00,1
ssd,compression,1,xb,10000000,16,4,33671.11,25251.08,10.19,2807.01,1
ssd,compression,1,xb,10000000,16,5,35533.92,26647.94,9.67,2958.99,1
ssd,compression,1,xb,10000000,16,6,35203.08,26409.06,9.78,2933.01,1
ssd,compression,1,xb,10000000,16,7,36250.00,27189.00,9.29,3024.00,1
ssd,compression,1,xb,10000000,16,8,36745.96,27545.97,9.27,3061.00,1
ssd,compression,1,xb,10000000,16,9,36917.04,27705.03,9.35,3077.00,1
ssd,compression,1,xb,10000000,16,10,37516.92,28152.94,9.07,3127.99,1
ssd,compression,1,xb,10000000,16,11,37859.05,28386.04,8.80,3153.00,1
ssd,compression,1,xb,10000000,16,12,38770.80,29086.85,9.00,3232.98,1
ssd,compression,1,xb,10000000,16,13,35707.06,26717.04,9.67,2967.00,1
ssd,compression,1,xb,10000000,16,14,38869.08,29173.06,8.88,3243.01,1
ssd,compression,1,xb,10000000,16,15,38899.12,29178.09,8.75,3241.01,1
ssd,compression,1,xb,10000000,16,16,39735.65,29800.74,8.51,3313.97,1
ssd,compression,1,xb,10000000,16,17,39061.29,29311.22,8.67,3254.02,1
ssd,compression,1,xb,10000000,16,18,40114.88,30060.91,8.30,3342.99,1
ssd,compression,1,xb,10000000,16,19,39767.94,29870.95,8.91,3314.99,1
ssd,compression,1,xb,10000000,16,20,40728.14,30517.10,8.24,3394.01,1
ssd,compression,1,xb,10000000,16,21,39173.08,29388.06,8.55,3265.01,1
ssd,compression,1,xb,10000000,16,22,38922.93,29195.95,8.34,3243.99,1
ssd,compression,1,xb,10000000,16,23,36760.03,27583.02,9.21,3064.00,1
ssd,compression,1,xb,10000000,16,24,34938.99,26136.99,10.06,2910.00,1
ssd,compression,1,xb,10000000,16,25,35978.87,27043.90,9.64,2996.99,1
ssd,compression,1,xb,10000000,16,26,34926.15,26217.11,9.89,2914.01,1
ssd,compression,1,xb,10000000,16,27,35880.98,26868.99,9.54,2987.00,1
ssd,compression,1,xb,10000000,16,28,36025.01,27039.01,9.75,3003.00,1
ssd,compression,1,xb,10000000,16,29,35720.97,26787.98,9.57,2976.00,1
ssd,compression,1,xb,10000000,16,30,35562.96,26670.97,9.92,2963.00,1
ssd,compression,1,xb,10000000,16,31,36182.01,27145.01,9.26,3018.00,1
ssd,compression,1,xb,10000000,16,32,36031.02,27008.02,9.65,3001.00,1
ssd,compression,1,xb,10000000,16,33,35670.88,26731.91,9.51,2969.99,1
ssd,compression,1,xb,10000000,16,34,36160.98,27160.99,9.53,3017.00,1
ssd,compression,1,xb,10000000,16,35,37214.05,27833.04,9.25,3091.00,1
ssd,compression,1,xb,10000000,16,36,37028.11,27838.08,9.16,3093.01,1
ssd,compression,1,xb,10000000,16,37,36115.00,27056.00,9.26,3009.00,1
ssd,compression,1,xb,10000000,16,38,37365.04,28049.03,9.42,3115.00,1
ssd,compression,1,xb,10000000,16,39,34810.92,26104.94,9.72,2901.99,1
ssd,compression,1,xb,10000000,16,40,36912.04,27683.03,9.39,3074.00,1
ssd,compression,1,xb,10000000,16,41,36907.93,27679.95,9.34,3075.99,1
ssd,compression,1,xb,10000000,16,42,37036.05,27781.04,9.26,3086.00,1
ssd,compression,1,xb,10000000,16,43,36499.38,27372.54,9.25,3041.95,1
ssd,compression,1,xb,10000000,16,44,35171.65,26359.49,9.75,2931.05,1
ssd,compression,1,xb,10000000,16,45,36486.33,27388.50,9.16,3039.94,1
ssd,compression,1,xb,10000000,16,46,37103.70,27814.52,8.91,3094.06,1
ssd,compression,1,xb,10000000,16,47,35528.88,26674.91,9.65,2961.99,1
ssd,compression,1,xb,10000000,16,48,36910.89,27660.92,9.41,3073.99,1
ssd,compression,1,xb,10000000,16,49,35794.06,26853.04,9.69,2983.00,1
ssd,compression,1,xb,10000000,16,50,36849.11,27644.08,9.22,3072.01,1
ssd,compression,1,xb,10000000,16,51,36530.48,27387.61,9.20,3040.96,1
ssd,compression,1,xb,10000000,16,52,37475.54,28116.41,9.11,3125.05,1
ssd,compression,1,xb,10000000,16,53,34308.78,25754.84,9.75,2860.98,1
ssd,compression,1,xb,10000000,16,54,36489.20,27325.15,9.31,3040.02,1
ssd,compression,1,xb,10000000,16,55,34955.28,26155.46,9.54,2901.94,1
ssd,compression,1,xb,10000000,16,56,36692.76,27581.57,9.36,3066.06,1
ssd,compression,1,xb,10000000,16,57,35662.93,26756.95,9.64,2974.99,1
ssd,compression,1,xb,10000000,16,58,36171.07,27155.05,9.39,3015.01,1
ssd,compression,1,xb,10000000,16,59,37443.00,28057.00,9.14,3119.00,1
ssd,compression,1,xb,10000000,16,60,36112.01,27100.26,9.49,3009.92,1
ssd,compression,1,xb,10000000,16,61,36035.03,27001.77,9.62,3002.09,1
ssd,compression,1,xb,10000000,16,62,35043.97,26311.98,9.61,2922.00,1
ssd,compression,1,xb,10000000,16,63,36618.07,27448.05,9.26,3048.01,1
ssd,compression,1,xb,10000000,16,64,35737.97,26807.98,9.72,2981.00,1
ssd,compression,1,xb,10000000,16,65,36057.93,27024.95,9.08,3005.99,1
ssd,compression,1,xb,10000000,16,66,35585.44,26725.58,9.22,2964.95,1
ssd,compression,1,xb,10000000,16,67,36899.58,27648.43,9.08,3071.05,1
ssd,compression,1,xb,10000000,16,68,34817.03,26029.02,9.52,2892.00,1
ssd,compression,1,xb,10000000,16,69,32438.02,24423.02,10.47,2715.00,1
ssd,compression,1,xb,10000000,16,70,34622.01,25958.01,9.70,2886.00,1
ssd,compression,1,xb,10000000,16,71,36098.98,27050.98,9.34,3007.00,1
ssd,compression,1,xb,10000000,16,72,34970.00,26256.00,9.43,2915.00,1
ssd,compression,1,xb,10000000,16,73,34365.85,25773.89,10.04,2862.99,1
ssd,compression,1,xb,10000000,16,74,33139.02,24840.02,10.06,2762.00,1
ssd,compression,1,xb,10000000,16,75,35324.05,26464.04,9.35,2940.00,1
ssd,compression,1,xb,10000000,16,76,35801.98,26879.99,9.21,2986.00,1
ssd,compression,1,xb,10000000,16,77,34130.14,25616.10,9.70,2845.01,1
ssd,compression,1,xb,10000000,16,78,34294.74,25685.81,9.66,2852.98,1
ssd,compression,1,xb,10000000,16,79,34516.17,25920.13,9.75,2880.01,1
ssd,compression,1,xb,10000000,16,80,35151.88,26357.91,9.85,2929.99,1
ssd,compression,1,xb,10000000,16,81,34175.14,25654.10,10.41,2851.01,1
ssd,compression,1,xb,10000000,16,82,33788.94,25309.95,10.03,2810.99,1
ssd,compression,1,xb,10000000,16,83,34940.12,26236.09,9.63,2916.01,1
ssd,compression,1,xb,10000000,16,84,33350.89,25005.92,9.74,2777.99,1
ssd,compression,1,xb,10000000,16,85,34115.98,25605.99,9.38,2844.00,1
ssd,compression,1,xb,10000000,16,86,32945.08,24681.06,10.60,2743.01,1
ssd,compression,1,xb,10000000,16,87,31585.98,23698.98,10.09,2633.00,1
ssd,compression,1,xb,10000000,16,88,32460.05,24310.04,10.31,2704.00,1
ssd,compression,1,xb,10000000,16,89,32608.92,24459.94,10.26,2717.99,1
ssd,compression,1,xb,10000000,16,90,32740.05,24571.03,10.29,2728.00,1
ssd,compression,1,xb,10000000,16,91,34240.95,25689.96,9.30,2853.00,1
ssd,compression,1,xb,10000000,16,92,32263.06,24194.05,10.69,2689.01,1
ssd,compression,1,xb,10000000,16,93,32209.95,24124.96,10.42,2682.00,1
ssd,compression,1,xb,10000000,16,94,32298.98,24235.99,10.62,2694.00,1
ssd,compression,1,xb,10000000,16,95,32135.05,24117.04,10.29,2677.00,1
ssd,compression,1,xb,10000000,16,96,32072.04,24041.03,10.14,2674.00,1
ssd,compression,1,xb,10000000,16,97,31863.97,23894.98,10.50,2653.00,1
ssd,compression,1,xb,10000000,16,98,31393.95,23566.96,10.51,2621.00,1
ssd,compression,1,xb,10000000,16,99,31251.05,23435.04,10.33,2603.00,1
ssd,compression,1,xb,10000000,16,100,31802.01,23856.01,10.37,2649.00,1
ssd,compression,1,xb,10000000,16,101,32202.00,24106.00,10.30,2680.00,1
ssd,compression,1,xb,10000000,16,102,32531.01,24427.01,10.24,2712.00,1
ssd,compression,1,xb,10000000,16,103,31587.90,23706.92,10.17,2635.99,1
ssd,compression,1,xb,10000000,16,104,29911.07,22362.05,11.26,2482.01,1
ssd,compression,1,xb,10000000,16,105,31065.94,23397.95,11.12,2599.99,1
ssd,compression,1,xb,10000000,16,106,29649.03,22194.02,11.02,2466.00,1
ssd,compression,1,xb,10000000,16,107,29955.07,22448.05,10.95,2496.01,1
ssd,compression,1,xb,10000000,16,108,29002.92,21759.94,11.59,2415.99,1
ssd,compression,1,xb,10000000,16,109,32014.98,24021.99,10.26,2671.00,1
ssd,compression,1,xb,10000000,16,110,35528.10,26610.07,9.11,2955.01,1
ssd,compression,1,xb,10000000,16,111,35417.97,26594.98,9.46,2957.00,1
ssd,compression,1,xb,10000000,16,112,35131.95,26354.96,9.28,2929.00,1
ssd,compression,1,xb,10000000,16,113,36187.94,27142.95,9.27,3014.99,1
ssd,compression,1,xb,10000000,16,114,34499.46,25888.60,9.48,2874.96,1
ssd,compression,1,xb,10000000,16,115,33424.63,25058.48,9.28,2786.05,1
ssd,compression,1,xb,10000000,16,116,35053.82,26299.87,9.88,2919.99,1
ssd,compression,1,xb,10000000,16,117,33415.12,25067.09,10.34,2785.01,1
ssd,compression,1,xb,10000000,16,118,33595.91,25174.93,9.55,2799.99,1
ssd,compression,1,xb,10000000,16,119,34089.09,25587.06,10.05,2842.01,1
ssd,compression,1,xb,10000000,16,120,35036.03,26268.03,9.65,2917.00,1
ssd,compression,1,xb,10000000,16,121,31862.96,23897.97,9.84,2656.00,1
ssd,compression,1,xb,10000000,16,122,32863.98,24667.99,10.31,2741.00,1
ssd,compression,1,xb,10000000,16,123,35971.07,26955.05,9.02,2997.01,1
ssd,compression,1,xb,10000000,16,124,33524.99,25146.99,9.62,2793.00,1
ssd,compression,1,xb,10000000,16,125,30724.02,23063.01,10.89,2561.00,1
ssd,compression,1,xb,10000000,16,126,32341.89,24236.92,10.26,2696.99,1
ssd,compression,1,xb,10000000,16,127,35575.13,26673.10,9.35,2962.01,1
ssd,compression,1,xb,10000000,16,128,34380.01,25775.00,9.75,2863.00,1
ssd,compression,1,xb,10000000,16,129,33885.97,25402.98,9.76,2824.00,1
ssd,compression,4,xb,10000000,16,1,26421.38,19912.03,12.52,2196.78,1
ssd,compression,4,xb,10000000,16,2,33106.18,24820.14,9.78,2761.02,1
ssd,compression,4,xb,10000000,16,3,33623.94,25207.95,9.75,2800.99,1
ssd,compression,4,xb,10000000,16,4,34499.13,25889.10,9.90,2876.01,1
ssd,compression,4,xb,10000000,16,5,34795.03,26063.02,9.73,2897.00,1
ssd,compression,4,xb,10000000,16,6,35025.03,26307.03,9.82,2922.00,1
ssd,compression,4,xb,10000000,16,7,35962.98,26952.98,9.31,2995.00,1
ssd,compression,4,xb,10000000,16,8,36377.03,27285.02,9.41,3033.00,1
ssd,compression,4,xb,10000000,16,9,36088.85,27061.89,9.23,3003.99,1
ssd,compression,4,xb,10000000,16,10,36995.10,27752.07,9.21,3086.01,1
ssd,compression,4,xb,10000000,16,11,37819.88,28377.91,8.71,3150.99,1
ssd,compression,4,xb,10000000,16,12,37940.96,28442.22,8.64,3158.91,1
ssd,compression,4,xb,10000000,16,13,37913.25,28446.94,9.26,3161.10,1
ssd,compression,4,xb,10000000,16,14,36995.87,27755.90,9.24,3082.99,1
ssd,compression,4,xb,10000000,16,15,39100.90,29305.93,8.61,3256.99,1
ssd,compression,4,xb,10000000,16,16,38698.11,29052.08,8.92,3227.01,1
ssd,compression,4,xb,10000000,16,17,37662.95,28230.96,9.11,3138.00,1
ssd,compression,4,xb,10000000,16,18,38552.00,28921.00,8.88,3215.00,1
ssd,compression,4,xb,10000000,16,19,38952.09,29186.07,9.07,3242.01,1
ssd,compression,4,xb,10000000,16,20,39339.07,29514.06,8.52,3279.01,1
ssd,compression,4,xb,10000000,16,21,37393.92,28029.94,8.93,3115.99,1
ssd,compression,4,xb,10000000,16,22,37830.06,28398.04,8.62,3155.00,1
ssd,compression,4,xb,10000000,16,23,35155.02,26365.02,10.44,2928.00,1
ssd,compression,4,xb,10000000,16,24,31616.92,23708.94,11.98,2632.99,1
ssd,compression,4,xb,10000000,16,25,32470.92,24374.94,11.23,2710.99,1
ssd,compression,4,xb,10000000,16,26,31202.16,23404.12,12.07,2598.01,1
ssd,compression,4,xb,10000000,16,27,31751.46,23823.59,11.67,2646.95,1
ssd,compression,4,xb,10000000,16,28,32569.44,24348.33,12.05,2707.04,1
ssd,compression,4,xb,10000000,16,29,31577.07,23698.05,12.21,2634.01,1
ssd,compression,4,xb,10000000,16,30,31698.02,23802.02,12.13,2645.00,1
ssd,compression,4,xb,10000000,16,31,33564.03,25143.03,10.86,2795.00,1
ssd,compression,4,xb,10000000,16,32,33078.91,24813.93,11.51,2754.99,1
ssd,compression,4,xb,10000000,16,33,32783.88,24614.91,11.52,2733.99,1
ssd,compression,4,xb,10000000,16,34,32948.17,24726.13,11.23,2747.01,1
ssd,compression,4,xb,10000000,16,35,32891.00,24662.00,11.77,2742.00,1
ssd,compression,4,xb,10000000,16,36,33189.88,24865.91,11.26,2761.99,1
ssd,compression,4,xb,10000000,16,37,33290.98,24987.98,10.72,2778.00,1
ssd,compression,4,xb,10000000,16,38,32678.97,24499.98,12.42,2722.00,1
ssd,compression,4,xb,10000000,16,39,33488.17,25135.13,10.90,2791.01,1
ssd,compression,4,xb,10000000,16,40,32721.50,24542.63,10.94,2725.96,1
ssd,compression,4,xb,10000000,16,41,33397.46,25038.35,12.34,2783.04,1
ssd,compression,4,xb,10000000,16,42,31593.04,23676.03,11.28,2632.00,1
ssd,compression,4,xb,10000000,16,43,33140.98,24848.98,12.02,2764.00,1
ssd,compression,4,xb,10000000,16,44,33390.02,25089.02,11.49,2782.00,1
ssd,compression,4,xb,10000000,16,45,33728.88,25271.91,11.57,2808.99,1
ssd,compression,4,xb,10000000,16,46,34145.11,25627.08,11.55,2847.01,1
ssd,compression,4,xb,10000000,16,47,33889.94,25411.95,10.60,2822.99,1
ssd,compression,4,xb,10000000,16,48,32193.03,24084.02,11.70,2676.00,1
ssd,compression,4,xb,10000000,16,49,33011.90,24776.93,11.27,2753.99,1
ssd,compression,4,xb,10000000,16,50,32806.15,24628.11,10.97,2742.01,1
ssd,compression,4,xb,10000000,16,51,34100.02,25551.01,10.83,2834.00,1
ssd,compression,4,xb,10000000,16,52,32346.97,24258.98,11.24,2701.00,1
ssd,compression,4,xb,10000000,16,53,33484.86,25138.89,10.65,2787.99,1
ssd,compression,4,xb,10000000,16,54,32230.12,24168.09,10.72,2684.01,1
ssd,compression,4,xb,10000000,16,55,33269.01,24961.01,11.15,2774.00,1
ssd,compression,4,xb,10000000,16,56,33618.89,25207.92,10.84,2801.99,1
ssd,compression,4,xb,10000000,16,57,32754.05,24584.03,11.67,2730.00,1
ssd,compression,4,xb,10000000,16,58,32710.93,24531.95,11.93,2725.99,1
ssd,compression,4,xb,10000000,16,59,30873.10,23147.08,11.66,2571.01,1
ssd,compression,4,xb,10000000,16,60,33177.87,24893.90,11.02,2765.99,1
ssd,compression,4,xb,10000000,16,61,33791.16,25326.12,10.57,2817.01,1
ssd,compression,4,xb,10000000,16,62,33857.89,25398.92,10.85,2820.99,1
ssd,compression,4,xb,10000000,16,63,32424.12,24294.09,11.02,2701.01,1
ssd,compression,4,xb,10000000,16,64,33797.97,25362.98,10.94,2815.00,1
ssd,compression,4,xb,10000000,16,65,33218.98,24879.98,11.93,2765.00,1
ssd,compression,4,xb,10000000,16,66,31893.06,23958.04,11.70,2663.00,1
ssd,compression,4,xb,10000000,16,67,32244.90,24128.93,11.36,2678.99,1
ssd,compression,4,xb,10000000,16,68,32661.00,24546.00,11.22,2732.00,1
ssd,compression,4,xb,10000000,16,69,32501.08,24399.06,11.41,2708.01,1
ssd,compression,4,xb,10000000,16,70,33133.93,24834.95,11.55,2757.99,1
ssd,compression,4,xb,10000000,16,71,31901.60,23924.70,11.76,2659.97,1
ssd,compression,4,xb,10000000,16,72,33031.31,24758.23,10.80,2752.03,1
ssd,compression,4,xb,10000000,16,73,31579.19,23677.14,12.57,2631.02,1
ssd,compression,4,xb,10000000,16,74,32686.87,24536.90,11.75,2724.99,1
ssd,compression,4,xb,10000000,16,75,33270.12,24884.09,10.39,2764.01,1
ssd,compression,4,xb,10000000,16,76,32379.97,24379.98,11.76,2708.00,1
ssd,compression,4,xb,10000000,16,77,29587.71,22155.79,12.17,2462.98,1
ssd,compression,4,xb,10000000,16,78,33138.29,24850.22,11.49,2761.02,1
ssd,compression,4,xb,10000000,16,79,31068.06,23332.04,11.58,2594.00,1
ssd,compression,4,xb,10000000,16,80,32564.93,24394.95,12.30,2708.99,1
ssd,compression,4,xb,10000000,16,81,31764.02,23762.02,11.12,2639.00,1
ssd,compression,4,xb,10000000,16,82,31067.06,23371.04,12.09,2598.00,1
ssd,compression,4,xb,10000000,16,83,31743.95,23806.96,12.34,2646.00,1
ssd,compression,4,xb,10000000,16,84,33048.87,24793.90,11.50,2754.99,1
ssd,compression,4,xb,10000000,16,85,31131.92,23351.94,12.25,2593.99,1
ssd,compression,4,xb,10000000,16,86,32482.23,24387.17,11.33,2709.02,1
ssd,compression,4,xb,10000000,16,87,31052.97,23252.98,11.22,2585.00,1
ssd,compression,4,xb,10000000,16,88,32609.95,24457.96,11.04,2716.00,1
ssd,compression,4,xb,10000000,16,89,31394.07,23535.05,11.81,2617.01,1
ssd,compression,4,xb,10000000,16,90,31649.98,23763.99,11.36,2638.00,1
ssd,compression,4,xb,10000000,16,91,31960.00,23937.00,11.75,2661.00,1
ssd,compression,4,xb,10000000,16,92,30822.03,23133.02,11.47,2569.00,1
ssd,compression,4,xb,10000000,16,93,30971.04,23241.03,11.74,2583.00,1
ssd,compression,4,xb,10000000,16,94,32342.83,24279.87,11.02,2696.99,1
ssd,compression,4,xb,10000000,16,95,34249.13,25654.10,9.22,2852.01,1
ssd,compression,4,xb,10000000,16,96,35269.93,26449.95,9.21,2938.99,1
ssd,compression,4,xb,10000000,16,97,35635.01,26728.01,9.03,2970.00,1
ssd,compression,4,xb,10000000,16,98,33312.85,24985.89,9.36,2774.99,1
ssd,compression,4,xb,10000000,16,99,34380.23,25804.17,9.47,2869.02,1
ssd,compression,4,xb,10000000,16,100,35958.01,26944.01,8.94,2996.00,1
ssd,compression,4,xb,10000000,16,101,37435.87,28077.90,8.96,3114.99,1
ssd,compression,4,xb,10000000,16,102,37187.15,27899.11,8.85,3102.01,1
ssd,compression,4,xb,10000000,16,103,35422.90,26570.92,9.12,2952.99,1
ssd,compression,4,xb,10000000,16,104,36753.91,27556.93,8.72,3060.99,1
ssd,compression,4,xb,10000000,16,105,35605.16,26706.12,9.20,2966.01,1
ssd,compression,4,xb,10000000,16,106,37060.00,27786.00,9.00,3090.00,1
ssd,compression,4,xb,10000000,16,107,36221.01,27202.01,8.91,3020.00,1
ssd,compression,4,xb,10000000,16,108,34946.77,26179.83,9.11,2908.98,1
ssd,compression,4,xb,10000000,16,109,36902.24,27680.18,8.76,3079.02,1
ssd,compression,4,xb,10000000,16,110,38686.91,29007.93,8.69,3220.99,1
ssd,compression,4,xb,10000000,16,111,32952.10,24726.07,10.03,2746.01,1
ssd,compression,4,xb,10000000,16,112,34115.98,25592.98,9.52,2843.00,1
ssd,compression,4,xb,10000000,16,113,34552.94,25914.96,9.80,2881.00,1
ssd,compression,4,xb,10000000,16,114,34296.90,25715.93,9.82,2855.99,1
ssd,compression,4,xb,10000000,16,115,35069.13,26268.10,9.14,2920.01,1
ssd,compression,4,xb,10000000,16,116,33863.99,25423.00,9.76,2823.00,1
ssd,compression,4,xb,10000000,16,117,32270.02,24197.02,10.43,2690.00,1
ssd,compression,4,xb,10000000,16,118,35069.95,26316.96,9.44,2924.00,1
ssd,compression,4,xb,10000000,16,119,33138.05,24834.04,10.33,2760.00,1
ssd,compression,8,xb,10000000,16,1,24504.26,18453.69,13.75,2037.86,1
ssd,compression,8,xb,10000000,16,2,30479.23,22907.17,11.79,2542.02,1
ssd,compression,8,xb,10000000,16,3,31123.01,23304.01,11.13,2590.00,1
ssd,compression,8,xb,10000000,16,4,31906.01,23912.01,10.64,2659.00,1
ssd,compression,8,xb,10000000,16,5,33137.00,24880.00,9.97,2763.00,1
ssd,compression,8,xb,10000000,16,6,33583.94,25189.96,10.29,2798.00,1
ssd,compression,8,xb,10000000,16,7,33520.10,25095.07,10.65,2790.01,1
ssd,compression,8,xb,10000000,16,8,34828.91,26168.93,9.92,2906.99,1
