distribution,version,engine,workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
uniform,psmdb-3.2,ft,oltp,2000000,1,10,9.30,44.60,760.62,3.10,1
uniform,psmdb-3.2,ft,oltp,2000000,1,20,94.50,440.20,49.40,31.50,1
uniform,psmdb-3.2,ft,oltp,2000000,1,30,275.10,1284.70,17.30,91.70,1
uniform,psmdb-3.2,ft,oltp,2000000,1,40,347.40,1621.30,10.94,115.80,1
uniform,psmdb-3.2,ft,oltp,2000000,1,50,357.00,1664.80,9.87,119.00,1
uniform,psmdb-3.2,ft,oltp,2000000,1,60,359.40,1678.30,9.51,119.80,1
uniform,psmdb-3.2,ft,oltp,2000000,1,70,367.70,1715.11,9.24,122.50,1
uniform,psmdb-3.2,ft,oltp,2000000,1,80,361.90,1688.69,10.04,120.70,1
uniform,psmdb-3.2,ft,oltp,2000000,1,90,369.90,1726.21,9.02,123.30,1
uniform,psmdb-3.2,ft,oltp,2000000,1,100,371.70,1735.60,8.68,123.90,1
uniform,psmdb-3.2,ft,oltp,2000000,1,110,370.80,1729.30,8.73,123.60,1
uniform,psmdb-3.2,ft,oltp,2000000,1,120,372.20,1737.20,8.90,124.00,1
uniform,psmdb-3.2,ft,oltp,2000000,1,130,375.40,1752.40,8.99,125.20,1
uniform,psmdb-3.2,ft,oltp,2000000,1,140,372.90,1740.50,8.83,124.30,1
uniform,psmdb-3.2,ft,oltp,2000000,1,150,367.20,1712.30,8.89,122.40,1
uniform,psmdb-3.2,ft,oltp,2000000,1,160,366.10,1709.40,9.65,122.00,1
uniform,psmdb-3.2,ft,oltp,2000000,1,170,366.80,1711.00,8.71,122.30,1
uniform,psmdb-3.2,ft,oltp,2000000,1,180,362.00,1689.60,10.07,120.60,1
uniform,psmdb-3.2,ft,oltp,2000000,1,190,366.40,1709.90,8.98,122.20,1
uniform,psmdb-3.2,ft,oltp,2000000,1,200,367.20,1714.40,8.72,122.40,1
uniform,psmdb-3.2,ft,oltp,2000000,1,210,367.20,1713.70,8.80,122.40,1
uniform,psmdb-3.2,ft,oltp,2000000,1,220,367.50,1714.80,8.82,122.50,1
uniform,psmdb-3.2,ft,oltp,2000000,1,230,366.30,1709.50,8.88,122.10,1
uniform,psmdb-3.2,ft,oltp,2000000,1,240,378.00,1763.10,8.58,126.00,1
uniform,psmdb-3.2,ft,oltp,2000000,1,250,361.80,1689.20,10.37,120.60,1
uniform,psmdb-3.2,ft,oltp,2000000,1,260,366.00,1707.20,9.14,122.00,1
uniform,psmdb-3.2,ft,oltp,2000000,1,270,368.10,1718.50,8.84,122.70,1
uniform,psmdb-3.2,ft,oltp,2000000,1,280,369.30,1722.50,9.74,123.10,1
uniform,psmdb-3.2,ft,oltp,2000000,1,290,371.40,1734.20,8.66,123.80,1
uniform,psmdb-3.2,ft,oltp,2000000,1,300,373.80,1744.40,8.98,124.60,1
uniform,psmdb-3.2,ft,oltp,2000000,1,310,371.40,1732.91,8.75,123.80,1
uniform,psmdb-3.2,ft,oltp,2000000,1,320,378.00,1764.40,8.77,126.00,1
uniform,psmdb-3.2,ft,oltp,2000000,1,330,372.90,1739.51,8.84,124.30,1
uniform,psmdb-3.2,ft,oltp,2000000,1,340,371.40,1733.59,8.84,123.80,1
uniform,psmdb-3.2,ft,oltp,2000000,1,350,372.60,1739.00,8.77,124.20,1
uniform,psmdb-3.2,ft,oltp,2000000,1,360,375.00,1750.00,8.54,125.00,1
uniform,psmdb-3.2,ft,oltp,2000000,1,370,366.30,1709.30,8.96,122.10,1
uniform,psmdb-3.2,ft,oltp,2000000,1,380,366.30,1709.70,8.81,122.10,1
uniform,psmdb-3.2,ft,oltp,2000000,1,390,365.70,1705.50,8.88,121.90,1
uniform,psmdb-3.2,ft,oltp,2000000,1,400,366.60,1711.10,8.92,122.20,1
uniform,psmdb-3.2,ft,oltp,2000000,1,410,378.00,1764.70,8.66,126.00,1
uniform,psmdb-3.2,ft,oltp,2000000,1,420,374.70,1748.60,8.95,124.90,1
uniform,psmdb-3.2,ft,oltp,2000000,1,430,368.70,1720.10,8.84,122.90,1
uniform,psmdb-3.2,ft,oltp,2000000,1,440,366.60,1711.19,8.84,122.20,1
uniform,psmdb-3.2,ft,oltp,2000000,1,450,368.70,1720.70,8.84,122.90,1
uniform,psmdb-3.2,ft,oltp,2000000,1,460,368.70,1720.70,9.04,122.90,1
uniform,psmdb-3.2,ft,oltp,2000000,1,470,362.10,1689.80,10.10,120.70,1
uniform,psmdb-3.2,ft,oltp,2000000,1,480,370.50,1728.70,8.82,123.50,1
uniform,psmdb-3.2,ft,oltp,2000000,1,490,369.60,1724.80,8.76,123.20,1
uniform,psmdb-3.2,ft,oltp,2000000,1,500,365.70,1706.80,10.03,121.90,1
uniform,psmdb-3.2,ft,oltp,2000000,1,510,366.60,1710.41,8.81,122.20,1
uniform,psmdb-3.2,ft,oltp,2000000,1,520,366.00,1707.40,9.02,122.00,1
uniform,psmdb-3.2,ft,oltp,2000000,1,530,368.40,1719.90,9.32,122.80,1
uniform,psmdb-3.2,ft,oltp,2000000,1,540,366.30,1709.60,8.93,122.10,1
uniform,psmdb-3.2,ft,oltp,2000000,1,550,360.60,1682.70,10.35,120.20,1
uniform,psmdb-3.2,ft,oltp,2000000,1,560,367.20,1713.70,8.86,122.40,1
uniform,psmdb-3.2,ft,oltp,2000000,1,570,366.00,1707.40,8.95,122.00,1
uniform,psmdb-3.2,ft,oltp,2000000,1,580,361.50,1687.60,10.43,120.50,1
uniform,psmdb-3.2,ft,oltp,2000000,1,590,376.20,1755.60,8.50,125.40,1
uniform,psmdb-3.2,ft,oltp,2000000,1,600,371.40,1733.20,8.73,123.80,1
uniform,psmdb-3.2,ft,oltp,2000000,128,10,8799.82,41193.05,63.81,2932.67,128
uniform,psmdb-3.2,ft,oltp,2000000,128,20,10377.40,48421.21,59.73,3459.40,128
uniform,psmdb-3.2,ft,oltp,2000000,128,30,10546.29,49229.03,55.87,3515.60,128
uniform,psmdb-3.2,ft,oltp,2000000,128,40,10643.32,49652.38,53.26,3547.21,128
uniform,psmdb-3.2,ft,oltp,2000000,128,50,10640.40,49650.90,52.83,3546.80,128
uniform,psmdb-3.2,ft,oltp,2000000,128,60,10659.79,49755.87,52.43,3553.30,128
uniform,psmdb-3.2,ft,oltp,2000000,128,70,10615.30,49535.70,52.31,3538.60,128
uniform,psmdb-3.2,ft,oltp,2000000,128,80,10495.00,48977.50,53.03,3498.10,128
uniform,psmdb-3.2,ft,oltp,2000000,128,90,10532.20,49152.10,53.18,3511.00,128
uniform,psmdb-3.2,ft,oltp,2000000,128,100,10469.90,48862.99,53.32,3489.90,128
uniform,psmdb-3.2,ft,oltp,2000000,128,110,10428.30,48659.91,53.48,3476.10,128
uniform,psmdb-3.2,ft,oltp,2000000,128,120,10351.80,48313.19,54.45,3450.50,128
uniform,psmdb-3.2,ft,oltp,2000000,128,130,10383.60,48439.80,54.16,3461.10,128
uniform,psmdb-3.2,ft,oltp,2000000,128,140,10382.67,48470.07,54.12,3461.09,128
uniform,psmdb-3.2,ft,oltp,2000000,128,150,10349.13,48298.33,54.64,3449.91,128
uniform,psmdb-3.2,ft,oltp,2000000,128,160,10305.90,48089.69,54.82,3435.00,128
uniform,psmdb-3.2,ft,oltp,2000000,128,170,10294.61,48036.03,55.02,3431.70,128
uniform,psmdb-3.2,ft,oltp,2000000,128,180,10278.60,47972.28,55.07,3425.90,128
uniform,psmdb-3.2,ft,oltp,2000000,128,190,10234.70,47762.22,54.96,3411.50,128
uniform,psmdb-3.2,ft,oltp,2000000,128,200,10268.77,47922.15,54.86,3423.09,128
uniform,psmdb-3.2,ft,oltp,2000000,128,210,10179.03,47506.22,55.44,3392.81,128
uniform,psmdb-3.2,ft,oltp,2000000,128,220,10227.40,47712.51,54.97,3409.30,128
uniform,psmdb-3.2,ft,oltp,2000000,128,230,10197.30,47579.72,55.22,3398.90,128
uniform,psmdb-3.2,ft,oltp,2000000,128,240,10152.49,47386.78,55.75,3384.00,128
uniform,psmdb-3.2,ft,oltp,2000000,128,250,10166.00,47442.01,55.68,3389.20,128
uniform,psmdb-3.2,ft,oltp,2000000,128,260,9990.80,46625.22,56.86,3330.20,128
uniform,psmdb-3.2,ft,oltp,2000000,128,270,9682.39,45188.85,59.44,3227.40,128
uniform,psmdb-3.2,ft,oltp,2000000,128,280,9265.11,43245.55,62.77,3088.40,128
uniform,psmdb-3.2,ft,oltp,2000000,128,290,8991.60,41953.18,64.89,2997.20,128
uniform,psmdb-3.2,ft,oltp,2000000,128,300,8740.99,40789.94,66.92,2913.70,128
uniform,psmdb-3.2,ft,oltp,2000000,128,310,8458.61,39474.65,69.18,2819.30,128
uniform,psmdb-3.2,ft,oltp,2000000,128,320,8257.75,38547.47,70.90,2753.08,128
uniform,psmdb-3.2,ft,oltp,2000000,128,330,8087.85,37729.64,72.38,2695.72,128
uniform,psmdb-3.2,ft,oltp,2000000,128,340,7856.58,36662.61,74.80,2618.99,128
uniform,psmdb-3.2,ft,oltp,2000000,128,350,7648.39,35699.46,76.82,2549.40,128
uniform,psmdb-3.2,ft,oltp,2000000,128,360,7458.40,34809.49,78.76,2486.30,128
uniform,psmdb-3.2,ft,oltp,2000000,128,370,7389.02,34459.82,79.82,2462.91,128
uniform,psmdb-3.2,ft,oltp,2000000,128,380,7232.58,33773.42,81.66,2410.79,128
uniform,psmdb-3.2,ft,oltp,2000000,128,390,7076.32,33009.08,83.76,2358.91,128
uniform,psmdb-3.2,ft,oltp,2000000,128,400,6947.19,32433.36,84.85,2315.50,128
uniform,psmdb-3.2,ft,oltp,2000000,128,410,6838.09,31912.47,86.23,2279.20,128
uniform,psmdb-3.2,ft,oltp,2000000,128,420,6736.12,31432.08,87.35,2245.61,128
uniform,psmdb-3.2,ft,oltp,2000000,128,430,6634.49,30963.07,88.53,2211.30,128
uniform,psmdb-3.2,ft,oltp,2000000,128,440,6511.11,30376.92,90.06,2170.20,128
uniform,psmdb-3.2,ft,oltp,2000000,128,450,6468.20,30184.30,91.55,2156.40,128
uniform,psmdb-3.2,ft,oltp,2000000,128,460,6394.99,29847.43,91.01,2131.10,128
uniform,psmdb-3.2,ft,oltp,2000000,128,470,6239.89,29114.44,93.74,2080.50,128
uniform,psmdb-3.2,ft,oltp,2000000,128,480,6146.30,28693.78,94.67,2049.00,128
uniform,psmdb-3.2,ft,oltp,2000000,128,490,6115.03,28533.44,95.50,2038.01,128
uniform,psmdb-3.2,ft,oltp,2000000,128,500,5982.80,27925.61,97.46,1994.60,128
uniform,psmdb-3.2,ft,oltp,2000000,128,510,5942.58,27732.32,98.84,1980.49,128
uniform,psmdb-3.2,ft,oltp,2000000,128,520,5885.02,27467.38,99.17,1961.81,128
uniform,psmdb-3.2,ft,oltp,2000000,128,530,5822.58,27151.28,100.03,1941.19,128
uniform,psmdb-3.2,ft,oltp,2000000,128,540,5755.41,26876.37,100.09,1918.00,128
uniform,psmdb-3.2,ft,oltp,2000000,128,550,5676.89,26478.97,101.82,1892.80,128
uniform,psmdb-3.2,ft,oltp,2000000,128,560,5655.72,26405.88,102.18,1885.11,128
uniform,psmdb-3.2,ft,oltp,2000000,128,570,5621.09,26233.54,102.95,1873.80,128
uniform,psmdb-3.2,ft,oltp,2000000,128,580,5595.99,26101.36,102.64,1865.00,128
uniform,psmdb-3.2,ft,oltp,2000000,128,590,5578.12,26040.00,102.61,1859.21,128
uniform,psmdb-3.2,ft,oltp,2000000,128,600,5570.47,25981.34,103.38,1856.89,128
uniform,psmdb-3.2,ft,oltp,2000000,16,10,4654.49,21736.26,11.71,1551.40,16
uniform,psmdb-3.2,ft,oltp,2000000,16,20,5790.81,27024.34,8.93,1930.30,16
uniform,psmdb-3.2,ft,oltp,2000000,16,30,5779.58,26971.91,9.01,1926.59,16
uniform,psmdb-3.2,ft,oltp,2000000,16,40,5768.11,26917.03,9.15,1922.70,16
uniform,psmdb-3.2,ft,oltp,2000000,16,50,5785.90,26998.82,9.19,1928.60,16
uniform,psmdb-3.2,ft,oltp,2000000,16,60,5785.20,26996.91,9.62,1928.40,16
uniform,psmdb-3.2,ft,oltp,2000000,16,70,5721.50,26704.18,11.07,1907.20,16
uniform,psmdb-3.2,ft,oltp,2000000,16,80,5714.49,26666.16,11.35,1904.70,16
uniform,psmdb-3.2,ft,oltp,2000000,16,90,5665.70,26442.69,11.46,1888.70,16
uniform,psmdb-3.2,ft,oltp,2000000,16,100,5612.71,26191.85,11.57,1870.90,16
uniform,psmdb-3.2,ft,oltp,2000000,16,110,5559.30,25943.58,11.64,1853.10,16
uniform,psmdb-3.2,ft,oltp,2000000,16,120,5550.00,25896.98,11.65,1849.90,16
uniform,psmdb-3.2,ft,oltp,2000000,16,130,5573.70,26013.19,11.63,1858.00,16
uniform,psmdb-3.2,ft,oltp,2000000,16,140,5581.10,26044.91,11.61,1860.30,16
uniform,psmdb-3.2,ft,oltp,2000000,16,150,5561.51,25955.44,11.63,1853.90,16
uniform,psmdb-3.2,ft,oltp,2000000,16,160,5564.89,25963.35,11.62,1854.80,16
uniform,psmdb-3.2,ft,oltp,2000000,16,170,5550.20,25906.50,11.63,1850.20,16
uniform,psmdb-3.2,ft,oltp,2000000,16,180,5544.11,25868.24,11.66,1848.00,16
uniform,psmdb-3.2,ft,oltp,2000000,16,190,5536.31,25837.65,11.68,1845.30,16
uniform,psmdb-3.2,ft,oltp,2000000,16,200,5548.99,25895.84,11.65,1849.80,16
uniform,psmdb-3.2,ft,oltp,2000000,16,210,5525.59,25787.47,11.66,1841.90,16
uniform,psmdb-3.2,ft,oltp,2000000,16,220,5522.81,25770.56,11.70,1840.90,16
uniform,psmdb-3.2,ft,oltp,2000000,16,230,5534.79,25829.66,11.64,1845.00,16
uniform,psmdb-3.2,ft,oltp,2000000,16,240,5525.70,25788.50,11.66,1841.90,16
uniform,psmdb-3.2,ft,oltp,2000000,16,250,5527.50,25793.88,11.65,1842.50,16
uniform,psmdb-3.2,ft,oltp,2000000,16,260,5530.31,25810.56,11.66,1843.40,16
uniform,psmdb-3.2,ft,oltp,2000000,16,270,5517.49,25746.67,11.69,1839.10,16
uniform,psmdb-3.2,ft,oltp,2000000,16,280,5520.90,25762.90,11.68,1840.30,16
uniform,psmdb-3.2,ft,oltp,2000000,16,290,5542.79,25866.06,11.67,1847.70,16
uniform,psmdb-3.2,ft,oltp,2000000,16,300,5503.11,25682.43,11.68,1834.30,16
uniform,psmdb-3.2,ft,oltp,2000000,16,310,5527.90,25795.60,11.66,1842.60,16
uniform,psmdb-3.2,ft,oltp,2000000,16,320,5509.50,25712.78,11.70,1836.60,16
uniform,psmdb-3.2,ft,oltp,2000000,16,330,5520.41,25760.53,11.68,1840.10,16
uniform,psmdb-3.2,ft,oltp,2000000,16,340,5528.99,25801.57,11.67,1843.00,16
uniform,psmdb-3.2,ft,oltp,2000000,16,350,5530.71,25810.33,11.66,1843.60,16
uniform,psmdb-3.2,ft,oltp,2000000,16,360,5475.30,25548.29,11.76,1825.10,16
uniform,psmdb-3.2,ft,oltp,2000000,16,370,5491.80,25631.48,11.74,1830.60,16
uniform,psmdb-3.2,ft,oltp,2000000,16,380,5485.50,25600.00,11.73,1828.40,16
uniform,psmdb-3.2,ft,oltp,2000000,16,390,5479.30,25566.50,11.74,1826.50,16
uniform,psmdb-3.2,ft,oltp,2000000,16,400,5463.90,25502.22,11.77,1821.30,16
uniform,psmdb-3.2,ft,oltp,2000000,16,410,5493.90,25638.10,11.71,1831.20,16
uniform,psmdb-3.2,ft,oltp,2000000,16,420,5475.62,25552.07,11.75,1825.31,16
uniform,psmdb-3.2,ft,oltp,2000000,16,430,5489.98,25620.42,11.74,1829.99,16
uniform,psmdb-3.2,ft,oltp,2000000,16,440,5498.60,25657.90,11.70,1832.90,16
uniform,psmdb-3.2,ft,oltp,2000000,16,450,5436.40,25373.32,11.72,1812.10,16
uniform,psmdb-3.2,ft,oltp,2000000,16,460,5419.19,25287.86,11.48,1806.40,16
uniform,psmdb-3.2,ft,oltp,2000000,16,470,5382.18,25115.91,11.39,1793.99,16
uniform,psmdb-3.2,ft,oltp,2000000,16,480,5303.92,24750.49,11.52,1767.91,16
uniform,psmdb-3.2,ft,oltp,2000000,16,490,5167.00,24112.68,12.85,1722.50,16
uniform,psmdb-3.2,ft,oltp,2000000,16,500,5069.30,23658.31,13.50,1689.70,16
uniform,psmdb-3.2,ft,oltp,2000000,16,510,4946.00,23082.50,13.85,1648.60,16
uniform,psmdb-3.2,ft,oltp,2000000,16,520,4865.40,22704.10,13.97,1621.80,16
uniform,psmdb-3.2,ft,oltp,2000000,16,530,4770.50,22260.52,14.09,1590.30,16
uniform,psmdb-3.2,ft,oltp,2000000,16,540,4666.29,21777.75,14.23,1555.40,16
uniform,psmdb-3.2,ft,oltp,2000000,16,550,4529.51,21141.06,14.46,1509.80,16
uniform,psmdb-3.2,ft,oltp,2000000,16,560,4436.80,20699.79,14.61,1478.90,16
uniform,psmdb-3.2,ft,oltp,2000000,16,570,4321.19,20169.58,15.82,1440.50,16
uniform,psmdb-3.2,ft,oltp,2000000,16,580,4271.30,19931.81,16.23,1423.70,16
uniform,psmdb-3.2,ft,oltp,2000000,16,590,4228.00,19732.88,16.37,1409.40,16
uniform,psmdb-3.2,ft,oltp,2000000,15,600,4157.71,19398.93,16.65,1385.90,16
uniform,psmdb-3.2,ft,oltp,2000000,2,10,83.70,391.22,554.81,27.90,2
uniform,psmdb-3.2,ft,oltp,2000000,2,20,575.70,2688.20,17.34,191.90,2
uniform,psmdb-3.2,ft,oltp,2000000,2,30,703.80,3284.21,10.10,234.60,2
uniform,psmdb-3.2,ft,oltp,2000000,2,40,711.30,3318.90,10.10,237.10,2
uniform,psmdb-3.2,ft,oltp,2000000,2,50,716.40,3343.40,9.03,238.80,2
uniform,psmdb-3.2,ft,oltp,2000000,2,60,718.80,3354.89,8.99,239.60,2
uniform,psmdb-3.2,ft,oltp,2000000,2,70,706.50,3296.91,10.11,235.50,2
uniform,psmdb-3.2,ft,oltp,2000000,2,80,718.50,3352.99,9.14,239.50,2
uniform,psmdb-3.2,ft,oltp,2000000,2,90,718.20,3352.20,8.94,239.40,2
uniform,psmdb-3.2,ft,oltp,2000000,2,100,723.00,3373.90,8.96,241.00,2
uniform,psmdb-3.2,ft,oltp,2000000,2,110,720.60,3362.90,9.00,240.20,2
uniform,psmdb-3.2,ft,oltp,2000000,2,120,729.60,3404.89,8.85,243.20,2
uniform,psmdb-3.2,ft,oltp,2000000,2,130,719.10,3355.81,9.52,239.70,2
uniform,psmdb-3.2,ft,oltp,2000000,2,140,728.70,3399.30,8.82,242.90,2
uniform,psmdb-3.2,ft,oltp,2000000,2,150,730.20,3408.70,8.76,243.40,2
uniform,psmdb-3.2,ft,oltp,2000000,2,160,727.20,3393.49,9.62,242.40,2
uniform,psmdb-3.2,ft,oltp,2000000,2,170,735.60,3432.61,8.82,245.20,2
uniform,psmdb-3.2,ft,oltp,2000000,2,180,730.80,3410.09,9.29,243.60,2
uniform,psmdb-3.2,ft,oltp,2000000,2,190,729.30,3402.70,8.91,243.10,2
uniform,psmdb-3.2,ft,oltp,2000000,2,200,730.20,3408.60,8.86,243.40,2
uniform,psmdb-3.2,ft,oltp,2000000,2,210,730.50,3407.51,8.93,243.50,2
uniform,psmdb-3.2,ft,oltp,2000000,2,220,734.20,3427.69,8.81,244.70,2
uniform,psmdb-3.2,ft,oltp,2000000,2,230,727.10,3393.01,8.96,242.40,2
uniform,psmdb-3.2,ft,oltp,2000000,2,240,729.70,3405.30,9.79,243.20,2
uniform,psmdb-3.2,ft,oltp,2000000,2,250,730.20,3407.50,9.05,243.40,2
uniform,psmdb-3.2,ft,oltp,2000000,2,260,721.70,3367.40,10.14,240.60,2
uniform,psmdb-3.2,ft,oltp,2000000,2,270,725.70,3387.71,9.06,241.90,2
uniform,psmdb-3.2,ft,oltp,2000000,2,280,730.50,3407.80,9.12,243.50,2
uniform,psmdb-3.2,ft,oltp,2000000,2,290,729.60,3403.40,8.95,243.10,2
uniform,psmdb-3.2,ft,oltp,2000000,2,300,725.10,3386.10,9.81,241.80,2
uniform,psmdb-3.2,ft,oltp,2000000,2,310,723.90,3377.70,9.16,241.30,2
uniform,psmdb-3.2,ft,oltp,2000000,2,320,730.80,3411.09,8.93,243.60,2
uniform,psmdb-3.2,ft,oltp,2000000,2,330,733.90,3424.01,8.85,244.60,2
uniform,psmdb-3.2,ft,oltp,2000000,2,340,733.10,3420.70,9.66,244.40,2
uniform,psmdb-3.2,ft,oltp,2000000,2,350,714.60,3336.20,10.29,238.20,2
uniform,psmdb-3.2,ft,oltp,2000000,2,360,729.60,3404.50,9.04,243.20,2
uniform,psmdb-3.2,ft,oltp,2000000,2,370,720.40,3361.50,9.37,240.10,2
uniform,psmdb-3.2,ft,oltp,2000000,2,380,722.00,3368.80,8.99,240.70,2
uniform,psmdb-3.2,ft,oltp,2000000,2,390,730.20,3408.60,9.01,243.40,2
uniform,psmdb-3.2,ft,oltp,2000000,2,400,728.70,3400.30,9.86,242.90,2
uniform,psmdb-3.2,ft,oltp,2000000,2,410,722.10,3369.40,10.02,240.70,2
uniform,psmdb-3.2,ft,oltp,2000000,2,420,723.70,3377.50,9.05,241.20,2
uniform,psmdb-3.2,ft,oltp,2000000,2,430,741.20,3459.50,9.53,247.10,2
uniform,psmdb-3.2,ft,oltp,2000000,2,440,746.40,3483.09,9.69,248.80,2
uniform,psmdb-3.2,ft,oltp,2000000,2,450,743.10,3467.91,9.55,247.70,2
uniform,psmdb-3.2,ft,oltp,2000000,2,460,740.60,3455.10,9.94,246.80,2
uniform,psmdb-3.2,ft,oltp,2000000,2,470,736.90,3439.90,9.13,245.70,2
uniform,psmdb-3.2,ft,oltp,2000000,2,480,724.00,3377.79,10.00,241.30,2
uniform,psmdb-3.2,ft,oltp,2000000,2,490,722.30,3371.50,10.13,240.80,2
uniform,psmdb-3.2,ft,oltp,2000000,2,500,724.50,3381.30,9.83,241.50,2
uniform,psmdb-3.2,ft,oltp,2000000,2,510,730.70,3409.00,9.06,243.50,2
uniform,psmdb-3.2,ft,oltp,2000000,2,520,719.30,3356.99,10.17,239.80,2
uniform,psmdb-3.2,ft,oltp,2000000,2,530,730.40,3408.00,9.67,243.50,2
uniform,psmdb-3.2,ft,oltp,2000000,2,540,724.80,3383.60,10.13,241.60,2
uniform,psmdb-3.2,ft,oltp,2000000,2,550,729.30,3402.01,9.98,243.10,2
uniform,psmdb-3.2,ft,oltp,2000000,2,560,731.40,3412.30,9.85,243.80,2
uniform,psmdb-3.2,ft,oltp,2000000,2,570,726.00,3390.00,9.94,242.00,2
uniform,psmdb-3.2,ft,oltp,2000000,2,580,730.20,3407.70,9.66,243.40,2
uniform,psmdb-3.2,ft,oltp,2000000,2,590,726.90,3392.11,8.92,242.30,2
uniform,psmdb-3.2,ft,oltp,2000000,2,600,721.50,3367.30,9.18,240.50,2
uniform,psmdb-3.2,ft,oltp,2000000,24,10,6448.25,30116.79,14.00,2149.38,24
uniform,psmdb-3.2,ft,oltp,2000000,24,20,8281.01,38645.54,10.14,2760.30,24
uniform,psmdb-3.2,ft,oltp,2000000,24,30,8287.79,38676.46,10.55,2762.50,24
uniform,psmdb-3.2,ft,oltp,2000000,24,40,8293.91,38702.07,10.65,2764.50,24
uniform,psmdb-3.2,ft,oltp,2000000,24,50,8200.39,38267.44,11.59,2733.70,24
uniform,psmdb-3.2,ft,oltp,2000000,24,60,8214.20,38334.10,11.73,2738.00,24
uniform,psmdb-3.2,ft,oltp,2000000,24,70,8176.31,38155.86,11.84,2725.40,24
uniform,psmdb-3.2,ft,oltp,2000000,24,80,8103.40,37816.62,11.94,2701.30,24
uniform,psmdb-3.2,ft,oltp,2000000,24,90,8122.06,37904.33,11.90,2707.29,24
uniform,psmdb-3.2,ft,oltp,2000000,24,100,8014.14,37400.47,12.03,2671.41,24
uniform,psmdb-3.2,ft,oltp,2000000,24,110,7953.36,37114.92,12.08,2650.99,24
uniform,psmdb-3.2,ft,oltp,2000000,24,120,7935.72,37032.31,12.09,2645.31,24
uniform,psmdb-3.2,ft,oltp,2000000,24,130,7800.28,36401.81,12.29,2600.19,24
uniform,psmdb-3.2,ft,oltp,2000000,24,140,7906.62,36893.30,12.13,2635.41,24
uniform,psmdb-3.2,ft,oltp,2000000,24,150,7860.09,36679.84,12.19,2620.00,24
uniform,psmdb-3.2,ft,oltp,2000000,24,160,7875.11,36752.04,12.16,2625.20,24
uniform,psmdb-3.2,ft,oltp,2000000,24,170,7879.81,36776.84,12.13,2626.60,24
uniform,psmdb-3.2,ft,oltp,2000000,24,180,7904.98,36885.80,12.13,2634.89,24
uniform,psmdb-3.2,ft,oltp,2000000,24,190,7849.89,36635.34,12.17,2616.60,24
uniform,psmdb-3.2,ft,oltp,2000000,24,200,7779.22,36303.89,12.27,2593.11,24
uniform,psmdb-3.2,ft,oltp,2000000,24,210,7784.82,36329.50,12.28,2595.01,24
uniform,psmdb-3.2,ft,oltp,2000000,24,220,7813.00,36460.88,12.22,2604.30,24
uniform,psmdb-3.2,ft,oltp,2000000,24,230,7818.37,36485.87,12.27,2606.09,24
uniform,psmdb-3.2,ft,oltp,2000000,24,240,7827.83,36527.43,12.22,2609.21,24
uniform,psmdb-3.2,ft,oltp,2000000,24,250,7670.59,35796.14,12.51,2556.90,24
uniform,psmdb-3.2,ft,oltp,2000000,24,260,7825.21,36518.63,12.24,2608.50,24
uniform,psmdb-3.2,ft,oltp,2000000,24,270,7821.10,36498.30,12.20,2607.00,24
uniform,psmdb-3.2,ft,oltp,2000000,24,280,7877.89,36765.25,12.12,2625.90,24
uniform,psmdb-3.2,ft,oltp,2000000,24,290,7847.12,36615.29,12.16,2615.81,24
uniform,psmdb-3.2,ft,oltp,2000000,24,300,7881.48,36782.80,12.13,2626.99,24
uniform,psmdb-3.2,ft,oltp,2000000,24,310,7750.10,36167.01,12.35,2583.40,24
uniform,psmdb-3.2,ft,oltp,2000000,24,320,7709.62,35975.79,12.27,2570.01,24
uniform,psmdb-3.2,ft,oltp,2000000,24,330,7683.78,35859.60,12.16,2561.19,24
uniform,psmdb-3.2,ft,oltp,2000000,24,340,7605.41,35490.82,12.48,2535.10,24
uniform,psmdb-3.2,ft,oltp,2000000,24,350,7372.01,34404.23,13.91,2457.40,24
uniform,psmdb-3.2,ft,oltp,2000000,24,360,6977.79,32562.55,14.59,2325.90,24
uniform,psmdb-3.2,ft,oltp,2000000,24,370,6879.01,32102.25,14.56,2293.00,24
uniform,psmdb-3.2,ft,oltp,2000000,24,380,6650.20,31033.82,15.31,2216.80,24
uniform,psmdb-3.2,ft,oltp,2000000,24,390,6531.97,30481.46,15.91,2177.29,24
uniform,psmdb-3.2,ft,oltp,2000000,24,400,6399.73,29864.73,16.28,2133.31,24
uniform,psmdb-3.2,ft,oltp,2000000,24,410,6328.98,29538.42,16.46,2109.59,24
uniform,psmdb-3.2,ft,oltp,2000000,24,420,6199.89,28935.05,16.78,2066.70,24
uniform,psmdb-3.2,ft,oltp,2000000,24,430,6105.42,28488.21,17.03,2035.01,24
uniform,psmdb-3.2,ft,oltp,2000000,24,440,6007.60,28035.71,17.11,2002.60,24
uniform,psmdb-3.2,ft,oltp,2000000,24,450,5808.88,27107.29,17.45,1936.29,24
uniform,psmdb-3.2,ft,oltp,2000000,24,460,5777.22,26962.11,17.34,1925.71,24
uniform,psmdb-3.2,ft,oltp,2000000,24,470,5607.79,26171.64,17.65,1869.30,24
uniform,psmdb-3.2,ft,oltp,2000000,24,480,5557.91,25935.86,17.68,1852.70,24
uniform,psmdb-3.2,ft,oltp,2000000,24,490,5489.70,25616.41,17.76,1829.80,24
