version,engine_and_version,engine,workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
3.2,wt3.2,wt,oltp,2000000,4,330,3530.70,16476.90,3.73,1176.90,4
3.2,wt3.2,wt,oltp,2000000,4,340,3503.70,16351.30,3.87,1167.90,4
3.2,wt3.2,wt,oltp,2000000,4,350,3515.70,16405.91,3.87,1171.90,4
3.2,wt3.2,wt,oltp,2000000,4,360,3508.80,16374.89,3.86,1169.60,4
3.2,wt3.2,wt,oltp,2000000,4,370,3501.70,16339.40,3.85,1167.10,4
3.2,wt3.2,wt,oltp,2000000,4,380,3443.60,16071.11,3.93,1148.00,4
3.2,wt3.2,wt,oltp,2000000,4,390,3521.10,16431.69,3.86,1173.70,4
3.2,wt3.2,wt,oltp,2000000,4,400,3510.40,16382.60,3.89,1170.10,4
3.2,wt3.2,wt,oltp,2000000,4,410,3555.50,16592.71,3.72,1185.20,4
3.2,wt3.2,wt,oltp,2000000,4,420,3542.40,16530.60,3.85,1180.80,4
3.2,wt3.2,wt,oltp,2000000,4,430,3547.10,16553.50,3.60,1182.30,4
3.2,wt3.2,wt,oltp,2000000,4,440,3519.70,16425.90,3.84,1173.30,4
3.2,wt3.2,wt,oltp,2000000,4,450,3538.70,16513.70,3.55,1179.50,4
3.2,wt3.2,wt,oltp,2000000,4,460,3495.40,16311.39,3.86,1165.10,4
3.2,wt3.2,wt,oltp,2000000,4,470,3505.20,16357.80,3.85,1168.50,4
3.2,wt3.2,wt,oltp,2000000,4,480,3512.40,16390.91,3.81,1170.80,4
3.2,wt3.2,wt,oltp,2000000,4,490,3489.30,16284.00,3.89,1163.10,4
3.2,wt3.2,wt,oltp,2000000,4,500,3519.00,16420.80,3.75,1173.00,4
3.2,wt3.2,wt,oltp,2000000,4,510,3570.20,16659.90,3.55,1190.00,4
3.2,wt3.2,wt,oltp,2000000,4,520,3548.20,16560.60,3.84,1182.80,4
3.2,wt3.2,wt,oltp,2000000,4,530,3510.60,16383.00,3.83,1170.20,4
3.2,wt3.2,wt,oltp,2000000,4,540,3482.60,16250.00,3.89,1160.80,4
3.2,wt3.2,wt,oltp,2000000,4,550,3512.80,16395.10,3.85,1171.00,4
3.2,wt3.2,wt,oltp,2000000,4,560,3469.80,16191.50,3.89,1156.60,4
3.2,wt3.2,wt,oltp,2000000,4,570,3485.10,16263.90,3.88,1161.60,4
3.2,wt3.2,wt,oltp,2000000,4,580,3484.50,16261.00,3.88,1161.60,4
3.2,wt3.2,wt,oltp,2000000,4,590,3492.30,16297.30,3.90,1164.10,4
3.2,wt3.2,wt,oltp,2000000,4,600,3526.80,16459.60,3.86,1175.60,4
3.2,wt3.2,wt,oltp,2000000,40,10,21417.73,99982.72,7.48,7139.01,40
3.2,wt3.2,wt,oltp,2000000,40,20,21854.18,101990.97,7.30,7284.83,40
3.2,wt3.2,wt,oltp,2000000,40,30,21761.01,101548.74,7.39,7253.70,40
3.2,wt3.2,wt,oltp,2000000,40,40,21473.50,100211.29,7.63,7157.60,40
3.2,wt3.2,wt,oltp,2000000,40,50,21106.41,98497.24,7.58,7035.50,40
3.2,wt3.2,wt,oltp,2000000,40,60,21555.39,100593.65,7.40,7185.40,40
3.2,wt3.2,wt,oltp,2000000,40,70,21576.51,100689.63,7.32,7192.10,40
3.2,wt3.2,wt,oltp,2000000,40,80,21563.30,100627.60,7.50,7187.80,40
3.2,wt3.2,wt,oltp,2000000,40,90,21503.00,100346.69,7.59,7167.70,40
3.2,wt3.2,wt,oltp,2000000,40,100,21585.81,100728.63,7.50,7195.20,40
3.2,wt3.2,wt,oltp,2000000,40,110,21478.71,100239.38,7.71,7159.47,40
3.2,wt3.2,wt,oltp,2000000,40,120,21348.71,99628.00,7.87,7116.24,40
3.2,wt3.2,wt,oltp,2000000,40,130,21357.97,99670.15,7.77,7119.39,40
3.2,wt3.2,wt,oltp,2000000,40,140,21625.53,100917.64,7.53,7208.41,40
3.2,wt3.2,wt,oltp,2000000,40,150,21594.18,100768.01,7.56,7197.89,40
3.2,wt3.2,wt,oltp,2000000,40,160,21663.00,101097.73,7.47,7221.07,40
3.2,wt3.2,wt,oltp,2000000,40,170,21595.04,100774.50,7.59,7198.51,40
3.2,wt3.2,wt,oltp,2000000,40,180,21190.35,98890.93,7.84,7063.32,40
3.2,wt3.2,wt,oltp,2000000,40,190,21384.13,99793.22,7.78,7128.31,40
3.2,wt3.2,wt,oltp,2000000,40,200,21406.80,99896.00,7.79,7135.40,40
3.2,wt3.2,wt,oltp,2000000,40,210,21249.39,99163.86,7.63,7083.30,40
3.2,wt3.2,wt,oltp,2000000,40,220,21648.20,101028.11,7.45,7215.90,40
3.2,wt3.2,wt,oltp,2000000,40,230,21589.38,100748.62,7.52,7196.49,40
3.2,wt3.2,wt,oltp,2000000,40,240,21607.72,100833.39,7.51,7202.51,40
3.2,wt3.2,wt,oltp,2000000,40,250,21595.50,100780.31,7.56,7198.40,40
3.2,wt3.2,wt,oltp,2000000,40,260,21524.40,100450.31,7.56,7174.90,40
3.2,wt3.2,wt,oltp,2000000,40,270,21488.89,100282.96,7.68,7163.10,40
3.2,wt3.2,wt,oltp,2000000,40,280,21275.51,99285.33,7.89,7091.90,40
3.2,wt3.2,wt,oltp,2000000,40,290,21380.68,99769.80,7.73,7126.89,40
3.2,wt3.2,wt,oltp,2000000,40,300,21550.12,100572.48,7.43,7183.31,40
3.2,wt3.2,wt,oltp,2000000,40,310,21348.60,99626.32,7.54,7116.20,40
3.2,wt3.2,wt,oltp,2000000,40,320,21480.30,100241.28,7.48,7159.80,40
3.2,wt3.2,wt,oltp,2000000,40,330,21495.60,100314.91,7.47,7165.50,40
3.2,wt3.2,wt,oltp,2000000,40,340,21411.42,99919.50,7.53,7137.07,40
3.2,wt3.2,wt,oltp,2000000,40,350,21450.77,100101.63,7.54,7150.12,40
3.2,wt3.2,wt,oltp,2000000,40,360,21134.49,98629.06,7.66,7045.00,40
3.2,wt3.2,wt,oltp,2000000,40,370,21292.91,99365.33,7.70,7097.70,40
3.2,wt3.2,wt,oltp,2000000,40,380,21511.60,100389.08,7.55,7170.40,40
3.2,wt3.2,wt,oltp,2000000,40,390,21282.11,99330.37,7.46,7094.20,40
3.2,wt3.2,wt,oltp,2000000,40,400,21452.99,100094.88,7.47,7150.90,40
3.2,wt3.2,wt,oltp,2000000,40,410,21535.69,100510.25,7.45,7178.70,40
3.2,wt3.2,wt,oltp,2000000,40,420,21474.61,100210.46,7.47,7158.07,40
3.2,wt3.2,wt,oltp,2000000,40,430,21517.50,100415.37,7.51,7172.33,40
3.2,wt3.2,wt,oltp,2000000,40,440,21333.50,99553.11,7.74,7111.30,40
3.2,wt3.2,wt,oltp,2000000,40,450,21236.60,99109.71,7.84,7079.00,40
3.2,wt3.2,wt,oltp,2000000,40,460,21336.89,99568.97,7.58,7112.20,40
3.2,wt3.2,wt,oltp,2000000,40,470,21374.11,99746.14,7.55,7124.60,40
3.2,wt3.2,wt,oltp,2000000,40,480,21343.19,99602.26,7.59,7114.50,40
3.2,wt3.2,wt,oltp,2000000,40,490,21538.90,100511.02,7.47,7179.60,40
3.2,wt3.2,wt,oltp,2000000,40,500,21529.10,100468.10,7.50,7176.30,40
3.2,wt3.2,wt,oltp,2000000,40,510,21609.69,100848.17,7.51,7203.40,40
3.2,wt3.2,wt,oltp,2000000,40,520,21227.20,99058.38,7.56,7075.50,40
3.2,wt3.2,wt,oltp,2000000,40,530,20920.13,97629.93,8.04,6973.41,40
3.2,wt3.2,wt,oltp,2000000,40,540,20217.18,94345.50,8.55,6739.09,40
3.2,wt3.2,wt,oltp,2000000,40,550,21317.50,99484.82,7.71,7106.00,40
3.2,wt3.2,wt,oltp,2000000,40,560,21533.41,100486.13,7.46,7177.60,40
3.2,wt3.2,wt,oltp,2000000,40,570,21473.20,100201.69,7.50,7157.80,40
3.2,wt3.2,wt,oltp,2000000,40,580,21038.20,98185.80,7.55,7012.90,40
3.2,wt3.2,wt,oltp,2000000,40,590,21419.11,99951.05,7.67,7139.50,40
3.2,wt3.2,wt,oltp,2000000,40,600,21418.89,99959.94,7.69,7139.70,40
3.2,wt3.2,wt,oltp,2000000,48,10,16665.08,77815.17,10.41,5554.83,48
3.2,wt3.2,wt,oltp,2000000,48,20,17202.18,80276.27,10.33,5734.03,48
3.2,wt3.2,wt,oltp,2000000,48,30,16999.40,79328.61,10.40,5666.40,48
3.2,wt3.2,wt,oltp,2000000,48,40,16735.50,78099.18,10.76,5578.50,48
3.2,wt3.2,wt,oltp,2000000,48,50,16331.86,76214.50,11.39,5444.09,48
3.2,wt3.2,wt,oltp,2000000,48,60,16801.54,78406.29,10.55,5600.51,48
3.2,wt3.2,wt,oltp,2000000,48,70,14537.21,67838.24,13.39,4845.60,48
3.2,wt3.2,wt,oltp,2000000,48,80,17373.10,81079.89,10.19,5791.00,48
3.2,wt3.2,wt,oltp,2000000,48,90,17311.40,80789.69,10.24,5770.70,48
3.2,wt3.2,wt,oltp,2000000,48,100,17340.09,80921.37,10.20,5780.00,48
3.2,wt3.2,wt,oltp,2000000,48,110,17202.51,80275.54,10.43,5734.20,48
3.2,wt3.2,wt,oltp,2000000,48,120,17110.57,79847.10,10.51,5703.46,48
3.2,wt3.2,wt,oltp,2000000,48,130,16860.13,78675.09,10.50,5619.84,48
3.2,wt3.2,wt,oltp,2000000,48,140,16869.50,78730.91,10.49,5623.40,48
3.2,wt3.2,wt,oltp,2000000,48,150,16815.09,78470.86,10.52,5604.90,48
3.2,wt3.2,wt,oltp,2000000,48,160,16120.29,75224.49,12.39,5373.56,48
3.2,wt3.2,wt,oltp,2000000,48,170,16851.22,78640.34,10.48,5617.04,48
3.2,wt3.2,wt,oltp,2000000,48,180,16794.60,78380.49,10.56,5598.20,48
3.2,wt3.2,wt,oltp,2000000,48,190,15172.80,70804.01,14.23,5057.50,48
3.2,wt3.2,wt,oltp,2000000,48,200,17050.10,79564.00,10.55,5683.50,48
3.2,wt3.2,wt,oltp,2000000,48,210,17311.70,80787.19,10.27,5770.40,48
3.2,wt3.2,wt,oltp,2000000,48,220,17347.71,80957.73,10.20,5782.70,48
3.2,wt3.2,wt,oltp,2000000,48,230,16625.99,77590.17,11.98,5542.00,48
3.2,wt3.2,wt,oltp,2000000,48,240,16643.08,77667.16,12.09,5547.56,48
3.2,wt3.2,wt,oltp,2000000,48,250,16775.41,78285.40,10.54,5592.04,48
3.2,wt3.2,wt,oltp,2000000,48,260,16649.21,77696.84,10.67,5549.60,48
3.2,wt3.2,wt,oltp,2000000,48,270,16542.00,77193.21,10.83,5514.00,48
3.2,wt3.2,wt,oltp,2000000,48,280,15848.60,73963.41,12.35,5282.80,48
3.2,wt3.2,wt,oltp,2000000,48,290,16697.10,77917.28,10.61,5565.60,48
3.2,wt3.2,wt,oltp,2000000,48,300,15950.41,74432.93,12.67,5317.00,48
3.2,wt3.2,wt,oltp,2000000,48,310,17411.30,81255.90,10.18,5803.70,48
3.2,wt3.2,wt,oltp,2000000,48,320,17406.40,81230.30,10.24,5802.20,48
3.2,wt3.2,wt,oltp,2000000,48,330,17374.69,81080.77,10.23,5791.60,48
3.2,wt3.2,wt,oltp,2000000,48,340,17220.31,80362.33,10.38,5740.00,48
3.2,wt3.2,wt,oltp,2000000,48,350,17157.19,80063.37,10.53,5719.00,48
3.2,wt3.2,wt,oltp,2000000,48,360,16432.90,76690.80,12.35,5477.80,48
3.2,wt3.2,wt,oltp,2000000,48,370,16730.61,78077.33,10.59,5576.90,48
3.2,wt3.2,wt,oltp,2000000,48,380,16714.70,77999.08,10.62,5571.40,48
3.2,wt3.2,wt,oltp,2000000,48,390,16674.60,77815.01,10.63,5558.20,48
3.2,wt3.2,wt,oltp,2000000,48,400,16650.00,77702.09,10.66,5550.00,48
3.2,wt3.2,wt,oltp,2000000,48,410,15621.00,72898.90,14.86,5207.10,48
3.2,wt3.2,wt,oltp,2000000,48,420,15734.30,73420.70,13.68,5244.80,48
3.2,wt3.2,wt,oltp,2000000,48,430,17022.80,79442.39,10.62,5674.10,48
3.2,wt3.2,wt,oltp,2000000,48,440,17101.80,79811.10,10.46,5700.60,48
3.2,wt3.2,wt,oltp,2000000,48,450,17294.49,80707.08,10.25,5764.80,48
3.2,wt3.2,wt,oltp,2000000,48,460,17301.60,80738.51,10.27,5767.30,48
3.2,wt3.2,wt,oltp,2000000,48,470,16601.77,77472.04,12.24,5534.09,48
3.2,wt3.2,wt,oltp,2000000,48,480,17339.54,80925.89,10.25,5779.81,48
3.2,wt3.2,wt,oltp,2000000,48,490,16653.20,77705.59,10.63,5550.90,48
3.2,wt3.2,wt,oltp,2000000,48,500,16566.60,77314.09,10.69,5522.00,48
3.2,wt3.2,wt,oltp,2000000,48,510,16308.49,76108.77,11.00,5436.20,48
3.2,wt3.2,wt,oltp,2000000,48,520,16349.50,76293.19,10.99,5450.20,48
3.2,wt3.2,wt,oltp,2000000,48,530,14089.01,65754.93,16.10,4696.30,48
3.2,wt3.2,wt,oltp,2000000,48,540,12580.50,58706.19,16.77,4193.20,48
3.2,wt3.2,wt,oltp,2000000,48,550,17316.80,80808.88,10.24,5772.20,48
3.2,wt3.2,wt,oltp,2000000,48,560,17259.41,80545.43,10.29,5753.40,48
3.2,wt3.2,wt,oltp,2000000,48,570,17277.09,80627.37,10.27,5759.10,48
3.2,wt3.2,wt,oltp,2000000,48,580,17309.81,80778.83,10.26,5769.90,48
3.2,wt3.2,wt,oltp,2000000,48,590,17036.50,79500.01,10.54,5678.90,48
3.2,wt3.2,wt,oltp,2000000,48,600,17022.99,79446.16,10.57,5674.20,48
3.2,wt3.2,wt,oltp,2000000,512,10,14299.75,67103.91,192.00,4764.95,512
3.2,wt3.2,wt,oltp,2000000,512,20,13961.31,65151.94,197.48,4653.10,512
3.2,wt3.2,wt,oltp,2000000,512,30,13546.99,63216.27,202.26,4516.10,512
3.2,wt3.2,wt,oltp,2000000,512,40,13342.61,62281.14,204.70,4447.80,512
3.2,wt3.2,wt,oltp,2000000,512,50,13050.40,60912.48,210.73,4349.90,512
3.2,wt3.2,wt,oltp,2000000,512,60,13340.20,62252.32,203.96,4446.60,512
3.2,wt3.2,wt,oltp,2000000,512,70,13410.30,62580.70,197.12,4468.30,512
3.2,wt3.2,wt,oltp,2000000,512,80,11949.29,55772.86,208.72,3983.80,512
3.2,wt3.2,wt,oltp,2000000,512,90,12333.71,57540.13,212.18,4110.50,512
3.2,wt3.2,wt,oltp,2000000,512,100,13787.29,64341.64,194.66,4596.40,512
3.2,wt3.2,wt,oltp,2000000,512,110,13791.47,64360.97,196.36,4597.19,512
3.2,wt3.2,wt,oltp,2000000,512,120,13795.33,64380.34,197.48,4597.81,512
3.2,wt3.2,wt,oltp,2000000,512,130,13685.58,63861.20,200.63,4563.49,512
3.2,wt3.2,wt,oltp,2000000,512,140,12873.62,60071.40,224.74,4291.61,512
3.2,wt3.2,wt,oltp,2000000,512,150,12687.14,59195.42,219.35,4228.88,512
3.2,wt3.2,wt,oltp,2000000,512,160,13559.40,63268.69,202.38,4519.70,512
3.2,wt3.2,wt,oltp,2000000,512,170,13581.77,63403.43,201.54,4526.82,512
3.2,wt3.2,wt,oltp,2000000,512,180,13528.49,63124.98,202.26,4510.20,512
3.2,wt3.2,wt,oltp,2000000,512,190,13761.31,64230.43,197.12,4585.30,512
3.2,wt3.2,wt,oltp,2000000,512,200,13999.39,65342.76,193.38,4666.40,512
3.2,wt3.2,wt,oltp,2000000,512,210,13960.80,65130.42,193.90,4653.40,512
3.2,wt3.2,wt,oltp,2000000,512,220,13880.29,64805.55,194.19,4628.10,512
3.2,wt3.2,wt,oltp,2000000,512,230,13962.06,65137.40,193.03,4653.09,512
3.2,wt3.2,wt,oltp,2000000,512,240,13251.15,61839.82,197.48,4416.92,512
3.2,wt3.2,wt,oltp,2000000,512,250,13624.30,63570.22,201.11,4543.00,512
3.2,wt3.2,wt,oltp,2000000,512,260,13509.70,63032.89,203.11,4503.10,512
3.2,wt3.2,wt,oltp,2000000,512,270,13443.81,62725.12,203.54,4481.90,512
3.2,wt3.2,wt,oltp,2000000,512,280,13195.10,61599.89,206.30,4397.80,512
3.2,wt3.2,wt,oltp,2000000,512,290,11307.90,52775.01,260.32,3769.50,512
3.2,wt3.2,wt,oltp,2000000,512,300,13394.90,62516.40,205.50,4465.00,512
3.2,wt3.2,wt,oltp,2000000,512,310,13890.28,64813.89,195.83,4627.89,512
3.2,wt3.2,wt,oltp,2000000,512,320,13804.42,64415.48,193.61,4602.11,512
3.2,wt3.2,wt,oltp,2000000,512,330,13871.30,64756.02,194.60,4624.30,512
3.2,wt3.2,wt,oltp,2000000,512,340,13841.50,64571.78,196.47,4612.40,512
3.2,wt3.2,wt,oltp,2000000,512,350,13016.01,60750.43,199.26,4339.70,512
3.2,wt3.2,wt,oltp,2000000,512,360,13846.60,64627.49,193.55,4615.20,512
3.2,wt3.2,wt,oltp,2000000,512,370,12081.00,56364.79,240.32,4028.40,512
3.2,wt3.2,wt,oltp,2000000,512,380,13488.76,62940.83,202.38,4496.85,512
3.2,wt3.2,wt,oltp,2000000,512,390,12765.12,59574.87,227.99,4254.34,512
3.2,wt3.2,wt,oltp,2000000,512,400,13455.86,62763.52,203.48,4485.49,512
3.2,wt3.2,wt,oltp,2000000,512,410,13434.84,62726.08,203.48,4478.71,512
3.2,wt3.2,wt,oltp,2000000,512,420,13442.00,62715.09,204.70,4479.80,512
3.2,wt3.2,wt,oltp,2000000,512,430,13697.80,63949.09,196.89,4564.70,512
3.2,wt3.2,wt,oltp,2000000,512,440,13947.37,65099.47,193.15,4649.26,512
3.2,wt3.2,wt,oltp,2000000,512,450,13177.43,61478.52,198.60,4392.84,512
3.2,wt3.2,wt,oltp,2000000,512,460,14009.50,65368.91,194.25,4669.90,512
3.2,wt3.2,wt,oltp,2000000,512,470,14015.89,65406.27,193.73,4672.00,512
3.2,wt3.2,wt,oltp,2000000,512,480,13942.30,65070.81,193.44,4647.20,512
3.2,wt3.2,wt,oltp,2000000,512,490,13524.09,63110.77,202.38,4509.30,512
3.2,wt3.2,wt,oltp,2000000,512,500,13410.40,62559.72,204.45,4470.40,512
3.2,wt3.2,wt,oltp,2000000,512,510,13349.60,62320.39,204.94,4449.30,512
3.2,wt3.2,wt,oltp,2000000,512,520,13426.50,62643.29,203.23,4476.00,512
3.2,wt3.2,wt,oltp,2000000,512,530,13450.70,62781.10,203.35,4483.30,512
3.2,wt3.2,wt,oltp,2000000,512,540,13462.54,62823.76,203.72,4486.95,512
3.2,wt3.2,wt,oltp,2000000,512,550,13686.54,63856.27,197.18,4560.75,512
3.2,wt3.2,wt,oltp,2000000,512,560,13625.12,63608.21,195.65,4542.71,512
3.2,wt3.2,wt,oltp,2000000,512,570,13681.90,63869.38,194.54,4559.80,512
3.2,wt3.2,wt,oltp,2000000,512,580,12245.40,57122.30,209.60,4083.30,512
3.2,wt3.2,wt,oltp,2000000,512,590,13335.39,62234.16,197.12,4444.70,512
3.2,wt3.2,wt,oltp,2000000,512,600,13513.48,63055.22,195.94,4503.09,512
3.2,wt3.2,wt,oltp,2000000,64,10,16748.26,78219.77,15.12,5582.65,64
3.2,wt3.2,wt,oltp,2000000,64,20,16851.96,78640.02,14.96,5617.29,64
3.2,wt3.2,wt,oltp,2000000,64,30,16698.73,77928.83,15.10,5566.21,64
3.2,wt3.2,wt,oltp,2000000,64,40,16521.81,77098.93,15.39,5506.90,64
3.2,wt3.2,wt,oltp,2000000,64,50,16065.70,74972.99,16.16,5355.50,64
3.2,wt3.2,wt,oltp,2000000,64,60,16458.61,76807.13,15.28,5486.30,64
3.2,wt3.2,wt,oltp,2000000,64,70,14368.10,67048.89,18.63,4789.30,64
3.2,wt3.2,wt,oltp,2000000,64,80,17100.80,79803.89,14.75,5700.20,64
3.2,wt3.2,wt,oltp,2000000,64,90,16421.70,76638.10,16.32,5473.90,64
3.2,wt3.2,wt,oltp,2000000,64,100,17003.92,79352.75,14.77,5667.97,64
3.2,wt3.2,wt,oltp,2000000,64,110,16825.28,78514.77,15.18,5608.23,64
3.2,wt3.2,wt,oltp,2000000,64,120,16152.17,75374.67,16.89,5384.19,64
3.2,wt3.2,wt,oltp,2000000,64,130,16477.02,76898.77,15.28,5492.31,64
3.2,wt3.2,wt,oltp,2000000,64,140,16470.31,76856.53,15.26,5490.10,64
3.2,wt3.2,wt,oltp,2000000,64,150,16386.40,76471.68,15.40,5462.50,64
3.2,wt3.2,wt,oltp,2000000,64,160,16361.91,76348.33,15.39,5453.70,64
3.2,wt3.2,wt,oltp,2000000,64,170,16413.60,76601.19,15.38,5471.10,64
3.2,wt3.2,wt,oltp,2000000,64,180,16427.00,76664.61,15.29,5475.80,64
3.2,wt3.2,wt,oltp,2000000,64,190,16823.10,78504.42,15.15,5607.80,64
3.2,wt3.2,wt,oltp,2000000,64,200,16896.10,78842.39,14.91,5631.80,64
3.2,wt3.2,wt,oltp,2000000,64,210,16996.90,79320.85,14.76,5665.77,64
3.2,wt3.2,wt,oltp,2000000,64,220,17032.60,79486.84,14.82,5677.23,64
3.2,wt3.2,wt,oltp,2000000,64,230,17005.29,79359.97,14.82,5668.60,64
3.2,wt3.2,wt,oltp,2000000,64,240,15048.80,70227.32,19.03,5016.40,64
3.2,wt3.2,wt,oltp,2000000,64,250,16393.20,76511.01,15.33,5464.40,64
3.2,wt3.2,wt,oltp,2000000,64,260,16259.70,75870.09,15.60,5420.00,64
3.2,wt3.2,wt,oltp,2000000,64,270,16221.50,75704.69,15.71,5407.10,64
3.2,wt3.2,wt,oltp,2000000,64,280,15528.80,72463.91,17.23,5176.20,64
3.2,wt3.2,wt,oltp,2000000,64,290,16338.40,76250.69,15.36,5445.80,64
3.2,wt3.2,wt,oltp,2000000,64,300,14869.41,69384.34,19.34,4956.90,64
3.2,wt3.2,wt,oltp,2000000,64,310,16983.40,79260.78,14.80,5661.00,64
3.2,wt3.2,wt,oltp,2000000,64,320,16259.80,75876.68,16.85,5419.80,64
3.2,wt3.2,wt,oltp,2000000,64,330,17056.40,79594.82,14.71,5685.90,64
3.2,wt3.2,wt,oltp,2000000,64,340,16913.10,78932.38,14.91,5637.50,64
3.2,wt3.2,wt,oltp,2000000,64,350,16761.41,78215.93,15.19,5587.30,64
3.2,wt3.2,wt,oltp,2000000,64,360,16830.99,78547.46,15.01,5610.20,64
3.2,wt3.2,wt,oltp,2000000,64,370,16359.90,76349.92,15.36,5453.30,64
3.2,wt3.2,wt,oltp,2000000,64,380,16334.20,76221.42,15.45,5444.50,64
3.2,wt3.2,wt,oltp,2000000,64,390,16337.28,76234.82,15.38,5445.89,64
3.2,wt3.2,wt,oltp,2000000,64,400,15724.11,73388.26,17.32,5241.40,64
3.2,wt3.2,wt,oltp,2000000,64,410,16172.00,75468.89,15.69,5390.60,64
3.2,wt3.2,wt,oltp,2000000,64,420,15355.14,71649.65,18.82,5118.25,64
3.2,wt3.2,wt,oltp,2000000,64,430,16687.87,77881.41,15.28,5562.96,64
3.2,wt3.2,wt,oltp,2000000,64,440,16661.00,77747.00,15.08,5553.40,64
3.2,wt3.2,wt,oltp,2000000,64,450,16859.60,78683.22,14.87,5620.10,64
3.2,wt3.2,wt,oltp,2000000,64,460,16854.39,78655.26,14.89,5618.00,64
3.2,wt3.2,wt,oltp,2000000,64,470,16833.31,78552.08,14.87,5611.17,64
3.2,wt3.2,wt,oltp,2000000,64,480,16891.09,78825.04,14.82,5630.43,64
3.2,wt3.2,wt,oltp,2000000,64,490,16227.00,75725.79,15.46,5408.80,64
3.2,wt3.2,wt,oltp,2000000,64,500,16157.40,75406.31,15.57,5386.00,64
3.2,wt3.2,wt,oltp,2000000,64,510,15204.60,70947.82,18.14,5068.10,64
3.2,wt3.2,wt,oltp,2000000,64,520,15942.20,74397.39,15.85,5313.80,64
3.2,wt3.2,wt,oltp,2000000,64,530,16131.20,75285.00,15.58,5377.40,64
3.2,wt3.2,wt,oltp,2000000,64,540,14332.00,66879.88,21.73,4777.40,64
3.2,wt3.2,wt,oltp,2000000,64,550,13489.19,62942.54,22.02,4496.20,64
3.2,wt3.2,wt,oltp,2000000,64,560,16861.02,78692.40,14.89,5620.31,64
3.2,wt3.2,wt,oltp,2000000,64,570,16848.50,78626.21,14.84,5616.40,64
3.2,wt3.2,wt,oltp,2000000,64,580,16849.53,78626.27,14.87,5616.38,64
3.2,wt3.2,wt,oltp,2000000,64,590,16608.65,77509.63,15.26,5535.92,64
3.2,wt3.2,wt,oltp,2000000,63,600,16603.32,77482.01,15.27,5534.61,64
3.2,wt3.2,wt,oltp,2000000,8,10,6588.55,30753.72,4.20,2196.05,8
3.2,wt3.2,wt,oltp,2000000,8,20,6694.72,31241.19,4.00,2231.51,8
3.2,wt3.2,wt,oltp,2000000,8,30,6731.70,31415.91,3.97,2244.10,8
3.2,wt3.2,wt,oltp,2000000,8,40,6783.50,31657.39,3.97,2261.10,8
3.2,wt3.2,wt,oltp,2000000,8,50,6810.40,31781.00,4.02,2270.20,8
3.2,wt3.2,wt,oltp,2000000,8,60,6853.20,31979.50,3.97,2284.40,8
3.2,wt3.2,wt,oltp,2000000,8,70,6711.00,31318.70,3.97,2237.00,8
3.2,wt3.2,wt,oltp,2000000,8,80,6795.60,31716.30,3.94,2265.20,8
3.2,wt3.2,wt,oltp,2000000,8,90,6862.60,32022.82,3.98,2287.50,8
3.2,wt3.2,wt,oltp,2000000,8,100,6788.99,31681.28,3.95,2262.90,8
3.2,wt3.2,wt,oltp,2000000,8,110,6843.80,31937.02,3.91,2281.40,8
3.2,wt3.2,wt,oltp,2000000,8,120,6838.20,31915.49,3.96,2279.40,8
3.2,wt3.2,wt,oltp,2000000,8,130,6842.70,31931.31,3.91,2280.90,8
3.2,wt3.2,wt,oltp,2000000,8,140,6872.90,32070.29,3.88,2290.90,8
3.2,wt3.2,wt,oltp,2000000,8,150,6778.90,31636.19,3.92,2259.50,8
3.2,wt3.2,wt,oltp,2000000,8,160,6643.50,31004.29,3.96,2214.70,8
3.2,wt3.2,wt,oltp,2000000,8,170,6776.30,31621.61,3.96,2258.70,8
3.2,wt3.2,wt,oltp,2000000,8,180,6726.00,31388.10,3.93,2242.00,8
3.2,wt3.2,wt,oltp,2000000,8,190,6707.50,31300.39,3.96,2235.90,8
3.2,wt3.2,wt,oltp,2000000,8,200,6794.60,31707.01,3.93,2264.70,8
3.2,wt3.2,wt,oltp,2000000,8,210,6798.00,31726.10,3.96,2266.10,8
3.2,wt3.2,wt,oltp,2000000,8,220,6826.30,31857.90,3.94,2275.50,8
3.2,wt3.2,wt,oltp,2000000,8,230,6865.50,32038.50,3.95,2288.50,8
3.2,wt3.2,wt,oltp,2000000,8,240,6836.30,31902.19,3.95,2278.70,8
3.2,wt3.2,wt,oltp,2000000,8,250,6775.30,31619.40,3.94,2258.50,8
3.2,wt3.2,wt,oltp,2000000,8,260,6730.20,31405.61,4.00,2243.40,8
3.2,wt3.2,wt,oltp,2000000,8,270,6762.90,31559.20,3.97,2254.30,8
3.2,wt3.2,wt,oltp,2000000,8,280,6751.10,31503.40,3.94,2250.30,8
3.2,wt3.2,wt,oltp,2000000,8,290,6831.90,31886.39,3.89,2277.30,8
3.2,wt3.2,wt,oltp,2000000,8,300,6815.90,31807.40,3.96,2272.00,8
3.2,wt3.2,wt,oltp,2000000,8,310,6768.50,31588.11,3.96,2256.20,8
3.2,wt3.2,wt,oltp,2000000,8,320,6872.10,32068.10,3.94,2290.70,8
3.2,wt3.2,wt,oltp,2000000,8,330,6743.70,31470.98,3.98,2247.90,8
3.2,wt3.2,wt,oltp,2000000,8,340,6857.00,31997.81,3.91,2285.60,8
3.2,wt3.2,wt,oltp,2000000,8,350,6860.00,32012.31,3.92,2286.60,8
