engine,memory,filesystem,configuration,distribution,test,i,"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",1,"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
wt,100,ext4,wt2,uniform,oltp_ro,4,39.123,12.183,32.366,13.231,0.0,3.096,459951308.800,1638.400,33059962.100,72008708.100,0.0,0.0,665932.600,814180.500
wt,100,ext4,wt2,uniform,oltp_ro,5,40.994,12.596,39.952,3.117,0.0,3.340,333363609.600,1638.400,34711385.900,76028437.400,0.0,0.0,709402.700,878285.700
wt,100,ext4,wt2,uniform,oltp_ro,6,40.439,12.200,42.319,1.714,0.0,3.327,246328115.200,6809.600,34762087.0,76059799.300,0.0,0.0,706665.500,874510.400
wt,100,ext4,wt2,uniform,oltp_ro,7,40.078,12.168,43.295,1.164,0.0,3.295,185463193.600,1638.400,34976708.700,76446555.500,0.0,0.0,705060.0,877305.600
wt,100,ext4,wt2,uniform,oltp_ro,8,39.814,11.923,44.210,0.819,0.0,3.234,138548838.400,1638.400,34921589.0,76218740.200,0.0,0.0,700146.800,871574.400
wt,100,ext4,wt2,uniform,oltp_ro,9,39.728,11.881,44.598,0.599,0.0,3.194,104580300.800,1894.400,34889037.500,76288970.600,0.0,0.0,701472.600,877205.0
wt,100,ext4,wt2,uniform,oltp_ro,10,39.432,11.802,45.147,0.431,0.0,3.188,77948108.800,1638.400,34775548.300,76516310.800,0.0,0.0,699612.600,875741.0
wt,100,ext4,wt2,uniform,oltp_ro,11,39.599,11.506,45.411,0.320,0.0,3.165,58263552.0,1638.400,34834875.600,76397497.700,0.0,0.0,699984.400,878231.300
wt,100,ext4,wt2,uniform,oltp_ro,12,39.375,11.611,45.597,0.240,0.0,3.177,44420710.400,1894.400,34929472.800,75914983.0,0.0,0.0,699570.0,876477.200
wt,100,ext4,wt2,uniform,oltp_ro,13,39.619,11.312,45.749,0.181,0.0,3.139,33230848.0,1638.400,34950622.500,76361191.900,0.0,0.0,701101.700,880115.0
wt,100,ext4,wt2,uniform,oltp_ro,14,39.422,11.525,45.701,0.140,0.0,3.211,25229721.600,6963.200,34975481.0,76336941.100,0.0,0.0,704896.0,877515.600
wt,100,ext4,wt2,uniform,oltp_ro,15,39.356,11.528,45.859,0.101,0.0,3.155,18456268.800,18841.600,35011512.900,76238050.700,0.0,0.0,699702.400,877733.400
wt,100,ext4,wt2,uniform,oltp_ro,16,39.301,11.591,45.885,0.075,0.0,3.148,14231961.600,4096.0,34921462.600,76362590.500,0.0,0.0,698586.400,876701.700
wt,100,ext4,wt2,uniform,oltp_ro,17,39.235,11.547,45.977,0.057,0.0,3.185,10655334.400,1638.400,34946062.300,76337433.500,0.0,0.0,698037.0,875052.100
wt,100,ext4,wt2,uniform,oltp_ro,18,39.442,11.406,45.974,0.041,0.0,3.137,7911424.0,4403.200,35041622.500,76458466.500,0.0,0.0,702319.300,878471.200
wt,100,ext4,wt2,uniform,oltp_ro,19,39.137,11.447,46.226,0.035,0.0,3.156,5932646.400,1638.400,35007174.900,76242212.500,0.0,0.0,699702.300,875433.700
wt,100,ext4,wt2,uniform,oltp_ro,20,39.362,11.460,45.994,0.022,0.0,3.161,4472012.800,1638.400,34959351.300,76538850.500,0.0,0.0,698015.0,874939.300
rocks,110,ext4,rocks0,pareto,oltp_ro,2,14.994,4.447,79.425,0.251,0.0,0.884,1925244.964,44214468.809,0.0,0.0,17953.622,101348.931,216012.637,330091.572
rocks,110,ext4,rocks0,pareto,oltp_ro,3,21.596,5.273,64.235,8.120,0.0,0.776,222014208.0,28262.400,8039257.200,68524911.600,0.0,0.0,239261.100,327867.500
rocks,110,ext4,rocks0,pareto,oltp_ro,4,52.353,12.035,31.019,2.470,0.0,2.123,206711603.200,13568.0,19446185.700,165688095.100,0.0,0.0,599676.700,862862.300
rocks,110,ext4,rocks0,pareto,oltp_ro,5,52.347,11.790,32.439,1.385,0.0,2.039,132336025.600,1638.400,19557979.0,166880898.500,0.0,0.0,595299.300,863917.800
rocks,110,ext4,rocks0,pareto,oltp_ro,6,51.654,11.934,33.291,1.052,0.0,2.070,103365836.800,1638.400,19633764.0,167267840.200,0.0,0.0,595576.200,866349.0
rocks,110,ext4,rocks0,pareto,oltp_ro,7,51.839,11.709,33.442,0.868,0.0,2.141,86435840.0,3532.800,19654403.900,167263926.800,0.0,0.0,592599.300,864226.400
rocks,110,ext4,rocks0,pareto,oltp_ro,8,51.734,11.731,33.773,0.738,0.0,2.024,74391552.0,1638.400,19632969.900,167453086.0,0.0,0.0,593184.400,866152.600
rocks,110,ext4,rocks0,pareto,oltp_ro,9,51.927,11.591,33.732,0.640,0.0,2.110,65646592.0,1638.400,19664083.0,167430366.700,0.0,0.0,591433.200,864118.500
