workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
oltp,2000000,40,200,3591.70,16757.88,45.81,1197.20,40
oltp,2000000,40,210,3585.10,16732.92,45.58,1195.00,40
oltp,2000000,40,220,3592.90,16769.50,45.81,1197.70,40
oltp,2000000,40,230,3639.90,16982.90,45.24,1213.30,40
oltp,2000000,40,240,3606.10,16829.00,45.55,1202.00,40
oltp,2000000,40,250,3604.10,16820.30,45.57,1201.30,40
oltp,2000000,40,260,3628.30,16926.90,45.13,1209.50,40
oltp,2000000,40,270,3614.30,16870.00,45.32,1204.80,40
oltp,2000000,40,280,3600.90,16804.30,45.81,1200.20,40
oltp,2000000,40,290,3596.70,16786.01,45.74,1199.00,40
oltp,2000000,40,300,3600.90,16804.00,45.43,1200.30,40
oltp,2000000,40,310,3603.30,16814.50,45.46,1201.00,40
oltp,2000000,40,320,3630.00,16940.70,45.24,1210.00,40
oltp,2000000,40,330,3601.70,16806.70,45.46,1200.60,40
oltp,2000000,40,340,3596.90,16788.80,45.77,1199.00,40
oltp,2000000,40,350,3610.00,16843.30,45.28,1203.20,40
oltp,2000000,40,360,3610.70,16849.41,45.47,1203.70,40
oltp,2000000,40,370,3599.60,16797.60,45.87,1199.90,40
oltp,2000000,40,380,3628.50,16937.29,45.13,1209.50,40
oltp,2000000,40,390,3599.70,16793.51,45.36,1199.70,40
oltp,2000000,40,400,3603.60,16818.99,45.29,1201.40,40
oltp,2000000,40,410,3603.50,16813.50,45.66,1201.10,40
oltp,2000000,40,420,3568.60,16657.80,45.84,1189.60,40
oltp,2000000,40,430,3613.40,16862.69,45.40,1204.40,40
oltp,2000000,40,440,3608.50,16839.70,45.31,1202.90,40
oltp,2000000,40,450,3622.20,16902.51,45.32,1207.40,40
oltp,2000000,40,460,3625.60,16920.10,45.33,1208.40,40
oltp,2000000,40,470,3602.00,16805.40,45.77,1200.80,40
oltp,2000000,40,480,3629.70,16942.20,45.12,1209.90,40
oltp,2000000,40,490,3600.10,16801.30,45.33,1200.00,40
oltp,2000000,40,500,3603.00,16814.40,45.42,1201.00,40
oltp,2000000,40,510,3623.58,16904.63,45.27,1207.69,40
oltp,2000000,40,520,3584.72,16730.38,45.77,1195.01,40
oltp,2000000,40,530,3611.10,16854.60,45.23,1203.70,40
oltp,2000000,40,540,3634.70,16962.90,44.86,1211.60,40
oltp,2000000,40,550,3590.90,16753.49,45.43,1196.90,40
oltp,2000000,40,560,3611.80,16857.30,45.55,1204.00,40
oltp,2000000,40,570,3611.20,16852.20,45.54,1203.80,40
oltp,2000000,40,580,3618.30,16887.81,45.14,1206.10,40
oltp,2000000,40,590,3629.10,16933.60,45.10,1209.50,40
oltp,2000000,40,600,3592.00,16761.80,45.66,1197.50,40
oltp,2000000,48,10,2274.48,10665.12,86.93,757.99,48
oltp,2000000,48,20,2362.40,11025.61,81.73,787.60,48
oltp,2000000,48,30,2276.20,10622.69,85.26,758.70,48
oltp,2000000,48,40,2278.40,10633.81,84.62,759.50,48
oltp,2000000,48,50,2313.80,10796.40,82.79,771.20,48
oltp,2000000,48,60,2338.30,10912.80,81.64,779.40,48
oltp,2000000,48,70,2267.49,10582.97,85.03,755.80,48
oltp,2000000,48,80,2216.10,10340.82,86.23,738.80,48
oltp,2000000,48,90,2247.10,10486.70,85.36,748.90,48
oltp,2000000,48,100,2244.60,10472.59,85.13,748.40,48
oltp,2000000,48,110,2259.50,10545.81,84.44,753.00,48
oltp,2000000,48,120,2257.20,10533.90,84.70,752.50,48
oltp,2000000,48,130,2261.80,10552.70,84.19,753.90,48
oltp,2000000,48,140,2278.70,10635.30,84.02,759.60,48
oltp,2000000,48,150,2187.40,10209.00,87.56,729.20,48
oltp,2000000,48,160,2926.90,13657.60,77.52,975.50,48
oltp,2000000,48,170,3289.40,15352.09,60.70,1096.60,48
oltp,2000000,48,180,3276.50,15288.71,61.45,1092.10,48
oltp,2000000,48,190,3287.10,15341.50,61.10,1095.70,48
oltp,2000000,48,200,3281.90,15311.60,61.08,1094.00,48
oltp,2000000,48,210,3295.10,15380.80,60.59,1098.40,48
oltp,2000000,48,220,3299.50,15397.70,61.03,1099.80,48
oltp,2000000,48,230,3296.00,15380.01,60.52,1098.70,48
oltp,2000000,48,240,3296.80,15385.70,61.56,1098.90,48
oltp,2000000,48,250,3312.40,15456.00,60.64,1104.10,48
oltp,2000000,48,260,3306.30,15432.20,60.70,1102.10,48
oltp,2000000,48,270,3310.20,15447.80,60.55,1103.40,48
oltp,2000000,48,280,3302.00,15408.10,60.43,1100.70,48
oltp,2000000,48,290,3292.50,15365.10,61.10,1097.50,48
oltp,2000000,48,300,3318.70,15488.30,60.46,1106.20,48
oltp,2000000,48,310,3306.00,15425.70,60.39,1102.00,48
oltp,2000000,48,320,3299.50,15397.80,60.77,1099.90,48
oltp,2000000,48,330,3311.00,15447.39,60.54,1103.60,48
oltp,2000000,48,340,3288.20,15348.30,61.28,1096.00,48
oltp,2000000,48,350,3301.70,15411.20,60.37,1100.70,48
oltp,2000000,48,360,3326.50,15522.20,60.26,1108.80,48
oltp,2000000,48,370,3287.70,15343.20,60.95,1095.90,48
oltp,2000000,48,380,3275.90,15287.20,61.23,1092.00,48
oltp,2000000,48,390,3303.70,15418.10,60.73,1101.20,48
oltp,2000000,48,400,3328.10,15532.80,60.17,1109.40,48
oltp,2000000,48,410,3329.90,15535.01,60.23,1109.70,48
oltp,2000000,48,420,3321.60,15503.40,60.25,1107.40,48
oltp,2000000,48,430,3282.90,15320.29,61.04,1094.30,48
oltp,2000000,48,440,3301.90,15407.51,60.97,1100.60,48
oltp,2000000,48,450,3289.10,15348.90,61.10,1096.40,48
oltp,2000000,48,460,3288.90,15349.00,61.15,1096.30,48
oltp,2000000,48,470,3295.40,15376.10,60.81,1098.40,48
oltp,2000000,48,480,3305.70,15429.00,60.50,1102.00,48
oltp,2000000,48,490,3289.60,15352.50,60.88,1096.50,48
oltp,2000000,48,500,3315.80,15471.70,60.26,1105.20,48
oltp,2000000,48,510,3280.30,15308.20,60.92,1093.40,48
oltp,2000000,48,520,3284.00,15327.70,61.21,1094.80,48
oltp,2000000,48,530,3306.70,15429.50,60.81,1102.20,48
oltp,2000000,48,540,3270.20,15261.70,61.01,1090.10,48
oltp,2000000,48,550,3264.60,15235.40,61.50,1088.20,48
oltp,2000000,48,560,3324.50,15513.60,60.23,1108.10,48
oltp,2000000,48,570,3310.00,15446.80,60.23,1103.40,48
oltp,2000000,48,580,3296.39,15381.47,60.57,1098.80,48
oltp,2000000,48,590,3291.20,15360.02,60.75,1097.10,48
oltp,2000000,47,600,3304.10,15418.80,60.83,1101.30,48
oltp,2000000,512,10,788.59,4265.06,2586.69,262.60,512
oltp,2000000,512,20,850.60,3968.90,2292.05,283.50,512
oltp,2000000,512,30,838.20,3913.90,2336.38,279.60,512
oltp,2000000,512,40,844.40,3927.60,2342.68,281.10,512
oltp,2000000,512,50,843.50,3942.40,2341.28,281.40,512
oltp,2000000,512,60,856.10,3996.30,2332.19,285.60,512
oltp,2000000,512,70,838.10,3902.10,2344.79,279.10,512
oltp,2000000,512,80,823.90,3857.20,2344.79,274.60,512
oltp,2000000,512,90,836.00,3894.00,2346.90,278.50,512
oltp,2000000,512,100,845.50,3949.50,2344.09,282.10,512
oltp,2000000,512,110,841.40,3914.50,2335.68,280.00,512
oltp,2000000,512,120,857.10,4009.80,2345.49,286.00,512
oltp,2000000,512,130,845.30,3940.40,2334.98,281.90,512
oltp,2000000,512,140,829.70,3879.70,2345.49,276.60,512
oltp,2000000,512,150,833.10,3885.20,2339.88,277.50,512
oltp,2000000,512,160,857.60,3997.60,2330.79,285.90,512
oltp,2000000,512,170,852.00,3976.30,2331.49,284.20,512
oltp,2000000,512,180,828.60,3871.10,2343.39,275.80,512
oltp,2000000,512,190,835.90,3901.80,2349.00,278.80,512
oltp,2000000,512,200,829.10,3870.70,2342.68,276.10,512
oltp,2000000,512,210,835.80,3895.40,2349.00,278.80,512
oltp,2000000,512,220,834.00,3895.70,2350.41,278.10,512
oltp,2000000,512,230,823.50,3841.40,2358.87,274.50,512
oltp,2000000,512,240,841.00,3920.50,2351.11,280.40,512
oltp,2000000,512,250,831.70,3879.60,2345.49,276.90,512
oltp,2000000,512,260,839.40,3916.10,2345.49,279.90,512
oltp,2000000,512,270,832.80,3888.60,2346.19,277.60,512
oltp,2000000,512,280,846.70,3946.20,2345.49,282.30,512
oltp,2000000,512,290,836.80,3894.40,2351.82,278.10,512
oltp,2000000,512,300,832.90,3901.30,2346.90,278.40,512
oltp,2000000,512,310,828.70,3873.30,2341.28,276.50,512
oltp,2000000,512,320,830.90,3874.10,2340.58,276.70,512
oltp,2000000,512,330,829.20,3873.00,2348.30,276.60,512
oltp,2000000,512,340,828.10,3864.90,2346.90,276.10,512
oltp,2000000,512,350,838.40,3903.90,2341.98,279.20,512
oltp,2000000,512,360,823.40,3846.50,2354.64,274.20,512
oltp,2000000,512,370,849.80,3971.50,2350.41,283.80,512
oltp,2000000,512,380,838.50,3907.70,2347.60,279.40,512
oltp,2000000,512,390,1003.30,4677.00,2294.79,334.40,512
oltp,2000000,512,400,1064.10,4972.40,2075.22,355.10,512
oltp,2000000,512,410,1043.40,4872.80,2122.33,347.70,512
oltp,2000000,512,420,1059.40,4949.50,2095.82,353.20,512
oltp,2000000,512,430,1061.80,4945.90,2082.68,353.90,512
oltp,2000000,512,440,1069.80,4998.20,2083.31,356.60,512
oltp,2000000,512,450,1046.50,4883.80,2103.99,348.80,512
oltp,2000000,512,460,1055.40,4913.10,2120.43,351.90,512
oltp,2000000,512,470,1069.80,5006.60,2059.13,356.50,512
oltp,2000000,512,480,1063.60,4957.60,2102.73,354.60,512
oltp,2000000,512,490,1070.59,4994.16,2064.06,356.80,512
oltp,2000000,512,500,1077.01,5020.43,2087.68,359.00,512
oltp,2000000,512,510,1066.60,4987.90,2063.45,355.60,512
oltp,2000000,512,520,1053.90,4916.40,2092.68,351.30,512
oltp,2000000,512,530,1071.99,5001.95,2080.19,357.30,512
oltp,2000000,512,540,1080.41,5040.25,2060.98,360.10,512
oltp,2000000,512,550,1073.30,5001.90,2067.16,357.80,512
oltp,2000000,512,560,1089.20,5087.40,2029.75,363.00,512
oltp,2000000,512,570,1087.40,5079.00,2036.45,362.60,512
