engine,configuration,distribution,workload,workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
rocks,rocks0,pareto,oltp,psfm,60000000,1,10,586.22,2145.88,6.21,195.41,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,20,602.70,2212.91,6.00,200.90,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,30,622.50,2273.79,5.91,207.50,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,40,625.90,2292.41,5.79,208.60,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,50,312.80,1150.50,6.35,104.30,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,60,582.30,2134.00,6.26,194.10,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,70,604.50,2220.69,6.01,201.50,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,80,629.40,2313.91,5.73,209.80,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,90,630.60,2313.99,5.76,210.20,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,100,630.00,2323.20,5.74,210.00,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,110,631.50,2315.10,5.73,210.50,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,120,633.30,2321.00,5.71,211.10,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,130,626.70,2305.60,5.77,208.90,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,140,633.90,2329.01,5.69,211.30,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,150,663.30,2431.61,5.48,221.10,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,160,637.80,2337.99,5.66,212.60,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,170,634.80,2329.00,5.65,211.60,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,180,633.90,2328.70,5.70,211.30,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,190,636.60,2336.60,5.65,212.20,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,200,634.20,2325.20,5.69,211.40,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,210,654.00,2403.90,5.49,218.00,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,220,646.50,2379.80,5.57,215.50,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,230,651.00,2372.90,5.55,217.00,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,240,662.40,2440.10,5.50,220.80,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,250,688.80,2525.69,5.20,229.60,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,260,692.40,2543.71,5.22,230.80,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,270,690.30,2522.50,5.22,230.10,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,280,692.70,2536.20,5.21,230.90,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,290,696.20,2530.30,5.21,232.00,1
rocks,rocks0,pareto,oltp,psfm,60000000,1,300,693.70,2545.60,5.20,231.30,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,10,0.00,2471.76,5.55,224.11,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,20,0.00,2547.43,5.22,231.80,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,30,0.00,2580.07,5.15,234.50,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,40,0.00,2595.83,5.16,235.80,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,50,0.00,2704.21,4.95,245.80,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,60,0.00,2750.59,4.84,249.50,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,70,0.00,2756.81,4.81,250.70,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,80,0.00,2767.48,4.77,251.70,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,90,0.00,2783.36,4.75,252.60,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,100,0.00,2785.94,4.77,253.40,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,110,0.00,2786.56,4.72,253.90,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,120,0.00,2795.54,4.73,254.20,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,130,0.00,2803.16,4.75,255.70,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,140,0.00,2803.85,4.70,254.60,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,150,0.00,2813.06,4.69,255.70,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,160,0.00,2812.53,4.66,256.40,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,170,0.00,2826.88,4.67,256.30,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,180,0.00,2831.03,4.64,256.90,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,190,0.00,2824.71,4.66,257.70,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,200,0.00,2828.79,4.69,256.70,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,210,0.00,2864.98,4.63,259.80,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,220,0.00,2850.71,4.64,258.60,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,230,0.00,2841.59,4.61,258.80,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,240,0.00,2870.61,4.60,260.20,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,250,0.00,2870.31,4.61,260.50,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,260,0.00,2848.98,4.60,259.70,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,270,0.00,2862.40,4.60,260.00,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,280,0.00,2872.40,4.61,260.50,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,290,0.00,2875.70,4.62,261.50,1
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1,300,0.00,2865.50,4.61,260.50,1
rocks,rocks0,pareto,oltp,psfm,60000000,100,10,18164.15,66608.22,21.25,6054.28,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,20,18547.21,67974.07,20.56,6182.37,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,30,18557.90,67979.92,20.51,6185.90,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,40,18490.60,67803.89,20.59,6163.50,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,50,18510.80,67853.61,20.49,6170.10,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,60,18580.70,68042.91,20.47,6193.50,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,70,15846.26,58069.29,20.49,5280.55,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,80,7434.16,27169.23,21.97,2479.72,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,90,18586.99,68106.27,20.42,6196.00,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,100,18549.01,68009.13,20.48,6182.30,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,110,18591.89,68088.97,20.44,6198.10,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,120,18468.41,67695.83,20.72,6155.50,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,130,18467.49,67652.38,20.66,6156.40,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,140,18530.70,67958.31,20.57,6176.40,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,150,18632.30,68312.72,20.46,6210.50,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,160,18692.80,68500.90,20.34,6231.10,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,170,18763.60,68730.81,20.28,6254.80,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,180,18649.29,68328.65,20.39,6216.80,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,190,18657.81,68313.24,20.37,6219.00,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,200,18649.69,68360.65,20.41,6216.30,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,210,18610.41,68236.94,20.46,6203.70,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,220,18650.69,68367.26,20.39,6217.10,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,230,18545.70,67949.01,20.64,6181.70,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,240,18359.10,67275.42,20.81,6119.80,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,250,19242.00,70474.91,20.16,6413.30,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,260,20170.48,73775.84,19.03,6723.99,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,270,19939.20,73120.81,19.25,6646.60,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,280,19758.11,72363.44,19.60,6585.90,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,290,19921.10,72988.91,19.43,6640.30,100
rocks,rocks0,pareto,oltp,psfm,60000000,100,300,20549.59,75373.86,18.66,6850.00,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,10,0.00,78641.76,18.40,7152.41,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,20,0.00,80692.08,17.69,7342.34,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,30,0.00,81190.29,17.60,7380.70,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,40,0.00,80625.60,17.69,7341.60,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,50,0.00,80863.31,17.64,7351.29,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,60,0.00,81157.48,17.56,7384.21,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,70,0.00,80942.90,17.57,7362.10,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,80,0.00,80981.08,17.62,7365.90,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,90,0.00,80800.16,17.64,7346.90,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,100,0.00,80349.84,17.74,7305.80,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,110,0.00,80612.58,17.65,7334.60,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,120,0.00,80612.79,17.68,7334.50,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,130,0.00,80500.24,17.68,7323.60,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,140,0.00,80934.19,17.61,7362.30,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,150,0.00,80548.30,17.71,7333.70,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,160,0.00,80497.02,17.69,7328.30,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,170,0.00,81099.21,17.57,7374.40,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,180,0.00,81095.87,17.60,7373.00,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,190,0.00,81120.31,17.60,7381.60,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,200,0.00,81466.31,17.50,7409.70,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,210,0.00,81779.90,17.45,7435.10,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,220,0.00,81453.28,17.46,7412.90,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,230,0.00,81659.79,17.48,7426.50,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,240,0.00,81617.43,17.48,7424.30,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,250,0.00,81859.50,17.42,7443.60,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,260,0.00,81889.67,17.44,7450.50,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,270,0.00,81668.81,17.45,7425.10,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,280,0.00,81530.42,17.52,7411.20,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,290,0.00,81538.01,17.50,7415.40,100
rocks,rocks0,pareto,oltp_ro,psfm,60000000,100,300,0.00,81854.09,17.42,7442.40,100
rocks,rocks0,pareto,oltp,psfm,60000000,1000,10,14399.44,53254.55,218.89,4795.51,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,20,13893.18,50880.39,323.41,4630.93,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,30,13656.41,50015.64,253.63,4552.80,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,40,13649.21,50035.02,249.86,4547.90,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,50,13585.60,49788.49,299.20,4529.20,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,60,13664.51,50081.92,255.99,4555.80,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,70,13495.80,49364.09,276.21,4497.60,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,80,12490.50,45801.50,666.36,4164.40,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,90,13520.00,49496.30,333.74,4504.90,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,100,13573.30,49806.70,253.78,4526.00,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,110,13545.60,49588.09,255.68,4515.20,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,120,13581.28,49795.13,273.99,4526.59,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,130,13501.02,49454.66,239.75,4500.71,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,140,13493.80,49428.60,257.45,4498.80,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,150,13344.30,48970.81,324.19,4446.90,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,160,13416.80,49131.61,327.21,4472.00,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,170,13684.69,50081.15,308.93,4561.60,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,180,13488.61,49481.04,264.80,4496.40,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,190,13594.00,49778.60,271.54,4531.90,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,200,13618.80,49891.70,292.03,4538.50,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,210,13444.69,49297.98,281.13,4481.80,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,220,13620.47,49988.10,264.01,4540.99,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,230,13407.93,49073.03,282.82,4469.71,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,240,13745.80,50397.19,302.80,4579.90,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,250,13617.30,49849.00,288.90,4540.10,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,260,13601.40,49906.81,280.88,4534.30,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,270,13580.70,49696.89,275.39,4526.10,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,280,13696.40,50222.71,282.48,4565.10,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,290,13610.80,49844.09,255.91,4538.10,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1000,300,13629.80,49790.22,368.61,4543.50,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,10,0.00,61288.85,255.15,5549.34,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,20,0.00,60631.15,357.63,5510.99,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,30,0.00,60398.73,356.99,5494.51,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,40,0.00,60626.79,355.50,5514.30,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,50,0.00,60437.85,357.95,5496.30,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,60,0.00,60232.09,358.70,5475.90,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,70,0.00,60068.50,358.92,5465.70,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,80,0.00,59921.69,360.64,5458.70,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,90,0.00,60002.21,359.35,5459.40,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,100,0.00,59850.90,359.24,5448.60,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,110,0.00,60089.22,363.24,5466.60,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,120,0.00,59816.44,358.38,5440.99,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,130,0.00,59750.95,356.03,5439.20,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,140,0.00,59800.19,360.64,5443.60,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,150,0.00,59602.80,361.51,5426.50,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,160,0.00,59668.39,362.70,5433.50,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,170,0.00,59360.51,360.43,5404.40,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,180,0.00,59883.04,359.67,5444.69,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,190,0.00,59644.87,360.75,5424.61,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,200,0.00,59770.60,363.57,5439.40,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,210,0.00,59797.39,363.57,5438.70,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,220,0.00,59861.81,361.94,5449.70,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,230,0.00,59571.20,360.43,5425.50,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,240,0.00,59829.29,359.67,5446.00,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,250,0.00,59819.71,361.18,5440.80,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,260,0.00,59960.09,360.21,5452.00,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,270,0.00,59912.32,354.75,5441.40,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,280,0.00,59852.09,357.20,5442.00,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,290,0.00,60068.28,363.57,5466.20,1000
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1000,300,0.00,59863.80,361.94,5445.50,1000
rocks,rocks0,pareto,oltp,psfm,60000000,1200,10,14359.24,52931.47,297.05,4779.98,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,20,13685.89,50212.41,407.37,4562.16,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,30,13801.80,50606.71,407.73,4600.80,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,40,13564.00,49654.30,396.18,4521.00,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,50,13500.09,49511.97,359.56,4501.60,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,60,13532.11,49528.73,409.45,4510.00,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,70,13288.58,48693.11,377.09,4429.19,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,80,13394.42,49033.88,382.78,4465.01,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,90,13311.90,48828.11,378.11,4437.60,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,100,13256.39,48553.68,386.92,4416.20,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,110,13385.21,49014.93,401.44,4464.30,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,120,13341.09,48907.97,387.16,4446.30,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,130,13319.11,48802.43,381.63,4439.00,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,140,13385.40,49034.39,379.01,4462.80,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,150,13411.39,49106.78,365.75,4470.20,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,160,13484.90,49458.72,377.43,4496.30,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,170,13633.70,49968.31,436.14,4541.60,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,180,13467.08,49272.71,385.19,4491.39,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,190,13475.62,49313.77,449.26,4490.31,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,200,13680.80,50149.29,409.32,4560.90,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,210,13539.01,49609.52,392.52,4512.70,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,220,13475.30,49428.19,386.58,4492.70,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,230,13527.00,49623.50,394.05,4507.60,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,240,13413.10,49191.59,386.81,4471.50,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,250,13350.30,48828.00,439.94,4451.50,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,260,13282.60,48773.31,377.66,4427.60,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,270,13452.18,49224.44,431.85,4481.79,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,280,13571.92,49646.66,418.49,4524.31,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1200,290,13473.59,49468.78,392.88,4492.50,1200
rocks,rocks0,pareto,oltp,psfm,60000000,1199,300,13336.80,48936.40,377.88,4443.80,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,10,0.00,61801.42,319.08,5602.17,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,20,0.00,60199.03,444.58,5476.06,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,30,0.00,60359.90,444.04,5484.80,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,40,0.00,60033.73,444.98,5463.70,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,50,0.00,60172.78,448.05,5472.80,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,60,0.00,59948.99,447.65,5452.99,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,70,0.00,59845.02,448.05,5441.91,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,80,0.00,60116.81,450.07,5466.00,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,90,0.00,60119.18,445.38,5477.00,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,100,0.00,59762.21,451.01,5441.40,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,110,0.00,59754.36,449.26,5441.60,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,120,0.00,59870.45,446.18,5445.20,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,130,0.00,59717.29,447.51,5433.20,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,140,0.00,59892.36,449.93,5450.79,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,150,0.00,59888.01,448.86,5449.10,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,160,0.00,59893.74,447.51,5457.21,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,170,0.00,60331.19,447.11,5491.50,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,180,0.00,60338.38,447.38,5486.40,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,190,0.00,60016.73,446.84,5465.60,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,200,0.00,60045.59,449.66,5465.99,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,210,0.00,60189.51,449.12,5476.31,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,220,0.00,60252.39,449.12,5477.10,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,230,0.00,60185.81,447.25,5471.20,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,240,0.00,60199.09,446.98,5474.60,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,250,0.00,60025.31,447.51,5462.60,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,260,0.00,59858.04,445.78,5446.29,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,270,0.00,59884.56,447.25,5458.20,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,280,0.00,59867.71,449.12,5449.51,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,290,0.00,59850.18,451.01,5446.50,1200
rocks,rocks0,pareto,oltp_ro,psfm,60000000,1200,300,0.00,59924.92,449.53,5446.80,1200
rocks,rocks0,pareto,oltp,psfm,60000000,13,10,7360.94,27014.85,6.98,2453.61,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,20,7717.29,28264.85,6.60,2572.33,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,30,2941.74,10800.48,6.55,980.48,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,40,7633.56,27958.07,6.48,2544.65,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,50,7936.80,29076.40,6.40,2645.70,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,60,7932.20,29040.50,6.38,2644.00,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,70,7948.58,29126.32,6.36,2649.59,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,80,7969.22,29225.08,6.36,2656.41,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,90,7952.10,29156.81,6.35,2650.70,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,100,8029.60,29458.10,6.30,2676.40,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,110,7986.20,29247.60,6.31,2662.10,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,120,8131.20,29784.71,6.22,2710.40,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,130,8016.10,29402.68,6.29,2672.10,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,140,8075.30,29606.51,6.28,2691.70,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,150,8115.80,29766.49,6.21,2705.30,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,160,8117.79,29753.88,6.22,2706.00,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,170,8138.99,29828.77,6.19,2713.00,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,180,8160.71,29903.94,6.17,2720.20,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,190,8202.20,30057.72,6.13,2734.00,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,200,8083.10,29622.99,6.21,2694.40,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,210,8127.40,29702.10,6.18,2709.20,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,220,8159.78,29906.72,6.17,2719.89,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,230,8175.72,29975.48,6.18,2725.21,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,240,8110.99,29730.78,6.18,2703.70,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,250,8173.40,29920.59,6.16,2724.40,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,260,7976.70,29238.92,6.38,2659.00,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,270,7949.30,29126.79,6.35,2649.70,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,280,7994.40,29289.29,6.32,2664.70,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,290,8045.79,29469.16,6.31,2682.10,13
rocks,rocks0,pareto,oltp,psfm,60000000,13,300,8011.81,29333.24,6.30,2670.60,13
rocks,rocks0,pareto,oltp_ro,psfm,60000000,13,10,0.00,33114.53,5.74,3014.54,13
