engine,configuration,distribution,workload,workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
wt,wt1,pareto,oltp_ro,psfm,60000000,68,130,0.00,105131.73,9.03,9560.49,68
wt,wt1,pareto,oltp_ro,psfm,60000000,68,140,0.00,105005.38,9.04,9554.40,68
wt,wt1,pareto,oltp_ro,psfm,60000000,68,150,0.00,105141.47,9.03,9561.59,68
wt,wt1,pareto,oltp_ro,psfm,60000000,68,160,0.00,104880.97,9.03,9541.82,68
wt,wt1,pareto,oltp_ro,psfm,60000000,68,170,0.00,105094.19,9.03,9555.90,68
wt,wt1,pareto,oltp_ro,psfm,60000000,68,180,0.00,105147.13,9.04,9554.00,68
wt,wt1,pareto,oltp_ro,psfm,60000000,68,190,0.00,105492.81,8.99,9596.29,68
wt,wt1,pareto,oltp_ro,psfm,60000000,68,200,0.00,105271.21,9.02,9580.11,68
wt,wt1,pareto,oltp_ro,psfm,60000000,68,210,0.00,105413.69,9.00,9587.63,68
wt,wt1,pareto,oltp_ro,psfm,60000000,68,220,0.00,105249.35,9.01,9578.54,68
wt,wt1,pareto,oltp_ro,psfm,60000000,68,230,0.00,105666.84,8.97,9614.02,68
wt,wt1,pareto,oltp_ro,psfm,60000000,68,240,0.00,105260.73,9.00,9577.61,68
wt,wt1,pareto,oltp_ro,psfm,60000000,68,250,0.00,105314.98,9.00,9583.29,68
wt,wt1,pareto,oltp_ro,psfm,60000000,68,260,0.00,105191.95,9.00,9566.80,68
wt,wt1,pareto,oltp_ro,psfm,60000000,68,270,0.00,105239.79,9.00,9579.00,68
wt,wt1,pareto,oltp_ro,psfm,60000000,68,280,0.00,105315.41,9.00,9579.30,68
wt,wt1,pareto,oltp_ro,psfm,60000000,68,290,0.00,105350.88,9.00,9579.80,68
wt,wt1,pareto,oltp_ro,psfm,60000000,65,300,0.00,105577.48,8.98,9603.21,68
wt,wt1,pareto,oltp,psfm,60000000,8,10,4726.84,17323.64,5.08,1575.61,8
wt,wt1,pareto,oltp,psfm,60000000,8,20,6635.73,24336.00,4.47,2211.91,8
wt,wt1,pareto,oltp,psfm,60000000,8,30,6809.13,24923.03,4.34,2269.68,8
wt,wt1,pareto,oltp,psfm,60000000,8,40,6920.37,25366.15,4.27,2306.72,8
wt,wt1,pareto,oltp,psfm,60000000,8,50,6957.14,25528.86,4.23,2319.08,8
wt,wt1,pareto,oltp,psfm,60000000,8,60,6991.96,25634.43,4.21,2330.52,8
wt,wt1,pareto,oltp,psfm,60000000,8,70,7035.02,25791.31,4.19,2345.17,8
wt,wt1,pareto,oltp,psfm,60000000,8,80,7070.18,25934.61,4.16,2356.73,8
wt,wt1,pareto,oltp,psfm,60000000,8,90,7156.12,26231.51,4.09,2385.37,8
wt,wt1,pareto,oltp,psfm,60000000,8,100,7166.08,26289.70,4.11,2388.73,8
wt,wt1,pareto,oltp,psfm,60000000,8,110,7161.52,26282.11,4.10,2387.17,8
wt,wt1,pareto,oltp,psfm,60000000,8,120,7191.81,26369.09,4.08,2397.24,8
wt,wt1,pareto,oltp,psfm,60000000,8,130,7237.00,26525.94,4.06,2412.37,8
wt,wt1,pareto,oltp,psfm,60000000,8,140,7263.56,26606.23,4.07,2421.12,8
wt,wt1,pareto,oltp,psfm,60000000,8,150,7269.88,26607.24,4.05,2423.29,8
wt,wt1,pareto,oltp,psfm,60000000,8,160,7200.12,26430.37,4.07,2400.11,8
wt,wt1,pareto,oltp,psfm,60000000,8,170,7195.42,26354.52,4.08,2398.47,8
wt,wt1,pareto,oltp,psfm,60000000,8,180,7192.38,26367.41,4.08,2397.43,8
wt,wt1,pareto,oltp,psfm,60000000,8,190,7213.23,26440.95,4.05,2404.38,8
wt,wt1,pareto,oltp,psfm,60000000,8,200,7247.16,26542.82,4.03,2415.72,8
wt,wt1,pareto,oltp,psfm,60000000,8,210,7252.82,26545.90,4.05,2417.67,8
wt,wt1,pareto,oltp,psfm,60000000,8,220,7244.49,26537.43,4.05,2414.83,8
wt,wt1,pareto,oltp,psfm,60000000,8,230,7260.81,26596.49,4.05,2420.27,8
wt,wt1,pareto,oltp,psfm,60000000,8,240,7271.39,26631.54,4.04,2423.73,8
wt,wt1,pareto,oltp,psfm,60000000,8,250,7269.42,26630.39,4.03,2423.17,8
wt,wt1,pareto,oltp,psfm,60000000,8,260,7266.62,26639.13,4.03,2422.24,8
wt,wt1,pareto,oltp,psfm,60000000,8,270,7259.38,26656.95,4.05,2419.76,8
wt,wt1,pareto,oltp,psfm,60000000,8,280,7219.18,26474.40,4.06,2406.43,8
wt,wt1,pareto,oltp,psfm,60000000,8,290,7236.97,26479.61,4.06,2412.29,8
wt,wt1,pareto,oltp,psfm,60000000,6,300,7291.13,26712.60,4.04,2430.41,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,10,0.00,28094.63,4.01,2556.74,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,20,0.00,30539.77,3.63,2778.87,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,30,0.00,31231.79,3.53,2837.84,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,40,0.00,31473.14,3.49,2862.37,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,50,0.00,31078.75,3.53,2825.73,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,60,0.00,31090.72,3.50,2828.27,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,70,0.00,30982.79,3.51,2818.34,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,80,0.00,31144.61,3.49,2832.66,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,90,0.00,31406.40,3.46,2858.84,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,100,0.00,31379.60,3.45,2854.76,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,110,0.00,31758.51,3.43,2887.94,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,120,0.00,31745.90,3.44,2884.46,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,130,0.00,31651.69,3.44,2878.94,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,140,0.00,31811.85,3.41,2893.37,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,150,0.00,31715.64,3.44,2879.73,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,160,0.00,31661.20,3.44,2875.36,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,170,0.00,32206.70,3.40,2925.04,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,180,0.00,31604.65,3.42,2876.97,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,190,0.00,31930.36,3.40,2906.73,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,200,0.00,31792.65,3.43,2885.77,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,210,0.00,31790.35,3.43,2891.13,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,220,0.00,31903.80,3.41,2898.38,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,230,0.00,32081.73,3.42,2917.21,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,240,0.00,32224.66,3.39,2930.99,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,250,0.00,32239.19,3.38,2929.72,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,260,0.00,32153.06,3.41,2926.59,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,270,0.00,32229.25,3.40,2934.41,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,280,0.00,32526.45,3.34,2963.99,8
wt,wt1,pareto,oltp_ro,psfm,60000000,8,290,0.00,32640.05,3.33,2970.91,8
wt,wt1,pareto,oltp_ro,psfm,60000000,6,300,0.00,32410.36,3.36,2950.69,8
wt,wt1,pareto,oltp,psfm,60000000,870,10,15206.18,55914.94,302.71,5063.56,870
wt,wt1,pareto,oltp,psfm,60000000,870,20,18619.63,68179.01,254.92,6206.51,870
wt,wt1,pareto,oltp,psfm,60000000,870,30,17715.40,64950.90,277.87,5905.90,870
wt,wt1,pareto,oltp,psfm,60000000,870,40,18000.89,65968.16,270.49,5999.40,870
wt,wt1,pareto,oltp,psfm,60000000,870,50,18505.31,67753.13,256.53,6169.30,870
wt,wt1,pareto,oltp,psfm,60000000,870,60,18585.00,68057.21,256.22,6194.00,870
wt,wt1,pareto,oltp,psfm,60000000,870,70,17203.90,63072.90,299.11,5734.70,870
wt,wt1,pareto,oltp,psfm,60000000,870,80,18329.10,67122.69,260.71,6109.80,870
wt,wt1,pareto,oltp,psfm,60000000,870,90,17845.89,65387.37,269.84,5948.00,870
wt,wt1,pareto,oltp,psfm,60000000,870,100,18505.01,67792.23,257.37,6169.40,870
wt,wt1,pareto,oltp,psfm,60000000,870,110,18520.30,67867.51,256.83,6173.30,870
wt,wt1,pareto,oltp,psfm,60000000,870,120,18385.10,67350.89,258.15,6128.70,870
wt,wt1,pareto,oltp,psfm,60000000,870,130,17856.70,65420.61,267.59,5952.10,870
wt,wt1,pareto,oltp,psfm,60000000,870,140,18622.50,68285.09,254.92,6207.00,870
wt,wt1,pareto,oltp,psfm,60000000,870,150,18626.79,68237.46,252.94,6209.80,870
wt,wt1,pareto,oltp,psfm,60000000,870,160,18344.81,67175.73,260.86,6114.00,870
wt,wt1,pareto,oltp,psfm,60000000,870,170,18412.59,67485.46,257.68,6137.90,870
wt,wt1,pareto,oltp,psfm,60000000,870,180,16744.32,61382.56,294.84,5580.81,870
wt,wt1,pareto,oltp,psfm,60000000,870,190,17637.38,64649.93,271.30,5880.09,870
wt,wt1,pareto,oltp,psfm,60000000,870,200,18430.81,67494.55,258.22,6143.60,870
wt,wt1,pareto,oltp,psfm,60000000,870,210,18590.20,68100.41,254.84,6196.60,870
wt,wt1,pareto,oltp,psfm,60000000,870,220,18651.70,68273.20,254.84,6217.40,870
wt,wt1,pareto,oltp,psfm,60000000,870,230,18152.50,66589.29,265.67,6050.70,870
wt,wt1,pareto,oltp,psfm,60000000,870,240,18633.40,68280.69,254.23,6211.50,870
wt,wt1,pareto,oltp,psfm,60000000,870,250,16294.70,59716.51,330.46,5431.00,870
wt,wt1,pareto,oltp,psfm,60000000,870,260,17347.70,63556.09,275.14,5783.00,870
wt,wt1,pareto,oltp,psfm,60000000,870,270,14862.40,54434.20,328.29,4953.90,870
wt,wt1,pareto,oltp,psfm,60000000,870,280,17404.79,63822.67,279.62,5802.00,870
wt,wt1,pareto,oltp,psfm,60000000,870,290,16929.10,62067.19,306.45,5642.50,870
wt,wt1,pareto,oltp,psfm,60000000,866,300,18467.31,67680.84,256.37,6156.10,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,10,0.00,87819.94,211.49,7967.80,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,20,0.00,90473.83,227.58,8225.32,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,30,0.00,90587.72,227.31,8235.20,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,40,0.00,90261.31,228.40,8214.33,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,50,0.00,90643.74,227.04,8252.46,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,60,0.00,90945.32,226.09,8273.71,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,70,0.00,90810.15,226.49,8263.79,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,80,0.00,90751.18,226.76,8261.45,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,90,0.00,90741.63,225.95,8260.95,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,100,0.00,90639.11,226.83,8250.21,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,110,0.00,91061.20,225.95,8281.89,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,120,0.00,90929.94,225.68,8275.01,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,130,0.00,90813.82,226.15,8265.28,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,140,0.00,90817.93,226.09,8267.13,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,150,0.00,90885.07,226.36,8263.39,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,160,0.00,90804.39,226.36,8263.90,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,170,0.00,90788.65,226.22,8257.89,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,180,0.00,90720.71,226.63,8251.51,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,190,0.00,90932.32,226.42,8266.30,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,200,0.00,90765.28,226.29,8259.20,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,210,0.00,91036.18,225.95,8277.09,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,220,0.00,90993.04,225.88,8279.52,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,230,0.00,90879.66,226.36,8262.67,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,240,0.00,90935.79,225.88,8274.73,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,250,0.00,91229.65,225.28,8299.70,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,260,0.00,91172.84,225.48,8298.43,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,270,0.00,91360.75,224.94,8315.97,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,280,0.00,91179.93,225.75,8292.30,870
wt,wt1,pareto,oltp_ro,psfm,60000000,870,290,0.00,90770.36,226.22,8260.39,870
wt,wt1,pareto,oltp_ro,psfm,60000000,868,300,0.00,90826.70,226.70,8260.61,870
wt,wt1,uniform,oltp,psfm,60000000,1,10,994.04,1366.25,3.69,331.31,1
wt,wt1,uniform,oltp,psfm,60000000,1,20,1024.99,1409.49,3.64,341.70,1
wt,wt1,uniform,oltp,psfm,60000000,1,30,1004.41,1371.61,3.69,334.80,1
wt,wt1,uniform,oltp,psfm,60000000,1,40,986.39,1362.19,3.74,328.80,1
wt,wt1,uniform,oltp,psfm,60000000,1,50,1011.01,1390.71,3.62,337.00,1
wt,wt1,uniform,oltp,psfm,60000000,1,60,1015.19,1388.28,3.64,338.40,1
wt,wt1,uniform,oltp,psfm,60000000,1,70,1017.31,1391.21,3.66,339.10,1
wt,wt1,uniform,oltp,psfm,60000000,1,80,1012.09,1388.59,3.67,337.30,1
wt,wt1,uniform,oltp,psfm,60000000,1,90,1001.51,1369.02,3.71,333.90,1
wt,wt1,uniform,oltp,psfm,60000000,1,100,979.79,1347.89,3.78,326.60,1
wt,wt1,uniform,oltp,psfm,60000000,1,110,1020.31,1400.51,3.60,340.10,1
wt,wt1,uniform,oltp,psfm,60000000,1,120,1071.50,1471.60,3.45,357.10,1
wt,wt1,uniform,oltp,psfm,60000000,1,130,1050.50,1428.10,3.49,350.20,1
wt,wt1,uniform,oltp,psfm,60000000,1,140,1053.49,1442.18,3.48,351.20,1
wt,wt1,uniform,oltp,psfm,60000000,1,150,1037.11,1417.81,3.54,345.70,1
wt,wt1,uniform,oltp,psfm,60000000,1,160,1052.39,1431.28,3.52,350.80,1
wt,wt1,uniform,oltp,psfm,60000000,1,170,1017.91,1388.12,3.58,339.30,1
wt,wt1,uniform,oltp,psfm,60000000,1,180,1037.09,1411.88,3.53,345.70,1
wt,wt1,uniform,oltp,psfm,60000000,1,190,1062.91,1446.42,3.45,354.30,1
wt,wt1,uniform,oltp,psfm,60000000,1,200,1045.80,1432.90,3.51,348.60,1
wt,wt1,uniform,oltp,psfm,60000000,1,210,1075.50,1479.10,3.44,358.50,1
wt,wt1,uniform,oltp,psfm,60000000,1,220,1042.59,1420.19,3.52,347.50,1
wt,wt1,uniform,oltp,psfm,60000000,1,230,1061.01,1451.12,3.48,353.70,1
wt,wt1,uniform,oltp,psfm,60000000,1,240,1085.99,1477.48,3.38,362.00,1
wt,wt1,uniform,oltp,psfm,60000000,1,250,1048.81,1430.52,3.52,349.60,1
wt,wt1,uniform,oltp,psfm,60000000,1,260,1084.20,1494.20,3.39,361.40,1
wt,wt1,uniform,oltp,psfm,60000000,1,270,1081.50,1480.10,3.41,360.50,1
wt,wt1,uniform,oltp,psfm,60000000,1,280,1079.69,1476.38,3.40,359.90,1
wt,wt1,uniform,oltp,psfm,60000000,1,290,1066.51,1461.02,3.46,355.50,1
wt,wt1,uniform,oltp,psfm,60000000,1,300,1033.19,1423.48,3.50,344.40,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,10,0.00,1657.65,3.09,405.31,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,20,0.00,1755.88,2.98,426.60,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,30,0.00,1825.82,2.89,442.60,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,40,0.00,1817.48,2.86,445.50,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,50,0.00,1825.22,2.86,442.90,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,60,0.00,1807.38,2.91,437.40,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,70,0.00,1755.12,2.97,427.21,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,80,0.00,1776.38,2.94,430.80,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,90,0.00,1781.12,2.95,432.70,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,100,0.00,1762.58,2.91,431.80,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,110,0.00,1797.32,2.90,436.20,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,120,0.00,1829.99,2.81,448.30,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,130,0.00,1786.11,2.93,432.60,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,140,0.00,1806.98,2.87,438.70,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,150,0.00,1812.72,2.87,441.70,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,160,0.00,1853.78,2.82,451.50,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,170,0.00,1820.32,2.85,440.30,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,180,0.00,1812.28,2.88,439.20,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,190,0.00,1801.82,2.90,436.20,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,200,0.00,1851.18,2.78,451.90,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,210,0.00,1863.72,2.79,452.90,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,220,0.00,1860.28,2.79,450.59,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,230,0.00,1824.12,2.80,446.11,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,240,0.00,1831.68,2.81,447.70,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,250,0.00,1827.62,2.81,447.80,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,260,0.00,1875.19,2.76,457.90,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,270,0.00,1838.71,2.85,446.40,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,280,0.00,1876.78,2.75,457.59,1
wt,wt1,uniform,oltp_ro,psfm,60000000,1,290,0.00,1871.42,2.76,453.61,1
wt,wt1,uniform,oltp,psfm,60000000,100,10,30839.08,42230.48,14.88,10279.13,100
wt,wt1,uniform,oltp,psfm,60000000,100,20,31279.20,42864.93,14.76,10426.53,100
wt,wt1,uniform,oltp,psfm,60000000,100,30,31500.76,43253.04,14.55,10500.19,100
wt,wt1,uniform,oltp,psfm,60000000,100,40,31531.30,43101.21,14.58,10510.40,100
wt,wt1,uniform,oltp,psfm,60000000,100,50,30796.71,42135.60,15.28,10265.60,100
wt,wt1,uniform,oltp,psfm,60000000,100,60,31832.34,43580.36,14.48,10610.81,100
wt,wt1,uniform,oltp,psfm,60000000,100,70,31932.56,43662.93,14.40,10643.89,100
wt,wt1,uniform,oltp,psfm,60000000,100,80,32069.83,43858.55,14.35,10690.11,100
wt,wt1,uniform,oltp,psfm,60000000,100,90,31584.44,43258.01,14.64,10528.28,100
wt,wt1,uniform,oltp,psfm,60000000,100,100,25623.39,35049.59,18.29,8540.90,100
wt,wt1,uniform,oltp,psfm,60000000,100,110,24693.55,33804.86,19.58,8231.22,100
wt,wt1,uniform,oltp,psfm,60000000,100,120,25711.29,35158.07,18.14,8570.26,100
wt,wt1,uniform,oltp,psfm,60000000,100,130,28574.18,39114.49,16.56,9525.03,100
wt,wt1,uniform,oltp,psfm,60000000,100,140,25353.16,34697.35,19.77,8450.79,100
wt,wt1,uniform,oltp,psfm,60000000,100,150,28039.06,38428.94,16.58,9346.59,100
wt,wt1,uniform,oltp,psfm,60000000,100,160,29002.94,39708.65,15.88,9667.61,100
wt,wt1,uniform,oltp,psfm,60000000,100,170,29153.49,39881.87,15.81,9718.10,100
wt,wt1,uniform,oltp,psfm,60000000,100,180,29124.56,39840.09,15.73,9708.02,100
wt,wt1,uniform,oltp,psfm,60000000,100,190,29149.84,39857.30,15.81,9716.68,100
wt,wt1,uniform,oltp,psfm,60000000,100,200,25081.07,34343.27,18.88,8359.99,100
wt,wt1,uniform,oltp,psfm,60000000,100,210,29541.09,40418.08,16.13,9847.20,100
wt,wt1,uniform,oltp,psfm,60000000,100,220,31875.54,43551.57,14.46,10625.21,100
wt,wt1,uniform,oltp,psfm,60000000,100,230,32434.85,44389.02,14.13,10811.68,100
wt,wt1,uniform,oltp,psfm,60000000,100,240,31055.73,42471.95,15.51,10351.71,100
wt,wt1,uniform,oltp,psfm,60000000,100,250,24272.24,33191.04,19.11,8090.51,100
wt,wt1,uniform,oltp,psfm,60000000,100,260,31042.39,42503.50,15.25,10347.80,100
wt,wt1,uniform,oltp,psfm,60000000,100,270,32382.15,44288.42,14.16,10794.38,100
wt,wt1,uniform,oltp,psfm,60000000,100,280,32283.95,44223.88,14.23,10761.02,100
wt,wt1,uniform,oltp,psfm,60000000,100,290,29107.84,39848.52,16.69,9702.78,100
wt,wt1,uniform,oltp,psfm,60000000,98,300,29107.98,39854.11,16.56,9702.53,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,10,0.00,51608.30,12.96,12574.70,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,20,0.00,52107.41,12.91,12689.00,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,30,0.00,52307.21,12.88,12736.50,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,40,0.00,52309.98,12.90,12730.70,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,50,0.00,52431.72,12.87,12775.40,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,60,0.00,52554.70,12.82,12812.30,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,70,0.00,52628.19,12.86,12816.00,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,80,0.00,52782.19,12.80,12836.70,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,90,0.00,52832.72,12.81,12879.00,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,100,0.00,52824.37,12.82,12860.29,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,110,0.00,52910.49,12.80,12874.70,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,120,0.00,52846.64,12.83,12862.41,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,130,0.00,52855.69,12.80,12872.10,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,140,0.00,52720.41,12.84,12837.10,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,150,0.00,52855.21,12.86,12860.90,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,160,0.00,52762.80,12.85,12855.70,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,170,0.00,52909.19,12.84,12874.90,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,180,0.00,52878.60,12.78,12888.40,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,190,0.00,52770.61,12.84,12859.90,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,200,0.00,52784.11,12.86,12844.50,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,210,0.00,52706.17,12.87,12842.49,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,220,0.00,52809.62,12.84,12866.71,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,230,0.00,52890.58,12.81,12868.70,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,240,0.00,52988.21,12.77,12901.80,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,250,0.00,53075.31,12.75,12905.20,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,260,0.00,52999.76,12.80,12897.09,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,270,0.00,52892.72,12.79,12876.91,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,280,0.00,52810.42,12.83,12870.50,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,290,0.00,53037.30,12.74,12914.70,100
wt,wt1,uniform,oltp_ro,psfm,60000000,100,300,0.00,53159.98,12.73,12936.09,100
wt,wt1,uniform,oltp,psfm,60000000,1000,10,24594.49,33797.58,222.93,8193.10,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,20,23637.88,32378.42,237.68,7877.63,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,30,23698.31,32425.22,236.96,7901.00,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,40,23716.87,32440.36,236.82,7904.69,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,50,23770.22,32541.83,236.12,7923.81,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,60,23810.41,32594.61,235.62,7937.30,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,70,23882.29,32706.49,234.92,7959.70,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,80,23918.11,32759.11,234.85,7973.40,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,90,24040.70,32867.70,233.79,8013.60,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,100,24147.18,33022.27,232.40,8049.19,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,110,24159.82,33075.62,232.54,8053.71,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,120,23453.59,32130.89,234.85,7817.20,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,130,21879.51,29929.22,255.91,7293.00,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,140,21619.39,29614.39,255.30,7205.40,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,150,21976.51,30038.31,254.84,7327.20,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,160,21985.58,30085.98,254.84,7328.69,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,170,21649.50,29650.81,252.11,7215.70,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,180,22010.70,30147.20,251.28,7337.00,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,190,22747.61,31109.71,246.66,7582.90,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,200,22933.39,31406.79,244.38,7643.50,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,210,22905.70,31342.10,244.53,7636.10,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,220,22918.31,31344.27,244.53,7638.77,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,230,22908.28,31340.81,244.68,7636.43,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,240,22872.61,31311.41,245.19,7624.60,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,250,21831.63,29890.40,260.94,7276.58,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,260,21797.40,29820.00,261.80,7265.80,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,270,23900.39,32776.82,234.64,7967.13,1000
wt,wt1,uniform,oltp,psfm,60000000,1000,280,24252.58,33233.67,231.29,8083.69,1000
