engine,memory,filesystem,configuration,distribution,test,workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
rocks,130,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,40,0.00,27912.13,46.95,3284.80,100
rocks,130,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,50,0.00,30826.71,42.60,3626.49,100
rocks,130,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,60,0.00,33825.46,39.08,3979.61,100
rocks,130,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,70,0.00,36805.86,36.15,4331.07,100
rocks,130,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,80,0.00,40336.47,33.13,4745.93,100
rocks,130,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,90,0.00,44192.19,30.55,5198.30,100
rocks,130,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,100,0.00,48458.42,27.91,5701.99,100
rocks,130,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,110,0.00,54034.39,25.07,6355.41,100
rocks,130,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,120,0.00,60540.74,22.40,7122.39,100
rocks,130,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,130,0.00,68151.61,20.11,8018.51,100
rocks,130,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,140,0.00,77759.98,16.42,9149.39,100
rocks,130,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,150,0.00,83789.39,14.79,9854.51,100
rocks,130,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,160,0.00,85406.70,14.35,10052.09,100
rocks,130,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,170,0.00,85658.37,14.33,10076.26,100
rocks,130,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,180,0.00,86291.35,14.23,10149.05,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,10,0.00,32479.07,70.33,2494.97,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,20,0.00,54250.24,42.37,4177.02,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,30,0.00,77499.77,30.40,5966.87,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,40,0.00,100883.02,19.92,7765.93,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,50,0.00,106864.35,15.74,8226.80,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,60,0.00,107640.61,15.37,8290.00,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,70,0.00,107609.58,15.37,8282.70,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,80,0.00,107718.48,15.41,8290.91,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,90,0.00,107726.96,15.43,8292.79,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,100,0.00,107554.23,15.46,8280.91,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,110,0.00,107484.22,15.55,8270.30,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,120,0.00,107606.47,15.51,8281.20,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,130,0.00,105968.08,15.83,8158.39,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,140,0.00,104396.01,16.06,8033.81,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,150,0.00,104140.29,16.16,8014.63,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,160,0.00,103636.39,16.35,7976.52,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,170,0.00,103670.66,16.28,7976.84,100
wt,130,xfs,wt2,pareto,oltp_ro,psfm,60000000,98,180,0.00,103531.08,16.37,7965.28,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,10,0.00,14188.84,88.11,1668.68,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,20,0.00,16645.57,76.73,1963.21,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,30,0.00,18796.98,69.14,2216.57,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,40,0.00,20943.22,62.21,2469.83,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,50,0.00,23252.73,57.89,2742.29,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,60,0.00,25526.29,52.03,3010.71,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,70,0.00,28015.91,47.39,3302.90,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,80,0.00,30683.90,45.32,3619.70,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,90,0.00,33771.78,41.76,3984.30,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,100,0.00,37197.53,37.67,4384.70,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,110,0.00,41447.59,34.97,4890.20,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,120,0.00,46398.99,31.58,5471.50,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,130,0.00,53065.60,27.42,6258.80,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,140,0.00,61547.29,24.27,7256.60,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,150,0.00,73579.41,19.53,8679.70,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,160,0.00,85288.92,15.01,10056.60,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,170,0.00,88319.70,14.09,10417.87,100
wt,130,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,180,0.00,88469.78,14.20,10430.72,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,10,0.00,42810.24,51.96,3289.96,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,20,0.00,70396.89,28.50,5418.33,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,30,0.00,82584.22,20.45,6357.17,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,40,0.00,83767.82,19.76,6448.42,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,50,0.00,84294.87,19.55,6489.40,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,60,0.00,84590.23,19.46,6513.00,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,70,0.00,84478.01,19.46,6503.90,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,80,0.00,84561.00,19.47,6506.80,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,90,0.00,84963.88,19.38,6539.90,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,100,0.00,84638.11,19.81,6513.30,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,110,0.00,84765.10,19.44,6526.10,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,120,0.00,85131.89,19.31,6551.90,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,130,0.00,85013.98,19.37,6542.00,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,140,0.00,85282.14,19.26,6561.40,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,150,0.00,84937.17,19.41,6539.50,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,160,0.00,85340.80,19.34,6567.40,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,170,0.00,85315.83,19.39,6562.39,100
rocks,140,xfs,rocks0,pareto,oltp_ro,psfm,60000000,73,180,0.00,85341.89,19.34,6570.96,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,10,0.00,18254.20,68.42,2142.75,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,20,0.00,21598.45,59.39,2540.02,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,30,0.00,24846.11,52.01,2924.61,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,40,0.00,27904.90,46.96,3282.50,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,50,0.00,30814.59,42.61,3626.00,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,60,0.00,33817.95,39.20,3978.69,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,70,0.00,36835.67,36.17,4334.12,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,80,0.00,40344.39,33.14,4747.60,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,90,0.00,44229.10,30.48,5202.00,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,100,0.00,48455.41,27.96,5702.10,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,110,0.00,54086.11,25.12,6361.60,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,120,0.00,60611.69,22.40,7130.10,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,130,0.00,68619.98,19.93,8074.30,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,140,0.00,78210.44,16.38,9201.69,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,150,0.00,84549.37,14.64,9945.51,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,160,0.00,86962.80,14.07,10232.40,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,170,0.00,87657.92,13.97,10310.90,100
rocks,140,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,180,0.00,87510.80,14.03,10296.10,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,10,0.00,32474.47,70.25,2494.67,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,20,0.00,54252.05,42.56,4176.61,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,30,0.00,77504.16,30.53,5966.88,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,40,0.00,100748.05,19.93,7756.02,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,50,0.00,106620.85,15.81,8208.49,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,60,0.00,106974.55,15.52,8238.41,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,70,0.00,107147.16,15.53,8247.48,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,80,0.00,107196.90,15.52,8250.82,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,90,0.00,107180.66,15.48,8250.90,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,100,0.00,106851.84,15.57,8227.00,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,110,0.00,106801.27,15.56,8217.55,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,120,0.00,107126.59,15.51,8244.15,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,130,0.00,106972.22,15.56,8236.08,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,140,0.00,106710.16,15.70,8211.13,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,150,0.00,105705.37,15.91,8135.90,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,160,0.00,104642.40,16.14,8053.55,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,170,0.00,104583.27,16.16,8046.84,100
wt,140,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,180,0.00,104276.10,16.25,8022.66,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,10,0.00,14183.28,88.24,1667.89,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,20,0.00,16644.02,76.73,1963.40,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,30,0.00,18789.90,69.12,2215.50,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,40,0.00,20946.00,62.30,2471.10,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,50,0.00,23245.68,57.89,2740.69,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,60,0.00,25524.12,52.12,3009.91,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,70,0.00,28002.80,47.46,3301.30,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,80,0.00,30675.67,45.13,3619.40,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,90,0.00,33757.43,41.80,3981.90,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,100,0.00,37194.70,37.69,4385.20,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,110,0.00,41441.98,35.06,4889.20,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,120,0.00,46376.68,31.65,5468.50,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,130,0.00,53041.74,27.49,6255.80,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,140,0.00,61570.89,24.28,7260.50,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,150,0.00,73546.91,19.65,8674.89,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,160,0.00,85253.87,15.06,10053.30,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,170,0.00,88353.07,14.13,10421.42,100
wt,140,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,180,0.00,88408.86,14.33,10423.30,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,10,0.00,42781.42,52.06,3287.87,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,20,0.00,70146.49,28.30,5399.61,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,30,0.00,80919.77,20.72,6227.97,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,40,0.00,81651.78,20.19,6287.32,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,50,0.00,82096.16,20.02,6319.20,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,60,0.00,82468.12,19.92,6349.10,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,70,0.00,82609.23,19.92,6360.59,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,80,0.00,82672.37,19.99,6361.71,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,90,0.00,82653.47,19.89,6359.80,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,100,0.00,82479.32,20.34,6348.30,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,110,0.00,83058.44,19.82,6394.90,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,120,0.00,83058.57,19.77,6393.01,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,130,0.00,82909.79,19.89,6379.00,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,140,0.00,83189.71,19.83,6402.60,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,150,0.00,83204.80,19.80,6403.70,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,160,0.00,83003.02,19.89,6389.30,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,170,0.00,83194.29,19.83,6399.00,100
rocks,150,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,180,0.00,83345.38,19.86,6415.60,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,10,0.00,18256.75,68.56,2143.78,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,20,0.00,21594.32,59.37,2539.50,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,30,0.00,24847.60,52.03,2924.10,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,40,0.00,27913.21,46.95,3284.20,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,50,0.00,30816.01,42.65,3625.29,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,60,0.00,33824.98,39.15,3979.71,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,70,0.00,36845.97,36.26,4336.30,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,80,0.00,40357.94,33.22,4748.20,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,90,0.00,44217.60,30.56,5201.10,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,100,0.00,48500.69,27.91,5706.40,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,110,0.00,54114.90,25.15,6364.90,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,120,0.00,60695.65,22.35,7140.81,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,130,0.00,68383.31,20.11,8046.29,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,140,0.00,78145.72,16.41,9193.90,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,150,0.00,84345.42,14.75,9922.60,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,160,0.00,86505.37,14.17,10178.40,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,170,0.00,87363.45,14.00,10276.64,100
rocks,150,xfs,rocks0,uniform,oltp_ro,psfm,60000000,98,180,0.00,87237.82,14.06,10264.46,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,10,0.00,32463.83,70.48,2493.57,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,20,0.00,54265.69,42.50,4178.11,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,30,0.00,77494.65,30.56,5965.38,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,40,0.00,101403.16,20.22,7806.82,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,50,0.00,109130.78,15.41,8402.02,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,60,0.00,109702.37,15.06,8447.59,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,70,0.00,109775.55,15.06,8449.81,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,80,0.00,109804.49,15.16,8453.00,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,90,0.00,109623.13,15.11,8437.70,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,100,0.00,109332.91,15.22,8417.79,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,110,0.00,109762.35,15.12,8445.00,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,120,0.00,109531.32,15.22,8430.30,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,130,0.00,109618.98,15.27,8440.24,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,140,0.00,109744.08,15.13,8443.76,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,150,0.00,109409.10,15.35,8421.68,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,160,0.00,109226.02,15.30,8405.62,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,170,0.00,108139.80,15.49,8318.89,100
wt,150,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,180,0.00,106536.43,15.78,8199.51,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,10,0.00,14179.78,88.14,1667.19,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,20,0.00,16643.51,76.80,1963.30,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,30,0.00,18787.61,69.16,2215.20,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,40,0.00,20942.30,62.36,2471.00,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,50,0.00,23224.39,57.89,2737.69,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,60,0.00,25522.11,52.14,3010.51,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,70,0.00,28015.27,47.44,3303.20,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,80,0.00,30677.23,45.31,3618.80,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,90,0.00,33754.50,41.74,3981.90,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,100,0.00,37192.90,37.70,4385.20,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,110,0.00,41446.31,34.85,4888.90,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,120,0.00,46371.46,31.69,5467.90,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,130,0.00,53015.91,27.49,6253.30,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,140,0.00,61508.24,24.40,7252.61,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,150,0.00,73502.06,19.84,8669.99,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,160,0.00,86173.46,15.04,10159.91,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,100,170,0.00,88979.79,14.08,10494.80,100
wt,150,xfs,wt2,uniform,oltp_ro,psfm,60000000,96,180,0.00,88839.45,14.20,10477.59,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,10,0.00,42798.47,52.06,3289.07,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,20,0.00,69504.87,28.23,5349.51,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,30,0.00,78397.90,21.28,6035.68,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,40,0.00,78904.53,20.97,6074.02,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,50,0.00,79428.91,20.76,6115.20,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,60,0.00,79568.54,20.76,6124.99,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,70,0.00,79535.48,20.76,6124.21,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,80,0.00,79448.38,20.80,6113.70,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,90,0.00,79710.01,20.74,6133.70,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,100,0.00,79630.09,20.94,6128.80,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,110,0.00,79676.08,21.01,6133.60,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,120,0.00,79675.81,20.72,6134.10,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,130,0.00,79807.45,20.74,6142.00,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,140,0.00,79687.23,20.79,6131.10,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,150,0.00,79700.02,20.82,6132.80,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,160,0.00,79489.23,20.80,6119.89,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,100,170,0.00,79906.88,20.82,6147.41,100
rocks,160,xfs,rocks0,pareto,oltp_ro,psfm,60000000,98,180,0.00,79949.50,20.69,6150.78,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,10,0.00,18243.41,68.60,2142.08,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,20,0.00,21602.23,59.24,2540.10,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,30,0.00,24849.74,51.95,2924.40,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,40,0.00,27908.67,46.96,3283.60,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,50,0.00,30819.09,42.67,3626.39,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,60,0.00,33796.68,39.14,3975.91,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,70,0.00,36820.66,36.16,4332.81,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,80,0.00,40328.80,33.22,4745.10,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,90,0.00,44193.28,30.55,5198.50,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,100,0.00,48464.61,27.96,5702.50,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,110,0.00,54076.22,25.14,6360.80,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,120,0.00,60572.37,22.33,7126.80,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,130,0.00,68318.94,20.11,8038.19,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,140,0.00,77979.08,16.41,9173.31,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,150,0.00,84220.58,14.73,9907.40,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,160,0.00,86577.77,14.15,10187.47,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,100,170,0.00,87316.74,14.06,10271.60,100
rocks,160,xfs,rocks0,uniform,oltp_ro,psfm,60000000,99,180,0.00,87271.51,14.11,10267.50,100
wt,160,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,10,0.00,32469.46,70.37,2493.77,100
wt,160,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,20,0.00,54257.05,42.42,4178.01,100
wt,160,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,30,0.00,77509.22,30.54,5966.67,100
wt,160,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,40,0.00,100274.88,19.90,7720.03,100
wt,160,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,50,0.00,105668.80,15.86,8134.68,100
wt,160,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,60,0.00,106246.82,15.60,8182.70,100
wt,160,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,70,0.00,106404.24,15.62,8189.90,100
wt,160,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,80,0.00,106569.16,15.61,8201.20,100
wt,160,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,90,0.00,106663.78,15.56,8212.40,100
wt,160,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,100,0.00,106620.99,15.59,8208.71,100
wt,160,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,110,0.00,106478.62,15.62,8195.50,100
wt,160,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,120,0.00,106434.50,15.75,8188.90,100
wt,160,xfs,wt2,pareto,oltp_ro,psfm,60000000,100,130,0.00,106334.36,15.79,8186.75,100
