elap_secs	cum_tps	int_tps	cum_ips	int_ips
10	15.68	15.68	0.00	0.00
20	19.63	23.57	0.00	0.00
30	22.01	26.77	0.00	0.00
40	24.10	30.37	0.00	0.00
50	26.75	37.37	0.00	0.00
60	31.63	56.05	0.00	0.00
70	36.40	65.02	0.00	0.00
80	40.66	70.44	0.00	0.00
90	44.65	76.62	0.00	0.00
100	46.44	62.65	0.00	0.00
110	49.20	76.78	0.00	0.00
120	51.44	76.03	0.00	0.00
130	51.48	52.04	0.00	0.00
140	54.09	87.91	0.00	0.00
150	56.72	93.60	0.00	0.00
160	58.70	88.39	0.00	0.00
170	59.60	73.90	0.00	0.00
180	60.32	72.52	0.00	0.00
190	61.18	76.78	0.00	0.00
200	62.39	85.52	0.00	0.00
210	63.17	78.72	0.00	0.00
220	63.77	76.42	0.00	0.00
230	64.18	73.12	0.00	0.00
240	64.79	78.69	0.00	0.00
250	65.63	85.80	0.00	0.00
260	66.35	84.52	0.00	0.00
270	66.97	83.00	0.00	0.00
280	67.63	85.55	0.00	0.00
290	68.17	83.21	0.00	0.00
300	68.78	86.48	0.00	0.00
310	69.26	83.72	0.00	0.00
320	69.67	82.23	0.00	0.00
330	70.14	85.41	0.00	0.00
340	70.50	82.10	0.00	0.00
350	70.97	87.08	0.00	0.00
360	71.35	84.91	0.00	0.00
370	71.66	82.73	0.00	0.00
380	72.02	85.05	0.00	0.00
390	72.33	84.22	0.00	0.00
400	72.64	84.91	0.00	0.00
410	72.90	83.08	0.00	0.00
420	73.12	82.22	0.00	0.00
430	73.43	86.31	0.00	0.00
440	73.69	84.96	0.00	0.00
450	73.85	81.09	0.00	0.00
460	74.03	82.09	0.00	0.00
470	74.22	83.08	0.00	0.00
480	74.52	88.40	0.00	0.00
490	74.87	91.61	0.00	0.00
500	75.15	88.79	0.00	0.00
510	75.48	92.17	0.00	0.00
520	75.72	87.79	0.00	0.00
530	75.87	84.10	0.00	0.00
540	76.05	85.26	0.00	0.00
550	76.26	87.69	0.00	0.00
560	76.37	82.57	0.00	0.00
570	76.59	88.85	0.00	0.00
580	76.75	86.00	0.00	0.00
590	76.93	87.31	0.00	0.00
600	77.11	87.30	0.00	0.00
610	77.27	87.15	0.00	0.00
620	77.47	89.47	0.00	0.00
630	77.70	91.88	0.00	0.00
640	77.87	89.08	0.00	0.00
650	78.04	88.90	0.00	0.00
660	78.22	89.68	0.00	0.00
670	78.38	88.86	0.00	0.00
680	78.54	89.49	0.00	0.00
690	78.71	90.20	0.00	0.00
700	78.78	83.42	0.00	0.00
710	78.90	87.47	0.00	0.00
720	79.00	85.99	0.00	0.00
730	79.19	93.28	0.00	0.00
740	79.38	92.90	0.00	0.00
750	79.53	91.07	0.00	0.00
760	79.63	86.60	0.00	0.00
770	79.73	87.26	0.00	0.00
780	79.83	88.10	0.00	0.00
790	79.94	88.41	0.00	0.00
800	80.07	89.99	0.00	0.00
810	80.19	89.80	0.00	0.00
820	80.28	87.49	0.00	0.00
830	80.39	90.00	0.00	0.00
840	80.43	83.55	0.00	0.00
850	80.46	82.83	0.00	0.00
860	80.37	72.51	0.00	0.00
870	80.34	77.48	0.00	0.00
880	80.04	54.52	0.00	0.00
890	79.78	56.53	0.00	0.00
900	79.69	72.11	0.00	0.00
910	79.62	73.01	0.00	0.00
920	79.60	78.21	0.00	0.00
930	79.63	82.00	0.00	0.00
940	79.61	78.28	0.00	0.00
950	79.66	83.52	0.00	0.00
960	79.73	86.51	0.00	0.00
970	79.81	87.61	0.00	0.00
980	79.92	90.79	0.00	0.00
990	80.02	89.90	0.00	0.00
1000	80.09	86.83	0.00	0.00
1010	80.18	89.11	0.00	0.00
1020	80.29	91.59	0.00	0.00
1030	80.39	90.70	0.00	0.00
1040	80.45	86.78	0.00	0.00
1050	80.55	90.70	0.00	0.00
1060	80.66	91.96	0.00	0.00
1070	80.73	88.41	0.00	0.00
1080	80.84	92.60	0.00	0.00
1090	80.95	92.32	0.00	0.00
1100	81.04	91.80	0.00	0.00
1110	81.15	92.22	0.00	0.00
1120	81.22	89.50	0.00	0.00
1130	81.31	91.35	0.00	0.00
1140	81.38	89.11	0.00	0.00
1150	81.45	89.75	0.00	0.00
1160	81.50	87.27	0.00	0.00
1170	81.59	92.09	0.00	0.00
1180	81.64	86.92	0.00	0.00
1190	81.73	92.15	0.00	0.00
1200	81.82	93.09	0.00	0.00
1210	81.93	94.66	0.00	0.00
1220	82.00	91.06	0.00	0.00
1230	82.09	92.98	0.00	0.00
1240	82.18	92.80	0.00	0.00
1250	82.26	92.31	0.00	0.00
1260	82.33	90.99	0.00	0.00
1270	82.42	94.66	0.00	0.00
1280	82.52	94.12	0.00	0.00
1290	82.59	92.64	0.00	0.00
1300	82.64	89.20	0.00	0.00
1310	82.68	87.96	0.00	0.00
1320	82.77	94.34	0.00	0.00
1330	82.86	93.78	0.00	0.00
1340	82.93	92.71	0.00	0.00
1350	83.01	94.40	0.00	0.00
1360	83.06	89.28	0.00	0.00
1370	83.12	91.49	0.00	0.00
1380	83.18	90.99	0.00	0.00
1390	83.22	88.49	0.00	0.00
1400	83.30	94.50	0.00	0.00
1410	83.35	91.09	0.00	0.00
1420	83.43	94.16	0.00	0.00
1430	83.47	89.28	0.00	0.00
1440	83.53	91.91	0.00	0.00
1450	83.57	89.74	0.00	0.00
1460	83.63	92.12	0.00	0.00
1470	83.68	91.26	0.00	0.00
1480	83.73	91.19	0.00	0.00
1490	83.78	90.57	0.00	0.00
1500	83.85	94.64	0.00	0.00
1510	83.88	88.18	0.00	0.00
1520	83.92	89.60	0.00	0.00
1530	83.96	90.47	0.00	0.00
1540	84.03	94.43	0.00	0.00
1550	84.06	88.80	0.00	0.00
1560	84.13	94.67	0.00	0.00
1570	84.17	90.98	0.00	0.00
1580	84.24	94.32	0.00	0.00
1590	84.27	90.01	0.00	0.00
1600	84.31	91.00	0.00	0.00
1610	84.37	92.81	0.00	0.00
1620	84.40	89.40	0.00	0.00
1630	84.45	93.30	0.00	0.00
1640	84.50	91.57	0.00	0.00
1650	84.56	94.41	0.00	0.00
1660	84.57	87.19	0.00	0.00
1670	84.60	89.84	0.00	0.00
1680	84.64	91.17	0.00	0.00
1690	84.68	90.31	0.00	0.00
1700	84.72	92.14	0.00	0.00
1710	84.77	93.84	0.00	0.00
1720	84.80	89.91	0.00	0.00
1730	84.87	96.19	0.00	0.00
1740	84.88	87.23	0.00	0.00
1750	84.91	88.99	0.00	0.00
1760	84.89	82.14	0.00	0.00
1770	84.87	81.54	0.00	0.00
1780	84.77	66.30	0.00	0.00
1790	84.67	67.81	0.00	0.00
1800	84.63	76.47	0.00	0.00
1810	84.57	74.93	0.00	0.00
1820	84.54	79.10	0.00	0.00
1830	84.56	87.32	0.00	0.00
1840	84.60	92.81	0.00	0.00
1850	84.64	92.41	0.00	0.00
1860	84.69	92.31	0.00	0.00
1870	84.73	93.81	0.00	0.00
1880	84.78	92.32	0.00	0.00
1890	84.79	88.09	0.00	0.00
1900	84.83	91.48	0.00	0.00
1910	84.84	87.80	0.00	0.00
