tot_inserts	elap_secs	cum_ips	int_ips
541000	10	54051.35	54051.35
1063000	20	53020.10	51992.03
1648000	30	54920.52	58746.74
2180000	40	54480.93	53162.79
2752000	50	55015.79	57154.28
3301000	60	54991.00	54867.08
3880000	70	55400.87	57859.50
4418000	80	55192.57	53735.52
4961000	90	55089.17	54262.02
5509000	100	55039.91	54597.99
6054000	110	54986.88	54456.43
6609000	120	55072.25	56021.00
7124000	130	54794.52	51463.98
7696000	140	54963.58	57159.99
8220000	150	54790.14	52363.35
8790000	160	54915.88	56795.54
9317000	170	54783.32	52663.14
9879000	180	54859.87	56160.69
10416000	190	54812.69	53959.00
10973000	200	54855.13	55661.04
11506000	210	54779.00	53257.39
12041000	220	54719.13	53462.58
12592000	230	54733.79	55055.96
13136000	240	54713.04	54237.29
13689000	250	54751.40	55678.61
14205000	260	54628.73	51563.91
14780000	270	54733.44	57454.04
15307000	280	54667.47	52879.79
15874000	290	54736.23	56660.34
16009000	300	53360.49	13490.56
16047000	310	51760.68	3797.34
16477000	320	51485.80	42969.92
17062000	330	51697.23	58459.08
17603000	340	51766.68	54056.75
18178000	350	51929.43	57459.78
18709000	360	51966.99	53286.50
19267000	370	52069.60	55760.97
19823000	380	52160.30	55511.18
20378000	390	52243.78	55411.34
20936000	400	52331.63	55755.40
21478000	410	52373.23	54032.50
22038000	420	52467.93	56377.73
22555000	430	52449.22	51663.84
23135000	440	52574.41	57953.64
23659000	450	52569.71	52363.35
24236000	460	52679.74	57625.09
24764000	470	52680.17	52699.87
25327000	480	52762.27	56645.54
25842000	490	52735.76	51463.98
25924000	500	51844.37	8194.26
26485000	510	51926.99	56055.16
27015000	520	51946.13	52920.62
27566000	530	52004.16	55017.47
28102000	540	52033.03	53562.51
28636000	550	52056.08	53298.73
29185000	560	52115.51	55415.36
29703000	570	52106.78	51619.33
30277000	580	52196.68	57314.03
30610000	590	51875.82	33276.71
31162000	600	51930.52	55155.88
31696000	610	51954.01	53362.65
32000000	620	51605.83	30378.73
32000000	620	51605.75	0.00
