elap_secs	cum_tps	int_tps	cum_ips	int_ips
10	750.90	750.90	0.00	0.00
20	775.44	800.00	0.00	0.00
30	782.02	795.20	0.00	0.00
40	791.35	819.34	0.00	0.00
50	800.97	839.40	0.00	0.00
60	809.40	851.55	0.00	0.00
70	813.85	840.56	0.00	0.00
80	817.13	840.33	0.00	0.00
90	819.48	838.33	0.00	0.00
100	821.51	839.70	0.00	0.00
110	823.41	842.43	0.00	0.00
120	824.69	838.73	0.00	0.00
130	826.20	844.32	0.00	0.00
140	827.78	848.32	0.00	0.00
150	828.77	842.63	0.00	0.00
160	829.66	842.93	0.00	0.00
170	830.55	844.82	0.00	0.00
180	831.09	840.26	0.00	0.00
190	833.47	876.77	0.00	0.00
200	841.16	987.12	0.00	0.00
210	850.27	1032.14	0.00	0.00
220	858.79	1037.18	0.00	0.00
230	866.07	1025.85	0.00	0.00
240	872.24	1015.53	0.00	0.00
250	875.71	958.94	0.00	0.00
260	879.92	984.64	0.00	0.00
270	883.81	985.01	0.00	0.00
280	888.23	1007.49	0.00	0.00
290	891.34	978.32	0.00	0.00
300	896.26	1038.96	0.00	0.00
310	900.80	1036.66	0.00	0.00
320	904.90	1032.16	0.00	0.00
330	909.31	1051.65	0.00	0.00
340	914.08	1071.31	0.00	0.00
350	916.21	988.61	0.00	0.00
360	919.24	1025.07	0.00	0.00
370	922.53	1040.86	0.00	0.00
380	924.51	997.71	0.00	0.00
390	925.84	976.04	0.00	0.00
400	928.67	1039.91	0.00	0.00
410	930.16	989.82	0.00	0.00
420	932.22	1016.57	0.00	0.00
430	934.55	1032.25	0.00	0.00
440	936.94	1039.52	0.00	0.00
450	938.83	1022.79	0.00	0.00
460	940.61	1020.28	0.00	0.00
470	942.69	1038.56	0.00	0.00
480	944.52	1030.16	0.00	0.00
490	946.11	1022.68	0.00	0.00
500	945.87	933.86	0.00	0.00
510	944.32	867.22	0.00	0.00
520	943.25	888.35	0.00	0.00
530	944.31	999.90	0.00	0.00
540	945.69	1019.17	0.00	0.00
550	946.88	1011.09	0.00	0.00
560	948.87	1058.15	0.00	0.00
570	950.29	1029.47	0.00	0.00
580	951.69	1031.49	0.00	0.00
590	952.91	1024.28	0.00	0.00
600	952.63	935.79	0.00	0.00
610	951.91	909.11	0.00	0.00
620	951.47	924.72	0.00	0.00
630	950.63	897.75	0.00	0.00
640	949.69	890.61	0.00	0.00
650	950.05	973.33	0.00	0.00
660	950.77	997.40	0.00	0.00
670	951.00	966.15	0.00	0.00
680	951.26	968.45	0.00	0.00
690	952.33	1025.98	0.00	0.00
700	952.25	946.85	0.00	0.00
710	952.30	955.54	0.00	0.00
720	953.20	1017.18	0.00	0.00
730	954.16	1023.07	0.00	0.00
740	954.98	1014.49	0.00	0.00
750	955.95	1027.97	0.00	0.00
760	957.07	1040.74	0.00	0.00
770	957.70	1005.95	0.00	0.00
780	958.38	1010.98	0.00	0.00
790	959.22	1024.65	0.00	0.00
800	960.07	1026.83	0.00	0.00
810	960.91	1028.23	0.00	0.00
820	961.50	1009.79	0.00	0.00
830	962.17	1017.08	0.00	0.00
840	963.10	1040.00	0.00	0.00
850	963.54	1000.50	0.00	0.00
860	964.44	1040.66	0.00	0.00
870	964.78	993.76	0.00	0.00
