elap_secs	cum_tps	int_tps	cum_ips	int_ips
10	96.23	96.23	0.00	0.00
20	108.01	119.79	0.00	0.00
30	112.03	120.03	0.00	0.00
40	114.97	123.80	0.00	0.00
50	117.35	126.93	0.00	0.00
60	119.15	128.16	0.00	0.00
70	120.57	129.10	0.00	0.00
80	121.87	130.95	0.00	0.00
90	123.11	133.01	0.00	0.00
100	124.07	132.69	0.00	0.00
110	124.90	133.25	0.00	0.00
120	125.61	133.38	0.00	0.00
130	126.27	134.31	0.00	0.00
140	126.87	134.66	0.00	0.00
150	127.55	137.13	0.00	0.00
160	128.15	137.10	0.00	0.00
170	128.42	132.76	0.00	0.00
180	128.84	135.87	0.00	0.00
190	129.35	138.57	0.00	0.00
200	129.65	135.40	0.00	0.00
210	129.95	135.89	0.00	0.00
220	130.35	138.89	0.00	0.00
230	130.75	139.34	0.00	0.00
240	131.10	139.27	0.00	0.00
250	131.38	138.09	0.00	0.00
260	131.71	139.99	0.00	0.00
270	132.01	139.69	0.00	0.00
280	132.28	139.74	0.00	0.00
290	132.53	139.33	0.00	0.00
300	132.74	139.09	0.00	0.00
310	132.95	139.17	0.00	0.00
320	133.13	138.78	0.00	0.00
330	133.40	141.89	0.00	0.00
340	133.62	141.09	0.00	0.00
350	133.80	139.65	0.00	0.00
360	133.97	140.17	0.00	0.00
370	134.08	137.93	0.00	0.00
380	134.20	138.53	0.00	0.00
390	134.35	140.25	0.00	0.00
400	134.54	141.97	0.00	0.00
410	134.75	142.99	0.00	0.00
420	134.91	141.29	0.00	0.00
430	135.04	140.89	0.00	0.00
440	135.20	141.84	0.00	0.00
450	135.33	141.13	0.00	0.00
460	135.44	140.49	0.00	0.00
470	135.55	140.59	0.00	0.00
480	135.67	141.37	0.00	0.00
490	135.75	139.65	0.00	0.00
500	135.82	139.19	0.00	0.00
510	135.92	140.49	0.00	0.00
520	135.96	138.01	0.00	0.00
530	136.07	142.14	0.00	0.00
540	136.11	137.94	0.00	0.00
550	136.19	140.79	0.00	0.00
560	136.29	141.53	0.00	0.00
570	136.37	141.09	0.00	0.00
580	136.46	141.29	0.00	0.00
590	136.54	141.52	0.00	0.00
600	136.61	140.59	0.00	0.00
610	136.69	141.29	0.00	0.00
620	136.75	140.69	0.00	0.00
630	136.81	140.27	0.00	0.00
640	136.87	141.10	0.00	0.00
650	136.94	141.25	0.00	0.00
660	137.01	141.29	0.00	0.00
670	137.08	142.09	0.00	0.00
680	137.14	140.86	0.00	0.00
690	137.22	142.79	0.00	0.00
700	137.26	140.22	0.00	0.00
710	137.33	141.91	0.00	0.00
720	137.38	140.93	0.00	0.00
730	137.41	139.92	0.00	0.00
740	137.46	140.59	0.00	0.00
750	137.50	140.69	0.00	0.00
760	137.55	141.71	0.00	0.00
770	137.60	140.86	0.00	0.00
780	137.64	141.22	0.00	0.00
790	137.69	141.50	0.00	0.00
800	137.74	141.18	0.00	0.00
810	137.75	139.19	0.00	0.00
820	137.81	142.49	0.00	0.00
830	137.87	142.57	0.00	0.00
840	137.90	140.79	0.00	0.00
850	137.95	141.87	0.00	0.00
860	137.99	141.70	0.00	0.00
870	138.03	141.16	0.00	0.00
880	138.07	141.16	0.00	0.00
890	138.10	141.29	0.00	0.00
900	138.13	140.19	0.00	0.00
910	138.16	141.49	0.00	0.00
920	138.20	141.39	0.00	0.00
930	138.21	139.47	0.00	0.00
940	138.24	140.96	0.00	0.00
950	138.27	141.19	0.00	0.00
960	138.31	142.02	0.00	0.00
970	138.33	140.39	0.00	0.00
980	138.36	141.31	0.00	0.00
990	138.40	142.19	0.00	0.00
1000	138.43	141.70	0.00	0.00
1010	138.47	141.80	0.00	0.00
1020	138.50	141.89	0.00	0.00
1030	138.53	141.19	0.00	0.00
1040	138.59	144.90	0.00	0.00
1050	138.64	143.53	0.00	0.00
1060	138.66	141.46	0.00	0.00
1070	138.69	142.21	0.00	0.00
1080	138.70	139.74	0.00	0.00
1090	138.73	141.89	0.00	0.00
1100	138.79	145.20	0.00	0.00
1110	138.82	142.34	0.00	0.00
1120	138.85	141.99	0.00	0.00
1130	138.92	145.99	0.00	0.00
1140	138.96	143.48	0.00	0.00
1150	138.99	143.10	0.00	0.00
1160	139.02	141.94	0.00	0.00
1170	139.07	145.28	0.00	0.00
1180	139.10	142.40	0.00	0.00
1190	139.13	142.44	0.00	0.00
1200	139.15	141.43	0.00	0.00
1210	139.20	145.20	0.00	0.00
1220	139.24	144.01	0.00	0.00
1230	139.28	144.97	0.00	0.00
1240	139.33	145.60	0.00	0.00
1250	139.36	142.44	0.00	0.00
1260	139.41	145.40	0.00	0.00
1270	139.44	143.60	0.00	0.00
1280	139.45	140.49	0.00	0.00
1290	139.46	141.59	0.00	0.00
1300	139.48	141.52	0.00	0.00
1310	139.52	145.12	0.00	0.00
1320	139.54	141.50	0.00	0.00
1330	139.56	141.89	0.00	0.00
1340	139.57	141.69	0.00	0.00
1350	139.61	145.26	0.00	0.00
1360	139.63	141.55	0.00	0.00
1370	139.65	142.39	0.00	0.00
1380	139.66	141.80	0.00	0.00
1390	139.69	142.99	0.00	0.00
1400	139.72	143.63	0.00	0.00
1410	139.73	142.02	0.00	0.00
1420	139.74	141.60	0.00	0.00
1430	139.77	143.74	0.00	0.00
1440	139.80	144.18	0.00	0.00
1450	139.80	139.69	0.00	0.00
1460	139.84	145.15	0.00	0.00
1470	139.85	141.62	0.00	0.00
1480	139.87	142.89	0.00	0.00
1490	139.90	143.36	0.00	0.00
1500	139.92	143.00	0.00	0.00
1510	139.92	140.75	0.00	0.00
1520	139.93	141.75	0.00	0.00
1530	139.95	141.99	0.00	0.00
1540	139.96	141.25	0.00	0.00
1550	139.96	140.27	0.00	0.00
1560	139.97	142.29	0.00	0.00
1570	139.98	141.69	0.00	0.00
1580	139.99	140.78	0.00	0.00
1590	140.00	141.97	0.00	0.00
1600	140.01	141.23	0.00	0.00
1610	140.04	144.98	0.00	0.00
1620	140.05	142.33	0.00	0.00
1630	140.05	140.25	0.00	0.00
1640	140.09	145.71	0.00	0.00
1650	140.08	138.50	0.00	0.00
1660	140.09	141.09	0.00	0.00
1670	140.11	143.31	0.00	0.00
1680	140.13	143.60	0.00	0.00
1690	140.14	141.92	0.00	0.00
1700	140.14	140.79	0.00	0.00
1710	140.17	144.58	0.00	0.00
1720	140.18	142.37	0.00	0.00
1730	140.21	145.08	0.00	0.00
1740	140.21	141.40	0.00	0.00
1750	140.22	141.80	0.00	0.00
1760	140.23	142.18	0.00	0.00
1770	140.24	140.80	0.00	0.00
