elap_secs	cum_tps	int_tps	cum_ips	int_ips
10	204.24	204.24	0.00	0.00
20	222.79	241.38	0.00	0.00
30	232.22	251.10	0.00	0.00
40	237.75	254.37	0.00	0.00
50	242.06	259.27	0.00	0.00
60	245.44	262.45	0.00	0.00
70	248.48	266.76	0.00	0.00
80	250.85	267.39	0.00	0.00
90	252.83	268.69	0.00	0.00
100	254.66	271.30	0.00	0.00
110	256.19	271.35	0.00	0.00
120	257.52	272.08	0.00	0.00
130	258.76	273.63	0.00	0.00
140	259.85	274.22	0.00	0.00
150	260.82	274.45	0.00	0.00
160	261.73	275.33	0.00	0.00
170	262.61	276.58	0.00	0.00
180	263.34	275.80	0.00	0.00
190	263.97	275.41	0.00	0.00
200	264.60	276.48	0.00	0.00
210	265.13	275.67	0.00	0.00
220	265.65	276.67	0.00	0.00
230	266.16	277.30	0.00	0.00
240	266.60	276.91	0.00	0.00
250	267.16	280.48	0.00	0.00
260	267.51	276.15	0.00	0.00
270	267.91	278.46	0.00	0.00
280	268.20	275.90	0.00	0.00
290	268.49	276.63	0.00	0.00
300	268.79	277.58	0.00	0.00
310	269.03	276.18	0.00	0.00
320	269.27	276.65	0.00	0.00
330	269.51	277.18	0.00	0.00
340	269.72	276.84	0.00	0.00
350	269.86	274.45	0.00	0.00
360	270.04	276.43	0.00	0.00
370	270.28	278.73	0.00	0.00
380	270.45	277.09	0.00	0.00
390	270.64	277.78	0.00	0.00
400	270.82	277.74	0.00	0.00
410	270.96	276.38	0.00	0.00
420	271.10	277.18	0.00	0.00
430	271.34	281.32	0.00	0.00
440	271.44	275.76	0.00	0.00
450	271.57	277.02	0.00	0.00
460	271.65	275.25	0.00	0.00
470	271.73	275.48	0.00	0.00
480	271.86	278.00	0.00	0.00
490	271.94	275.88	0.00	0.00
500	271.99	274.25	0.00	0.00
510	272.04	274.85	0.00	0.00
520	272.15	277.78	0.00	0.00
530	272.18	273.70	0.00	0.00
540	272.27	276.82	0.00	0.00
550	272.38	278.18	0.00	0.00
560	272.46	277.05	0.00	0.00
570	272.51	275.52	0.00	0.00
580	272.61	277.99	0.00	0.00
590	272.66	275.51	0.00	0.00
600	272.77	279.30	0.00	0.00
610	272.81	275.58	0.00	0.00
620	272.91	279.16	0.00	0.00
630	272.94	274.52	0.00	0.00
640	273.01	277.31	0.00	0.00
650	273.09	278.17	0.00	0.00
660	273.17	278.58	0.00	0.00
670	273.18	273.61	0.00	0.00
680	273.23	276.50	0.00	0.00
690	273.28	276.75	0.00	0.00
700	273.32	276.02	0.00	0.00
710	273.42	280.86	0.00	0.00
720	273.46	276.39	0.00	0.00
730	273.51	276.90	0.00	0.00
740	273.56	276.96	0.00	0.00
750	273.61	277.12	0.00	0.00
760	273.68	279.61	0.00	0.00
770	273.74	277.65	0.00	0.00
780	273.73	273.57	0.00	0.00
790	273.74	274.14	0.00	0.00
800	273.78	277.05	0.00	0.00
810	273.82	277.08	0.00	0.00
820	273.88	278.88	0.00	0.00
830	273.92	276.85	0.00	0.00
840	273.95	276.88	0.00	0.00
850	274.02	279.60	0.00	0.00
860	274.06	277.28	0.00	0.00
870	274.11	278.89	0.00	0.00
880	274.13	275.28	0.00	0.00
890	274.14	275.35	0.00	0.00
900	274.19	278.32	0.00	0.00
910	274.24	279.30	0.00	0.00
920	274.24	274.25	0.00	0.00
930	274.27	276.32	0.00	0.00
940	274.29	276.54	0.00	0.00
950	274.31	275.79	0.00	0.00
960	274.34	277.08	0.00	0.00
970	274.36	276.38	0.00	0.00
980	274.39	277.96	0.00	0.00
990	274.41	275.68	0.00	0.00
1000	274.42	275.42	0.00	0.00
1010	274.43	276.29	0.00	0.00
1020	274.47	277.63	0.00	0.00
1030	274.48	276.34	0.00	0.00
1040	274.49	275.06	0.00	0.00
1050	274.52	277.71	0.00	0.00
1060	274.54	276.18	0.00	0.00
1070	274.55	275.78	0.00	0.00
1080	274.56	276.01	0.00	0.00
1090	274.59	277.48	0.00	0.00
1100	274.63	279.11	0.00	0.00
1110	274.68	279.82	0.00	0.00
1120	274.70	277.47	0.00	0.00
1130	274.73	277.98	0.00	0.00
1140	274.75	276.95	0.00	0.00
1150	274.78	278.38	0.00	0.00
1160	274.82	279.30	0.00	0.00
1170	274.85	278.59	0.00	0.00
1180	274.86	275.76	0.00	0.00
1190	274.87	276.11	0.00	0.00
1200	274.88	276.35	0.00	0.00
1210	274.89	275.35	0.00	0.00
1220	274.91	277.28	0.00	0.00
1230	274.92	276.98	0.00	0.00
1240	274.94	276.98	0.00	0.00
1250	274.94	274.98	0.00	0.00
1260	274.96	277.35	0.00	0.00
1270	274.96	274.94	0.00	0.00
1280	274.96	275.17	0.00	0.00
1290	274.95	273.64	0.00	0.00
1300	274.99	279.90	0.00	0.00
1310	275.00	276.02	0.00	0.00
1320	275.00	275.31	0.00	0.00
1330	275.01	276.70	0.00	0.00
1340	275.02	276.24	0.00	0.00
1350	275.03	275.97	0.00	0.00
1360	275.04	277.20	0.00	0.00
1370	275.04	275.19	0.00	0.00
1380	275.05	275.88	0.00	0.00
1390	275.05	275.68	0.00	0.00
1400	275.06	276.41	0.00	0.00
1410	275.08	277.92	0.00	0.00
1420	275.09	275.68	0.00	0.00
1430	275.11	277.99	0.00	0.00
1440	275.12	275.95	0.00	0.00
1450	275.13	277.08	0.00	0.00
1460	275.15	277.93	0.00	0.00
1470	275.17	279.10	0.00	0.00
1480	275.21	279.88	0.00	0.00
1490	275.22	277.15	0.00	0.00
1500	275.25	280.38	0.00	0.00
1510	275.27	277.78	0.00	0.00
1520	275.27	274.78	0.00	0.00
1530	275.26	273.78	0.00	0.00
1540	275.27	276.53	0.00	0.00
1550	275.29	279.36	0.00	0.00
1560	275.32	279.78	0.00	0.00
1570	275.33	276.31	0.00	0.00
1580	275.35	278.28	0.00	0.00
1590	275.36	278.21	0.00	0.00
1600	275.37	275.73	0.00	0.00
1610	275.37	276.41	0.00	0.00
1620	275.37	275.33	0.00	0.00
1630	275.37	274.38	0.00	0.00
1640	275.37	275.51	0.00	0.00
1650	275.38	277.48	0.00	0.00
1660	275.39	277.51	0.00	0.00
1670	275.41	278.38	0.00	0.00
1680	275.42	277.00	0.00	0.00
1690	275.43	276.93	0.00	0.00
1700	275.42	274.22	0.00	0.00
1710	275.42	275.49	0.00	0.00
1720	275.43	276.56	0.00	0.00
1730	275.43	275.56	0.00	0.00
1740	275.43	276.28	0.00	0.00
1750	275.44	277.19	0.00	0.00
1760	275.46	277.53	0.00	0.00
1770	275.47	278.01	0.00	0.00
1780	275.48	276.18	0.00	0.00
1790	275.48	276.40	0.00	0.00
1800	275.48	275.28	0.00	0.00
