elap_secs	cum_tps	int_tps	cum_ips	int_ips
10	303.11	303.11	0.00	0.00
20	325.48	347.85	0.00	0.00
30	337.92	362.81	0.00	0.00
40	345.24	367.21	0.00	0.00
50	350.53	371.70	0.00	0.00
60	354.61	375.00	0.00	0.00
70	357.38	374.00	0.00	0.00
80	359.64	375.44	0.00	0.00
90	361.30	374.61	0.00	0.00
100	362.49	373.33	0.00	0.00
110	363.02	368.29	0.00	0.00
120	363.86	373.02	0.00	0.00
130	364.69	374.70	0.00	0.00
140	365.45	375.30	0.00	0.00
150	366.09	375.10	0.00	0.00
160	366.67	375.30	0.00	0.00
170	367.01	372.54	0.00	0.00
180	367.46	375.05	0.00	0.00
190	367.64	370.92	0.00	0.00
200	367.80	370.77	0.00	0.00
210	367.80	367.97	0.00	0.00
220	367.15	353.38	0.00	0.00
230	367.18	367.97	0.00	0.00
240	367.30	369.87	0.00	0.00
250	367.23	365.66	0.00	0.00
260	363.03	258.17	0.00	0.00
270	362.54	349.62	0.00	0.00
280	363.40	386.85	0.00	0.00
290	364.00	380.80	0.00	0.00
300	364.30	373.00	0.00	0.00
310	364.75	377.96	0.00	0.00
320	365.44	386.89	0.00	0.00
330	366.23	391.65	0.00	0.00
340	367.21	399.44	0.00	0.00
350	368.16	400.56	0.00	0.00
360	369.05	400.48	0.00	0.00
370	369.89	400.04	0.00	0.00
380	370.67	399.54	0.00	0.00
390	371.30	395.22	0.00	0.00
400	372.04	400.90	0.00	0.00
410	372.72	399.82	0.00	0.00
420	373.27	395.71	0.00	0.00
430	373.34	376.28	0.00	0.00
440	374.00	402.38	0.00	0.00
450	374.48	395.54	0.00	0.00
460	374.92	394.88	0.00	0.00
470	375.36	395.66	0.00	0.00
480	375.74	393.39	0.00	0.00
490	376.10	393.25	0.00	0.00
500	376.38	390.68	0.00	0.00
510	376.59	386.67	0.00	0.00
520	376.85	390.29	0.00	0.00
530	377.03	386.37	0.00	0.00
540	377.29	390.96	0.00	0.00
550	377.45	386.02	0.00	0.00
560	377.61	386.59	0.00	0.00
570	377.73	384.61	0.00	0.00
580	377.89	387.21	0.00	0.00
590	378.05	387.05	0.00	0.00
600	378.14	383.20	0.00	0.00
610	378.20	382.16	0.00	0.00
620	378.26	381.89	0.00	0.00
630	378.02	363.27	0.00	0.00
640	378.11	383.65	0.00	0.00
650	378.18	382.49	0.00	0.00
660	378.21	380.28	0.00	0.00
670	378.22	379.02	0.00	0.00
680	378.24	379.40	0.00	0.00
690	378.24	378.36	0.00	0.00
700	378.22	376.56	0.00	0.00
710	378.19	376.46	0.00	0.00
720	378.10	371.78	0.00	0.00
730	378.04	373.66	0.00	0.00
740	377.96	371.70	0.00	0.00
750	377.87	371.62	0.00	0.00
760	377.83	374.37	0.00	0.00
770	377.75	372.26	0.00	0.00
780	377.70	373.30	0.00	0.00
790	377.62	371.47	0.00	0.00
800	377.50	368.01	0.00	0.00
810	377.41	370.57	0.00	0.00
820	377.33	370.80	0.00	0.00
830	377.21	367.27	0.00	0.00
840	376.84	346.02	0.00	0.00
850	376.74	368.47	0.00	0.00
860	376.63	367.51	0.00	0.00
870	376.55	368.96	0.00	0.00
880	376.44	367.61	0.00	0.00
890	376.30	363.77	0.00	0.00
900	376.14	362.01	0.00	0.00
910	375.99	362.67	0.00	0.00
920	375.83	361.24	0.00	0.00
930	375.67	360.24	0.00	0.00
940	375.48	358.23	0.00	0.00
950	375.32	360.61	0.00	0.00
960	375.18	361.74	0.00	0.00
970	375.01	358.51	0.00	0.00
980	374.85	359.30	0.00	0.00
990	374.68	357.48	0.00	0.00
1000	374.46	353.14	0.00	0.00
1010	374.28	356.81	0.00	0.00
1020	374.11	356.54	0.00	0.00
1030	373.89	351.82	0.00	0.00
1040	373.72	356.28	0.00	0.00
1050	373.55	355.12	0.00	0.00
1060	373.21	338.10	0.00	0.00
1070	373.07	358.48	0.00	0.00
1080	372.88	352.34	0.00	0.00
1090	372.64	346.19	0.00	0.00
1100	372.68	377.50	0.00	0.00
1110	372.78	383.59	0.00	0.00
1120	372.83	378.51	0.00	0.00
1130	372.77	365.51	0.00	0.00
1140	372.82	378.74	0.00	0.00
1150	372.92	383.75	0.00	0.00
1160	373.01	383.67	0.00	0.00
1170	373.11	384.55	0.00	0.00
1180	373.29	395.08	0.00	0.00
1190	373.42	388.86	0.00	0.00
1200	373.56	390.09	0.00	0.00
1210	373.66	385.55	0.00	0.00
1220	373.85	395.96	0.00	0.00
1230	373.98	390.69	0.00	0.00
1240	374.09	387.56	0.00	0.00
1250	374.22	390.09	0.00	0.00
1260	374.31	385.29	0.00	0.00
1270	374.34	378.20	0.00	0.00
1280	374.47	390.95	0.00	0.00
1290	374.53	382.94	0.00	0.00
1300	374.61	384.87	0.00	0.00
1310	374.71	387.59	0.00	0.00
1320	374.81	387.15	0.00	0.00
1330	374.89	385.59	0.00	0.00
1340	374.94	382.46	0.00	0.00
1350	374.99	381.69	0.00	0.00
1360	375.03	380.46	0.00	0.00
1370	375.06	378.30	0.00	0.00
1380	375.06	375.46	0.00	0.00
1390	375.04	372.02	0.00	0.00
1400	375.04	375.22	0.00	0.00
1410	375.05	376.16	0.00	0.00
1420	375.04	373.44	0.00	0.00
1430	375.02	373.16	0.00	0.00
1440	375.01	372.60	0.00	0.00
1450	375.01	375.50	0.00	0.00
1460	375.00	373.35	0.00	0.00
1470	374.90	360.58	0.00	0.00
1480	374.87	370.00	0.00	0.00
1490	374.87	375.10	0.00	0.00
1500	374.88	376.76	0.00	0.00
1510	374.90	377.88	0.00	0.00
1520	374.85	367.24	0.00	0.00
1530	374.80	367.75	0.00	0.00
1540	374.74	365.57	0.00	0.00
1550	374.71	368.90	0.00	0.00
1560	374.65	365.16	0.00	0.00
1570	374.58	363.91	0.00	0.00
1580	374.49	360.91	0.00	0.00
1590	374.43	364.07	0.00	0.00
1600	374.34	360.01	0.00	0.00
1610	374.25	360.71	0.00	0.00
1620	374.15	357.81	0.00	0.00
1630	374.06	360.21	0.00	0.00
1640	373.97	358.81	0.00	0.00
1650	373.86	356.12	0.00	0.00
1660	373.78	359.45	0.00	0.00
1670	373.68	358.21	0.00	0.00
1680	373.58	356.82	0.00	0.00
1690	373.40	343.23	0.00	0.00
1700	373.34	362.37	0.00	0.00
1710	373.27	361.03	0.00	0.00
1720	373.18	358.21	0.00	0.00
1730	373.09	357.25	0.00	0.00
1740	373.00	358.70	0.00	0.00
1750	372.90	354.67	0.00	0.00
1760	372.79	354.42	0.00	0.00
1770	372.68	353.25	0.00	0.00
1780	372.57	353.42	0.00	0.00
1790	372.46	351.92	0.00	0.00
1800	372.35	352.12	0.00	0.00
