elap_secs	cum_tps	int_tps	cum_ips	int_ips
10	52.14	52.14	0.00	0.00
20	61.73	71.31	0.00	0.00
30	68.42	81.82	0.00	0.00
40	74.29	91.90	0.00	0.00
50	79.21	98.90	0.00	0.00
60	82.70	100.16	0.00	0.00
70	85.59	102.91	0.00	0.00
80	88.67	110.21	0.00	0.00
90	91.28	112.19	0.00	0.00
100	93.54	114.13	0.00	0.00
110	95.78	118.09	0.00	0.00
120	97.42	115.48	0.00	0.00
130	98.95	117.31	0.00	0.00
140	100.17	116.00	0.00	0.00
150	101.46	119.58	0.00	0.00
160	102.53	118.47	0.00	0.00
170	103.49	118.89	0.00	0.00
180	104.49	121.50	0.00	0.00
190	105.41	121.99	0.00	0.00
200	106.12	119.50	0.00	0.00
210	106.73	119.08	0.00	0.00
220	107.54	124.50	0.00	0.00
230	108.03	118.88	0.00	0.00
240	108.61	121.79	0.00	0.00
250	109.13	121.79	0.00	0.00
260	109.80	126.49	0.00	0.00
270	110.36	125.00	0.00	0.00
280	110.77	121.77	0.00	0.00
290	111.19	122.80	0.00	0.00
300	111.61	123.90	0.00	0.00
310	112.02	124.30	0.00	0.00
320	112.46	126.05	0.00	0.00
330	112.77	122.98	0.00	0.00
340	113.18	126.69	0.00	0.00
350	113.50	124.40	0.00	0.00
360	113.82	124.79	0.00	0.00
370	114.13	125.40	0.00	0.00
380	114.35	122.50	0.00	0.00
390	114.49	119.66	0.00	0.00
400	114.71	123.55	0.00	0.00
410	114.89	121.90	0.00	0.00
420	115.02	120.16	0.00	0.00
430	115.16	121.10	0.00	0.00
440	115.31	122.09	0.00	0.00
450	115.46	121.70	0.00	0.00
460	115.57	120.58	0.00	0.00
470	115.68	120.89	0.00	0.00
480	115.82	122.29	0.00	0.00
490	115.93	121.40	0.00	0.00
500	116.00	119.47	0.00	0.00
510	116.13	122.29	0.00	0.00
520	116.18	118.90	0.00	0.00
530	116.25	119.87	0.00	0.00
540	116.30	118.88	0.00	0.00
550	116.40	121.80	0.00	0.00
560	116.51	122.69	0.00	0.00
570	116.59	120.89	0.00	0.00
580	116.64	119.80	0.00	0.00
590	116.71	120.39	0.00	0.00
600	116.76	119.78	0.00	0.00
610	116.83	121.00	0.00	0.00
620	116.87	119.40	0.00	0.00
630	116.97	123.49	0.00	0.00
640	117.00	118.31	0.00	0.00
650	117.06	121.22	0.00	0.00
660	117.10	119.89	0.00	0.00
670	117.13	118.68	0.00	0.00
