sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 10 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Threads started!

[  10s] threads: 16, tps: 133.40, reads: 1886.62, writes: 536.11, response time: 218.11ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 134.80, reads: 1887.40, writes: 540.30, response time: 209.35ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 133.60, reads: 1865.60, writes: 532.60, response time: 205.13ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 16, tps: 138.00, reads: 1930.80, writes: 550.40, response time: 193.84ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 16, tps: 136.30, reads: 1909.10, writes: 545.00, response time: 215.26ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 16, tps: 137.10, reads: 1919.80, writes: 549.40, response time: 205.74ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 16, tps: 132.60, reads: 1859.60, writes: 531.90, response time: 204.94ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 16, tps: 133.70, reads: 1868.40, writes: 533.90, response time: 218.30ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 16, tps: 137.10, reads: 1918.30, writes: 547.90, response time: 200.27ms (95%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 16, tps: 133.20, reads: 1872.60, writes: 535.90, response time: 204.58ms (95%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 16, tps: 137.00, reads: 1914.59, writes: 547.40, response time: 213.01ms (95%), errors: 0.00, reconnects:  0.00
[ 120s] threads: 16, tps: 135.00, reads: 1891.20, writes: 539.60, response time: 206.54ms (95%), errors: 0.00, reconnects:  0.00
[ 130s] threads: 16, tps: 134.00, reads: 1872.80, writes: 534.40, response time: 208.41ms (95%), errors: 0.00, reconnects:  0.00
[ 140s] threads: 16, tps: 135.10, reads: 1893.90, writes: 540.80, response time: 212.44ms (95%), errors: 0.00, reconnects:  0.00
[ 150s] threads: 16, tps: 136.50, reads: 1912.90, writes: 548.10, response time: 204.02ms (95%), errors: 0.00, reconnects:  0.00
[ 160s] threads: 16, tps: 133.70, reads: 1872.99, writes: 534.80, response time: 206.98ms (95%), errors: 0.00, reconnects:  0.00
[ 170s] threads: 16, tps: 132.20, reads: 1851.81, writes: 530.00, response time: 221.46ms (95%), errors: 0.00, reconnects:  0.00
[ 180s] threads: 16, tps: 137.80, reads: 1918.90, writes: 546.10, response time: 210.48ms (95%), errors: 0.00, reconnects:  0.00
[ 190s] threads: 16, tps: 134.10, reads: 1880.70, writes: 538.80, response time: 214.42ms (95%), errors: 0.00, reconnects:  0.00
[ 200s] threads: 16, tps: 137.80, reads: 1932.50, writes: 551.40, response time: 206.85ms (95%), errors: 0.00, reconnects:  0.00
[ 210s] threads: 16, tps: 136.00, reads: 1902.40, writes: 543.80, response time: 212.25ms (95%), errors: 0.00, reconnects:  0.00
[ 220s] threads: 16, tps: 137.50, reads: 1926.10, writes: 550.80, response time: 201.30ms (95%), errors: 0.00, reconnects:  0.00
[ 230s] threads: 16, tps: 136.30, reads: 1909.41, writes: 546.80, response time: 205.74ms (95%), errors: 0.00, reconnects:  0.00
[ 240s] threads: 16, tps: 134.30, reads: 1874.10, writes: 534.40, response time: 218.76ms (95%), errors: 0.00, reconnects:  0.00
[ 250s] threads: 16, tps: 137.50, reads: 1927.69, writes: 547.90, response time: 201.42ms (95%), errors: 0.00, reconnects:  0.00
[ 260s] threads: 16, tps: 133.80, reads: 1874.31, writes: 537.80, response time: 217.85ms (95%), errors: 0.00, reconnects:  0.00
[ 270s] threads: 16, tps: 135.40, reads: 1897.90, writes: 541.30, response time: 200.15ms (95%), errors: 0.00, reconnects:  0.00
[ 280s] threads: 16, tps: 136.20, reads: 1908.60, writes: 544.40, response time: 203.17ms (95%), errors: 0.00, reconnects:  0.00
[ 290s] threads: 16, tps: 137.70, reads: 1923.40, writes: 551.60, response time: 208.66ms (95%), errors: 0.00, reconnects:  0.00
[ 300s] threads: 16, tps: 137.60, reads: 1922.80, writes: 547.60, response time: 198.25ms (95%), errors: 0.00, reconnects:  0.00
[ 310s] threads: 16, tps: 135.80, reads: 1904.90, writes: 543.80, response time: 204.64ms (95%), errors: 0.00, reconnects:  0.00
[ 320s] threads: 16, tps: 134.30, reads: 1882.30, writes: 539.10, response time: 209.16ms (95%), errors: 0.00, reconnects:  0.00
[ 330s] threads: 16, tps: 135.50, reads: 1899.40, writes: 543.70, response time: 200.09ms (95%), errors: 0.00, reconnects:  0.00
[ 340s] threads: 16, tps: 138.10, reads: 1927.60, writes: 550.00, response time: 212.18ms (95%), errors: 0.00, reconnects:  0.00
[ 350s] threads: 16, tps: 134.90, reads: 1886.10, writes: 539.10, response time: 214.03ms (95%), errors: 0.00, reconnects:  0.00
[ 360s] threads: 16, tps: 139.50, reads: 1960.10, writes: 557.10, response time: 194.54ms (95%), errors: 0.00, reconnects:  0.00
[ 370s] threads: 16, tps: 139.30, reads: 1944.60, writes: 556.80, response time: 205.00ms (95%), errors: 0.00, reconnects:  0.00
[ 380s] threads: 16, tps: 132.80, reads: 1858.30, writes: 532.00, response time: 210.85ms (95%), errors: 0.00, reconnects:  0.00
[ 390s] threads: 16, tps: 138.60, reads: 1941.80, writes: 554.30, response time: 202.38ms (95%), errors: 0.00, reconnects:  0.00
[ 400s] threads: 16, tps: 136.50, reads: 1911.90, writes: 547.30, response time: 208.35ms (95%), errors: 0.00, reconnects:  0.00
[ 410s] threads: 16, tps: 135.70, reads: 1901.50, writes: 542.90, response time: 203.54ms (95%), errors: 0.00, reconnects:  0.00
[ 420s] threads: 16, tps: 135.90, reads: 1904.60, writes: 545.90, response time: 211.42ms (95%), errors: 0.00, reconnects:  0.00
[ 430s] threads: 16, tps: 137.00, reads: 1917.09, writes: 546.80, response time: 203.17ms (95%), errors: 0.00, reconnects:  0.00
[ 440s] threads: 16, tps: 132.40, reads: 1855.82, writes: 530.90, response time: 212.06ms (95%), errors: 0.00, reconnects:  0.00
[ 450s] threads: 16, tps: 138.80, reads: 1941.00, writes: 553.20, response time: 204.27ms (95%), errors: 0.00, reconnects:  0.00
