sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 10 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Threads started!

[  10s] threads: 16, tps: 199.30, reads: 2804.84, writes: 797.78, response time: 152.66ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 198.60, reads: 2778.10, writes: 793.80, response time: 155.70ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 195.10, reads: 2735.10, writes: 783.20, response time: 150.07ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 16, tps: 200.70, reads: 2814.20, writes: 804.00, response time: 145.43ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 16, tps: 199.80, reads: 2796.00, writes: 799.00, response time: 147.23ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 16, tps: 200.30, reads: 2799.10, writes: 797.70, response time: 144.00ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 16, tps: 198.50, reads: 2784.00, writes: 797.20, response time: 140.51ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 16, tps: 201.70, reads: 2822.90, writes: 804.90, response time: 148.51ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 16, tps: 202.90, reads: 2836.70, writes: 810.90, response time: 145.87ms (95%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 16, tps: 198.80, reads: 2787.90, writes: 798.00, response time: 147.53ms (95%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 16, tps: 198.10, reads: 2768.10, writes: 789.70, response time: 148.95ms (95%), errors: 0.00, reconnects:  0.00
[ 120s] threads: 16, tps: 200.50, reads: 2813.30, writes: 805.80, response time: 148.02ms (95%), errors: 0.00, reconnects:  0.00
[ 130s] threads: 16, tps: 201.50, reads: 2817.00, writes: 801.70, response time: 147.00ms (95%), errors: 0.00, reconnects:  0.00
[ 140s] threads: 16, tps: 199.00, reads: 2781.60, writes: 797.50, response time: 152.88ms (95%), errors: 0.00, reconnects:  0.00
[ 150s] threads: 16, tps: 197.70, reads: 2774.90, writes: 791.30, response time: 151.34ms (95%), errors: 0.00, reconnects:  0.00
