sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 70
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 70, tps: 3711.76, reads: 52136.69, writes: 14854.06, response time: 37.02ms (95%), errors: 1.00, reconnects:  0.00
[   2s] threads: 70, tps: 2960.94, reads: 41334.14, writes: 11839.75, response time: 43.06ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 70, tps: 2940.07, reads: 41341.93, writes: 11765.26, response time: 45.73ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 70, tps: 3096.00, reads: 43468.00, writes: 12388.00, response time: 39.64ms (95%), errors: 1.00, reconnects:  0.00
[   5s] threads: 70, tps: 3118.00, reads: 43447.04, writes: 12463.01, response time: 42.29ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 70, tps: 3462.00, reads: 48572.98, writes: 13855.99, response time: 39.15ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 70, tps: 3818.00, reads: 53499.01, writes: 15267.00, response time: 35.49ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 70, tps: 4092.99, reads: 57317.93, writes: 16378.98, response time: 36.15ms (95%), errors: 1.00, reconnects:  0.00
[   9s] threads: 70, tps: 4227.99, reads: 59070.84, writes: 16913.95, response time: 33.84ms (95%), errors: 1.00, reconnects:  0.00
[  10s] threads: 70, tps: 4260.01, reads: 59698.15, writes: 17041.04, response time: 33.89ms (95%), errors: 1.00, reconnects:  0.00
[  11s] threads: 70, tps: 3504.00, reads: 49167.99, writes: 14029.00, response time: 36.90ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 70, tps: 5080.01, reads: 71103.14, writes: 20303.04, response time: 29.68ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 70, tps: 5164.00, reads: 72130.95, writes: 20648.99, response time: 28.61ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 70, tps: 5040.99, reads: 70624.91, writes: 20179.98, response time: 29.78ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 70, tps: 5655.99, reads: 79180.90, writes: 22610.97, response time: 25.59ms (95%), errors: 1.00, reconnects:  0.00
[  16s] threads: 70, tps: 5503.01, reads: 77301.14, writes: 22015.04, response time: 27.25ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 70, tps: 5710.00, reads: 79795.06, writes: 22837.02, response time: 25.66ms (95%), errors: 2.00, reconnects:  0.00
[  18s] threads: 70, tps: 5587.95, reads: 78226.29, writes: 22355.80, response time: 27.29ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 70, tps: 6002.05, reads: 84094.72, writes: 24024.21, response time: 26.39ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 70, tps: 3917.89, reads: 54695.46, writes: 15652.56, response time: 24.89ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 70, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 70, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 70, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 70, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 70, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 70, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 70, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  28s] threads: 70, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  29s] threads: 70, tps: 6911.12, reads: 96982.73, writes: 27654.49, response time: 19.36ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 70, tps: 8272.00, reads: 115891.94, writes: 33111.98, response time: 17.75ms (95%), errors: 0.00, reconnects:  0.00
[  31s] threads: 70, tps: 8681.99, reads: 121568.83, writes: 34705.95, response time: 16.66ms (95%), errors: 1.00, reconnects:  0.00
[  32s] threads: 70, tps: 8792.03, reads: 122936.47, writes: 35166.13, response time: 16.72ms (95%), errors: 1.00, reconnects:  0.00
