procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  1 10220848 344484 640788 5410868   14   32  1300  2431    0    1 13  4 79  4  0
 3  0 10218772 352972 654016 5396080 2360    0 205224 91511 180333 598081 19  5 72  5  0
 9  1 10216804 450808 664036 5253288 2256    0 186028 101076 248403 544518 19  5 72  4  0
10  2 10214780 372092 677220 5275468 2240    0 226296 96300 259997 670306 21  5 69  5  0
19  8 10213048 345840 689276 5286644 2096    0 218828 95448 85451 684875 22  5 69  5  0
17  1 10211240 332548 697848 5280096 2236    0 221504 96364 136459 700377 21  5 68  5  0
17  3 10209824 338248 707604 5269904 1640    0 210788 102364 123360 743459 25  5 66  4  0
22  6 10208316 332320 710372 5247568 1804    0 199112 99108 112185 688329 22  5 69  4  0
18 12 10206528 330816 717060 5246500 2076    0 194104 102832 138537 728856 24  5 67  4  0
21  3 10205180 326920 717868 5236288 1744    0 163204 110148 121948 678777 21  5 69  4  0
25  1 10203624 332896 716632 5221124 1928    0 188512 105096 108342 799203 25  6 66  4  0
 1  0 10203080 335368 711080 5221556  648    0 61068 84940 50413 267692  9  2 87  1  0
 1  0 10203076 333932 711568 5221760    0    0   460 73232 8968 7054  2  0 98  0  0
 1  0 10203072 355432 709496 5220000    4    0   580 37092 4084 2531  2  0 98  0  0
 1  0 10203072 375864 709888 5220112    0    0   376 36884 3468 2486  2  0 98  0  0
 2  0 10203072 371368 710436 5220348    0    0   524 36324 3591 2693  2  0 98  0  0
 1  0 10203072 368480 710928 5220348    0    0   476 50184 9255 7882  2  0 98  0  0
 1  0 10203072 366532 711212 5220548    0    0   256 36428 3485 2480  2  0 98  0  0
 1  0 10203072 365560 711556 5220704    0    0   328 36324 3622 2568  2  0 98  0  0
31  2 10202232 333204 716252 5230040  976    0 86884 51404 71342 365744 13  2 83  2  0
 8  5 10200804 326004 717392 5225396 1620    0 183892 119976 139533 777626 25  5 65  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
33 16 10199472 334888 723128 5205612 1612    0 160884 101744 106922 787879 25  5 66  4  0
31  1 10198000 331304 728604 5197504 1856    0 163560 98328 89644 805765 26  6 65  4  0
14  1 10196868 331000 723604 5195324 1276    0 130620 115452 94269 679089 22  5 70  3  0
16  5 10195204 326840 725036 5192168 2028    0 163468 100160 101672 834901 26  6 64  4  0
15  5 10193832 336596 730808 5179720 1692    0 151336 102848 114398 861069 27  6 64  3  0
31  1 10192852 335832 733304 5176108 1104    0 150044 103580 90516 904610 29  6 61  3  0
12  3 10191804 332600 736932 5171812 1288    0 149900 117844 93772 968467 31  7 59  3  0
35  1 10190548 333068 741048 5165868 1540    0 149644 103572 86254 909502 29  6 62  3  0
27  4 10189456 341008 745340 5174172 1356    0 143256 104288 155760 903740 29  6 61  3  0
 5  1 10188616 327948 747688 5190520  996    0 107356 155496 126874 757237 24  5 67  3  0
21  2 10187620 321152 750520 5175664 1140    0 144120 99276 127553 973239 31  7 59  3  0
27  2 10186420 330540 752856 5159228 1392    0 147548 100540 134114 957469 29  7 60  3  0
42  4 10185428 331932 754932 5152496 1072    0 138340 98764 64510 1014653 32  7 57  3  0
 3  2 10184548 339824 757660 5152392 1116    0 135684 96360 152616 1006034 33  7 57  3  0
17  2 10183740 326720 758860 5156424  936    0 140740 94514 99458 1015655 32  7 58  3  0
 1  0 10183096 329456 758444 5151900  812    0 104268 86624 124253 854192 26  6 67  2  0
16  3 10182388 334748 757672 5146192  824    0 118208 117940 146924 962450 28  8 62  3  0
31  5 10181732 331536 758532 5141780  820    0 119336 103196 133730 980200 29  7 61  3  0
44  3 10180920 349876 761284 5138840  932    0 129920 121532 203132 986710 31  7 59  3  0
47  1 10180112 329580 763584 5138256  928    0 123224 102748 149854 972102 30  7 59  3  0
 7  1 10179428 331212 765736 5132604  848    0 120960 101412 112942 927285 30  6 61  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
39  7 10178760 333920 767376 5126668  800    0 120380 150580 151736 962468 30  7 60  3  0
 9  2 10178040 333788 769804 5123932  884    0 123588 97608 147693 978367 31  7 58  3  0
23  1 10177500 325444 771348 5126784  660    0 98168 104284 110160 783969 26  6 66  2  0
 0  1 10176720 332648 774064 5118408  896    0 124420 97844 157132 963064 31  7 60  3  0
12  1 10175960 334024 775104 5112256  932    0 129520 98820 126760 996293 32  7 58  3  0
46  6 10175316 330100 775116 5115620  796    0 125424 96084 115244 1055021 34  8 55  3  0
32  4 10174716 333536 777052 5109512  744    0 128988 98716 115177 1033327 33  7 57  3  0
16  5 10174112 331272 779192 5108364  744    0 129400 104852 98341 1042159 34  8 55  3  0
35  1 10173336 363284 782036 5104388  996    0 131904 109724 196936 992674 32  7 58  3  0
20  2 10172860 339676 784420 5108128  576    0 96012 127848 86403 784216 27  5 65  2  0
39  0 10172236 327864 785320 5113224  776    0 136932 106020 99329 1069803 35  7 55  3  0
36  5 10171708 331324 785200 5100688  608    0 132908 103700 172854 1077386 35  8 54  3  0
22  3 10171236 330204 784720 5099172  636    0 137632 153720 100017 1097165 35  8 54  3  0
45  2 10170588 333764 785152 5088988  868    0 136492 99220 104488 1047693 33  8 56  3  0
48  4 10170040 336760 785660 5082160  684    0 144916 99688 104596 1105425 36  7 53  3  0
25  2 10169368 334984 785160 5071972  844    0 144260 98140 128842 1127885 36  8 53  3  0
 1  0 10168916 336672 786884 5062748  532    0 68684 84024 64536 529120 18  4 76  2  0
 1  0 10168852 334664 787692 5062988   76    0   852 71324 11214 6698  2  0 97  0  0
 1  0 10168840 340268 788208 5057872   12    0   560 35560 3494 2558  2  0 98  0  0
 1  0 10168840 341280 788640 5057864    0    0   392 35688 3132 2432  2  0 98  0  0
 1  0 10168840 341764 789032 5057860    0    0   364 35844 3206 2666  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 10168840 342036 789676 5057836    0    0   592 35608 3135 2433  2  0 98  0  0
 1  0 10168840 349356 790132 5050768    0    0   536 35548 3257 2457  2  0 98  0  0
 1  0 10168840 350316 790724 5048976    0    0   652 35532 3154 2581  2  0 98  0  0
 1  0 10168840 350304 791536 5048840    0    0   740 35548 3331 2537  2  0 98  0  0
22  3 10168640 335260 792360 5056808  228    0 39944 57588 74735 302471 12  2 85  1  0
 8  3 10168156 333044 792932 5057460  536    0 136712 108784 94818 1069543 35  8 54  3  0
27  7 10167600 332428 792508 5058408  688    0 138648 129848 93420 1047903 34  7 56  3  0
31  2 10166952 335308 793872 5051804  796    0 140036 108712 89873 1068929 34  8 55  3  0
24  3 10166448 332100 794032 5053692  576    0 133488 104632 89013 1068010 35  7 55  3  0
 0  1 10165964 338136 794172 5047136  576    0 111188 157156 102105 865601 29  6 63  2  0
22  3 10165460 328384 794236 5055928  572    0 140636 101536 104132 1086473 35  7 54  3  0
 7  6 10164800 326208 792896 5061148  760    0 137760 100136 83350 1078534 35  8 55  3  0
15  4 10164268 335316 792656 5051364  612    0 144244 101056 131586 1081968 36  7 54  3  0
 8  2 10163856 333124 791088 5050880  500    0 134400 101044 96296 1056853 35  7 55  3  0
38  6 10163548 335988 789940 5050088  384    0 143388 101580 97183 1094026 35  7 54  3  0
 1  0 10163164 333052 787760 5051552  460    0 125524 99516 92096 989041 33  7 57  3  0
37  3 10162600 329040 787156 5051524  696    0 128816 120164 116625 966561 31  7 59  3  0
33  2 10161940 334252 786068 5051712  820    0 142456 128872 112705 1071662 34  8 55  3  0
33  2 10161308 329188 788144 5051320  772    0 148880 111062 111125 1107830 36  8 53  3  0
11  4 10160628 333652 786320 5051612  780    0 151300 107700 101645 1126731 37  8 52  3  0
37  8 10160084 330924 787192 5051588  688    0 136960 117200 100875 1094613 34  7 55  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
36  3 10159656 329884 788680 5045868  484    0 147568 107016 106011 1125401 37  8 52  3  0
 8  0 10159140 327520 789624 5054080  628    0 146676 110168 107677 1121729 36  8 53  3  0
17  1 10158856 327860 789200 5043636  328    0 104680 129452 116524 860021 28  6 64  2  0
18  1 10158436 332688 790612 5039356  488    0 143816 122532 121144 1100351 36  8 53  4  0
19  3 10157892 333192 791096 5040620  668    0 144452 142648 109889 1107863 36  8 53  3  0
28  3 10157528 341444 792932 5031056  472    0 136340 135032 134966 1119904 37  8 53  3  0
36  1 10157192 359004 797440 5036092  364    0 136492 132924 223537 1155937 38  8 51  3  0
 7  2 10156808 343968 797188 5030216  456    0 122916 163756 188738 1161968 35  8 54  2  0
26  7 10156528 320800 799896 5042136  300    0 115384 112768 114391 1050919 32  8 58  2  0
24  2 10156172 357628 799772 5029412  496    0 96996 139780 161353 846780 28  6 64  2  0
16  5 10155968 325948 804520 5043436  212    0 80752 315132 121192 666935 22  5 71  2  0
52 10 10155612 342204 805420 5038836  388    0 131936 116984 187248 1053865 34  8 54  3  0
10  6 10155148 327920 804052 5029016  544    0 132548 134316 171724 1058792 34  8 55  3  0
41  5 10154820 327980 803432 5024840  400    0 129896 131596 163884 1069748 35  9 54  3  0
25  4 10154608 326388 805284 5025244  252    0 130672 154048 153014 1072762 35  8 54  3  0
14  2 10154184 326872 804632 5025664  476    0 134816 134164 136926 1013532 32  7 58  3  0
 2  0 10153984 339908 803520 5016924  260    0 83084 231524 94747 662006 22  6 70  2  0
 1  0 10153984 329484 803812 5024764    0    0  1448 236168 25244 28109  2  0 97  0  0
 1  0 10153984 342572 797968 5008460    0    0     4 64140 1886 1880  2  0 98  0  0
 1  0 10153984 336236 792208 5015368    0    0     0 76976 2180 2380  2  0 98  0  0
 1  0 10153984 334548 787664 5003400    0    0     4 64152 1800 2257  2  0 98  0  0
