sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 70
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 70, tps: 2024.81, reads: 29061.31, writes: 8149.25, response time: 49.17ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 70, tps: 2303.08, reads: 31654.03, writes: 9169.30, response time: 53.29ms (95%), errors: 1.00, reconnects:  0.00
[   3s] threads: 70, tps: 2653.00, reads: 37099.98, writes: 10605.99, response time: 43.03ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 70, tps: 2755.99, reads: 38755.92, writes: 11043.98, response time: 44.26ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 70, tps: 2921.96, reads: 40803.47, writes: 11680.85, response time: 43.96ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 70, tps: 3178.04, reads: 44612.61, writes: 12724.17, response time: 38.76ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 70, tps: 3052.01, reads: 42593.14, writes: 12186.04, response time: 41.00ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 70, tps: 3225.99, reads: 45185.91, writes: 12910.97, response time: 38.18ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 70, tps: 2919.00, reads: 40910.98, writes: 11682.99, response time: 41.66ms (95%), errors: 1.00, reconnects:  0.00
[  10s] threads: 70, tps: 3622.00, reads: 50637.05, writes: 14479.01, response time: 34.27ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 70, tps: 977.97, reads: 13589.62, writes: 3906.89, response time: 32.22ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 70, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 70, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 70, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 70, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 70, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 70, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 70, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 70, tps: 1850.05, reads: 26268.64, writes: 7443.18, response time: 41.65ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 70, tps: 3740.99, reads: 52494.92, writes: 14988.98, response time: 34.39ms (95%), errors: 0.00, reconnects:  0.00
