sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 10 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Threads started!

[  10s] threads: 16, tps: 308.40, reads: 4333.46, writes: 1236.22, response time: 84.55ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 327.90, reads: 4588.00, writes: 1310.00, response time: 78.47ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 350.20, reads: 4907.91, writes: 1402.10, response time: 64.75ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 16, tps: 285.30, reads: 3991.10, writes: 1141.10, response time: 72.16ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 16, tps: 367.30, reads: 5139.39, writes: 1467.40, response time: 58.80ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 16, tps: 363.70, reads: 5097.51, writes: 1456.60, response time: 58.09ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 16, tps: 358.10, reads: 5012.40, writes: 1432.40, response time: 71.99ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 16, tps: 355.30, reads: 4973.10, writes: 1420.00, response time: 67.42ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 16, tps: 394.20, reads: 5517.50, writes: 1577.20, response time: 51.38ms (95%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 16, tps: 395.50, reads: 5539.00, writes: 1581.70, response time: 49.61ms (95%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 16, tps: 388.50, reads: 5435.70, writes: 1553.80, response time: 51.44ms (95%), errors: 0.00, reconnects:  0.00
[ 120s] threads: 16, tps: 390.00, reads: 5462.80, writes: 1560.90, response time: 49.89ms (95%), errors: 0.00, reconnects:  0.00
[ 130s] threads: 16, tps: 358.70, reads: 5020.50, writes: 1435.30, response time: 71.99ms (95%), errors: 0.00, reconnects:  0.00
[ 140s] threads: 16, tps: 356.00, reads: 4981.00, writes: 1422.10, response time: 71.86ms (95%), errors: 0.00, reconnects:  0.00
[ 150s] threads: 16, tps: 398.00, reads: 5576.20, writes: 1592.90, response time: 48.65ms (95%), errors: 0.00, reconnects:  0.00
[ 160s] threads: 16, tps: 397.80, reads: 5568.70, writes: 1591.60, response time: 47.53ms (95%), errors: 0.00, reconnects:  0.00
[ 170s] threads: 16, tps: 390.70, reads: 5471.70, writes: 1563.20, response time: 49.53ms (95%), errors: 0.00, reconnects:  0.00
[ 180s] threads: 16, tps: 390.40, reads: 5465.90, writes: 1562.10, response time: 49.95ms (95%), errors: 0.00, reconnects:  0.00
[ 190s] threads: 16, tps: 365.40, reads: 5113.31, writes: 1461.30, response time: 68.93ms (95%), errors: 0.00, reconnects:  0.00
[ 200s] threads: 16, tps: 353.10, reads: 4946.09, writes: 1411.90, response time: 69.02ms (95%), errors: 0.00, reconnects:  0.00
[ 210s] threads: 16, tps: 398.30, reads: 5574.31, writes: 1592.70, response time: 47.74ms (95%), errors: 0.00, reconnects:  0.00
[ 220s] threads: 16, tps: 400.40, reads: 5606.49, writes: 1601.90, response time: 47.13ms (95%), errors: 0.00, reconnects:  0.00
[ 230s] threads: 16, tps: 396.20, reads: 5546.00, writes: 1585.40, response time: 48.81ms (95%), errors: 0.00, reconnects:  0.00
[ 240s] threads: 16, tps: 397.00, reads: 5556.90, writes: 1588.20, response time: 47.80ms (95%), errors: 0.00, reconnects:  0.00
[ 250s] threads: 16, tps: 360.40, reads: 5043.60, writes: 1441.10, response time: 72.68ms (95%), errors: 0.00, reconnects:  0.00
[ 260s] threads: 16, tps: 373.50, reads: 5233.30, writes: 1494.40, response time: 60.10ms (95%), errors: 0.00, reconnects:  0.00
[ 270s] threads: 16, tps: 372.30, reads: 5208.40, writes: 1487.80, response time: 70.63ms (95%), errors: 0.00, reconnects:  0.00
[ 280s] threads: 16, tps: 400.50, reads: 5608.51, writes: 1603.10, response time: 47.22ms (95%), errors: 0.00, reconnects:  0.00
[ 290s] threads: 16, tps: 386.80, reads: 5418.80, writes: 1548.90, response time: 50.58ms (95%), errors: 0.00, reconnects:  0.00
[ 300s] threads: 16, tps: 382.40, reads: 5352.99, writes: 1528.50, response time: 52.26ms (95%), errors: 0.00, reconnects:  0.00
[ 310s] threads: 16, tps: 353.50, reads: 4949.01, writes: 1413.30, response time: 79.82ms (95%), errors: 0.00, reconnects:  0.00
[ 320s] threads: 16, tps: 356.80, reads: 4997.89, writes: 1428.80, response time: 67.95ms (95%), errors: 0.00, reconnects:  0.00
[ 330s] threads: 16, tps: 383.80, reads: 5365.20, writes: 1532.70, response time: 51.82ms (95%), errors: 0.00, reconnects:  0.00
[ 340s] threads: 16, tps: 392.40, reads: 5495.61, writes: 1569.70, response time: 47.09ms (95%), errors: 0.00, reconnects:  0.00
[ 350s] threads: 16, tps: 378.40, reads: 5299.20, writes: 1513.80, response time: 50.78ms (95%), errors: 0.00, reconnects:  0.00
[ 360s] threads: 16, tps: 393.10, reads: 5502.10, writes: 1572.50, response time: 48.33ms (95%), errors: 0.00, reconnects:  0.00
[ 370s] threads: 16, tps: 352.30, reads: 4933.40, writes: 1408.90, response time: 76.62ms (95%), errors: 0.00, reconnects:  0.00
[ 380s] threads: 16, tps: 377.10, reads: 5281.00, writes: 1508.90, response time: 54.68ms (95%), errors: 0.00, reconnects:  0.00
[ 390s] threads: 16, tps: 375.70, reads: 5257.70, writes: 1503.90, response time: 66.82ms (95%), errors: 0.00, reconnects:  0.00
[ 400s] threads: 16, tps: 403.50, reads: 5650.10, writes: 1613.30, response time: 46.29ms (95%), errors: 0.00, reconnects:  0.00
[ 410s] threads: 16, tps: 393.60, reads: 5507.01, writes: 1574.10, response time: 49.17ms (95%), errors: 0.00, reconnects:  0.00
[ 420s] threads: 16, tps: 396.00, reads: 5544.49, writes: 1582.40, response time: 47.96ms (95%), errors: 0.00, reconnects:  0.00
[ 430s] threads: 16, tps: 368.90, reads: 5167.59, writes: 1476.90, response time: 69.51ms (95%), errors: 0.00, reconnects:  0.00
[ 440s] threads: 16, tps: 357.90, reads: 5012.11, writes: 1433.50, response time: 67.04ms (95%), errors: 0.00, reconnects:  0.00
[ 450s] threads: 16, tps: 346.10, reads: 4840.40, writes: 1382.00, response time: 80.30ms (95%), errors: 0.00, reconnects:  0.00
[ 460s] threads: 16, tps: 400.10, reads: 5602.20, writes: 1600.90, response time: 46.84ms (95%), errors: 0.00, reconnects:  0.00
[ 470s] threads: 16, tps: 392.10, reads: 5491.00, writes: 1568.70, response time: 49.02ms (95%), errors: 0.00, reconnects:  0.00
[ 480s] threads: 16, tps: 398.90, reads: 5585.09, writes: 1595.60, response time: 47.16ms (95%), errors: 0.00, reconnects:  0.00
[ 490s] threads: 16, tps: 359.80, reads: 5037.31, writes: 1439.00, response time: 74.83ms (95%), errors: 0.00, reconnects:  0.00
[ 500s] threads: 16, tps: 370.50, reads: 5182.90, writes: 1481.90, response time: 59.37ms (95%), errors: 0.00, reconnects:  0.00
[ 510s] threads: 16, tps: 342.50, reads: 4802.30, writes: 1372.70, response time: 73.76ms (95%), errors: 0.00, reconnects:  0.00
[ 520s] threads: 16, tps: 387.50, reads: 5419.40, writes: 1547.60, response time: 48.84ms (95%), errors: 0.00, reconnects:  0.00
[ 530s] threads: 16, tps: 396.70, reads: 5553.29, writes: 1585.80, response time: 48.15ms (95%), errors: 0.10, reconnects:  0.00
[ 540s] threads: 16, tps: 394.10, reads: 5520.00, writes: 1577.20, response time: 47.83ms (95%), errors: 0.00, reconnects:  0.00
[ 550s] threads: 16, tps: 361.30, reads: 5061.80, writes: 1446.00, response time: 70.56ms (95%), errors: 0.00, reconnects:  0.00
[ 560s] threads: 16, tps: 360.00, reads: 5036.79, writes: 1438.00, response time: 69.56ms (95%), errors: 0.00, reconnects:  0.00
[ 570s] threads: 16, tps: 371.70, reads: 5201.71, writes: 1487.50, response time: 57.81ms (95%), errors: 0.00, reconnects:  0.00
[ 580s] threads: 16, tps: 279.80, reads: 3918.30, writes: 1120.00, response time: 168.76ms (95%), errors: 0.00, reconnects:  0.00
[ 590s] threads: 16, tps: 386.90, reads: 5416.99, writes: 1547.00, response time: 51.13ms (95%), errors: 0.00, reconnects:  0.00
[ 600s] threads: 16, tps: 385.50, reads: 5402.21, writes: 1543.60, response time: 51.58ms (95%), errors: 0.00, reconnects:  0.00
[ 610s] threads: 16, tps: 352.70, reads: 4936.80, writes: 1410.60, response time: 79.66ms (95%), errors: 0.00, reconnects:  0.00
[ 620s] threads: 16, tps: 363.60, reads: 5090.70, writes: 1453.90, response time: 60.94ms (95%), errors: 0.00, reconnects:  0.00
[ 630s] threads: 16, tps: 374.40, reads: 5237.90, writes: 1497.50, response time: 56.22ms (95%), errors: 0.00, reconnects:  0.00
[ 640s] threads: 16, tps: 292.40, reads: 4096.18, writes: 1171.39, response time: 103.66ms (95%), errors: 0.00, reconnects:  0.00
[ 650s] threads: 16, tps: 377.10, reads: 5277.93, writes: 1506.11, response time: 50.81ms (95%), errors: 0.00, reconnects:  0.00
[ 660s] threads: 16, tps: 393.10, reads: 5498.79, writes: 1572.30, response time: 48.99ms (95%), errors: 0.00, reconnects:  0.00
[ 670s] threads: 16, tps: 351.60, reads: 4932.01, writes: 1409.30, response time: 75.82ms (95%), errors: 0.00, reconnects:  0.00
[ 680s] threads: 16, tps: 339.70, reads: 4752.00, writes: 1357.20, response time: 76.36ms (95%), errors: 0.00, reconnects:  0.00
[ 690s] threads: 16, tps: 365.80, reads: 5121.50, writes: 1463.40, response time: 58.70ms (95%), errors: 0.00, reconnects:  0.00
[ 700s] threads: 16, tps: 343.80, reads: 4809.50, writes: 1373.20, response time: 54.89ms (95%), errors: 0.00, reconnects:  0.00
[ 710s] threads: 16, tps: 324.40, reads: 4541.49, writes: 1298.20, response time: 101.91ms (95%), errors: 0.00, reconnects:  0.00
[ 720s] threads: 16, tps: 389.10, reads: 5446.71, writes: 1557.10, response time: 48.93ms (95%), errors: 0.00, reconnects:  0.00
[ 730s] threads: 16, tps: 350.80, reads: 4913.90, writes: 1403.30, response time: 76.16ms (95%), errors: 0.00, reconnects:  0.00
[ 740s] threads: 16, tps: 351.10, reads: 4913.89, writes: 1403.10, response time: 70.65ms (95%), errors: 0.00, reconnects:  0.00
[ 750s] threads: 16, tps: 367.80, reads: 5149.40, writes: 1471.00, response time: 58.77ms (95%), errors: 0.00, reconnects:  0.00
[ 760s] threads: 16, tps: 341.20, reads: 4775.80, writes: 1365.80, response time: 58.28ms (95%), errors: 0.00, reconnects:  0.00
[ 770s] threads: 16, tps: 332.70, reads: 4659.11, writes: 1330.20, response time: 75.73ms (95%), errors: 0.00, reconnects:  0.00
[ 780s] threads: 16, tps: 373.00, reads: 5222.50, writes: 1492.70, response time: 53.87ms (95%), errors: 0.00, reconnects:  0.00
[ 790s] threads: 16, tps: 353.60, reads: 4955.49, writes: 1416.40, response time: 74.60ms (95%), errors: 0.00, reconnects:  0.00
[ 800s] threads: 16, tps: 354.40, reads: 4961.20, writes: 1417.90, response time: 72.34ms (95%), errors: 0.00, reconnects:  0.00
[ 810s] threads: 16, tps: 358.60, reads: 5015.51, writes: 1431.90, response time: 55.24ms (95%), errors: 0.00, reconnects:  0.00
[ 820s] threads: 16, tps: 360.80, reads: 5051.70, writes: 1443.80, response time: 53.37ms (95%), errors: 0.00, reconnects:  0.00
[ 830s] threads: 16, tps: 321.30, reads: 4494.00, writes: 1284.00, response time: 102.70ms (95%), errors: 0.00, reconnects:  0.00
[ 840s] threads: 16, tps: 388.80, reads: 5444.80, writes: 1555.70, response time: 51.47ms (95%), errors: 0.00, reconnects:  0.00
[ 850s] threads: 16, tps: 345.90, reads: 4848.90, writes: 1385.40, response time: 78.80ms (95%), errors: 0.00, reconnects:  0.00
[ 860s] threads: 16, tps: 347.70, reads: 4866.40, writes: 1388.70, response time: 73.74ms (95%), errors: 0.00, reconnects:  0.00
[ 870s] threads: 16, tps: 366.60, reads: 5126.70, writes: 1466.80, response time: 57.39ms (95%), errors: 0.00, reconnects:  0.00
[ 880s] threads: 16, tps: 364.20, reads: 5099.60, writes: 1455.90, response time: 57.12ms (95%), errors: 0.00, reconnects:  0.00
[ 890s] threads: 16, tps: 308.60, reads: 4329.19, writes: 1240.20, response time: 59.90ms (95%), errors: 0.00, reconnects:  0.00
[ 900s] threads: 16, tps: 361.20, reads: 5047.91, writes: 1439.10, response time: 58.61ms (95%), errors: 0.00, reconnects:  0.00
[ 910s] threads: 16, tps: 345.70, reads: 4841.30, writes: 1384.40, response time: 77.54ms (95%), errors: 0.00, reconnects:  0.00
[ 920s] threads: 16, tps: 341.50, reads: 4779.70, writes: 1364.80, response time: 78.57ms (95%), errors: 0.00, reconnects:  0.00
[ 930s] threads: 16, tps: 353.40, reads: 4956.30, writes: 1418.30, response time: 58.16ms (95%), errors: 0.00, reconnects:  0.00
[ 940s] threads: 16, tps: 371.50, reads: 5192.80, writes: 1480.50, response time: 54.56ms (95%), errors: 0.00, reconnects:  0.00
[ 950s] threads: 16, tps: 337.40, reads: 4724.29, writes: 1350.50, response time: 57.91ms (95%), errors: 0.00, reconnects:  0.00
[ 960s] threads: 16, tps: 334.80, reads: 4684.61, writes: 1338.80, response time: 79.94ms (95%), errors: 0.00, reconnects:  0.00
[ 970s] threads: 16, tps: 351.60, reads: 4925.70, writes: 1408.00, response time: 77.79ms (95%), errors: 0.00, reconnects:  0.00
