elap_secs	cum_tps	int_tps	cum_ips	int_ips
10	536.16	536.16	0.00	0.00
20	580.33	624.49	0.00	0.00
30	549.01	486.36	0.00	0.00
40	480.57	275.27	0.00	0.00
50	519.05	672.96	0.00	0.00
60	545.12	675.46	0.00	0.00
70	564.31	679.48	0.00	0.00
80	578.73	679.65	0.00	0.00
90	590.31	683.85	0.00	0.00
100	597.28	659.94	0.00	0.00
110	604.73	679.22	0.00	0.00
120	611.14	681.52	0.00	0.00
130	616.41	679.72	0.00	0.00
140	620.88	678.85	0.00	0.00
150	624.66	677.59	0.00	0.00
160	627.82	675.09	0.00	0.00
170	630.60	675.19	0.00	0.00
180	633.07	674.96	0.00	0.00
190	635.12	672.32	0.00	0.00
200	636.88	670.30	0.00	0.00
210	637.97	659.74	0.00	0.00
220	639.06	661.91	0.00	0.00
230	640.51	672.53	0.00	0.00
240	641.16	656.11	0.00	0.00
250	641.68	654.12	0.00	0.00
260	642.06	651.58	0.00	0.00
270	642.35	649.95	0.00	0.00
280	642.52	647.02	0.00	0.00
290	642.59	644.62	0.00	0.00
300	642.73	646.65	0.00	0.00
310	642.76	643.89	0.00	0.00
320	642.82	644.42	0.00	0.00
330	642.47	631.23	0.00	0.00
340	642.08	629.33	0.00	0.00
350	642.07	641.72	0.00	0.00
360	641.96	638.26	0.00	0.00
370	641.74	633.73	0.00	0.00
380	641.48	631.87	0.00	0.00
390	641.21	630.94	0.00	0.00
400	640.93	629.77	0.00	0.00
410	640.61	627.91	0.00	0.00
420	640.23	624.84	0.00	0.00
430	639.91	626.55	0.00	0.00
440	639.68	629.50	0.00	0.00
450	639.36	625.61	0.00	0.00
460	638.69	608.33	0.00	0.00
470	638.48	628.83	0.00	0.00
480	638.14	622.32	0.00	0.00
490	638.14	637.85	0.00	0.00
500	638.59	660.94	0.00	0.00
510	638.90	654.21	0.00	0.00
520	639.13	651.01	0.00	0.00
530	639.40	653.22	0.00	0.00
540	639.67	653.82	0.00	0.00
550	639.97	656.21	0.00	0.00
560	640.18	652.15	0.00	0.00
570	640.40	652.44	0.00	0.00
580	640.29	634.07	0.00	0.00
590	640.62	659.54	0.00	0.00
600	640.82	652.81	0.00	0.00
610	641.01	652.18	0.00	0.00
