elap_secs	cum_tps	int_tps	cum_ips	int_ips
10	432.55	432.55	0.00	0.00
20	468.10	503.64	0.00	0.00
30	481.28	507.64	0.00	0.00
40	486.67	502.85	0.00	0.00
50	487.15	489.06	0.00	0.00
60	488.40	494.66	0.00	0.00
70	488.99	492.56	0.00	0.00
80	489.89	496.27	0.00	0.00
90	490.31	493.66	0.00	0.00
100	490.65	493.71	0.00	0.00
110	491.05	495.05	0.00	0.00
120	490.90	489.21	0.00	0.00
130	490.88	490.62	0.00	0.00
140	491.42	498.45	0.00	0.00
150	491.89	498.49	0.00	0.00
160	492.30	498.50	0.00	0.00
170	494.94	537.04	0.00	0.00
180	495.69	508.49	0.00	0.00
190	496.08	503.15	0.00	0.00
200	496.17	497.85	0.00	0.00
210	496.17	496.06	0.00	0.00
220	496.09	494.51	0.00	0.00
230	496.14	497.33	0.00	0.00
240	496.23	498.10	0.00	0.00
250	495.55	479.32	0.00	0.00
260	495.14	484.87	0.00	0.00
270	494.88	488.27	0.00	0.00
280	494.89	495.21	0.00	0.00
290	494.85	493.56	0.00	0.00
300	494.81	493.61	0.00	0.00
310	494.49	484.88	0.00	0.00
320	494.49	494.61	0.00	0.00
330	494.28	487.46	0.00	0.00
340	494.21	492.01	0.00	0.00
350	494.24	495.31	0.00	0.00
360	494.05	487.42	0.00	0.00
370	494.01	492.36	0.00	0.00
380	493.87	488.76	0.00	0.00
390	493.72	488.17	0.00	0.00
400	493.70	492.71	0.00	0.00
410	493.44	482.92	0.00	0.00
420	493.45	493.86	0.00	0.00
430	493.13	480.08	0.00	0.00
440	492.98	486.52	0.00	0.00
450	492.82	485.48	0.00	0.00
460	492.72	488.41	0.00	0.00
470	492.47	481.02	0.00	0.00
480	492.25	481.62	0.00	0.00
490	492.22	490.82	0.00	0.00
500	491.99	480.67	0.00	0.00
510	491.90	487.72	0.00	0.00
520	491.81	487.11	0.00	0.00
530	491.75	488.46	0.00	0.00
540	491.59	483.10	0.00	0.00
550	491.44	483.37	0.00	0.00
560	491.33	485.52	0.00	0.00
570	491.19	483.43	0.00	0.00
580	491.13	487.47	0.00	0.00
590	491.13	490.96	0.00	0.00
600	491.16	493.16	0.00	0.00
610	491.08	486.11	0.00	0.00
620	490.92	481.43	0.00	0.00
630	490.86	487.07	0.00	0.00
640	490.88	492.06	0.00	0.00
650	491.12	506.04	0.00	0.00
660	491.09	489.77	0.00	0.00
670	491.07	489.31	0.00	0.00
680	491.12	494.45	0.00	0.00
690	491.03	485.36	0.00	0.00
700	490.95	485.27	0.00	0.00
710	490.92	488.26	0.00	0.00
720	490.86	487.26	0.00	0.00
730	490.93	495.86	0.00	0.00
740	490.93	490.67	0.00	0.00
750	490.92	489.92	0.00	0.00
760	490.89	489.12	0.00	0.00
770	490.90	491.47	0.00	0.00
780	490.90	491.26	0.00	0.00
790	490.85	486.72	0.00	0.00
800	490.91	495.95	0.00	0.00
810	490.91	490.16	0.00	0.00
820	490.98	497.30	0.00	0.00
830	490.92	485.92	0.00	0.00
840	490.81	481.51	0.00	0.00
850	490.74	484.52	0.00	0.00
860	490.71	488.50	0.00	0.00
870	490.62	482.81	0.00	0.00
880	490.51	481.37	0.00	0.00
890	490.64	501.35	0.00	0.00
900	490.75	500.75	0.00	0.00
910	490.72	487.72	0.00	0.00
920	490.59	479.19	0.00	0.00
930	490.53	485.17	0.00	0.00
940	490.43	480.67	0.00	0.00
950	490.43	490.56	0.00	0.00
960	490.44	491.17	0.00	0.00
970	490.47	493.31	0.00	0.00
980	490.51	494.71	0.00	0.00
990	490.52	491.26	0.00	0.00
1000	490.61	499.70	0.00	0.00
1010	490.67	497.33	0.00	0.00
1020	490.72	495.60	0.00	0.00
1030	490.82	500.35	0.00	0.00
1040	490.82	491.27	0.00	0.00
1050	490.88	497.25	0.00	0.00
1060	490.91	493.36	0.00	0.00
1070	490.93	493.76	0.00	0.00
