elap_secs	cum_tps	int_tps	cum_ips	int_ips
10	91.69	91.69	0.00	0.00
20	93.03	94.37	0.00	0.00
30	93.44	94.27	0.00	0.00
40	93.72	94.56	0.00	0.00
50	93.97	94.96	0.00	0.00
60	93.99	94.07	0.00	0.00
70	94.09	94.69	0.00	0.00
80	94.17	94.73	0.00	0.00
90	94.15	94.06	0.00	0.00
100	94.20	94.57	0.00	0.00
110	94.21	94.35	0.00	0.00
120	94.26	94.88	0.00	0.00
130	94.29	94.56	0.00	0.00
140	94.29	94.36	0.00	0.00
150	94.30	94.42	0.00	0.00
160	94.31	94.38	0.00	0.00
170	94.33	94.66	0.00	0.00
180	94.33	94.38	0.00	0.00
190	94.34	94.47	0.00	0.00
200	94.34	94.48	0.00	0.00
210	94.37	94.97	0.00	0.00
220	94.35	93.77	0.00	0.00
230	94.36	94.68	0.00	0.00
240	94.36	94.38	0.00	0.00
250	94.38	94.87	0.00	0.00
260	94.37	94.05	0.00	0.00
270	94.38	94.66	0.00	0.00
280	94.38	94.38	0.00	0.00
290	94.39	94.71	0.00	0.00
300	94.39	94.46	0.00	0.00
310	94.40	94.57	0.00	0.00
320	94.40	94.46	0.00	0.00
330	94.40	94.35	0.00	0.00
340	94.38	93.62	0.00	0.00
350	94.39	94.91	0.00	0.00
360	94.38	93.95	0.00	0.00
370	94.40	95.08	0.00	0.00
380	94.40	94.49	0.00	0.00
390	94.40	94.47	0.00	0.00
400	94.39	94.06	0.00	0.00
410	94.39	94.18	0.00	0.00
420	94.41	95.15	0.00	0.00
430	94.39	93.91	0.00	0.00
440	94.40	94.84	0.00	0.00
450	94.41	94.46	0.00	0.00
460	94.41	94.66	0.00	0.00
470	94.41	94.56	0.00	0.00
480	94.41	94.19	0.00	0.00
490	94.42	94.78	0.00	0.00
500	94.41	94.18	0.00	0.00
510	94.41	94.48	0.00	0.00
520	94.42	94.97	0.00	0.00
530	94.41	93.65	0.00	0.00
540	94.43	95.28	0.00	0.00
550	94.42	94.37	0.00	0.00
560	94.43	94.51	0.00	0.00
570	94.42	94.15	0.00	0.00
580	94.42	94.48	0.00	0.00
590	94.43	94.77	0.00	0.00
600	94.43	94.48	0.00	0.00
610	94.43	94.58	0.00	0.00
620	94.43	94.24	0.00	0.00
630	94.43	94.42	0.00	0.00
640	94.43	94.85	0.00	0.00
650	94.43	94.26	0.00	0.00
660	94.43	94.47	0.00	0.00
670	94.43	94.47	0.00	0.00
680	94.43	94.38	0.00	0.00
690	94.43	94.57	0.00	0.00
700	94.44	94.59	0.00	0.00
710	94.43	94.07	0.00	0.00
720	94.43	94.65	0.00	0.00
730	94.44	94.48	0.00	0.00
740	94.44	94.58	0.00	0.00
750	94.44	94.56	0.00	0.00
760	94.44	94.68	0.00	0.00
770	94.44	94.19	0.00	0.00
780	94.44	94.50	0.00	0.00
790	94.44	94.58	0.00	0.00
800	94.44	94.74	0.00	0.00
810	94.44	94.35	0.00	0.00
820	94.44	94.08	0.00	0.00
830	94.44	94.76	0.00	0.00
840	94.44	94.02	0.00	0.00
850	94.44	94.67	0.00	0.00
860	94.45	94.96	0.00	0.00
870	94.45	94.38	0.00	0.00
880	94.45	94.38	0.00	0.00
890	94.45	94.56	0.00	0.00
900	94.45	94.37	0.00	0.00
910	94.45	94.48	0.00	0.00
920	94.45	94.62	0.00	0.00
930	94.45	94.45	0.00	0.00
940	94.45	94.38	0.00	0.00
950	94.45	94.56	0.00	0.00
960	94.45	94.26	0.00	0.00
970	94.45	94.85	0.00	0.00
980	94.45	94.50	0.00	0.00
990	94.45	94.08	0.00	0.00
1000	94.45	94.79	0.00	0.00
1010	94.45	94.46	0.00	0.00
1020	94.45	94.57	0.00	0.00
1030	94.45	94.38	0.00	0.00
1040	94.45	94.54	0.00	0.00
1050	94.45	94.38	0.00	0.00
1060	94.45	94.52	0.00	0.00
1070	94.45	94.78	0.00	0.00
1080	94.45	94.38	0.00	0.00
1090	94.45	94.47	0.00	0.00
1100	94.45	94.23	0.00	0.00
1110	94.45	94.58	0.00	0.00
1120	94.45	94.57	0.00	0.00
1130	94.46	94.59	0.00	0.00
1140	94.45	94.37	0.00	0.00
1150	94.45	94.45	0.00	0.00
1160	94.46	94.88	0.00	0.00
1170	94.46	94.28	0.00	0.00
1180	94.46	94.35	0.00	0.00
1190	94.46	94.68	0.00	0.00
1200	94.46	94.83	0.00	0.00
1210	94.46	94.06	0.00	0.00
1220	94.46	94.17	0.00	0.00
1230	94.46	94.78	0.00	0.00
1240	94.46	94.29	0.00	0.00
1250	94.46	94.57	0.00	0.00
1260	94.46	94.68	0.00	0.00
1270	94.46	94.31	0.00	0.00
1280	94.46	94.48	0.00	0.00
1290	94.46	94.98	0.00	0.00
1300	94.46	94.48	0.00	0.00
1310	94.46	94.07	0.00	0.00
1320	94.46	94.61	0.00	0.00
1330	94.46	94.37	0.00	0.00
1340	94.46	94.40	0.00	0.00
1350	94.46	94.89	0.00	0.00
1360	94.46	94.28	0.00	0.00
1370	94.46	94.25	0.00	0.00
1380	94.46	94.47	0.00	0.00
1390	94.46	94.48	0.00	0.00
1400	94.46	94.77	0.00	0.00
1410	94.46	94.59	0.00	0.00
1420	94.46	94.58	0.00	0.00
1430	94.46	93.48	0.00	0.00
1440	94.46	95.28	0.00	0.00
1450	94.46	94.58	0.00	0.00
1460	94.46	94.07	0.00	0.00
1470	94.46	94.87	0.00	0.00
1480	94.46	94.68	0.00	0.00
1490	94.46	94.40	0.00	0.00
1500	94.46	94.42	0.00	0.00
1510	94.46	94.57	0.00	0.00
1520	94.46	94.15	0.00	0.00
1530	94.46	94.29	0.00	0.00
1540	94.46	94.48	0.00	0.00
1550	94.47	95.12	0.00	0.00
1560	94.46	93.58	0.00	0.00
1570	94.46	95.08	0.00	0.00
1580	94.46	94.18	0.00	0.00
1590	94.46	94.87	0.00	0.00
1600	94.46	94.19	0.00	0.00
1610	94.46	94.47	0.00	0.00
1620	94.46	94.65	0.00	0.00
1630	94.46	94.31	0.00	0.00
1640	94.46	94.66	0.00	0.00
1650	94.46	94.48	0.00	0.00
1660	94.47	94.68	0.00	0.00
1670	94.46	94.29	0.00	0.00
1680	94.46	94.45	0.00	0.00
1690	94.47	94.78	0.00	0.00
1700	94.46	94.21	0.00	0.00
1710	94.47	94.66	0.00	0.00
1720	94.47	94.68	0.00	0.00
1730	94.47	94.37	0.00	0.00
1740	94.47	94.57	0.00	0.00
1750	94.47	94.37	0.00	0.00
1760	94.47	94.17	0.00	0.00
1770	94.47	95.12	0.00	0.00
1780	94.46	93.76	0.00	0.00
1790	94.47	94.98	0.00	0.00
1800	94.47	94.29	0.00	0.00
1810	94.47	94.55	0.00	0.00
1820	94.47	94.16	0.00	0.00
1830	94.47	94.66	0.00	0.00
1840	94.47	94.40	0.00	0.00
1850	94.47	95.06	0.00	0.00
1860	94.47	94.39	0.00	0.00
1870	94.47	93.97	0.00	0.00
1880	94.47	94.97	0.00	0.00
1890	94.47	94.26	0.00	0.00
1900	94.47	94.17	0.00	0.00
1910	94.47	94.71	0.00	0.00
1920	94.47	94.47	0.00	0.00
1930	94.47	94.87	0.00	0.00
1940	94.47	94.33	0.00	0.00
1950	94.47	94.57	0.00	0.00
1960	94.47	94.58	0.00	0.00
1970	94.47	93.96	0.00	0.00
1980	94.47	94.61	0.00	0.00
1990	94.47	94.44	0.00	0.00
2000	94.47	94.36	0.00	0.00
2010	94.47	94.43	0.00	0.00
2020	94.47	94.64	0.00	0.00
2030	94.47	94.28	0.00	0.00
