elap_secs	cum_tps	int_tps	cum_ips	int_ips
10	36.06	36.06	0.00	0.00
20	37.40	38.74	0.00	0.00
30	38.08	39.44	0.00	0.00
40	38.49	39.74	0.00	0.00
50	38.82	40.14	0.00	0.00
60	39.09	40.44	0.00	0.00
70	39.34	40.85	0.00	0.00
80	39.55	41.04	0.00	0.00
90	39.78	41.54	0.00	0.00
100	40.00	42.05	0.00	0.00
110	40.20	42.15	0.00	0.00
120	40.39	42.45	0.00	0.00
130	40.56	42.65	0.00	0.00
140	40.74	43.03	0.00	0.00
150	40.90	43.18	0.00	0.00
160	41.05	43.25	0.00	0.00
170	41.20	43.64	0.00	0.00
180	41.34	43.74	0.00	0.00
190	41.44	43.24	0.00	0.00
200	41.55	43.64	0.00	0.00
210	41.67	44.04	0.00	0.00
220	41.77	43.95	0.00	0.00
230	41.87	43.98	0.00	0.00
240	41.96	44.15	0.00	0.00
250	42.06	44.43	0.00	0.00
260	42.16	44.53	0.00	0.00
270	42.22	43.91	0.00	0.00
280	42.29	44.03	0.00	0.00
290	42.36	44.38	0.00	0.00
300	42.43	44.45	0.00	0.00
310	42.49	44.44	0.00	0.00
320	42.55	44.24	0.00	0.00
330	42.60	44.43	0.00	0.00
340	42.66	44.54	0.00	0.00
350	42.73	44.95	0.00	0.00
360	42.78	44.75	0.00	0.00
370	42.84	44.89	0.00	0.00
380	42.90	44.96	0.00	0.00
390	42.95	44.85	0.00	0.00
400	43.00	45.15	0.00	0.00
410	43.05	45.05	0.00	0.00
420	43.10	45.25	0.00	0.00
430	43.16	45.45	0.00	0.00
440	43.20	45.25	0.00	0.00
450	43.26	45.50	0.00	0.00
460	43.31	45.65	0.00	0.00
470	43.35	45.34	0.00	0.00
480	43.39	45.04	0.00	0.00
490	43.42	45.23	0.00	0.00
500	43.45	44.95	0.00	0.00
510	43.50	45.65	0.00	0.00
520	43.54	45.74	0.00	0.00
530	43.58	45.71	0.00	0.00
540	43.62	45.45	0.00	0.00
550	43.65	45.45	0.00	0.00
560	43.68	45.45	0.00	0.00
570	43.72	45.75	0.00	0.00
580	43.75	45.65	0.00	0.00
590	43.78	45.64	0.00	0.00
600	43.81	45.55	0.00	0.00
610	43.84	45.74	0.00	0.00
620	43.87	45.60	0.00	0.00
630	43.90	45.65	0.00	0.00
640	43.93	45.94	0.00	0.00
650	43.96	45.75	0.00	0.00
660	43.99	45.74	0.00	0.00
670	44.01	45.43	0.00	0.00
680	44.03	45.44	0.00	0.00
690	44.05	45.39	0.00	0.00
700	44.07	45.43	0.00	0.00
