sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 2258.39, reads: 31778.41, writes: 9046.55, response time: 11.29ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 2787.01, reads: 39013.16, writes: 11136.05, response time: 9.11ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 2884.00, reads: 40431.04, writes: 11539.01, response time: 8.75ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 2938.00, reads: 41100.01, writes: 11750.00, response time: 8.67ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 2969.00, reads: 41519.98, writes: 11874.99, response time: 8.61ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 3020.00, reads: 42332.99, writes: 12082.00, response time: 8.22ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 3039.00, reads: 42493.05, writes: 12157.01, response time: 8.16ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 3029.99, reads: 42507.90, writes: 12131.97, response time: 8.24ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 3124.01, reads: 43676.11, writes: 12484.03, response time: 8.10ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 3176.00, reads: 44387.99, writes: 12706.00, response time: 7.95ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 3210.98, reads: 45045.75, writes: 12853.93, response time: 7.70ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 3185.02, reads: 44546.26, writes: 12731.07, response time: 8.05ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 3283.97, reads: 46025.55, writes: 13130.87, response time: 7.56ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 3370.03, reads: 47170.48, writes: 13479.14, response time: 7.37ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 3351.99, reads: 46903.87, writes: 13413.96, response time: 7.66ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 3397.01, reads: 47598.14, writes: 13595.04, response time: 7.62ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 3443.00, reads: 48172.98, writes: 13761.99, response time: 7.27ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 3460.00, reads: 48450.05, writes: 13848.02, response time: 7.38ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 3478.00, reads: 48687.98, writes: 13905.00, response time: 7.34ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 3449.00, reads: 48271.96, writes: 13797.99, response time: 7.34ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 3487.00, reads: 48829.02, writes: 13955.01, response time: 7.41ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 3454.00, reads: 48338.04, writes: 13838.01, response time: 7.61ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 3385.99, reads: 47337.89, writes: 13514.97, response time: 7.78ms (95%), errors: 0.00, reconnects:  0.00
