procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 121022464  24388 192032    0    0   114   120    4    2  0  0 99  0  0
11 15      0 120429560  28272 195620    0    0 449488 17472 117057 283649 16  7 70  8  0
19  4      0 120093448  30280 203516    0    0 320424 20676 145262 310951 20  8 66  6  0
29  2      0 119775880  32272 214588    0    0 301112 21044 143514 314865 20  8 66  6  0
12  5      0 119477232  34252 222308    0    0 287252 20947 147490 323219 21  8 66  6  0
20  2      0 119190216  36248 230200    0    0 276568 21027 147911 325399 21  7 66  6  0
12  7      0 118910160  38256 237540    0    0 265564 21096 149486 326683 21  8 66  5  0
17  4      0 118648576  40256 245040    0    0 252208 20844 156599 327530 21  8 66  5  0
14  5      0 118397488  42252 252268    0    0 238920 20924 152512 331429 21  8 66  5  0
20  4      0 118158272  44260 259768    0    0 226308 20800 160992 339917 22  7 66  5  0
15  3      0 117930416  46260 266912    0    0 217684 20824 158424 338107 22  8 66  5  0
13  4      0 117706648  48288 273928    0    0 211448 21196 166076 356008 23  8 65  5  0
16  6      0 117491928  50272 280676    0    0 198388 20937 162723 348958 22  8 66  4  0
 9  2      0 117296016  54952 287440    0    0 189020 20651 160943 348102 22  8 66  4  0
13  4      0 117098656  56952 294416    0    0 179932 20848 165542 357545 22  8 65  4  0
19  2      0 116913792  58952 301688    0    0 177276 21536 175571 381825 23  8 65  4  0
17  7      0 116734632  60944 308764    0    0 166856 21409 177628 376332 23  8 65  4  0
16  2      0 116560688  62944 315260    0    0 159840 21056 179536 374313 24  8 65  4  0
13  5      0 116390168  64936 321988    0    0 153004 21151 179218 388342 24  8 65  4  0
18  3      0 116243200  66916 328796    0    0 143092 21140 178180 386515 23  8 65  4  0
14  5      0 116083032  69012 338288    0    0 142408 21056 181948 391708 24  7 65  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  2      0 115918272  71444 352004    0    0 139552 73461 183435 395897 26  8 63  4  0
26  2      0 115648944  73876 380372    0    0 267592 111003 176326 387529 25  8 63  4  0
20  1      0 115372736  75692 541468    0    0 553852 271960 164493 359050 25  8 62  5  0
15  5      0 115360304  77640 451360    0    0 291148 141436 176940 377786 25  8 62  6  0
23  2      0 115239792  79708 465128    0    0 429140 248040 182554 370855 25  8 61  5  0
11  5      0 115003448  81864 590488    0    0 535468 315441 171314 370722 27  9 61  4  0
14  3      0 114836360  84008 660336    0    0 512976 286842 170595 373227 27  9 60  4  0
19  2      0 114734304  86092 653224    0    0 420300 225743 180149 382848 26  9 61  4  0
15  5      0 114628328  88112 662712    0    0 215520 112055 189806 401469 25  8 60  6  0
17  3      0 114682400  90176 515744    0    0 262212 147603 183939 402417 25  8 60  6  0
17  3      0 114450912  92396 655644    0    0 531128 316229 176929 374661 27  8 60  4  0
21  2      0 114407192  94504 613272    0    0 336548 189592 181764 382783 25  9 63  4  0
25  1      0 114309456  96632 620468    0    0 382208 215751 181943 386314 25  9 62  4  0
17  3      0 114237960  98692 610240    0    0 191808 96001 192577 416271 26  8 61  5  0
21  3      0 114148544 100860 626868    0    0 497716 291311 176520 384864 27  9 60  4  0
18  2      0 114055280 102936 638260    0    0 357116 215185 189770 398705 27  9 61  3  0
20  3      0 113974744 105028 641880    0    0 322760 200247 189842 400174 27  9 61  3  0
20  2      0 113899808 107124 649100    0    0 300536 174708 191460 404769 26  9 62  3  0
13  3      0 113848304 109176 620648    0    0 159292 87764 205436 425637 26  8 61  5  0
17  4      0 113790744 111316 616976    0    0 327604 210572 190321 404022 27  8 60  4  0
21  2      0 113757896 113376 577828    0    0 274996 162281 194412 410518 26  8 63  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  6      0 113578968 115440 684748    0    0 444536 275007 188818 397295 27  9 61  3  0
18  2      0 113533152 116888 662288    0    0 352364 205012 189626 398007 26  8 62  3  0
14  2      0 113517304 117520 619804    0    0 138300 81549 199730 421821 26  9 61  4  0
26  1      0 113422640 117552 661904    0    0 409972 242183 184922 402128 27  9 59  5  0
23  6      0 113386304 117984 636436    0    0 379124 225857 191656 403588 27  9 61  3  0
20  1      0 113322504 118616 651324    0    0 344420 216052 198358 418275 28  9 61  3  0
15  4      0 113235216 119044 678420    0    0 373120 229651 200533 406994 27  9 61  3  0
18  3      0 113279856 119700 578744    0    0 192500 118604 215067 427099 26  9 60  4  0
19  3      0 113120944 120148 688044    0    0 371924 240624 197046 399074 28  8 61  3  0
13  3      0 113105944 121172 651792    0    0 280040 172117 197214 419520 27  9 62  3  0
32  2      0 113030440 122224 669672    0    0 359656 210874 198569 413372 28  8 61  3  0
19  1      0 112982480 122744 677580    0    0 154836 177395 198961 412206 26  8 63  3  0
25  2      0 113004128 123164 604952    0    0 287268 165293 201004 422384 27  8 59  5  0
23  0      0 112841208 124224 719352    0    0 397804 279703 195229 415356 29  9 60  3  0
17  2      0 112805456 124896 708204    0    0 335572 219277 199409 415502 29  9 60  3  0
 9  3      0 112866192 125284 604612    0    0 192300 124851 211415 436715 27  9 61  3  0
18  3      0 112741384 126344 682584    0    0 353260 240676 198561 411052 28  8 62  2  0
20  2      0 112625808 127432 755520    0    0 405200 248488 191724 410896 28  9 60  3  0
