sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 2249.84, reads: 31697.81, writes: 9009.38, response time: 11.11ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 2815.01, reads: 39393.09, writes: 11273.03, response time: 8.89ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 2891.00, reads: 40439.96, writes: 11544.99, response time: 8.68ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 2888.00, reads: 40435.07, writes: 11554.02, response time: 8.46ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 2968.99, reads: 41569.92, writes: 11871.98, response time: 8.69ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 3016.00, reads: 42236.03, writes: 12071.01, response time: 8.24ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 3077.00, reads: 43056.95, writes: 12299.99, response time: 8.15ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 3086.00, reads: 43210.99, writes: 12343.00, response time: 8.17ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 3114.00, reads: 43618.01, writes: 12462.00, response time: 8.24ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 3135.00, reads: 43913.96, writes: 12542.99, response time: 7.92ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 3191.01, reads: 44632.13, writes: 12759.04, response time: 8.02ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 3260.99, reads: 45675.87, writes: 13060.96, response time: 7.62ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 3313.00, reads: 46377.03, writes: 13239.01, response time: 7.78ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 3218.01, reads: 45026.11, writes: 12870.03, response time: 7.68ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 3354.00, reads: 46970.03, writes: 13418.01, response time: 7.56ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 3320.98, reads: 46444.74, writes: 13277.93, response time: 7.77ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 3415.02, reads: 47854.32, writes: 13663.09, response time: 7.31ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 3427.99, reads: 47958.90, writes: 13706.97, response time: 7.33ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 3450.00, reads: 48311.00, writes: 13813.00, response time: 7.28ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 3521.00, reads: 49332.94, writes: 14075.98, response time: 7.08ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 3471.00, reads: 48617.97, writes: 13892.99, response time: 7.38ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 3553.01, reads: 49682.08, writes: 14223.02, response time: 6.91ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 3519.00, reads: 49236.01, writes: 14059.00, response time: 7.41ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 3615.00, reads: 50640.03, writes: 14455.01, response time: 7.05ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 16, tps: 3587.00, reads: 50239.97, writes: 14352.99, response time: 7.00ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 16, tps: 3429.00, reads: 47955.03, writes: 13708.01, response time: 7.81ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 16, tps: 3434.00, reads: 48186.94, writes: 13745.98, response time: 7.80ms (95%), errors: 0.00, reconnects:  0.00
[  28s] threads: 16, tps: 3518.99, reads: 49207.92, writes: 14065.98, response time: 7.52ms (95%), errors: 0.00, reconnects:  0.00
[  29s] threads: 16, tps: 3640.00, reads: 50987.02, writes: 14569.01, response time: 6.99ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 3574.00, reads: 49945.96, writes: 14286.99, response time: 7.18ms (95%), errors: 0.00, reconnects:  0.00
[  31s] threads: 16, tps: 3647.01, reads: 51096.10, writes: 14589.03, response time: 7.06ms (95%), errors: 0.00, reconnects:  0.00
[  32s] threads: 16, tps: 3641.98, reads: 51052.71, writes: 14604.92, response time: 6.71ms (95%), errors: 0.00, reconnects:  0.00
[  33s] threads: 16, tps: 3717.03, reads: 51888.35, writes: 14834.10, response time: 6.86ms (95%), errors: 0.00, reconnects:  0.00
[  34s] threads: 16, tps: 3657.00, reads: 51344.97, writes: 14627.99, response time: 7.11ms (95%), errors: 0.00, reconnects:  0.00
[  35s] threads: 16, tps: 3526.00, reads: 49346.01, writes: 14109.00, response time: 7.78ms (95%), errors: 0.00, reconnects:  0.00
[  36s] threads: 16, tps: 3741.99, reads: 52381.92, writes: 14969.98, response time: 6.79ms (95%), errors: 0.00, reconnects:  0.00
[  37s] threads: 16, tps: 3795.95, reads: 53160.24, writes: 15186.78, response time: 6.55ms (95%), errors: 0.00, reconnects:  0.00
[  38s] threads: 16, tps: 3633.05, reads: 50761.68, writes: 14525.20, response time: 6.88ms (95%), errors: 0.00, reconnects:  0.00
[  39s] threads: 16, tps: 3845.00, reads: 53846.04, writes: 15376.01, response time: 6.54ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 16, tps: 3614.00, reads: 50654.02, writes: 14463.01, response time: 7.03ms (95%), errors: 0.00, reconnects:  0.00
[  41s] threads: 16, tps: 3725.00, reads: 52130.01, writes: 14894.00, response time: 6.96ms (95%), errors: 0.00, reconnects:  0.00
[  42s] threads: 16, tps: 3679.00, reads: 51473.04, writes: 14712.01, response time: 7.01ms (95%), errors: 0.00, reconnects:  0.00
[  43s] threads: 16, tps: 3858.00, reads: 53974.02, writes: 15440.01, response time: 6.29ms (95%), errors: 0.00, reconnects:  0.00
[  44s] threads: 16, tps: 3735.99, reads: 52291.88, writes: 14935.96, response time: 7.05ms (95%), errors: 0.00, reconnects:  0.00
[  45s] threads: 16, tps: 3614.01, reads: 50703.07, writes: 14469.02, response time: 6.93ms (95%), errors: 0.00, reconnects:  0.00
[  46s] threads: 16, tps: 3818.00, reads: 53455.02, writes: 15268.00, response time: 6.60ms (95%), errors: 0.00, reconnects:  0.00
[  47s] threads: 16, tps: 3775.00, reads: 52831.99, writes: 15091.00, response time: 6.84ms (95%), errors: 0.00, reconnects:  0.00
[  48s] threads: 16, tps: 3704.01, reads: 51914.09, writes: 14824.03, response time: 6.97ms (95%), errors: 0.00, reconnects:  0.00
[  49s] threads: 16, tps: 3772.99, reads: 52805.80, writes: 15127.94, response time: 6.66ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 16, tps: 3804.02, reads: 53180.23, writes: 15180.07, response time: 6.87ms (95%), errors: 0.00, reconnects:  0.00
[  51s] threads: 16, tps: 3799.99, reads: 53246.85, writes: 15206.96, response time: 6.69ms (95%), errors: 0.00, reconnects:  0.00
[  52s] threads: 16, tps: 3856.01, reads: 54001.09, writes: 15432.03, response time: 6.19ms (95%), errors: 0.00, reconnects:  0.00
[  53s] threads: 16, tps: 3819.00, reads: 53496.01, writes: 15303.00, response time: 6.66ms (95%), errors: 0.00, reconnects:  0.00
[  54s] threads: 16, tps: 3733.99, reads: 52139.92, writes: 14889.98, response time: 6.98ms (95%), errors: 0.00, reconnects:  0.00
[  55s] threads: 16, tps: 3840.00, reads: 53894.02, writes: 15360.00, response time: 6.66ms (95%), errors: 0.00, reconnects:  0.00
[  56s] threads: 16, tps: 3896.01, reads: 54441.12, writes: 15588.03, response time: 6.52ms (95%), errors: 0.00, reconnects:  0.00
[  57s] threads: 16, tps: 3702.00, reads: 51902.96, writes: 14801.99, response time: 6.56ms (95%), errors: 0.00, reconnects:  0.00
[  58s] threads: 16, tps: 3918.99, reads: 54796.82, writes: 15676.95, response time: 6.46ms (95%), errors: 0.00, reconnects:  0.00
[  59s] threads: 16, tps: 3848.02, reads: 53894.23, writes: 15414.07, response time: 6.57ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 16, tps: 3819.99, reads: 53485.87, writes: 15255.96, response time: 6.61ms (95%), errors: 0.00, reconnects:  0.00
[  61s] threads: 16, tps: 3818.01, reads: 53494.10, writes: 15279.03, response time: 7.10ms (95%), errors: 0.00, reconnects:  0.00
[  62s] threads: 16, tps: 3920.99, reads: 54883.82, writes: 15681.95, response time: 6.42ms (95%), errors: 0.00, reconnects:  0.00
[  63s] threads: 16, tps: 3843.00, reads: 53766.06, writes: 15372.02, response time: 6.98ms (95%), errors: 0.00, reconnects:  0.00
[  64s] threads: 16, tps: 3998.00, reads: 55957.98, writes: 15988.99, response time: 6.28ms (95%), errors: 0.00, reconnects:  0.00
[  65s] threads: 16, tps: 3889.00, reads: 54493.97, writes: 15564.99, response time: 6.46ms (95%), errors: 0.00, reconnects:  0.00
[  66s] threads: 16, tps: 3945.00, reads: 55254.01, writes: 15768.00, response time: 6.30ms (95%), errors: 0.00, reconnects:  0.00
[  67s] threads: 16, tps: 3816.97, reads: 53347.52, writes: 15267.86, response time: 6.80ms (95%), errors: 0.00, reconnects:  0.00
[  68s] threads: 16, tps: 3882.02, reads: 54413.24, writes: 15528.07, response time: 6.70ms (95%), errors: 0.00, reconnects:  0.00
[  69s] threads: 16, tps: 3894.02, reads: 54449.24, writes: 15580.07, response time: 6.56ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 16, tps: 3946.01, reads: 55324.08, writes: 15800.02, response time: 6.34ms (95%), errors: 0.00, reconnects:  0.00
[  71s] threads: 16, tps: 3938.00, reads: 55087.07, writes: 15745.02, response time: 6.33ms (95%), errors: 0.00, reconnects:  0.00
[  72s] threads: 16, tps: 3808.99, reads: 53389.86, writes: 15226.96, response time: 6.70ms (95%), errors: 0.00, reconnects:  0.00
[  73s] threads: 16, tps: 3891.00, reads: 54463.05, writes: 15564.02, response time: 6.85ms (95%), errors: 0.00, reconnects:  0.00
[  74s] threads: 16, tps: 3977.00, reads: 55639.98, writes: 15907.00, response time: 6.46ms (95%), errors: 0.00, reconnects:  0.00
[  75s] threads: 16, tps: 4074.01, reads: 57016.11, writes: 16297.03, response time: 6.04ms (95%), errors: 0.00, reconnects:  0.00
[  76s] threads: 16, tps: 3849.99, reads: 53936.82, writes: 15402.95, response time: 6.44ms (95%), errors: 0.00, reconnects:  0.00
[  77s] threads: 16, tps: 3957.00, reads: 55380.05, writes: 15826.01, response time: 6.43ms (95%), errors: 0.00, reconnects:  0.00
[  78s] threads: 16, tps: 3943.01, reads: 55257.08, writes: 15772.02, response time: 6.36ms (95%), errors: 0.00, reconnects:  0.00
[  79s] threads: 16, tps: 3907.00, reads: 54708.98, writes: 15682.99, response time: 6.60ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 16, tps: 3966.00, reads: 55383.00, writes: 15804.00, response time: 6.35ms (95%), errors: 0.00, reconnects:  0.00
[  81s] threads: 16, tps: 4013.99, reads: 56253.90, writes: 16059.97, response time: 6.20ms (95%), errors: 0.00, reconnects:  0.00
[  82s] threads: 16, tps: 3958.00, reads: 55419.03, writes: 15831.01, response time: 6.47ms (95%), errors: 0.00, reconnects:  0.00
[  83s] threads: 16, tps: 3917.01, reads: 54837.15, writes: 15689.04, response time: 6.76ms (95%), errors: 0.00, reconnects:  0.00
[  84s] threads: 16, tps: 3983.99, reads: 55789.86, writes: 15911.96, response time: 6.46ms (95%), errors: 0.00, reconnects:  0.00
[  85s] threads: 16, tps: 3922.00, reads: 54963.97, writes: 15698.99, response time: 6.36ms (95%), errors: 0.00, reconnects:  0.00
[  86s] threads: 16, tps: 3864.00, reads: 54072.05, writes: 15450.02, response time: 6.44ms (95%), errors: 0.00, reconnects:  0.00
[  87s] threads: 16, tps: 4029.00, reads: 56363.05, writes: 16117.01, response time: 6.41ms (95%), errors: 0.00, reconnects:  0.00
[  88s] threads: 16, tps: 3868.01, reads: 54175.11, writes: 15491.03, response time: 6.75ms (95%), errors: 0.00, reconnects:  0.00
[  89s] threads: 16, tps: 3898.00, reads: 54597.99, writes: 15619.00, response time: 6.74ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 16, tps: 3911.99, reads: 54724.89, writes: 15630.97, response time: 6.77ms (95%), errors: 0.00, reconnects:  0.00
[  91s] threads: 16, tps: 3941.01, reads: 55210.11, writes: 15740.03, response time: 6.52ms (95%), errors: 0.00, reconnects:  0.00
[  92s] threads: 16, tps: 3951.98, reads: 55335.78, writes: 15808.94, response time: 6.44ms (95%), errors: 0.00, reconnects:  0.00
[  93s] threads: 16, tps: 4031.01, reads: 56385.12, writes: 16123.03, response time: 6.22ms (95%), errors: 0.00, reconnects:  0.00
[  94s] threads: 16, tps: 3940.99, reads: 55149.84, writes: 15775.95, response time: 6.51ms (95%), errors: 0.00, reconnects:  0.00
[  95s] threads: 16, tps: 3971.01, reads: 55605.16, writes: 15863.05, response time: 6.41ms (95%), errors: 0.00, reconnects:  0.00
[  96s] threads: 16, tps: 3822.99, reads: 53504.88, writes: 15289.97, response time: 6.70ms (95%), errors: 0.00, reconnects:  0.00
[  97s] threads: 16, tps: 4090.01, reads: 57250.10, writes: 16377.03, response time: 6.03ms (95%), errors: 0.00, reconnects:  0.00
[  98s] threads: 16, tps: 3913.99, reads: 54824.91, writes: 15638.97, response time: 6.51ms (95%), errors: 0.00, reconnects:  0.00
[  99s] threads: 16, tps: 3884.99, reads: 54421.91, writes: 15559.97, response time: 6.77ms (95%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 16, tps: 3999.02, reads: 56030.26, writes: 15984.07, response time: 6.46ms (95%), errors: 0.00, reconnects:  0.00
[ 101s] threads: 16, tps: 3997.99, reads: 55901.92, writes: 15985.98, response time: 6.49ms (95%), errors: 0.00, reconnects:  0.00
[ 102s] threads: 16, tps: 4076.00, reads: 57082.03, writes: 16310.01, response time: 6.04ms (95%), errors: 0.00, reconnects:  0.00
[ 103s] threads: 16, tps: 3959.00, reads: 55344.96, writes: 15827.99, response time: 6.71ms (95%), errors: 0.00, reconnects:  0.00
[ 104s] threads: 16, tps: 3957.00, reads: 55505.94, writes: 15833.98, response time: 6.50ms (95%), errors: 0.00, reconnects:  0.00
[ 105s] threads: 16, tps: 4153.00, reads: 58138.03, writes: 16635.01, response time: 5.94ms (95%), errors: 0.00, reconnects:  0.00
[ 106s] threads: 16, tps: 3925.00, reads: 54939.07, writes: 15677.02, response time: 6.52ms (95%), errors: 0.00, reconnects:  0.00
[ 107s] threads: 16, tps: 4018.00, reads: 56249.02, writes: 16088.01, response time: 6.14ms (95%), errors: 0.00, reconnects:  0.00
[ 108s] threads: 16, tps: 4077.96, reads: 57054.49, writes: 16306.86, response time: 6.15ms (95%), errors: 0.00, reconnects:  0.00
[ 109s] threads: 16, tps: 3993.03, reads: 55991.45, writes: 15961.13, response time: 6.38ms (95%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 16, tps: 3933.99, reads: 55035.92, writes: 15735.98, response time: 6.56ms (95%), errors: 0.00, reconnects:  0.00
[ 111s] threads: 16, tps: 3902.01, reads: 54615.13, writes: 15602.04, response time: 6.42ms (95%), errors: 0.00, reconnects:  0.00
