procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 336320 119983192  27320 1177520    0    0    67   406    0    0 12  8 79  1  0
13  6 336320 119408640  30876 1179864    0    0 434788 16416 113282 277816 17  7 69  7  0
14  0 336320 119075664  32876 1189652    0    0 313556 20532 142371 305383 21  8 64  6  0
18  4 336320 118768160  34876 1199448    0    0 298568 20822 139464 310583 22  8 64  6  0
16  2 336320 118471024  36852 1206732    0    0 285144 20078 139595 312934 22  8 64  6  0
17  6 336320 118184344  38860 1213628    0    0 272252 20324 140727 318186 22  8 65  6  0
15  7 336320 117910976  40860 1220712    0    0 260960 20784 142446 320375 23  8 64  5  0
 4  2 336320 117649400  42792 1228652    0    0 253388 20844 149327 331200 23  8 64  5  0
12  6 336320 117396704  44792 1235792    0    0 238188 20928 148468 327966 22  9 64  5  0
15  5 336320 117152816  46800 1243036    0    0 227980 20660 146120 330029 23  8 64  5  0
22  4 336320 116930520  48800 1250268    0    0 214600 20960 147908 331716 23  8 64  5  0
 5  4 336320 116712080  50812 1257120    0    0 201892 20360 150074 336039 23  8 64  4  0
17  5 336320 116504904  52812 1263928    0    0 198276 20832 154513 349092 24  8 63  5  0
24  2 336320 116306912  54820 1270924    0    0 187932 20848 157456 356145 24  8 64  5  0
18  2 336320 116117392  56796 1277272    0    0 172548 20281 157505 337878 24  8 64  4  0
12  1 336320 115936992  58796 1284360    0    0 171880 20687 164168 361628 25  8 63  4  0
22  1 336320 115760128  60796 1290884    0    0 163364 20652 166968 363606 25  8 63  4  0
13  0 336320 115589040  62756 1297768    0    0 159232 20476 166256 361149 25  9 62  4  0
11  2 336320 115419496  64756 1304260    0    0 153464 20860 172343 371653 25  8 63  4  0
17  3 336320 115266272  66872 1310828    0    0 145596 20521 161009 369019 25  8 63  4  0
20  2 336320 115109584  68856 1319416    0    0 142832 21003 173791 384311 25  9 62  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
26  4 336320 114939792  71056 1346460    0    0 137400 92988 172368 381752 25  9 62  4  0
24  3 336320 114801216  73376 1351172    0    0 125704 54904 176272 389615 26  9 61  4  0
16  2 336320 114659632  75876 1362432    0    0 120444 63100 174142 379367 26  9 62  3  0
24  1 336320 114543816  78324 1357804    0    0 117312 48153 183945 397129 26  9 62  3  0
18  3 336320 114357104  80404 1420392    0    0 189292 106427 177741 389395 26  8 60  6  0
20  5 336320 114109920  82404 1535772    0    0 226148 127028 172195 379234 25  9 60  7  0
24  5 336320 113920896  84456 1601552    0    0 280976 197728 172634 380267 25  9 59  7  0
19  7 336320 113792784  86452 1626892    0    0 176400 95040 178641 393549 25  8 59  7  0
 7  7 336320 113762080  88460 1554584    0    0 157240 82501 184295 405966 26  9 57  8  0
15  8 336320 113605072  90548 1608172    0    0 221552 160519 181559 392701 26  9 59  7  0
18  2 336320 113555552  92564 1565944    0    0 141080 83936 185685 406942 26  8 59  7  0
16 11 336320 113435544  94632 1588532    0    0 174388 112500 187418 404347 27  9 56  8  0
17  8 336320 113308216  96692 1624496    0    0 123868 76848 190494 406476 26  9 58  7  0
 7  8 336320 113252760  98768 1597620    0    0 198756 152345 183840 407372 26  9 59  7  0
21  5 336320 113110272 100892 1658492    0    0 254456 202251 177084 387201 25  9 59  7  0
19  6 336320 113039072 102924 1649884    0    0 133832 83376 192543 408004 27  9 58  6  0
23  7 336320 113000112 104948 1608660    0    0 81644 45764 199027 427194 27  8 58  7  0
18  8 336320 112915272 106936 1623836    0    0 168080 117800 194156 403573 26  9 55  9  0
19  8 336320 112831288 108980 1635044    0    0 75176 50213 210585 429615 27  9 57  7  0
18  5 336320 112787552 111000 1617152    0    0 182532 151695 195855 401287 26  8 59  6  0
22  6 336320 112690016 113096 1638556    0    0 172424 151228 198212 412831 27  8 58  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
23  4 336320 112600432 115016 1664388    0    0 189764 159820 193530 404214 27  9 59  6  0
25  8 336320 112595576 116372 1598916    0    0 80816 31268 203826 427686 27  9 58  6  0
20  5 336320 112471136 116404 1663576    0    0 167240 133425 193246 413715 27  9 56  8  0
10  7 336320 112328512 116956 1739724    0    0 235796 214407 186991 397862 26  9 59  5  0
29  5 336320 112271224 117968 1732344    0    0 94772 61904 192376 421492 27  8 59  5  0
28  7 336320 112217088 118980 1734380    0    0 53056 53652 196653 415781 28  9 59  5  0
19  7 336320 112251272 119520 1644456    0    0 200804 166340 194278 412917 27  9 58  6  0
 1 10 336320 112175536 120036 1668388    0    0 57580 26805 200893 422181 27  8 53 11  0
19  5 336320 112083896 120520 1707720    0    0 137524 133995 198112 415816 27  9 57  7  0
22  6 336320 112031408 121028 1706096    0    0 167432 145372 201389 421146 27  9 58  6  0
17  5 336320 111992120 122012 1696132    0    0 86924 58760 199845 428022 28  8 57  7  0
19  6 336320 111928256 123028 1710828    0    0 114760 123336 200270 421100 27  9 58  5  0
 4  7 336320 111874128 124064 1719152    0    0 154000 182129 192126 408459 27  9 57  7  0
19  5 336320 111822560 125108 1717028    0    0 144428 129767 196761 426958 27  9 58  6  0
30  6 336320 111786688 126124 1709916    0    0 91104 82392 200160 430684 28  9 58  6  0
22  5 336320 111624872 127188 1815480    0    0 231768 229508 187110 401843 26  9 59  6  0
19  6 336320 111594336 128192 1801036    0    0 69616 64044 204412 431659 28  9 56  7  0
21  6 336320 111601608 129192 1753396    0    0 98596 84197 197938 426726 28  9 55  9  0
20  6 336320 111527816 130236 1785308    0    0 168976 154455 195329 420315 28  9 56  8  0
20  5 336320 111479120 131208 1783308    0    0 117056 106256 200746 426171 27  9 58  6  0
19  6 336320 111467048 132104 1755716    0    0 128372 111620 204582 437271 28  9 57  7  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15  6 336320 111369760 132688 1810100    0    0 157456 158356 202086 436474 27 10 57  6  0
21  1 336320 111321576 133224 1818788    0    0 44348 67513 207229 447893 28  9 57  5  0
19  6 336320 111337632 133760 1769952    0    0 135372 116083 204430 433059 28  9 57  6  0
25  6 336320 111265744 134772 1801456    0    0 63920 51924 205395 434677 28  9 58  5  0
18  6 336320 111177040 135848 1851112    0    0 224348 214580 207748 425452 27  9 58  5  0
17  6 336320 111140240 136868 1851264    0    0 102864 106468 203590 430227 27  9 58  5  0
18  5 336320 111123872 137404 1828284    0    0 132200 134065 205607 431068 28  9 58  5  0
19  6 336320 111090448 137904 1827720    0    0 92632 79491 206102 434504 28  9 56  7  0
14  6 336320 111100448 138916 1784756    0    0 80516 74156 207621 434054 28  9 54  9  0
20  5 336320 111028896 139932 1818484    0    0 171000 171440 195765 429464 27  9 57  6  0
28  4 336320 110942152 140684 1868396    0    0 161472 176180 205486 433223 27  9 58  5  0
27  5 336320 110938480 140892 1835200    0    0 90188 73641 211666 441877 28  9 58  5  0
22  7 336320 110914464 141152 1830060    0    0 48784 63131 218022 464694 29  8 57  6  0
29  7 336320 110847512 141676 1868648    0    0 160300 149052 198292 423776 27  9 54 10  0
35  5 336320 110830408 142488 1846496    0    0 109512 106072 205212 436049 28  9 57  6  0
20  7 336320 110792184 143500 1850592    0    0 98516 113144 207630 436726 27  9 58  6  0
21  3 336320 110739904 144556 1871252    0    0 158272 171073 209030 433990 28  9 57  6  0
24  7 336320 110662656 145476 1918368    0    0 96208 102379 215001 435979 28  9 57  6  0
21  6 336320 110665048 146044 1883404    0    0 35656 35348 207793 443664 29  9 53 10  0
 6  6 336320 110657520 146228 1861192    0    0 137148 126344 220111 438524 28  9 56  7  0
18  7 336320 110587024 146404 1905948    0    0 127300 134036 225559 435720 28  9 58  5  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
44  6 336320 110591888 146860 1876644    0    0 86336 101501 219783 441110 28  9 57  6  0
17  5 336320 110506400 147408 1930324    0    0 157608 155999 207702 434037 28  9 57  6  0
26  6 336320 110482864 147444 1921936    0    0 135904 137796 209248 431113 28  9 57  6  0
19  5 336320 110447232 147600 1928940    0    0 24884 42812 212239 441520 28  9 56  7  0
13  6 336320 110422472 147604 1931348    0    0 146320 146948 210631 426241 28  9 59  4  0
20  5 336320 110369144 147612 1955728    0    0 144300 143001 204241 428600 28  9 58  6  0
20  5 336320 110369064 147924 1928924    0    0 124348 126935 209807 433404 28  9 57  6  0
