sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 2274.55, reads: 32003.71, writes: 9110.21, response time: 11.39ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 2819.00, reads: 39447.01, writes: 11274.00, response time: 8.81ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 2880.01, reads: 40275.11, writes: 11515.03, response time: 8.84ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 2913.00, reads: 40842.00, writes: 11657.00, response time: 8.76ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 2989.99, reads: 41875.86, writes: 11962.96, response time: 8.43ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 2984.01, reads: 41764.10, writes: 11934.03, response time: 8.80ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 3059.00, reads: 42814.00, writes: 12231.00, response time: 8.17ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 3101.00, reads: 43409.01, writes: 12410.00, response time: 8.16ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 3091.00, reads: 43267.05, writes: 12362.01, response time: 8.28ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 3122.00, reads: 43726.98, writes: 12485.99, response time: 8.17ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 3197.00, reads: 44745.97, writes: 12781.99, response time: 8.12ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 3241.00, reads: 45400.01, writes: 12969.00, response time: 7.99ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 3184.01, reads: 44589.12, writes: 12738.03, response time: 7.82ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 3321.00, reads: 46497.94, writes: 13274.98, response time: 7.78ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 3369.00, reads: 47120.03, writes: 13492.01, response time: 7.56ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 3394.00, reads: 47531.95, writes: 13566.98, response time: 7.40ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 3483.00, reads: 48768.99, writes: 13931.00, response time: 7.24ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 3413.00, reads: 47819.02, writes: 13678.00, response time: 7.44ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 3499.99, reads: 48927.85, writes: 13971.96, response time: 7.36ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 3511.00, reads: 49200.05, writes: 14047.01, response time: 7.15ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 3502.01, reads: 49043.08, writes: 14011.02, response time: 7.19ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 3573.00, reads: 49998.95, writes: 14291.99, response time: 6.86ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 3562.00, reads: 49915.03, writes: 14254.01, response time: 7.28ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 3481.00, reads: 48731.00, writes: 13919.00, response time: 7.72ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 16, tps: 3520.99, reads: 49235.90, writes: 14082.97, response time: 6.73ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 16, tps: 3522.01, reads: 49331.13, writes: 14089.04, response time: 7.41ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 16, tps: 3416.99, reads: 47864.93, writes: 13678.98, response time: 7.76ms (95%), errors: 0.00, reconnects:  0.00
