sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 10 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Threads started!

[  10s] threads: 16, tps: 128.10, reads: 1810.91, writes: 513.80, response time: 291.68ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 120.90, reads: 1687.81, writes: 483.70, response time: 294.66ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 130.10, reads: 1821.80, writes: 519.10, response time: 285.37ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 16, tps: 126.70, reads: 1779.90, writes: 511.00, response time: 284.44ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 16, tps: 147.20, reads: 2057.90, writes: 584.90, response time: 276.21ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 16, tps: 144.10, reads: 2018.50, writes: 576.50, response time: 270.32ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 16, tps: 149.80, reads: 2097.19, writes: 600.50, response time: 276.54ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 16, tps: 156.50, reads: 2191.41, writes: 625.70, response time: 268.71ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 16, tps: 158.60, reads: 2216.99, writes: 633.80, response time: 259.31ms (95%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 16, tps: 164.10, reads: 2299.60, writes: 657.90, response time: 258.45ms (95%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 16, tps: 166.10, reads: 2323.10, writes: 663.20, response time: 256.07ms (95%), errors: 0.00, reconnects:  0.00
[ 120s] threads: 16, tps: 169.40, reads: 2373.01, writes: 678.10, response time: 256.83ms (95%), errors: 0.00, reconnects:  0.00
[ 130s] threads: 16, tps: 172.20, reads: 2409.89, writes: 687.50, response time: 267.19ms (95%), errors: 0.00, reconnects:  0.00
[ 140s] threads: 16, tps: 173.20, reads: 2427.50, writes: 694.90, response time: 266.39ms (95%), errors: 0.00, reconnects:  0.00
[ 150s] threads: 16, tps: 178.40, reads: 2496.00, writes: 711.50, response time: 255.68ms (95%), errors: 0.00, reconnects:  0.00
[ 160s] threads: 16, tps: 170.50, reads: 2383.81, writes: 683.00, response time: 254.77ms (95%), errors: 0.00, reconnects:  0.00
[ 170s] threads: 16, tps: 175.60, reads: 2461.80, writes: 702.30, response time: 256.68ms (95%), errors: 0.00, reconnects:  0.00
[ 180s] threads: 16, tps: 173.00, reads: 2420.20, writes: 692.10, response time: 253.70ms (95%), errors: 0.00, reconnects:  0.00
[ 190s] threads: 16, tps: 176.10, reads: 2467.00, writes: 704.20, response time: 263.14ms (95%), errors: 0.00, reconnects:  0.00
[ 200s] threads: 16, tps: 170.90, reads: 2390.20, writes: 683.20, response time: 256.60ms (95%), errors: 0.00, reconnects:  0.00
[ 210s] threads: 16, tps: 174.30, reads: 2440.80, writes: 698.00, response time: 255.38ms (95%), errors: 0.00, reconnects:  0.00
[ 220s] threads: 16, tps: 171.20, reads: 2400.60, writes: 685.50, response time: 253.32ms (95%), errors: 0.00, reconnects:  0.00
[ 230s] threads: 16, tps: 174.40, reads: 2435.70, writes: 695.60, response time: 256.83ms (95%), errors: 0.00, reconnects:  0.00
[ 240s] threads: 16, tps: 171.70, reads: 2404.40, writes: 687.50, response time: 255.53ms (95%), errors: 0.00, reconnects:  0.00
[ 250s] threads: 16, tps: 176.30, reads: 2472.70, writes: 706.20, response time: 260.63ms (95%), errors: 0.00, reconnects:  0.00
[ 260s] threads: 16, tps: 175.80, reads: 2460.99, writes: 702.90, response time: 258.07ms (95%), errors: 0.00, reconnects:  0.00
[ 270s] threads: 16, tps: 174.50, reads: 2442.10, writes: 697.50, response time: 259.93ms (95%), errors: 0.00, reconnects:  0.00
[ 280s] threads: 16, tps: 175.70, reads: 2459.70, writes: 703.70, response time: 251.51ms (95%), errors: 0.00, reconnects:  0.00
[ 290s] threads: 16, tps: 180.60, reads: 2528.40, writes: 722.30, response time: 250.98ms (95%), errors: 0.00, reconnects:  0.00
[ 300s] threads: 16, tps: 179.90, reads: 2517.80, writes: 719.20, response time: 251.43ms (95%), errors: 0.00, reconnects:  0.00
[ 310s] threads: 16, tps: 181.90, reads: 2548.20, writes: 727.40, response time: 263.06ms (95%), errors: 0.00, reconnects:  0.00
[ 320s] threads: 16, tps: 177.80, reads: 2490.70, writes: 712.50, response time: 255.00ms (95%), errors: 0.00, reconnects:  0.00
[ 330s] threads: 16, tps: 181.80, reads: 2545.50, writes: 726.60, response time: 257.22ms (95%), errors: 0.00, reconnects:  0.00
[ 340s] threads: 16, tps: 181.10, reads: 2536.00, writes: 725.00, response time: 259.54ms (95%), errors: 0.00, reconnects:  0.00
[ 350s] threads: 16, tps: 186.30, reads: 2606.01, writes: 743.50, response time: 257.84ms (95%), errors: 0.00, reconnects:  0.00
[ 360s] threads: 16, tps: 183.70, reads: 2568.00, writes: 734.50, response time: 251.96ms (95%), errors: 0.00, reconnects:  0.00
[ 370s] threads: 16, tps: 187.30, reads: 2627.69, writes: 751.60, response time: 267.59ms (95%), errors: 0.00, reconnects:  0.00
[ 380s] threads: 16, tps: 183.90, reads: 2566.70, writes: 734.00, response time: 257.14ms (95%), errors: 0.00, reconnects:  0.00
[ 390s] threads: 16, tps: 186.70, reads: 2616.30, writes: 746.90, response time: 252.64ms (95%), errors: 0.00, reconnects:  0.00
[ 400s] threads: 16, tps: 186.50, reads: 2615.20, writes: 745.70, response time: 252.79ms (95%), errors: 0.00, reconnects:  0.00
[ 410s] threads: 16, tps: 186.60, reads: 2609.10, writes: 745.80, response time: 253.17ms (95%), errors: 0.00, reconnects:  0.00
[ 420s] threads: 16, tps: 190.90, reads: 2673.30, writes: 763.30, response time: 251.13ms (95%), errors: 0.00, reconnects:  0.00
[ 430s] threads: 16, tps: 184.30, reads: 2576.79, writes: 736.90, response time: 262.74ms (95%), errors: 0.00, reconnects:  0.00
[ 440s] threads: 16, tps: 187.20, reads: 2619.21, writes: 749.20, response time: 259.77ms (95%), errors: 0.00, reconnects:  0.00
[ 450s] threads: 16, tps: 186.60, reads: 2616.00, writes: 746.60, response time: 255.76ms (95%), errors: 0.00, reconnects:  0.00
[ 460s] threads: 16, tps: 192.20, reads: 2694.79, writes: 769.40, response time: 254.23ms (95%), errors: 0.00, reconnects:  0.00
[ 470s] threads: 16, tps: 184.90, reads: 2591.51, writes: 740.70, response time: 251.58ms (95%), errors: 0.00, reconnects:  0.00
[ 480s] threads: 16, tps: 191.70, reads: 2679.60, writes: 766.10, response time: 256.30ms (95%), errors: 0.00, reconnects:  0.00
[ 490s] threads: 16, tps: 192.70, reads: 2696.90, writes: 770.10, response time: 257.91ms (95%), errors: 0.00, reconnects:  0.00
[ 500s] threads: 16, tps: 190.20, reads: 2656.30, writes: 760.50, response time: 257.30ms (95%), errors: 0.00, reconnects:  0.00
[ 510s] threads: 16, tps: 189.00, reads: 2648.50, writes: 756.00, response time: 250.68ms (95%), errors: 0.00, reconnects:  0.00
[ 520s] threads: 16, tps: 190.90, reads: 2677.29, writes: 763.40, response time: 252.41ms (95%), errors: 0.00, reconnects:  0.00
[ 530s] threads: 16, tps: 191.70, reads: 2684.90, writes: 767.50, response time: 252.11ms (95%), errors: 0.00, reconnects:  0.00
[ 540s] threads: 16, tps: 196.80, reads: 2754.41, writes: 786.90, response time: 250.98ms (95%), errors: 0.00, reconnects:  0.00
[ 550s] threads: 16, tps: 192.90, reads: 2699.00, writes: 770.80, response time: 261.33ms (95%), errors: 0.00, reconnects:  0.00
[ 560s] threads: 16, tps: 191.60, reads: 2682.79, writes: 767.50, response time: 256.68ms (95%), errors: 0.00, reconnects:  0.00
[ 570s] threads: 16, tps: 198.80, reads: 2781.71, writes: 794.60, response time: 251.96ms (95%), errors: 0.00, reconnects:  0.00
[ 580s] threads: 16, tps: 197.80, reads: 2769.90, writes: 791.40, response time: 248.66ms (95%), errors: 0.00, reconnects:  0.00
[ 590s] threads: 16, tps: 194.90, reads: 2728.30, writes: 780.30, response time: 250.91ms (95%), errors: 0.00, reconnects:  0.00
[ 600s] threads: 16, tps: 195.70, reads: 2742.70, writes: 783.20, response time: 250.01ms (95%), errors: 0.00, reconnects:  0.00
[ 610s] threads: 16, tps: 197.20, reads: 2760.00, writes: 788.00, response time: 255.84ms (95%), errors: 0.00, reconnects:  0.00
[ 620s] threads: 16, tps: 197.70, reads: 2770.40, writes: 792.00, response time: 261.49ms (95%), errors: 0.00, reconnects:  0.00
[ 630s] threads: 16, tps: 197.40, reads: 2757.29, writes: 787.70, response time: 252.49ms (95%), errors: 0.00, reconnects:  0.00
[ 640s] threads: 16, tps: 201.80, reads: 2827.21, writes: 807.80, response time: 247.92ms (95%), errors: 0.00, reconnects:  0.00
[ 650s] threads: 16, tps: 197.30, reads: 2765.10, writes: 789.90, response time: 251.06ms (95%), errors: 0.00, reconnects:  0.00
[ 660s] threads: 16, tps: 201.20, reads: 2814.60, writes: 803.70, response time: 251.06ms (95%), errors: 0.00, reconnects:  0.00
[ 670s] threads: 16, tps: 200.80, reads: 2809.31, writes: 803.80, response time: 253.85ms (95%), errors: 0.00, reconnects:  0.00
[ 680s] threads: 16, tps: 198.40, reads: 2772.80, writes: 793.00, response time: 259.00ms (95%), errors: 0.00, reconnects:  0.00
[ 690s] threads: 16, tps: 198.70, reads: 2792.60, writes: 797.60, response time: 252.11ms (95%), errors: 0.00, reconnects:  0.00
[ 700s] threads: 16, tps: 201.40, reads: 2817.00, writes: 803.60, response time: 251.43ms (95%), errors: 0.00, reconnects:  0.00
[ 710s] threads: 16, tps: 198.30, reads: 2775.50, writes: 793.00, response time: 251.28ms (95%), errors: 0.00, reconnects:  0.00
[ 720s] threads: 16, tps: 200.60, reads: 2809.20, writes: 802.80, response time: 251.21ms (95%), errors: 0.00, reconnects:  0.00
[ 730s] threads: 16, tps: 202.80, reads: 2835.40, writes: 809.80, response time: 257.30ms (95%), errors: 0.00, reconnects:  0.00
[ 740s] threads: 16, tps: 206.00, reads: 2888.99, writes: 825.00, response time: 253.10ms (95%), errors: 0.00, reconnects:  0.00
[ 750s] threads: 16, tps: 204.90, reads: 2867.50, writes: 820.30, response time: 247.18ms (95%), errors: 0.00, reconnects:  0.00
[ 760s] threads: 16, tps: 202.20, reads: 2829.10, writes: 806.80, response time: 252.11ms (95%), errors: 0.00, reconnects:  0.00
[ 770s] threads: 16, tps: 202.40, reads: 2834.60, writes: 810.50, response time: 251.43ms (95%), errors: 0.00, reconnects:  0.00
[ 780s] threads: 16, tps: 207.40, reads: 2903.80, writes: 830.60, response time: 251.36ms (95%), errors: 0.00, reconnects:  0.00
[ 790s] threads: 16, tps: 205.50, reads: 2871.50, writes: 820.20, response time: 252.57ms (95%), errors: 0.00, reconnects:  0.00
[ 800s] threads: 16, tps: 201.00, reads: 2816.90, writes: 804.70, response time: 254.77ms (95%), errors: 0.00, reconnects:  0.00
