sysbench 0.9:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 128
Report intermediate results every 10 second(s)
Initializing random number generator from current time


setting write concern to 1
Threads started!

[  10s] threads: 128, tps: 10053.51, reads: 41272.85, writes: 0.00, response time: 26.42ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 128, tps: 10543.60, reads: 43244.21, writes: 0.00, response time: 25.60ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 128, tps: 10540.80, reads: 43275.40, writes: 0.00, response time: 25.59ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 128, tps: 10014.39, reads: 41137.75, writes: 0.00, response time: 26.11ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 128, tps: 10517.37, reads: 43167.38, writes: 0.00, response time: 25.66ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 128, tps: 10544.04, reads: 43357.38, writes: 0.00, response time: 25.55ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 128, tps: 10569.70, reads: 43332.19, writes: 0.00, response time: 25.60ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 128, tps: 10538.99, reads: 43278.37, writes: 0.00, response time: 25.61ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 128, tps: 10575.48, reads: 43381.72, writes: 0.00, response time: 25.43ms (95%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 128, tps: 10540.33, reads: 43241.82, writes: 0.00, response time: 25.67ms (95%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 128, tps: 10536.40, reads: 43304.10, writes: 0.00, response time: 25.61ms (95%), errors: 0.00, reconnects:  0.00
[ 120s] threads: 128, tps: 10543.40, reads: 43327.99, writes: 0.00, response time: 25.59ms (95%), errors: 0.00, reconnects:  0.00
[ 130s] threads: 128, tps: 10554.00, reads: 43318.21, writes: 0.00, response time: 25.59ms (95%), errors: 0.00, reconnects:  0.00
[ 140s] threads: 128, tps: 10520.79, reads: 43175.67, writes: 0.00, response time: 25.69ms (95%), errors: 0.00, reconnects:  0.00
[ 150s] threads: 128, tps: 10500.30, reads: 43120.71, writes: 0.00, response time: 25.67ms (95%), errors: 0.00, reconnects:  0.00
[ 160s] threads: 128, tps: 10496.30, reads: 43136.20, writes: 0.00, response time: 25.71ms (95%), errors: 0.00, reconnects:  0.00
[ 170s] threads: 128, tps: 10505.00, reads: 43171.70, writes: 0.00, response time: 25.60ms (95%), errors: 0.00, reconnects:  0.00
[ 180s] threads: 128, tps: 10491.70, reads: 43113.70, writes: 0.00, response time: 25.66ms (95%), errors: 0.00, reconnects:  0.00
[ 190s] threads: 128, tps: 10510.90, reads: 43190.89, writes: 0.00, response time: 25.73ms (95%), errors: 0.00, reconnects:  0.00
[ 200s] threads: 128, tps: 10521.60, reads: 43175.91, writes: 0.00, response time: 25.61ms (95%), errors: 0.00, reconnects:  0.00
[ 210s] threads: 128, tps: 10519.49, reads: 43189.97, writes: 0.00, response time: 25.64ms (95%), errors: 0.00, reconnects:  0.00
[ 220s] threads: 128, tps: 10520.81, reads: 43200.84, writes: 0.00, response time: 25.69ms (95%), errors: 0.00, reconnects:  0.00
[ 230s] threads: 128, tps: 10537.10, reads: 43266.40, writes: 0.00, response time: 25.69ms (95%), errors: 0.00, reconnects:  0.00
[ 240s] threads: 128, tps: 10491.80, reads: 43138.90, writes: 0.00, response time: 25.75ms (95%), errors: 0.00, reconnects:  0.00
[ 250s] threads: 128, tps: 10494.07, reads: 43077.79, writes: 0.00, response time: 25.66ms (95%), errors: 0.00, reconnects:  0.00
