10,9693.52,0.14,mysql55.tiRC.full,1
20,10132.19,0.12,mysql55.tiRC.full,1
30,10075.83,0.13,mysql55.tiRC.full,1
40,9930.38,0.14,mysql55.tiRC.full,1
50,10123.50,0.13,mysql55.tiRC.full,1
60,10091.27,0.13,mysql55.tiRC.full,1
70,10107.34,0.13,mysql55.tiRC.full,1
80,10083.71,0.13,mysql55.tiRC.full,1
90,9658.50,0.14,mysql55.tiRC.full,1
100,9847.29,0.13,mysql55.tiRC.full,1
110,9577.90,0.14,mysql55.tiRC.full,1
120,9940.58,0.12,mysql55.tiRC.full,1
130,9994.44,0.13,mysql55.tiRC.full,1
140,9945.40,0.14,mysql55.tiRC.full,1
150,9488.99,0.15,mysql55.tiRC.full,1
160,9951.89,0.13,mysql55.tiRC.full,1
170,9785.11,0.14,mysql55.tiRC.full,1
180,9811.19,0.14,mysql55.tiRC.full,1
190,10650.58,0.11,mysql55.tiRC.full,1
200,10268.63,0.13,mysql55.tiRC.full,1
210,10271.30,0.14,mysql55.tiRC.full,1
220,10639.78,0.13,mysql55.tiRC.full,1
230,10435.22,0.13,mysql55.tiRC.full,1
240,10481.19,0.13,mysql55.tiRC.full,1
250,10802.20,0.13,mysql55.tiRC.full,1
260,10549.91,0.13,mysql55.tiRC.full,1
270,10815.40,0.11,mysql55.tiRC.full,1
280,10850.70,0.12,mysql55.tiRC.full,1
290,10256.00,0.14,mysql55.tiRC.full,1
300,10508.50,0.13,mysql55.tiRC.full,1
10,9493.20,0.14,mysql56.tiRC.full,1
20,9400.38,0.14,mysql56.tiRC.full,1
30,9396.83,0.13,mysql56.tiRC.full,1
40,9427.63,0.13,mysql56.tiRC.full,1
50,9416.58,0.13,mysql56.tiRC.full,1
60,9545.65,0.14,mysql56.tiRC.full,1
70,9440.64,0.13,mysql56.tiRC.full,1
80,9924.16,0.12,mysql56.tiRC.full,1
90,9453.26,0.14,mysql56.tiRC.full,1
100,9541.34,0.13,mysql56.tiRC.full,1
110,10252.65,0.11,mysql56.tiRC.full,1
120,9345.73,0.15,mysql56.tiRC.full,1
130,9327.26,0.14,mysql56.tiRC.full,1
140,9663.22,0.13,mysql56.tiRC.full,1
150,9563.09,0.14,mysql56.tiRC.full,1
160,9341.47,0.15,mysql56.tiRC.full,1
170,9648.52,0.14,mysql56.tiRC.full,1
180,9388.84,0.14,mysql56.tiRC.full,1
190,9641.87,0.13,mysql56.tiRC.full,1
200,9857.52,0.14,mysql56.tiRC.full,1
210,9222.48,0.15,mysql56.tiRC.full,1
220,9382.43,0.13,mysql56.tiRC.full,1
230,9577.87,0.13,mysql56.tiRC.full,1
240,9209.94,0.15,mysql56.tiRC.full,1
250,9456.46,0.12,mysql56.tiRC.full,1
260,9180.02,0.14,mysql56.tiRC.full,1
270,9240.38,0.14,mysql56.tiRC.full,1
280,9436.04,0.12,mysql56.tiRC.full,1
290,9141.68,0.14,mysql56.tiRC.full,1
10,9349.27,0.13,mysql57.tiRC.full,1
20,8893.51,0.14,mysql57.tiRC.full,1
30,8721.88,0.14,mysql57.tiRC.full,1
40,8669.42,0.14,mysql57.tiRC.full,1
50,8642.00,0.14,mysql57.tiRC.full,1
60,8598.68,0.14,mysql57.tiRC.full,1
70,8741.92,0.14,mysql57.tiRC.full,1
80,8601.30,0.14,mysql57.tiRC.full,1
90,8605.31,0.14,mysql57.tiRC.full,1
100,8805.59,0.14,mysql57.tiRC.full,1
110,8650.21,0.14,mysql57.tiRC.full,1
120,8710.00,0.14,mysql57.tiRC.full,1
130,8840.00,0.14,mysql57.tiRC.full,1
140,9028.19,0.13,mysql57.tiRC.full,1
150,8916.21,0.14,mysql57.tiRC.full,1
160,8775.39,0.14,mysql57.tiRC.full,1
170,8888.98,0.14,mysql57.tiRC.full,1
180,8922.41,0.14,mysql57.tiRC.full,1
190,8785.09,0.14,mysql57.tiRC.full,1
200,8787.41,0.14,mysql57.tiRC.full,1
210,8883.89,0.14,mysql57.tiRC.full,1
220,9007.11,0.13,mysql57.tiRC.full,1
230,8824.29,0.14,mysql57.tiRC.full,1
240,8916.10,0.13,mysql57.tiRC.full,1
250,8994.11,0.13,mysql57.tiRC.full,1
260,8800.89,0.14,mysql57.tiRC.full,1
270,8766.21,0.14,mysql57.tiRC.full,1
280,8849.50,0.14,mysql57.tiRC.full,1
290,9034.51,0.13,mysql57.tiRC.full,1
300,8976.40,0.14,mysql57.tiRC.full,1
10,9369.74,0.14,mysql56.itc64,1
20,9430.99,0.13,mysql56.itc64,1
30,9296.72,0.15,mysql56.itc64,1
40,9273.41,0.15,mysql56.itc64,1
50,9390.99,0.13,mysql56.itc64,1
60,9312.60,0.15,mysql56.itc64,1
70,9373.10,0.13,mysql56.itc64,1
80,9357.81,0.13,mysql56.itc64,1
90,9373.49,0.14,mysql56.itc64,1
100,9250.17,0.15,mysql56.itc64,1
110,9280.42,0.15,mysql56.itc64,1
120,9387.31,0.14,mysql56.itc64,1
130,9258.59,0.15,mysql56.itc64,1
140,9193.61,0.15,mysql56.itc64,1
150,9430.68,0.12,mysql56.itc64,1
160,9406.89,0.12,mysql56.itc64,1
170,9287.70,0.14,mysql56.itc64,1
180,9356.22,0.13,mysql56.itc64,1
190,9382.09,0.13,mysql56.itc64,1
200,9373.11,0.13,mysql56.itc64,1
210,9323.58,0.14,mysql56.itc64,1
220,9343.10,0.13,mysql56.itc64,1
230,9226.21,0.15,mysql56.itc64,1
240,9252.09,0.15,mysql56.itc64,1
250,9221.60,0.15,mysql56.itc64,1
260,9255.52,0.15,mysql56.itc64,1
270,9394.08,0.12,mysql56.itc64,1
280,9263.31,0.14,mysql56.itc64,1
290,9321.11,0.13,mysql56.itc64,1
300,9317.30,0.13,mysql56.itc64,1
10,19581.22,0.13,mysql55.tiRC.full,2
20,20540.05,0.13,mysql55.tiRC.full,2
30,20541.90,0.13,mysql55.tiRC.full,2
40,21467.20,0.12,mysql55.tiRC.full,2
50,22173.90,0.11,mysql55.tiRC.full,2
60,22347.40,0.11,mysql55.tiRC.full,2
70,22393.11,0.11,mysql55.tiRC.full,2
80,21990.80,0.11,mysql55.tiRC.full,2
90,22542.09,0.11,mysql55.tiRC.full,2
100,22293.01,0.11,mysql55.tiRC.full,2
110,21942.69,0.11,mysql55.tiRC.full,2
120,22192.24,0.11,mysql55.tiRC.full,2
130,22468.68,0.11,mysql55.tiRC.full,2
140,22108.38,0.11,mysql55.tiRC.full,2
150,22054.91,0.11,mysql55.tiRC.full,2
160,21841.40,0.11,mysql55.tiRC.full,2
170,21858.84,0.11,mysql55.tiRC.full,2
180,21995.55,0.11,mysql55.tiRC.full,2
190,22369.47,0.11,mysql55.tiRC.full,2
200,22380.20,0.11,mysql55.tiRC.full,2
210,22292.84,0.11,mysql55.tiRC.full,2
220,21994.09,0.11,mysql55.tiRC.full,2
230,22095.10,0.11,mysql55.tiRC.full,2
240,22139.60,0.11,mysql55.tiRC.full,2
250,21912.28,0.11,mysql55.tiRC.full,2
260,22094.72,0.11,mysql55.tiRC.full,2
270,22037.52,0.11,mysql55.tiRC.full,2
280,21860.59,0.11,mysql55.tiRC.full,2
290,22050.40,0.11,mysql55.tiRC.full,2
300,22098.00,0.11,mysql55.tiRC.full,2
10,17843.14,0.13,mysql56.tiRC.full,2
20,18825.44,0.13,mysql56.tiRC.full,2
30,18744.78,0.13,mysql56.tiRC.full,2
40,18723.73,0.13,mysql56.tiRC.full,2
50,18690.88,0.13,mysql56.tiRC.full,2
60,18750.22,0.13,mysql56.tiRC.full,2
70,18715.55,0.13,mysql56.tiRC.full,2
80,18917.75,0.13,mysql56.tiRC.full,2
90,18668.17,0.13,mysql56.tiRC.full,2
100,18664.92,0.13,mysql56.tiRC.full,2
110,18747.66,0.13,mysql56.tiRC.full,2
120,18736.73,0.13,mysql56.tiRC.full,2
130,18752.79,0.13,mysql56.tiRC.full,2
140,17761.91,0.14,mysql56.tiRC.full,2
150,17867.99,0.14,mysql56.tiRC.full,2
160,18000.24,0.14,mysql56.tiRC.full,2
170,17773.15,0.14,mysql56.tiRC.full,2
180,17829.15,0.14,mysql56.tiRC.full,2
190,17741.16,0.14,mysql56.tiRC.full,2
200,17907.03,0.14,mysql56.tiRC.full,2
210,17827.15,0.14,mysql56.tiRC.full,2
220,17683.85,0.15,mysql56.tiRC.full,2
230,17966.07,0.14,mysql56.tiRC.full,2
240,17828.22,0.14,mysql56.tiRC.full,2
250,17891.18,0.14,mysql56.tiRC.full,2
260,18162.33,0.14,mysql56.tiRC.full,2
270,18113.27,0.14,mysql56.tiRC.full,2
280,18107.23,0.14,mysql56.tiRC.full,2
290,18179.97,0.14,mysql56.tiRC.full,2
300,18160.93,0.14,mysql56.tiRC.full,2
10,17626.90,0.13,mysql57.tiRC.full,2
20,17906.84,0.13,mysql57.tiRC.full,2
30,17929.90,0.13,mysql57.tiRC.full,2
40,17308.60,0.14,mysql57.tiRC.full,2
50,16792.20,0.14,mysql57.tiRC.full,2
60,16803.50,0.14,mysql57.tiRC.full,2
70,16801.00,0.14,mysql57.tiRC.full,2
80,16785.61,0.14,mysql57.tiRC.full,2
90,16773.47,0.14,mysql57.tiRC.full,2
100,16795.32,0.14,mysql57.tiRC.full,2
110,16875.71,0.14,mysql57.tiRC.full,2
120,16797.81,0.14,mysql57.tiRC.full,2
130,16816.41,0.14,mysql57.tiRC.full,2
140,16859.97,0.14,mysql57.tiRC.full,2
150,16866.70,0.14,mysql57.tiRC.full,2
160,16870.42,0.14,mysql57.tiRC.full,2
170,16885.89,0.14,mysql57.tiRC.full,2
180,16869.81,0.14,mysql57.tiRC.full,2
190,16891.17,0.14,mysql57.tiRC.full,2
200,17499.90,0.14,mysql57.tiRC.full,2
210,17994.22,0.13,mysql57.tiRC.full,2
220,17923.10,0.13,mysql57.tiRC.full,2
230,17949.57,0.13,mysql57.tiRC.full,2
240,17492.53,0.14,mysql57.tiRC.full,2
250,17157.10,0.14,mysql57.tiRC.full,2
260,17595.80,0.14,mysql57.tiRC.full,2
270,17665.20,0.14,mysql57.tiRC.full,2
280,17605.11,0.14,mysql57.tiRC.full,2
290,17643.39,0.14,mysql57.tiRC.full,2
300,17626.18,0.14,mysql57.tiRC.full,2
10,17293.90,0.14,mysql56.itc64,2
20,18256.30,0.14,mysql56.itc64,2
30,18438.42,0.14,mysql56.itc64,2
40,18063.18,0.14,mysql56.itc64,2
50,17954.42,0.14,mysql56.itc64,2
60,17979.68,0.14,mysql56.itc64,2
70,17943.30,0.14,mysql56.itc64,2
80,18098.11,0.14,mysql56.itc64,2
90,17028.52,0.15,mysql56.itc64,2
100,16976.67,0.15,mysql56.itc64,2
110,16999.23,0.15,mysql56.itc64,2
120,16974.47,0.15,mysql56.itc64,2
130,16949.32,0.15,mysql56.itc64,2
