workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
oltp,250000,30,10,2040.27,7151.09,126.31,508.79,30
oltp,250000,30,20,1932.30,6772.10,129.56,484.30,30
oltp,250000,30,30,1583.10,5551.90,153.89,395.70,30
oltp,250000,30,40,1049.50,3670.10,135.23,262.00,30
oltp,250000,30,50,1929.30,6747.10,143.61,482.30,30
oltp,250000,30,60,1900.00,6645.10,124.28,474.50,30
oltp,250000,30,70,1573.30,5522.31,104.47,394.20,30
oltp,250000,30,80,1129.60,3941.59,143.40,281.70,30
oltp,250000,30,90,2015.30,7059.80,136.98,504.50,30
oltp,250000,30,100,1097.51,3836.32,126.00,274.10,30
oltp,250000,30,110,1486.29,5194.67,142.29,370.80,30
oltp,250000,30,120,1978.99,6936.45,138.92,495.60,30
oltp,250000,30,130,1068.51,3739.33,146.26,267.10,30
oltp,250000,30,140,2067.10,7228.40,129.41,516.10,30
oltp,250000,30,150,1812.30,6348.60,128.83,453.70,30
oltp,250000,30,160,834.70,2921.40,176.40,208.20,30
oltp,250000,30,170,2000.80,7007.70,126.15,500.80,30
oltp,250000,30,180,1250.01,4380.52,159.47,312.30,30
oltp,250000,30,190,1930.59,6745.37,131.04,482.70,30
oltp,250000,30,200,1867.30,6537.40,131.95,466.00,30
oltp,250000,30,210,1271.50,4450.80,141.61,318.60,30
oltp,250000,30,220,1407.30,4927.90,125.21,351.70,30
oltp,250000,30,230,1732.70,6067.60,169.11,433.30,30
oltp,250000,30,240,1501.80,5255.22,134.62,375.70,30
oltp,250000,30,250,1685.89,5900.38,196.30,421.30,30
oltp,250000,30,260,572.30,2003.91,248.89,143.20,30
oltp,250000,30,270,167.50,586.20,43.60,41.90,30
oltp,250000,30,280,596.20,2086.09,129.33,148.90,30
oltp,250000,30,290,1665.71,5826.33,128.98,415.40,30
oltp,250000,30,300,1530.11,5356.22,169.31,383.40,30
oltp,250000,30,310,1859.79,6512.97,133.78,465.00,30
oltp,250000,30,320,1386.10,4859.72,142.63,346.70,30
oltp,250000,30,330,1860.99,6502.78,136.81,465.20,30
oltp,250000,30,340,1990.20,6952.40,127.71,495.50,30
oltp,250000,30,350,1916.60,6713.40,128.02,480.20,30
oltp,250000,30,360,1163.80,4079.10,167.05,291.10,30
oltp,250000,30,370,1978.10,6927.90,132.22,495.00,30
oltp,250000,30,380,1487.81,5211.63,136.73,372.10,30
oltp,250000,30,390,1410.29,4920.47,129.06,351.20,30
oltp,250000,30,400,1681.50,5902.60,126.87,421.90,30
oltp,250000,30,410,1823.60,6364.50,131.08,453.80,30
oltp,250000,30,420,1825.70,6403.80,139.96,458.50,30
oltp,250000,30,430,1478.60,5178.10,125.10,369.70,30
oltp,250000,30,440,1512.21,5288.82,153.16,378.00,30
oltp,250000,30,450,1814.89,6349.77,130.53,453.60,30
oltp,250000,30,460,1810.10,6338.90,131.24,452.60,30
oltp,250000,30,470,1436.70,5029.80,137.43,359.10,30
oltp,250000,30,480,1927.00,6731.50,151.29,480.00,30
oltp,250000,30,490,1644.80,5772.50,111.52,413.20,30
oltp,250000,30,500,1295.60,4522.20,136.16,322.20,30
oltp,250000,30,510,1906.10,6678.80,127.64,477.70,30
oltp,250000,30,520,1688.20,5911.60,114.15,422.40,30
oltp,250000,30,530,1834.60,6405.90,133.70,457.40,30
oltp,250000,30,540,1086.40,3822.31,155.89,272.80,30
oltp,250000,30,550,1919.99,6716.48,135.43,480.00,30
oltp,250000,30,560,1424.00,4973.60,130.89,354.50,30
oltp,250000,30,570,2032.30,7122.70,128.59,509.20,30
oltp,250000,30,580,1800.80,6304.20,125.03,450.70,30
oltp,250000,30,590,1499.10,5239.20,119.11,374.00,30
oltp,250000,30,600,1955.00,6850.50,134.06,488.50,30
oltp,250000,30,610,1386.00,4863.91,144.78,347.50,30
oltp,250000,30,620,1677.60,5853.40,135.19,417.60,30
