10,1000,16895.48,237273.51,0.00,170.84,OLTP-RO-proxy#smblade01-net#mysql57.long2
20,1000,18918.22,264871.33,0.00,174.67,OLTP-RO-proxy#smblade01-net#mysql57.long2
30,1000,18818.89,263451.72,0.00,168.96,OLTP-RO-proxy#smblade01-net#mysql57.long2
40,1000,18841.21,263731.82,0.00,168.91,OLTP-RO-proxy#smblade01-net#mysql57.long2
50,1000,18859.29,264101.70,0.00,175.72,OLTP-RO-proxy#smblade01-net#mysql57.long2
60,1000,18803.11,263162.45,0.00,173.94,OLTP-RO-proxy#smblade01-net#mysql57.long2
70,1000,18789.10,263086.89,0.00,176.14,OLTP-RO-proxy#smblade01-net#mysql57.long2
80,1000,18875.10,264244.06,0.00,174.20,OLTP-RO-proxy#smblade01-net#mysql57.long2
90,1000,18772.39,262959.10,0.00,175.19,OLTP-RO-proxy#smblade01-net#mysql57.long2
100,1000,18923.51,264798.70,0.00,173.47,OLTP-RO-proxy#smblade01-net#mysql57.long2
110,1000,18759.19,262579.23,0.00,174.51,OLTP-RO-proxy#smblade01-net#mysql57.long2
120,1000,18776.31,262902.21,0.00,175.19,OLTP-RO-proxy#smblade01-net#mysql57.long2
130,1000,18806.90,263284.85,0.00,175.51,OLTP-RO-proxy#smblade01-net#mysql57.long2
140,1000,18840.50,263763.86,0.00,176.61,OLTP-RO-proxy#smblade01-net#mysql57.long2
150,1000,18831.23,263651.66,0.00,173.94,OLTP-RO-proxy#smblade01-net#mysql57.long2
160,1000,18869.16,264153.88,0.00,174.67,OLTP-RO-proxy#smblade01-net#mysql57.long2
170,1000,18833.21,263656.92,0.00,173.68,OLTP-RO-proxy#smblade01-net#mysql57.long2
180,1000,18853.49,263946.08,0.00,171.76,OLTP-RO-proxy#smblade01-net#mysql57.long2
190,1000,18785.62,263013.64,0.00,176.51,OLTP-RO-proxy#smblade01-net#mysql57.long2
200,1000,18822.10,263526.37,0.00,171.87,OLTP-RO-proxy#smblade01-net#mysql57.long2
210,1000,18828.19,263602.78,0.00,174.41,OLTP-RO-proxy#smblade01-net#mysql57.long2
220,1000,18810.68,263323.74,0.00,174.30,OLTP-RO-proxy#smblade01-net#mysql57.long2
230,1000,18803.40,263270.10,0.00,174.72,OLTP-RO-proxy#smblade01-net#mysql57.long2
240,1000,18828.32,263618.46,0.00,173.21,OLTP-RO-proxy#smblade01-net#mysql57.long2
250,1000,18914.48,264800.34,0.00,178.79,OLTP-RO-proxy#smblade01-net#mysql57.long2
260,1000,18832.12,263703.65,0.00,178.26,OLTP-RO-proxy#smblade01-net#mysql57.long2
270,1000,18856.60,263904.80,0.00,171.46,OLTP-RO-proxy#smblade01-net#mysql57.long2
280,1000,18843.10,263793.32,0.00,177.20,OLTP-RO-proxy#smblade01-net#mysql57.long2
290,1000,18783.39,262995.64,0.00,175.45,OLTP-RO-proxy#smblade01-net#mysql57.long2
300,995,18748.42,262448.18,0.00,172.74,OLTP-RO-proxy#smblade01-net#mysql57.long2
10,100,16399.46,229670.48,0.00,7.40,OLTP-RO-proxy#smblade01-net#mysql57.long2
20,100,18336.02,256704.47,0.00,6.99,OLTP-RO-proxy#smblade01-net#mysql57.long2
30,100,18350.38,256907.55,0.00,7.02,OLTP-RO-proxy#smblade01-net#mysql57.long2
40,100,18358.87,257017.22,0.00,7.02,OLTP-RO-proxy#smblade01-net#mysql57.long2
50,100,18366.23,257128.10,0.00,7.00,OLTP-RO-proxy#smblade01-net#mysql57.long2
60,100,18373.89,257240.59,0.00,6.99,OLTP-RO-proxy#smblade01-net#mysql57.long2
70,100,18374.91,257240.90,0.00,6.97,OLTP-RO-proxy#smblade01-net#mysql57.long2
80,100,18378.52,257300.94,0.00,7.00,OLTP-RO-proxy#smblade01-net#mysql57.long2
90,100,18380.37,257324.28,0.00,6.98,OLTP-RO-proxy#smblade01-net#mysql57.long2
100,100,18386.32,257409.51,0.00,6.97,OLTP-RO-proxy#smblade01-net#mysql57.long2
110,100,18387.80,257434.48,0.00,6.97,OLTP-RO-proxy#smblade01-net#mysql57.long2
120,100,18382.09,257345.10,0.00,7.00,OLTP-RO-proxy#smblade01-net#mysql57.long2
130,100,18382.62,257361.24,0.00,6.99,OLTP-RO-proxy#smblade01-net#mysql57.long2
140,100,18373.08,257217.39,0.00,7.00,OLTP-RO-proxy#smblade01-net#mysql57.long2
150,100,18378.02,257287.33,0.00,6.99,OLTP-RO-proxy#smblade01-net#mysql57.long2
160,100,18369.90,257179.73,0.00,7.01,OLTP-RO-proxy#smblade01-net#mysql57.long2
170,100,18373.50,257232.08,0.00,6.99,OLTP-RO-proxy#smblade01-net#mysql57.long2
180,100,18375.90,257267.33,0.00,6.99,OLTP-RO-proxy#smblade01-net#mysql57.long2
190,100,18378.70,257300.35,0.00,7.00,OLTP-RO-proxy#smblade01-net#mysql57.long2
200,100,18380.38,257313.07,0.00,7.01,OLTP-RO-proxy#smblade01-net#mysql57.long2
210,100,18382.92,257376.53,0.00,7.00,OLTP-RO-proxy#smblade01-net#mysql57.long2
220,100,18382.80,257348.96,0.00,6.99,OLTP-RO-proxy#smblade01-net#mysql57.long2
230,100,18383.50,257378.36,0.00,7.00,OLTP-RO-proxy#smblade01-net#mysql57.long2
240,100,18380.10,257316.40,0.00,7.00,OLTP-RO-proxy#smblade01-net#mysql57.long2
250,100,18392.50,257492.03,0.00,6.99,OLTP-RO-proxy#smblade01-net#mysql57.long2
260,100,18378.38,257302.91,0.00,7.01,OLTP-RO-proxy#smblade01-net#mysql57.long2
270,100,18379.50,257302.73,0.00,6.99,OLTP-RO-proxy#smblade01-net#mysql57.long2
280,100,18382.62,257366.97,0.00,6.97,OLTP-RO-proxy#smblade01-net#mysql57.long2
290,100,18380.40,257315.05,0.00,7.01,OLTP-RO-proxy#smblade01-net#mysql57.long2
300,92,18380.69,257334.39,0.00,6.99,OLTP-RO-proxy#smblade01-net#mysql57.long2
10,10,3623.44,50734.78,0.00,2.65,OLTP-RO-proxy#smblade01-net#mysql57.long2
20,10,3987.13,55820.09,0.00,2.63,OLTP-RO-proxy#smblade01-net#mysql57.long2
30,10,3989.18,55848.37,0.00,2.64,OLTP-RO-proxy#smblade01-net#mysql57.long2
40,10,3993.32,55907.83,0.00,2.63,OLTP-RO-proxy#smblade01-net#mysql57.long2
50,10,4012.98,56180.73,0.00,2.59,OLTP-RO-proxy#smblade01-net#mysql57.long2
60,10,4010.92,56151.48,0.00,2.59,OLTP-RO-proxy#smblade01-net#mysql57.long2
70,10,3988.28,55839.94,0.00,2.60,OLTP-RO-proxy#smblade01-net#mysql57.long2
80,10,3991.49,55877.40,0.00,2.60,OLTP-RO-proxy#smblade01-net#mysql57.long2
90,10,3985.40,55797.88,0.00,2.60,OLTP-RO-proxy#smblade01-net#mysql57.long2
100,10,4028.60,56399.72,0.00,2.57,OLTP-RO-proxy#smblade01-net#mysql57.long2
110,10,4040.10,56561.21,0.00,2.56,OLTP-RO-proxy#smblade01-net#mysql57.long2
120,10,4038.80,56544.90,0.00,2.56,OLTP-RO-proxy#smblade01-net#mysql57.long2
130,10,4039.40,56549.69,0.00,2.57,OLTP-RO-proxy#smblade01-net#mysql57.long2
140,10,4030.40,56425.19,0.00,2.57,OLTP-RO-proxy#smblade01-net#mysql57.long2
150,10,4025.20,56352.88,0.00,2.57,OLTP-RO-proxy#smblade01-net#mysql57.long2
160,10,4024.90,56346.82,0.00,2.58,OLTP-RO-proxy#smblade01-net#mysql57.long2
170,10,4040.00,56561.89,0.00,2.57,OLTP-RO-proxy#smblade01-net#mysql57.long2
180,10,4043.20,56607.58,0.00,2.57,OLTP-RO-proxy#smblade01-net#mysql57.long2
190,10,4040.40,56564.22,0.00,2.57,OLTP-RO-proxy#smblade01-net#mysql57.long2
200,10,4044.60,56622.71,0.00,2.57,OLTP-RO-proxy#smblade01-net#mysql57.long2
210,10,4049.11,56689.93,0.00,2.57,OLTP-RO-proxy#smblade01-net#mysql57.long2
220,10,4053.50,56748.20,0.00,2.57,OLTP-RO-proxy#smblade01-net#mysql57.long2
230,10,4058.20,56811.31,0.00,2.57,OLTP-RO-proxy#smblade01-net#mysql57.long2
240,10,4024.61,56347.40,0.00,2.68,OLTP-RO-proxy#smblade01-net#mysql57.long2
250,10,3997.68,55967.86,0.00,2.82,OLTP-RO-proxy#smblade01-net#mysql57.long2
260,10,4007.42,56101.04,0.00,2.82,OLTP-RO-proxy#smblade01-net#mysql57.long2
270,10,4007.59,56108.11,0.00,2.82,OLTP-RO-proxy#smblade01-net#mysql57.long2
280,10,4006.82,56093.11,0.00,2.82,OLTP-RO-proxy#smblade01-net#mysql57.long2
290,10,4009.38,56134.94,0.00,2.81,OLTP-RO-proxy#smblade01-net#mysql57.long2
10,120,17018.62,238343.11,0.00,8.81,OLTP-RO-proxy#smblade01-net#mysql57.long2
20,120,19027.71,266403.17,0.00,8.72,OLTP-RO-proxy#smblade01-net#mysql57.long2
30,120,19020.16,266277.96,0.00,8.72,OLTP-RO-proxy#smblade01-net#mysql57.long2
40,120,19021.21,266286.07,0.00,8.71,OLTP-RO-proxy#smblade01-net#mysql57.long2
50,120,19023.52,266344.25,0.00,8.70,OLTP-RO-proxy#smblade01-net#mysql57.long2
60,120,19015.10,266199.91,0.00,8.73,OLTP-RO-proxy#smblade01-net#mysql57.long2
70,120,19032.98,266460.91,0.00,8.70,OLTP-RO-proxy#smblade01-net#mysql57.long2
80,120,19019.02,266270.07,0.00,8.74,OLTP-RO-proxy#smblade01-net#mysql57.long2
90,120,19022.70,266319.92,0.00,8.73,OLTP-RO-proxy#smblade01-net#mysql57.long2
100,120,19028.47,266402.61,0.00,8.71,OLTP-RO-proxy#smblade01-net#mysql57.long2
110,120,19036.02,266493.28,0.00,8.72,OLTP-RO-proxy#smblade01-net#mysql57.long2
120,120,19015.89,266217.42,0.00,8.73,OLTP-RO-proxy#smblade01-net#mysql57.long2
130,120,19021.81,266316.87,0.00,8.73,OLTP-RO-proxy#smblade01-net#mysql57.long2
140,120,19024.10,266330.48,0.00,8.73,OLTP-RO-proxy#smblade01-net#mysql57.long2
150,120,19016.20,266231.69,0.00,8.73,OLTP-RO-proxy#smblade01-net#mysql57.long2
160,120,19022.60,266308.84,0.00,8.73,OLTP-RO-proxy#smblade01-net#mysql57.long2
170,120,19016.90,266242.32,0.00,8.72,OLTP-RO-proxy#smblade01-net#mysql57.long2
180,120,19029.18,266422.03,0.00,8.71,OLTP-RO-proxy#smblade01-net#mysql57.long2
190,120,19028.82,266403.28,0.00,8.71,OLTP-RO-proxy#smblade01-net#mysql57.long2
200,120,19026.40,266354.68,0.00,8.74,OLTP-RO-proxy#smblade01-net#mysql57.long2
210,120,19026.69,266380.03,0.00,8.72,OLTP-RO-proxy#smblade01-net#mysql57.long2
220,120,19025.40,266350.75,0.00,8.72,OLTP-RO-proxy#smblade01-net#mysql57.long2
230,120,19023.20,266329.31,0.00,8.72,OLTP-RO-proxy#smblade01-net#mysql57.long2
240,120,19021.69,266315.36,0.00,8.73,OLTP-RO-proxy#smblade01-net#mysql57.long2
250,120,19017.31,266224.48,0.00,8.73,OLTP-RO-proxy#smblade01-net#mysql57.long2
260,120,19017.59,266248.17,0.00,8.73,OLTP-RO-proxy#smblade01-net#mysql57.long2
270,120,19022.81,266325.22,0.00,8.72,OLTP-RO-proxy#smblade01-net#mysql57.long2
280,120,19024.80,266344.25,0.00,8.73,OLTP-RO-proxy#smblade01-net#mysql57.long2
290,120,19041.21,266576.18,0.00,8.71,OLTP-RO-proxy#smblade01-net#mysql57.long2
10,13,4597.30,64371.00,0.00,2.73,OLTP-RO-proxy#smblade01-net#mysql57.long2
20,13,5086.78,71215.61,0.00,2.72,OLTP-RO-proxy#smblade01-net#mysql57.long2
30,13,5084.62,71185.04,0.00,2.74,OLTP-RO-proxy#smblade01-net#mysql57.long2
40,13,5077.08,71078.17,0.00,2.73,OLTP-RO-proxy#smblade01-net#mysql57.long2
50,13,5088.83,71245.57,0.00,2.73,OLTP-RO-proxy#smblade01-net#mysql57.long2
60,13,5054.67,70764.14,0.00,2.73,OLTP-RO-proxy#smblade01-net#mysql57.long2
70,13,5037.03,70517.35,0.00,2.73,OLTP-RO-proxy#smblade01-net#mysql57.long2
80,13,5049.68,70696.18,0.00,2.72,OLTP-RO-proxy#smblade01-net#mysql57.long2
90,13,5086.92,71216.03,0.00,2.74,OLTP-RO-proxy#smblade01-net#mysql57.long2
100,13,5082.78,71159.22,0.00,2.74,OLTP-RO-proxy#smblade01-net#mysql57.long2
110,13,5079.41,71115.86,0.00,2.74,OLTP-RO-proxy#smblade01-net#mysql57.long2
120,13,5074.69,71043.29,0.00,2.74,OLTP-RO-proxy#smblade01-net#mysql57.long2
130,13,5074.31,71040.23,0.00,2.74,OLTP-RO-proxy#smblade01-net#mysql57.long2
140,13,5064.69,70905.37,0.00,2.74,OLTP-RO-proxy#smblade01-net#mysql57.long2
150,13,5072.51,71013.73,0.00,2.73,OLTP-RO-proxy#smblade01-net#mysql57.long2
160,13,5087.79,71230.88,0.00,2.72,OLTP-RO-proxy#smblade01-net#mysql57.long2
170,13,5090.51,71265.38,0.00,2.72,OLTP-RO-proxy#smblade01-net#mysql57.long2
180,13,5093.49,71309.32,0.00,2.82,OLTP-RO-proxy#smblade01-net#mysql57.long2
190,13,5086.01,71205.53,0.00,2.82,OLTP-RO-proxy#smblade01-net#mysql57.long2
200,13,5044.49,70620.66,0.00,2.82,OLTP-RO-proxy#smblade01-net#mysql57.long2
210,13,5036.21,70504.05,0.00,2.82,OLTP-RO-proxy#smblade01-net#mysql57.long2
220,13,5040.99,70578.46,0.00,2.82,OLTP-RO-proxy#smblade01-net#mysql57.long2
230,13,5054.71,70769.20,0.00,2.82,OLTP-RO-proxy#smblade01-net#mysql57.long2
