tot_inserts	elap_secs	cum_ips	int_ips
941000	10	94015.39	94015.39
1897000	20	94542.74	95067.62
2875000	30	95587.99	97682.78
3858000	40	96216.67	98103.79
4785000	50	95673.21	93475.85
5670000	60	94452.77	88358.63
6541000	70	93389.49	87012.99
7555000	80	94369.08	101217.81
8485000	90	94245.32	93251.78
9448000	100	94439.39	96184.58
10359000	110	94118.82	90918.16
11345000	120	94518.82	98936.38
12266000	130	94313.22	91852.00
13187000	140	94126.30	91705.67
14068000	150	93767.29	88703.18
15003000	160	93730.67	93183.18
15932000	170	93674.67	92779.39
16871000	180	93681.46	93796.82
17768000	190	93508.41	90368.73
18638000	200	93175.09	86852.35
19568000	210	93162.32	92907.09
20505000	220	93178.29	93512.97
21487000	230	93391.29	98072.51
22419000	240	93379.43	93106.89
23369000	250	93474.88	95785.44
24084000	260	92622.22	71350.16
25019000	270	92649.58	93359.96
25877000	280	92411.59	85971.94
26773000	290	92310.50	89483.67
27731000	300	92412.02	95342.36
28621000	310	92285.92	88521.98
29546000	320	92313.65	93180.22
30420000	330	92159.20	87225.55
31376000	340	92255.76	95437.76
32288000	350	92249.32	92028.25
33203000	360	92213.65	90972.36
34140000	370	92245.59	93391.81
35102000	380	92362.75	96722.30
36037000	390	92389.30	93397.26
36982000	400	92438.82	94367.88
37909000	410	92452.63	93006.92
38810000	420	92391.78	89902.22
39695000	430	92293.99	88200.12
40572000	440	92205.32	88362.72
41512000	450	92240.69	93793.65
42445000	460	92259.91	93123.07
43388000	470	92300.16	94149.36
44265000	480	92200.12	87507.48
45190000	490	92217.34	93048.99
46083000	500	92155.49	89130.65
46083000	510	90345.54	0.00
46752000	520	89907.35	67391.96
47703000	530	90001.92	94910.18
48581000	540	89959.32	87703.53
49538000	550	90061.23	95556.67
50429000	560	90037.96	88762.70
51324000	570	90041.16	90221.77
52195000	580	89983.47	86709.81
53059000	590	89917.25	86090.08
53918000	600	89861.09	86522.97
54853000	610	89915.14	93146.05
55785000	620	89971.89	93442.95
56679000	630	89958.67	89141.49
57645000	640	90062.85	96628.99
58529000	650	90033.40	88153.17
59374000	660	89953.25	84728.77
60227000	670	89880.98	85121.25
61140000	680	89898.94	91099.58
62072000	690	89956.55	93904.28
63014000	700	90012.41	93852.74
63942000	710	90048.50	92568.58
64847000	720	90053.02	90373.48
65740000	730	90048.63	89730.71
66602000	740	89993.82	86002.19
67478000	750	89959.51	87425.15
68407000	760	90006.01	93517.21
69369000	770	90080.25	95692.83
70291000	780	90114.93	92803.22
71246000	790	90181.16	95337.93
72120000	800	90143.13	87147.27
73000000	810	90117.00	88026.41
73816000	820	90010.84	81429.00
74667000	830	89959.59	85725.80
75597000	840	89992.04	92675.64
76436000	850	89919.10	83799.44
77321000	860	89901.34	88393.93
78155000	870	89824.14	83200.32
79028000	880	89803.42	87986.29
79873000	890	89741.41	84297.69
80743000	900	89709.96	86913.09
81650000	910	89719.56	90582.24
82560000	920	89731.52	90818.36
83435000	930	89706.47	87403.86
84318000	940	89698.38	88940.37
85169000	950	89648.09	84930.14
86049000	960	89625.13	87457.76
86868000	970	89549.01	82212.41
87775000	980	89559.56	90582.24
88687000	990	89573.33	90918.15
89556000	1000	89551.61	87389.38
90402000	1010	89505.78	84905.66
91283000	1020	89489.89	87889.07
92091000	1030	89407.87	81018.75
92913000	1040	89337.10	82060.50
93747000	1050	89277.93	83142.26
93748000	1060	88434.92	99.79
94223000	1070	88057.07	47772.30
95105000	1080	88056.27	87971.27
95974000	1090	88042.92	86605.54
96866000	1100	88052.56	89101.99
97687000	1110	88005.35	82770.44
98462000	1120	87907.87	77137.45
99304000	1130	87874.28	84115.88
100113000	1140	87818.04	81421.10
100943000	1150	87772.48	82603.50
101823000	1160	87771.49	87658.13
102653000	1170	87735.13	83492.61
103510000	1180	87717.14	85614.39
104372000	1190	87702.04	85925.04
105223000	1200	87678.67	84904.72
106042000	1210	87636.57	82543.84
106835000	1220	87565.37	78984.06
107668000	1230	87527.91	82976.39
108531000	1240	87522.32	86829.66
109422000	1250	87533.54	88922.16
110266000	1260	87507.91	84307.26
111098000	1270	87472.82	83058.80
111898000	1280	87417.38	80345.49
112717000	1290	87370.81	81443.91
113584000	1300	87369.96	87258.45
114406000	1310	87327.56	81839.90
115298000	1320	87345.65	89729.40
116171000	1330	87342.74	86960.85
117045000	1340	87342.39	87295.25
117919000	1350	87346.63	87918.72
118783000	1360	87337.29	86081.50
119656000	1370	87335.36	87073.61
120459000	1380	87286.41	80557.78
120466000	1390	86662.20	698.53
120738000	1400	86236.01	27134.88
121616000	1410	86251.50	88436.74
122449000	1420	86228.11	82943.34
123304000	1430	86222.41	85414.59
124148000	1440	86213.23	84892.38
125046000	1450	86237.37	89710.29
125920000	1460	86241.67	86861.46
126739000	1470	86215.13	82319.83
127633000	1480	86238.16	89633.05
128475000	1490	86223.56	84065.50
129352000	1500	86234.61	87884.56
130188000	1510	86216.25	83466.45
131117000	1520	86258.97	92696.07
132003000	1530	86273.54	88484.97
132867000	1540	86273.41	86253.37
133707000	1550	86259.74	84151.47
134549000	1560	86245.60	84057.10
135395000	1570	86233.69	84380.61
136268000	1580	86244.86	88012.90
137141000	1590	86249.92	87047.56
137974000	1600	86229.06	82926.83
138732000	1610	86168.89	76457.53
139554000	1620	86142.85	81962.31
140400000	1630	86129.79	84028.61
141271000	1640	86140.33	87873.28
142142000	1650	86143.33	86632.19
143040000	1660	86168.42	90332.96
143916000	1670	86176.52	87521.23
144993000	1680	86305.05	107786.23
145862000	1690	86306.42	86536.55
146677000	1700	86276.43	81223.84
147517000	1710	86265.18	84345.82
148357000	1720	86251.16	83857.44
149243000	1730	86263.64	88405.51
150098000	1740	86262.67	86094.05
150930000	1750	86244.63	83108.58
151778000	1760	86235.83	84698.36
152665000	1770	86248.25	88425.88
153476000	1780	86217.87	80857.43
154308000	1790	86204.38	83786.51
155158000	1800	86197.12	84898.12
156001000	1810	86185.54	84106.55
156886000	1820	86196.98	88261.69
157735000	1830	86192.76	85421.07
158545000	1840	86163.51	80822.19
159355000	1850	86134.30	80773.83
160127000	1860	86085.62	77092.07
160914000	1870	86045.67	78621.38
161723000	1880	86019.90	81184.14
162582000	1890	86022.13	86444.60
163431000	1900	86015.05	84679.83
164246000	1910	85990.96	81418.58
165046000	1920	85958.06	79697.15
165870000	1930	85942.65	82964.16
166675000	1940	85913.58	80315.27
167040000	1950	85659.61	36452.61
167972000	1960	85697.03	92976.86
168809000	1970	85689.37	84179.83
169746000	1980	85728.31	93373.19
170624000	1990	85736.96	87441.49
171440000	2000	85717.13	81763.53
172231000	2010	85683.40	78950.00
172980000	2020	85633.49	75519.26
173788000	2030	85607.36	80358.03
174636000	2040	85602.78	84672.99
175482000	2050	85600.60	85153.50
176351000	2060	85606.20	86752.52
177232000	2070	85617.71	87985.62
178108000	2080	85628.39	87845.97
178945000	2090	85618.10	83482.94
179802000	2100	85617.64	85520.41
180654000	2110	85614.97	85055.41
181493000	2120	85606.23	83765.97
182326000	2130	85598.94	84039.55
183180000	2140	85597.01	85187.03
183982000	2150	85570.75	79968.09
184826000	2160	85563.83	84080.49
185583000	2170	85522.00	76402.91
186410000	2180	85506.04	82068.08
187197000	2190	85474.57	78621.38
188056000	2200	85479.38	86540.40
188919000	2210	85481.20	85879.19
189763000	2220	85478.14	84798.55
190640000	2230	85487.41	87542.42
191468000	2240	85475.03	82717.28
192288000	2250	85457.80	81616.40
192720000	2260	85274.11	43579.14
192720000	2270	84897.71	0.00
193559000	2280	84892.96	83816.18
194405000	2290	84891.01	84447.99
195262000	2300	84896.04	86052.82
196130000	2310	84903.40	86592.18
197016000	2320	84918.13	88308.58
197873000	2330	84921.12	85614.39
198674000	2340	84901.31	80276.61
199521000	2350	84899.84	84556.25
200339000	2360	84886.10	81661.18
201195000	2370	84890.54	85943.78
202040000	2380	84888.54	84415.58
202845000	2390	84869.44	80331.30
203655000	2400	84853.00	80927.17
204448000	2410	84832.95	79979.83
205252000	2420	84812.56	79928.42
206077000	2430	84802.45	82359.99
206904000	2440	84796.41	83316.54
207768000	2450	84800.63	85824.97
208588000	2460	84788.73	81877.18
209437000	2470	84791.52	85481.27
210261000	2480	84780.23	82006.37
211089000	2490	84772.69	82899.48
211879000	2500	84751.19	79373.05
212205000	2510	84542.78	32538.18
213076000	2520	84551.52	86735.71
213918000	2530	84549.83	84124.29
214790000	2540	84559.73	87060.70
215623000	2550	84555.25	83416.78
216528000	2560	84581.08	91220.64
217395000	2570	84587.85	86311.60
217413000	2580	84266.38	1796.77
217515000	2590	83979.84	10181.67
218400000	2600	83996.77	88376.27
219216000	2610	83990.51	82349.38
220052000	2620	83988.54	83474.79
220895000	2630	83988.00	83847.22
221689000	2640	83970.28	79312.76
222505000	2650	83963.77	82233.20
223278000	2660	83938.34	77207.35
224140000	2670	83946.28	86053.71
224978000	2680	83944.63	83507.72
225837000	2690	83951.28	85728.54
226708000	2700	83964.53	87546.49
227522000	2710	83954.23	81180.81
228329000	2720	83941.62	80530.89
229122000	2730	83927.13	79955.64
229918000	2740	83910.42	79361.91
230788000	2750	83921.14	86852.35
231651000	2760	83929.12	86119.15
232466000	2770	83919.90	81377.93
233300000	2780	83919.90	83920.31
234171000	2790	83930.93	86995.61
234997000	2800	83925.91	82525.73
235808000	2810	83916.81	81360.35
235835000	2820	83628.22	2694.61
236254000	2830	83480.18	41816.37
237073000	2840	83474.35	81826.36
237910000	2850	83474.91	83633.09
238814000	2860	83501.08	91009.77
239671000	2870	83507.49	85333.07
240497000	2880	83504.86	82748.95
240957000	2890	83373.85	45803.05
240957000	2900	83085.98	0.00
241755000	2910	83076.69	80362.54
242593000	2920	83078.83	83699.56
243440000	2930	83083.34	84396.17
244309000	2940	83095.93	86778.51
245181000	2950	83112.18	87929.82
246025000	2960	83115.54	84105.63
246794000	2970	83093.69	76647.06
247622000	2980	83091.90	82560.57
248424000	2990	83084.26	80789.77
249223000	3000	83072.81	79661.02
250015000	3010	83061.41	79622.00
250824000	3020	83053.70	80738.52
251630000	3030	83046.18	80769.62
252414000	3040	83030.54	78298.21
253188000	3050	83011.48	77230.09
253943000	3060	82986.63	75417.04
254750000	3070	82978.00	80346.48
255578000	3080	82979.25	83366.89
256402000	3090	82977.13	82325.91
257235000	3100	82976.89	82902.07
258080000	3110	82981.49	84407.15
258878000	3120	82973.43	80443.55
259660000	3130	82957.94	78129.68
260127000	3140	82841.54	46537.12
260438000	3150	82676.66	31025.54
261241000	3160	82671.02	80882.35
262052000	3170	82664.84	80720.61
262871000	3180	82661.42	81581.83
263718000	3190	82669.93	85400.28
264561000	3200	82674.56	84148.53
265414000	3210	82682.30	85155.24
265445000	3220	82434.75	3095.05
265927000	3230	82328.45	48142.23
266751000	3240	82328.98	82499.00
267574000	3250	82328.61	82209.57
268402000	3260	82330.21	82849.71
269222000	3270	82328.97	81926.27
270019000	3280	82320.41	79525.04
270814000	3290	82313.16	79923.60
271633000	3300	82311.56	81785.50
272470000	3310	82315.45	83599.68
273308000	3320	82321.36	84288.88
274151000	3330	82326.44	84005.98
274981000	3340	82327.57	82702.27
275784000	3350	82322.99	80784.71
276606000	3360	82322.04	82003.19
277396000	3370	82312.74	79182.12
278212000	3380	82309.73	81299.19
279085000	3390	82323.72	87038.88
279906000	3400	82324.54	82603.88
280735000	3410	82325.58	82676.77
281529000	3420	82316.81	79328.60
282386000	3430	82326.38	85597.28
283177000	3440	82316.67	78989.41
283934000	3450	82298.80	76118.65
283978000	3460	82073.21	4391.66
284803000	3470	82074.99	82690.19
285662000	3480	82085.51	85728.54
286495000	3490	82088.56	83150.33
287322000	3500	82090.33	82708.27
288177000	3510	82099.84	85423.12
289051000	3520	82116.48	87998.39
289097000	3530	81896.45	4591.28
289119000	3540	81670.90	2196.05
289995000	3550	81688.62	87987.14
