sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 1.00, reads: 135.97, writes: 10.00, response time: 701.78ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 7.00, reads: 176.00, writes: 32.00, response time: 1835.53ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 12.00, reads: 104.00, writes: 48.00, response time: 2749.57ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 5.00, reads: 112.00, writes: 22.00, response time: 2811.99ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 9.00, reads: 92.00, writes: 38.00, response time: 2233.80ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 7.00, reads: 143.00, writes: 26.00, response time: 2382.29ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 13.00, reads: 139.00, writes: 50.00, response time: 2246.54ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 7.00, reads: 112.00, writes: 40.00, response time: 2227.79ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 11.00, reads: 146.00, writes: 26.00, response time: 1735.61ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 8.00, reads: 100.00, writes: 41.00, response time: 2585.91ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 9.00, reads: 148.00, writes: 35.00, response time: 2442.21ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 10.00, reads: 140.00, writes: 43.00, response time: 1974.62ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 13.00, reads: 152.00, writes: 38.00, response time: 1978.17ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 10.00, reads: 144.00, writes: 49.00, response time: 1884.53ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 8.00, reads: 141.00, writes: 29.00, response time: 2434.19ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 11.00, reads: 133.00, writes: 48.00, response time: 1816.95ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 9.00, reads: 138.00, writes: 37.00, response time: 1658.91ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 11.00, reads: 162.00, writes: 39.00, response time: 1895.84ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 13.00, reads: 168.00, writes: 51.00, response time: 1933.09ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 6.00, reads: 118.00, writes: 51.00, response time: 1768.12ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 20.00, reads: 136.00, writes: 47.00, response time: 2337.78ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 15.00, reads: 225.00, writes: 64.00, response time: 928.71ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 3.00, reads: 176.00, writes: 24.00, response time: 1140.75ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 7.00, reads: 60.00, writes: 44.00, response time: 2072.11ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 16, tps: 8.00, reads: 81.00, writes: 4.00, response time: 2898.31ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 16, tps: 2.00, reads: 80.00, writes: 10.00, response time: 2500.66ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 16, tps: 2.00, reads: 38.00, writes: 21.00, response time: 3551.53ms (95%), errors: 0.00, reconnects:  0.00
[  28s] threads: 16, tps: 5.00, reads: 39.00, writes: 25.00, response time: 4490.93ms (95%), errors: 0.00, reconnects:  0.00
[  29s] threads: 16, tps: 4.00, reads: 37.00, writes: 8.00, response time: 4677.53ms (95%), errors: 0.00, reconnects:  0.00
