sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 0.00, reads: 163.97, writes: 8.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 8.00, reads: 94.00, writes: 41.00, response time: 1877.21ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 8.00, reads: 144.00, writes: 24.00, response time: 2693.36ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 10.00, reads: 100.00, writes: 46.00, response time: 3595.39ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 6.00, reads: 117.00, writes: 23.00, response time: 3069.76ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 9.00, reads: 115.99, writes: 38.00, response time: 2273.60ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 8.00, reads: 117.00, writes: 27.00, response time: 2973.89ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 10.00, reads: 127.00, writes: 45.00, response time: 2243.18ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 9.00, reads: 133.01, writes: 31.00, response time: 2008.00ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 12.00, reads: 146.99, writes: 37.00, response time: 1740.81ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 6.00, reads: 110.00, writes: 41.00, response time: 2025.50ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 11.00, reads: 124.00, writes: 33.00, response time: 2325.22ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 4.00, reads: 108.01, writes: 33.00, response time: 2332.89ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 11.00, reads: 130.99, writes: 35.00, response time: 2000.20ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 11.00, reads: 124.01, writes: 40.00, response time: 1997.80ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 7.00, reads: 124.00, writes: 30.00, response time: 2226.45ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 8.00, reads: 122.00, writes: 41.00, response time: 2290.68ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 11.00, reads: 147.00, writes: 29.00, response time: 2358.87ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 9.00, reads: 116.00, writes: 48.00, response time: 2098.33ms (95%), errors: 0.00, reconnects:  0.00
