sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 0.00, reads: 182.96, writes: 2.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 9.00, reads: 72.00, writes: 58.00, response time: 1910.09ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 8.00, reads: 187.00, writes: 14.00, response time: 2819.58ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 14.00, reads: 122.00, writes: 56.00, response time: 2110.93ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 3.00, reads: 110.00, writes: 26.00, response time: 2445.87ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 14.00, reads: 133.00, writes: 42.00, response time: 2365.94ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 7.00, reads: 132.00, writes: 44.00, response time: 1915.24ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 9.00, reads: 122.00, writes: 23.00, response time: 2005.59ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 10.00, reads: 116.00, writes: 44.00, response time: 2105.25ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 7.00, reads: 143.00, writes: 29.00, response time: 1950.53ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 13.00, reads: 154.00, writes: 44.00, response time: 1990.64ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 12.00, reads: 119.00, writes: 45.00, response time: 1878.90ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 6.00, reads: 129.00, writes: 29.00, response time: 2211.18ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 10.00, reads: 154.00, writes: 48.00, response time: 2083.31ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 6.00, reads: 135.00, writes: 43.00, response time: 2220.46ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 16.00, reads: 195.00, writes: 41.00, response time: 1909.51ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 12.00, reads: 123.00, writes: 50.00, response time: 1724.22ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 9.00, reads: 145.00, writes: 39.00, response time: 2010.40ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 12.00, reads: 166.00, writes: 38.00, response time: 1795.32ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 13.00, reads: 146.00, writes: 57.00, response time: 1755.47ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 10.00, reads: 185.99, writes: 39.00, response time: 1627.92ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 7.00, reads: 93.00, writes: 37.00, response time: 1640.64ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 6.00, reads: 63.00, writes: 24.00, response time: 2833.12ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 5.00, reads: 63.00, writes: 8.00, response time: 2934.98ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 16, tps: 3.00, reads: 79.00, writes: 20.00, response time: 3352.16ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 16, tps: 3.00, reads: 48.00, writes: 23.00, response time: 4132.34ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 16, tps: 7.00, reads: 55.00, writes: 17.00, response time: 3810.36ms (95%), errors: 0.00, reconnects:  0.00
[  28s] threads: 16, tps: 4.00, reads: 81.00, writes: 5.00, response time: 4301.46ms (95%), errors: 0.00, reconnects:  0.00
