sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 0.00, reads: 139.98, writes: 6.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 2.00, reads: 97.00, writes: 32.00, response time: 1958.72ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 16.00, reads: 155.00, writes: 36.00, response time: 2321.05ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 6.00, reads: 102.00, writes: 34.00, response time: 1945.28ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 8.00, reads: 110.00, writes: 33.00, response time: 2597.55ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 7.00, reads: 121.00, writes: 37.00, response time: 3184.89ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 11.00, reads: 123.00, writes: 25.00, response time: 2115.35ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 9.00, reads: 115.00, writes: 52.00, response time: 2769.39ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 7.00, reads: 158.00, writes: 26.00, response time: 2090.18ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 12.00, reads: 111.00, writes: 44.00, response time: 1791.03ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 7.00, reads: 130.00, writes: 39.00, response time: 2075.22ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 8.00, reads: 144.00, writes: 34.00, response time: 2124.87ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 15.00, reads: 158.00, writes: 38.00, response time: 2251.25ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 7.00, reads: 104.00, writes: 38.00, response time: 2066.54ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 12.00, reads: 149.00, writes: 44.00, response time: 2024.90ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 7.00, reads: 126.00, writes: 32.00, response time: 1902.67ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 13.00, reads: 148.00, writes: 47.00, response time: 1934.25ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 10.00, reads: 162.00, writes: 41.00, response time: 1904.95ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 7.00, reads: 114.00, writes: 34.00, response time: 1990.05ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 10.00, reads: 129.00, writes: 38.00, response time: 2041.94ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 4.00, reads: 120.00, writes: 64.00, response time: 1858.20ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 18.00, reads: 213.00, writes: 24.00, response time: 2158.85ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 10.00, reads: 61.00, writes: 36.00, response time: 1747.60ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 4.00, reads: 119.00, writes: 16.00, response time: 2688.53ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 16, tps: 3.00, reads: 47.00, writes: 26.00, response time: 2810.31ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 16, tps: 6.00, reads: 45.00, writes: 11.00, response time: 3672.62ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 16, tps: 4.00, reads: 57.00, writes: 18.00, response time: 4160.89ms (95%), errors: 0.00, reconnects:  0.00
[  28s] threads: 16, tps: 3.00, reads: 63.00, writes: 11.00, response time: 3933.20ms (95%), errors: 0.00, reconnects:  0.00
[  29s] threads: 16, tps: 3.00, reads: 45.00, writes: 12.00, response time: 4016.48ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 4.00, reads: 62.00, writes: 24.00, response time: 4380.73ms (95%), errors: 0.00, reconnects:  0.00
[  31s] threads: 16, tps: 6.00, reads: 48.00, writes: 12.00, response time: 4683.14ms (95%), errors: 0.00, reconnects:  0.00
[  32s] threads: 16, tps: 3.00, reads: 75.00, writes: 21.00, response time: 5031.96ms (95%), errors: 0.00, reconnects:  0.00
[  33s] threads: 16, tps: 5.00, reads: 56.00, writes: 17.00, response time: 4926.14ms (95%), errors: 0.00, reconnects:  0.00
[  34s] threads: 16, tps: 3.00, reads: 50.00, writes: 14.00, response time: 4121.22ms (95%), errors: 0.00, reconnects:  0.00
[  35s] threads: 16, tps: 4.00, reads: 53.00, writes: 12.00, response time: 4861.69ms (95%), errors: 0.00, reconnects:  0.00
[  36s] threads: 16, tps: 3.00, reads: 61.00, writes: 8.00, response time: 4969.09ms (95%), errors: 0.00, reconnects:  0.00
[  37s] threads: 16, tps: 5.00, reads: 45.00, writes: 24.00, response time: 4663.55ms (95%), errors: 0.00, reconnects:  0.00
[  38s] threads: 16, tps: 4.00, reads: 50.00, writes: 19.00, response time: 5315.29ms (95%), errors: 0.00, reconnects:  0.00
[  39s] threads: 16, tps: 3.00, reads: 50.00, writes: 9.00, response time: 4172.11ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 16, tps: 3.00, reads: 59.00, writes: 15.00, response time: 4396.49ms (95%), errors: 0.00, reconnects:  0.00
[  41s] threads: 16, tps: 3.00, reads: 47.00, writes: 8.00, response time: 5361.64ms (95%), errors: 0.00, reconnects:  0.00
[  42s] threads: 16, tps: 6.00, reads: 67.00, writes: 33.00, response time: 4628.78ms (95%), errors: 0.00, reconnects:  0.00
