sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 1.00, reads: 170.98, writes: 19.00, response time: 907.82ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 7.00, reads: 133.00, writes: 38.00, response time: 1878.33ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 13.00, reads: 111.00, writes: 34.00, response time: 2569.71ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 5.00, reads: 124.00, writes: 24.00, response time: 2086.43ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 11.00, reads: 117.99, writes: 45.00, response time: 2378.72ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 5.00, reads: 121.00, writes: 23.00, response time: 3115.12ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 14.00, reads: 133.01, writes: 44.00, response time: 2124.87ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 5.00, reads: 131.00, writes: 42.00, response time: 1671.87ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 12.00, reads: 126.99, writes: 38.00, response time: 2617.06ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 8.00, reads: 120.00, writes: 23.00, response time: 2027.32ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 8.00, reads: 109.00, writes: 32.00, response time: 2393.01ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 10.00, reads: 116.00, writes: 38.00, response time: 2585.14ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 6.00, reads: 113.00, writes: 32.00, response time: 2094.56ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 11.00, reads: 138.99, writes: 38.00, response time: 2101.47ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 8.00, reads: 155.01, writes: 42.00, response time: 2000.20ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 10.00, reads: 119.01, writes: 44.00, response time: 1996.61ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 9.00, reads: 129.99, writes: 27.00, response time: 2393.01ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 12.00, reads: 170.01, writes: 52.00, response time: 1977.57ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 9.00, reads: 137.99, writes: 45.00, response time: 1812.60ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 14.00, reads: 162.00, writes: 51.00, response time: 1925.59ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 9.00, reads: 136.99, writes: 29.00, response time: 1817.49ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 9.00, reads: 123.01, writes: 31.00, response time: 1767.59ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 4.00, reads: 71.00, writes: 29.00, response time: 2425.46ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 6.00, reads: 81.00, writes: 28.00, response time: 3045.05ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 16, tps: 7.00, reads: 51.00, writes: 12.00, response time: 3872.45ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 16, tps: 2.00, reads: 69.00, writes: 11.00, response time: 2985.48ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 16, tps: 5.00, reads: 60.00, writes: 20.00, response time: 4289.89ms (95%), errors: 0.00, reconnects:  0.00
[  28s] threads: 16, tps: 3.00, reads: 35.00, writes: 14.00, response time: 4217.32ms (95%), errors: 0.00, reconnects:  0.00
[  29s] threads: 16, tps: 4.00, reads: 62.00, writes: 15.00, response time: 4329.89ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 4.00, reads: 70.00, writes: 20.00, response time: 4698.58ms (95%), errors: 0.00, reconnects:  0.00
[  31s] threads: 16, tps: 4.00, reads: 58.00, writes: 16.00, response time: 3754.88ms (95%), errors: 0.00, reconnects:  0.00
[  32s] threads: 16, tps: 4.00, reads: 53.00, writes: 22.00, response time: 4793.77ms (95%), errors: 0.00, reconnects:  0.00
[  33s] threads: 16, tps: 7.00, reads: 40.00, writes: 11.00, response time: 4392.55ms (95%), errors: 0.00, reconnects:  0.00
[  34s] threads: 16, tps: 1.00, reads: 82.00, writes: 19.00, response time: 4218.58ms (95%), errors: 0.00, reconnects:  0.00
[  35s] threads: 16, tps: 6.00, reads: 78.00, writes: 26.00, response time: 3921.44ms (95%), errors: 0.00, reconnects:  0.00
[  36s] threads: 16, tps: 7.00, reads: 61.00, writes: 23.00, response time: 4197.17ms (95%), errors: 0.00, reconnects:  0.00
[  37s] threads: 16, tps: 4.00, reads: 72.00, writes: 5.00, response time: 3908.55ms (95%), errors: 0.00, reconnects:  0.00
[  38s] threads: 16, tps: 2.00, reads: 52.00, writes: 21.00, response time: 3462.31ms (95%), errors: 0.00, reconnects:  0.00
[  39s] threads: 16, tps: 7.00, reads: 58.00, writes: 21.00, response time: 3987.73ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 16, tps: 1.00, reads: 46.00, writes: 12.00, response time: 3510.31ms (95%), errors: 0.00, reconnects:  0.00
[  41s] threads: 16, tps: 5.00, reads: 78.00, writes: 17.00, response time: 5519.60ms (95%), errors: 0.00, reconnects:  0.00
[  42s] threads: 16, tps: 8.00, reads: 65.00, writes: 24.00, response time: 4378.11ms (95%), errors: 0.00, reconnects:  0.00
[  43s] threads: 16, tps: 3.00, reads: 51.00, writes: 12.00, response time: 4086.83ms (95%), errors: 0.00, reconnects:  0.00
[  44s] threads: 16, tps: 2.00, reads: 48.00, writes: 2.00, response time: 3420.07ms (95%), errors: 0.00, reconnects:  0.00
[  45s] threads: 16, tps: 1.00, reads: 52.00, writes: 25.00, response time: 3344.15ms (95%), errors: 0.00, reconnects:  0.00
[  46s] threads: 16, tps: 9.00, reads: 66.00, writes: 21.00, response time: 6315.50ms (95%), errors: 0.00, reconnects:  0.00
[  47s] threads: 16, tps: 3.00, reads: 68.00, writes: 16.00, response time: 5721.47ms (95%), errors: 0.00, reconnects:  0.00
[  48s] threads: 16, tps: 3.00, reads: 68.00, writes: 16.00, response time: 5329.63ms (95%), errors: 0.00, reconnects:  0.00
[  49s] threads: 16, tps: 6.00, reads: 75.00, writes: 27.00, response time: 3593.23ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 16, tps: 5.00, reads: 49.00, writes: 16.00, response time: 3779.69ms (95%), errors: 0.00, reconnects:  0.00
[  51s] threads: 16, tps: 6.00, reads: 67.00, writes: 20.00, response time: 4035.77ms (95%), errors: 0.00, reconnects:  0.00
[  52s] threads: 16, tps: 3.00, reads: 87.00, writes: 27.00, response time: 3204.98ms (95%), errors: 0.00, reconnects:  0.00
[  53s] threads: 16, tps: 9.00, reads: 84.00, writes: 18.00, response time: 3728.00ms (95%), errors: 0.00, reconnects:  0.00
[  54s] threads: 16, tps: 2.00, reads: 48.00, writes: 14.00, response time: 3289.54ms (95%), errors: 0.00, reconnects:  0.00
[  55s] threads: 16, tps: 6.00, reads: 94.00, writes: 23.00, response time: 3940.27ms (95%), errors: 0.00, reconnects:  0.00
[  56s] threads: 16, tps: 5.00, reads: 42.00, writes: 19.00, response time: 3738.06ms (95%), errors: 0.00, reconnects:  0.00
[  57s] threads: 16, tps: 4.00, reads: 69.01, writes: 14.00, response time: 4251.54ms (95%), errors: 0.00, reconnects:  0.00
[  58s] threads: 16, tps: 6.00, reads: 83.00, writes: 20.00, response time: 3794.42ms (95%), errors: 0.00, reconnects:  0.00
[  59s] threads: 16, tps: 1.00, reads: 51.00, writes: 23.00, response time: 2596.00ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 16, tps: 5.00, reads: 52.00, writes: 22.00, response time: 4240.10ms (95%), errors: 0.00, reconnects:  0.00
