15:43:49,24213 
15:43:59,24056 
15:44:09,24014 
15:44:19,25203 
15:44:29,25199 
15:44:39,24159 
15:44:49,24629 
15:44:59,24569 
15:45:09,24580 
15:45:19,24133 
15:45:29,23849 
15:45:39,23639 
15:45:49,24553 
15:45:59,24417 
15:46:09,24568 
15:46:19,24900 
15:46:29,25048 
15:46:39,24514 
15:46:49,25267 
15:46:59,25566 
15:47:09,25040 
15:47:19,25066 
15:47:29,24743 
15:47:39,24430 
15:47:49,24965 
15:47:59,25057 
15:48:09,24620 
15:48:19,25050 
15:48:29,23975 
15:48:39,25395 
15:48:49,25027 
15:48:59,24294 
15:49:09,24768 
15:49:19,25296 
15:49:29,25522 
15:49:39,25419 
15:49:49,24388 
15:49:59,24327 
15:50:09,24559 
15:50:19,25491 
15:50:29,25207 
15:50:39,24851 
15:50:49,25139 
15:50:59,25306 
15:51:09,25349 
15:51:19,25720 
15:51:29,24643 
15:51:39,25558 
15:51:49,25200 
15:51:59,25447 
15:52:09,25424 
15:52:19,24825 
15:52:29,25617 
15:52:39,24986 
15:52:49,25058 
15:52:59,25278 
15:53:09,25014 
15:53:19,26047 
15:53:29,25210 
15:53:39,25460 
15:53:49,25200 
15:53:59,25343 
15:54:09,25205 
15:54:19,25144 
15:54:29,25356 
15:54:39,25929 
15:54:49,25221 
15:54:59,24760 
15:55:09,24812 
15:55:19,25008 
15:55:29,24795 
15:55:39,25566 
15:55:49,25304 
15:55:59,25331 
15:56:09,25042 
15:56:19,25340 
15:56:29,25237 
15:56:39,24897 
15:56:49,25232 
15:56:59,25523 
15:57:09,25378 
15:57:19,24808 
15:57:29,24758 
15:57:39,25362 
15:57:49,25563 
15:57:59,25737 
15:58:09,25694 
15:58:19,25479 
15:58:29,26136 
15:58:39,24955 
15:58:49,25752 
15:58:59,25120 
15:59:09,25420 
15:59:10,37112 
