15:02:38,35091 
15:02:48,37603 
15:02:58,35007 
15:03:08,33165 
15:03:18,29742 
15:03:28,30580 
15:03:38,29460 
15:03:48,31820 
15:03:58,30385 
15:04:08,30814 
15:04:18,29461 
15:04:28,30907 
15:04:38,31359 
15:04:48,30140 
15:04:58,30434 
15:05:08,30358 
15:05:18,29762 
15:05:28,28954 
15:05:38,29399 
15:05:48,28404 
15:05:58,30779 
15:06:08,30536 
15:06:18,30227 
15:06:28,28522 
15:06:38,30147 
15:06:49,27852 
15:06:59,30605 
15:07:09,29745 
15:07:19,29734 
15:07:29,29980 
15:07:39,30554 
15:07:49,29555 
15:07:59,28800 
15:08:09,29478 
15:08:19,30401 
15:08:29,30476 
15:08:39,30067 
15:08:49,27528 
15:08:59,28227 
15:09:09,29648 
15:09:19,29797 
15:09:29,29069 
15:09:39,28061 
15:09:49,28540 
15:09:59,28826 
15:10:09,27089 
15:10:19,29361 
15:10:29,29604 
15:10:39,27862 
15:10:49,30771 
15:10:59,29643 
15:11:09,29281 
15:11:19,28216 
15:11:29,29258 
15:11:39,28810 
15:11:49,26671 
15:11:59,28878 
15:12:09,29400 
15:12:19,27974 
15:12:29,29845 
15:12:39,29837 
15:12:49,31292 
15:12:59,29711 
15:13:09,30057 
15:13:19,28391 
15:13:29,29814 
15:13:39,31604 
15:13:49,30780 
15:13:59,32499 
15:14:09,30393 
15:14:19,29460 
15:14:29,29538 
15:14:39,27699 
15:14:49,29743 
15:14:59,30101 
15:15:09,28924 
15:15:19,28089 
15:15:29,28601 
15:15:39,30198 
15:15:49,27308 
15:15:59,28756 
15:16:09,27603 
15:16:19,28537 
15:16:29,28485 
15:16:39,28984 
15:16:49,29601 
15:16:59,26663 
15:17:09,25439 
15:17:19,27207 
15:17:29,26483 
15:17:39,26518 
15:17:49,25701 
15:17:59,25782 
15:18:09,25353 
15:18:19,27673 
15:18:29,27249 
15:18:39,25443 
15:18:49,25735 
15:18:59,26109 
15:19:09,25918 
15:19:19,27997 
15:19:29,28916 
15:19:39,25864 
15:19:49,26130 
15:19:59,26033 
15:20:09,26609 
15:20:19,25989 
15:20:29,26037 
15:20:39,25705 
15:20:49,25108 
15:20:59,25410 
15:21:09,26664 
15:21:19,26150 
15:21:29,26472 
15:21:39,27492 
15:21:49,26382 
15:21:59,25800 
15:22:09,26733 
15:22:19,25579 
15:22:29,27264 
15:22:39,27323 
15:22:49,27339 
15:22:59,25856 
15:23:09,26507 
15:23:19,26509 
15:23:29,26503 
15:23:39,26708 
15:23:49,27777 
15:23:59,26184 
15:24:09,26699 
15:24:19,25814 
15:24:29,26424 
15:24:39,25904 
15:24:49,26403 
15:24:59,26773 
15:25:09,25434 
15:25:19,26425 
15:25:29,25494 
15:25:39,25330 
15:25:49,25595 
15:25:59,25665 
15:26:09,27099 
15:26:19,25912 
15:26:29,26337 
15:26:39,26273 
15:26:49,24827 
15:26:59,25151 
15:27:09,26394 
15:27:19,26287 
15:27:29,25147 
15:27:39,25969 
15:27:49,26040 
15:27:59,26020 
15:28:09,26165 
15:28:19,26122 
15:28:29,27612 
15:28:39,25659 
15:28:49,25945 
15:28:59,25371 
15:29:09,25168 
15:29:19,25087 
15:29:29,25721 
15:29:39,26675 
15:29:49,26147 
15:29:59,25728 
15:30:09,26257 
15:30:19,25190 
15:30:29,24093 
15:30:39,25181 
15:30:49,25410 
15:30:59,26685 
15:31:09,24554 
15:31:19,25257 
15:31:29,26417 
15:31:39,25736 
15:31:49,25304 
15:31:59,25142 
15:32:09,27292 
15:32:19,25367 
15:32:29,25846 
15:32:39,26132 
15:32:49,26331 
15:32:59,25195 
15:33:09,25075 
15:33:19,25249 
15:33:29,25840 
15:33:39,25254 
15:33:49,25683 
15:33:59,25487 
15:34:09,24883 
15:34:19,24898 
15:34:29,24410 
15:34:39,24868 
15:34:49,25363 
15:34:59,24254 
15:35:09,24138 
15:35:19,24359 
15:35:29,24963 
15:35:39,24844 
15:35:49,24159 
15:35:59,25309 
15:36:09,25668 
15:36:19,25159 
15:36:29,23988 
15:36:39,24409 
15:36:49,24674 
15:36:59,24017 
15:37:09,23991 
15:37:19,24018 
15:37:29,23910 
15:37:39,24149 
15:37:49,24560 
15:37:59,24722 
15:38:09,25474 
15:38:19,24377 
15:38:29,24245 
15:38:39,24112 
15:38:49,24610 
15:38:59,24469 
15:39:09,24744 
15:39:19,24250 
15:39:29,24776 
15:39:39,24643 
15:39:49,24754 
15:39:59,24467 
15:40:09,23883 
15:40:19,24528 
15:40:29,24195 
15:40:39,24587 
15:40:49,24622 
15:40:59,24450 
15:41:09,24349 
15:41:19,24700 
15:41:29,24166 
15:41:39,24216 
15:41:49,24733 
15:41:59,24408 
15:42:09,24151 
15:42:19,24710 
15:42:29,23866 
15:42:39,24751 
15:42:49,24776 
15:42:59,24962 
15:43:09,23975 
15:43:19,23814 
15:43:29,24250 
15:43:39,24594 
