sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 500
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 500, tps: 2527.82, reads: 37234.00, writes: 10192.94, response time: 277.46ms (95%), errors: 2.99, reconnects:  0.00
[   2s] threads: 500, tps: 2708.01, reads: 38178.10, writes: 10960.03, response time: 333.04ms (95%), errors: 1.00, reconnects:  0.00
[   3s] threads: 500, tps: 2782.95, reads: 38344.29, writes: 11016.80, response time: 348.13ms (95%), errors: 2.00, reconnects:  0.00
[   4s] threads: 500, tps: 1118.01, reads: 18466.19, writes: 4750.05, response time: 537.97ms (95%), errors: 1.00, reconnects:  0.00
[   5s] threads: 500, tps: 1683.97, reads: 21115.57, writes: 6553.87, response time: 862.26ms (95%), errors: 2.00, reconnects:  0.00
[   6s] threads: 500, tps: 2907.07, reads: 42700.03, writes: 11765.28, response time: 308.29ms (95%), errors: 3.00, reconnects:  0.00
[   7s] threads: 500, tps: 2078.92, reads: 28888.85, writes: 8343.67, response time: 456.03ms (95%), errors: 3.00, reconnects:  0.00
[   8s] threads: 500, tps: 591.00, reads: 8933.98, writes: 2325.99, response time: 972.81ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 500, tps: 1925.09, reads: 24568.14, writes: 7568.35, response time: 948.37ms (95%), errors: 1.00, reconnects:  0.00
[  10s] threads: 500, tps: 2537.92, reads: 36742.83, writes: 10184.67, response time: 377.66ms (95%), errors: 1.00, reconnects:  0.00
[  11s] threads: 500, tps: 1728.01, reads: 24702.14, writes: 6929.04, response time: 339.07ms (95%), errors: 4.00, reconnects:  0.00
[  12s] threads: 500, tps: 228.99, reads: 2966.93, writes: 876.98, response time: 1557.84ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 500, tps: 2431.06, reads: 32647.76, writes: 9673.22, response time: 1578.96ms (95%), errors: 3.00, reconnects:  0.00
[  14s] threads: 500, tps: 2941.06, reads: 41233.91, writes: 11751.26, response time: 345.22ms (95%), errors: 1.00, reconnects:  0.00
[  15s] threads: 500, tps: 3048.01, reads: 43488.18, writes: 12308.05, response time: 291.07ms (95%), errors: 4.00, reconnects:  0.00
[  16s] threads: 500, tps: 2467.99, reads: 33281.92, writes: 9701.98, response time: 330.06ms (95%), errors: 1.00, reconnects:  0.00
[  17s] threads: 500, tps: 1917.93, reads: 28008.92, writes: 7751.70, response time: 348.75ms (95%), errors: 2.00, reconnects:  0.00
[  18s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 500, tps: 2153.08, reads: 28719.01, writes: 8556.30, response time: 7757.45ms (95%), errors: 3.00, reconnects:  0.00
[  26s] threads: 500, tps: 1140.97, reads: 16878.58, writes: 4694.88, response time: 682.51ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 500, tps: 2176.06, reads: 30828.87, writes: 8671.24, response time: 462.08ms (95%), errors: 2.00, reconnects:  0.00
[  28s] threads: 500, tps: 2280.90, reads: 32379.62, writes: 9226.61, response time: 365.97ms (95%), errors: 6.00, reconnects:  0.00
[  29s] threads: 500, tps: 2605.10, reads: 35469.38, writes: 10229.40, response time: 349.06ms (95%), errors: 2.00, reconnects:  0.00
[  30s] threads: 500, tps: 2363.95, reads: 33633.31, writes: 9450.81, response time: 386.00ms (95%), errors: 3.00, reconnects:  0.00
[  31s] threads: 500, tps: 2429.05, reads: 34403.70, writes: 9831.20, response time: 383.12ms (95%), errors: 3.00, reconnects:  0.00
[  32s] threads: 500, tps: 1418.96, reads: 21187.39, writes: 5729.83, response time: 353.27ms (95%), errors: 1.00, reconnects:  0.00
[  33s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  34s] threads: 500, tps: 117.00, reads: 2383.02, writes: 536.00, response time: 2358.87ms (95%), errors: 0.00, reconnects:  0.00
[  35s] threads: 500, tps: 1586.04, reads: 20049.45, writes: 6263.14, response time: 2900.04ms (95%), errors: 1.00, reconnects:  0.00
[  36s] threads: 500, tps: 2098.00, reads: 29169.04, writes: 8323.01, response time: 422.77ms (95%), errors: 1.00, reconnects:  0.00
[  37s] threads: 500, tps: 2500.00, reads: 34451.04, writes: 9928.01, response time: 389.60ms (95%), errors: 1.00, reconnects:  0.00
[  38s] threads: 500, tps: 2485.00, reads: 35653.99, writes: 10199.00, response time: 366.19ms (95%), errors: 0.00, reconnects:  0.00
[  39s] threads: 500, tps: 2427.59, reads: 35002.12, writes: 9548.40, response time: 322.83ms (95%), errors: 1.00, reconnects:  0.00
[  40s] threads: 500, tps: 2697.00, reads: 36575.94, writes: 10777.98, response time: 506.86ms (95%), errors: 1.00, reconnects:  0.00
[  41s] threads: 500, tps: 1721.26, reads: 23930.56, writes: 6858.02, response time: 479.12ms (95%), errors: 1.00, reconnects:  0.00
[  42s] threads: 500, tps: 1362.81, reads: 19154.28, writes: 5475.22, response time: 924.83ms (95%), errors: 1.00, reconnects:  0.00
[  43s] threads: 500, tps: 2269.97, reads: 32376.50, writes: 9083.86, response time: 427.22ms (95%), errors: 5.00, reconnects:  0.00
[  44s] threads: 500, tps: 1861.02, reads: 25237.27, writes: 7399.08, response time: 443.78ms (95%), errors: 1.00, reconnects:  0.00
[  45s] threads: 500, tps: 1702.28, reads: 23117.87, writes: 6768.13, response time: 408.71ms (95%), errors: 2.00, reconnects:  0.00
[  46s] threads: 500, tps: 374.76, reads: 6189.05, writes: 1571.00, response time: 704.30ms (95%), errors: 0.00, reconnects:  0.00
[  47s] threads: 500, tps: 1573.33, reads: 21829.14, writes: 6278.21, response time: 1375.85ms (95%), errors: 1.89, reconnects:  0.00
[  48s] threads: 500, tps: 1252.53, reads: 17963.49, writes: 5103.59, response time: 1020.23ms (95%), errors: 1.06, reconnects:  0.00
[  49s] threads: 500, tps: 2158.08, reads: 30078.16, writes: 8507.33, response time: 380.72ms (95%), errors: 1.00, reconnects:  0.00
[  50s] threads: 500, tps: 1002.16, reads: 16313.64, writes: 4164.67, response time: 391.23ms (95%), errors: 1.00, reconnects:  0.00
[  51s] threads: 500, tps: 1628.28, reads: 19651.34, writes: 6317.22, response time: 1242.34ms (95%), errors: 2.00, reconnects:  0.00
[  52s] threads: 500, tps: 1745.49, reads: 25305.38, writes: 7057.85, response time: 344.81ms (95%), errors: 2.81, reconnects:  0.00
[  53s] threads: 500, tps: 1688.10, reads: 23500.44, writes: 6777.07, response time: 760.39ms (95%), errors: 2.14, reconnects:  0.00
[  54s] threads: 500, tps: 697.82, reads: 12197.80, writes: 2865.25, response time: 449.53ms (95%), errors: 1.00, reconnects:  0.00
[  55s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  56s] threads: 500, tps: 312.13, reads: 3601.48, writes: 1258.52, response time: 2890.51ms (95%), errors: 0.00, reconnects:  0.00
[  57s] threads: 500, tps: 2309.96, reads: 30435.45, writes: 9134.84, response time: 2889.65ms (95%), errors: 2.00, reconnects:  0.00
[  58s] threads: 500, tps: 2219.05, reads: 31122.77, writes: 8846.22, response time: 410.55ms (95%), errors: 1.00, reconnects:  0.00
[  59s] threads: 500, tps: 1755.70, reads: 25091.74, writes: 7066.80, response time: 389.71ms (95%), errors: 2.00, reconnects:  0.00
[  60s] threads: 500, tps: 1517.17, reads: 21033.37, writes: 6100.69, response time: 694.25ms (95%), errors: 0.00, reconnects:  0.00
[  61s] threads: 500, tps: 2120.40, reads: 29384.75, writes: 8360.65, response time: 390.65ms (95%), errors: 2.00, reconnects:  0.00
[  62s] threads: 500, tps: 1550.26, reads: 21700.70, writes: 6254.07, response time: 684.96ms (95%), errors: 1.00, reconnects:  0.00
[  63s] threads: 500, tps: 1902.30, reads: 27520.84, writes: 7697.17, response time: 352.85ms (95%), errors: 0.00, reconnects:  0.00
[  64s] threads: 500, tps: 1288.23, reads: 17004.46, writes: 5011.41, response time: 671.16ms (95%), errors: 1.11, reconnects:  0.00
[  65s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  66s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  67s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  68s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  69s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  71s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  72s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  73s] threads: 500, tps: 771.20, reads: 11831.05, writes: 3132.81, response time: 9275.34ms (95%), errors: 1.00, reconnects:  0.00
[  74s] threads: 500, tps: 1788.31, reads: 23539.09, writes: 7070.23, response time: 490.88ms (95%), errors: 2.00, reconnects:  0.00
[  75s] threads: 500, tps: 2147.77, reads: 30323.71, writes: 8626.06, response time: 445.38ms (95%), errors: 1.00, reconnects:  0.00
[  76s] threads: 500, tps: 1028.11, reads: 14523.62, writes: 4135.46, response time: 414.01ms (95%), errors: 0.00, reconnects:  0.00
[  77s] threads: 500, tps: 1448.75, reads: 20517.33, writes: 5811.99, response time: 1135.98ms (95%), errors: 0.00, reconnects:  0.00
[  78s] threads: 500, tps: 2295.60, reads: 32330.56, writes: 9211.43, response time: 405.42ms (95%), errors: 0.00, reconnects:  0.00
[  79s] threads: 500, tps: 951.98, reads: 14728.66, writes: 3891.91, response time: 931.49ms (95%), errors: 1.00, reconnects:  0.00
[  80s] threads: 500, tps: 2256.42, reads: 30241.56, writes: 8880.63, response time: 440.07ms (95%), errors: 3.00, reconnects:  0.00
[  81s] threads: 500, tps: 1973.00, reads: 28286.93, writes: 7832.98, response time: 397.37ms (95%), errors: 5.00, reconnects:  0.00
[  82s] threads: 500, tps: 789.99, reads: 10721.84, writes: 3334.95, response time: 802.49ms (95%), errors: 1.00, reconnects:  0.00
[  83s] threads: 500, tps: 1008.81, reads: 12954.58, writes: 3876.28, response time: 1304.85ms (95%), errors: 0.00, reconnects:  0.00
[  84s] threads: 500, tps: 1734.36, reads: 24770.09, writes: 6950.43, response time: 443.51ms (95%), errors: 4.00, reconnects:  0.00
[  85s] threads: 500, tps: 1902.58, reads: 28691.60, writes: 7877.24, response time: 467.09ms (95%), errors: 3.00, reconnects:  0.00
[  86s] threads: 500, tps: 2170.22, reads: 29446.65, writes: 8472.23, response time: 371.82ms (95%), errors: 2.00, reconnects:  0.00
[  87s] threads: 500, tps: 1028.02, reads: 12824.21, writes: 4030.92, response time: 706.62ms (95%), errors: 2.00, reconnects:  0.00
[  88s] threads: 500, tps: 2156.62, reads: 30843.50, writes: 8702.45, response time: 907.82ms (95%), errors: 0.00, reconnects:  0.00
[  89s] threads: 500, tps: 2150.38, reads: 31871.60, writes: 8745.54, response time: 390.88ms (95%), errors: 4.00, reconnects:  0.00
[  90s] threads: 500, tps: 694.86, reads: 8809.27, writes: 2667.48, response time: 957.79ms (95%), errors: 0.00, reconnects:  0.00
[  91s] threads: 500, tps: 2112.92, reads: 30292.80, writes: 8510.66, response time: 1050.92ms (95%), errors: 1.00, reconnects:  0.00
[  92s] threads: 500, tps: 1358.32, reads: 18115.28, writes: 5340.26, response time: 599.72ms (95%), errors: 3.00, reconnects:  0.00
[  93s] threads: 500, tps: 1231.76, reads: 16822.70, writes: 4956.03, response time: 772.79ms (95%), errors: 2.00, reconnects:  0.00
[  94s] threads: 500, tps: 1801.35, reads: 27375.34, writes: 7383.44, response time: 436.14ms (95%), errors: 4.00, reconnects:  0.00
[  95s] threads: 500, tps: 1693.81, reads: 22715.39, writes: 6576.24, response time: 668.96ms (95%), errors: 1.00, reconnects:  0.00
[  96s] threads: 500, tps: 1875.30, reads: 27595.71, writes: 8171.95, response time: 444.84ms (95%), errors: 1.00, reconnects:  0.00
[  97s] threads: 500, tps: 353.17, reads: 2700.33, writes: 732.36, response time: 1301.34ms (95%), errors: 0.00, reconnects:  0.00
[  98s] threads: 500, tps: 2036.00, reads: 29147.94, writes: 8177.98, response time: 1292.80ms (95%), errors: 5.00, reconnects:  0.00
[  99s] threads: 500, tps: 1309.58, reads: 17404.74, writes: 5207.60, response time: 488.68ms (95%), errors: 0.96, reconnects:  0.00
[ 100s] threads: 500, tps: 1802.29, reads: 25762.96, writes: 7295.73, response time: 738.41ms (95%), errors: 1.04, reconnects:  0.00
[ 101s] threads: 500, tps: 1860.63, reads: 26266.87, writes: 7413.50, response time: 424.04ms (95%), errors: 3.00, reconnects:  0.00
[ 102s] threads: 500, tps: 2189.84, reads: 30700.79, writes: 8780.36, response time: 525.87ms (95%), errors: 3.00, reconnects:  0.00
[ 103s] threads: 500, tps: 960.48, reads: 13253.63, writes: 3809.91, response time: 756.76ms (95%), errors: 2.00, reconnects:  0.00
[ 104s] threads: 500, tps: 865.65, reads: 13617.44, writes: 3616.52, response time: 812.88ms (95%), errors: 0.00, reconnects:  0.00
[ 105s] threads: 500, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[ 106s] threads: 500, tps: 442.14, reads: 5739.78, writes: 1634.51, response time: 2694.97ms (95%), errors: 0.00, reconnects:  0.00
[ 107s] threads: 500, tps: 2067.67, reads: 28300.49, writes: 8302.68, response time: 2529.26ms (95%), errors: 2.00, reconnects:  0.00
