procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 403976 126254736   9764 1534900    6   22  1160   661    1    1  2  1 97  1  0
 2  0 403976 124561096   9780 1534856    0    0    20    13 2276 2577  3  1 96  0  0
 2  0 403976 122481168   9824 1535000    0    0    60   339 2336 3956  3  1 96  0  0
 1  1 403904 118950416 111356 1534408   84    0 104928    45 27657 6708  2  2 96  0  0
 0  1 403904 118358400 685608 1551084    0    0 574120     0 142566 13469  0  2 97  1  0
 2  0 403904 119338304 1175204 1564572    0    0 489508 32516 129750 11633  0  3 97  1  0
 1  1 403904 117622912 1267656 1701064    0    0 224824 32584 33414 6981  1  3 96  0  0
 1  1 403848 117313080 1321816 1956280   64    0 306104 63773 34486 10176  0  2 97  1  0
 0  2 403848 116993872 1358980 2236704    0    0 314144 64115 31322 9917  0  2 96  2  0
 1  1 403840 116686240 1399276 2498968   12    0 303136 63352 39514 8806  0  2 96  2  0
 1  0 403840 116360640 1440744 2779672    0    0 320368 19900 31851 8873  0  2 96  2  0
 1  1 403836 116051616 1445492 3082012    8    0 305164 43328 23820 8801  0  2 96  2  0
 1  1 403836 115750480 1450092 3374552    0    0 296708 63661 23676 8272  0  2 97  1  0
 1  1 403836 115451728 1455812 3663180    0    0 292256 126099 46955 30226  0  2 97  0  0
 3  1 403836 115136552 1462748 3967916    0    0 310888 32576 16306 8456  0  2 97  1  0
 1  1 403836 114814944 1477860 4271568    0    0 319260 32528 18146 8383  0  2 97  1  0
 0  2 403836 114501256 1486424 4572280    0    0 308584 62848 24347 8026  0  2 97  1  0
 1  1 403816 114158168 1495824 4903204   20    0 339392    89 9907 9064  0  2 98  0  0
 1  1 403816 113847800 1510232 5196716    0    0 303776 62803 25640 8686  0  2 97  0  0
 1  1 403812 113543328 1527044 5480536    4    0 301840 62864 26079 8041  0  2 97  1  0
 1  1 403812 113235288 1550448 5761100    0    0 303336 63068 27365 8980  0  2 96  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 403812 112916640 1588524 6037012    0    0 312180 63052 30757 8752  0  2 96  2  0
 0  2 403812 112609952 1630556 6300052    0    0 301652 63321 37479 8998  0  2 97  1  0
 2  0 403812 112306384 1648024 6582964    0    0 301536 64175 37377 8334  0  2 96  2  0
 0  2 403812 112003584 1667044 6864268    0    0 297896 63752 30556 7620  0  2 96  2  0
 1  0 403812 111691536 1689548 7150616    0    0 310144 46676 26429 8625  0  2 96  2  0
 1  0 403812 111361856 1712504 7456432    0    0 327472 17992 22130 8247  0  2 96  2  0
 1  2 403812 111042920 1735876 7746840    0    0 314300 52209 25684 8912  0  2 96  1  0
 2  0 403812 110719480 1757884 8043288    0    0 321696 58519 25987 8197  0  2 96  2  0
 1  1 403812 110411696 1780972 8322028    0    0 308680 58584 26518 8823  0  2 96  2  0
 2  0 403812 112102368 1796808 8503848    0    0 212508 58436 23446 6728  0  2 96  1  0
 1  0 403732 123085904 1800992 6241208    4    0  4132 58452 16826 3052  0  2 98  0  0
 1  0 403732 123098192 1810128 6218868    0    0  9172 57592 18308 3466  0  2 98  0  0
 1  0 403732 123115448 1819520 6192032    4    0  9496   260 4454 3118  0  2 98  0  0
 2  0 403732 123133072 1828536 6168024    0    0  8976 61944 19386 3568  0  2 98  0  0
