procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 382048 412388 2860872 95303504    7   23  1380   787    0    0  2  1 96  1  0
15  3 382048 409824 2861332 95048928    0    0 282712 80415 159806 410869 16 10 68  7  0
18 13 382048 409148 2861688 94830816    0    0 251328 78428 180969 373658 14  9 71  6  0
 1  0 382048 405016 2862056 94626776    0    0 236208 89748 217788 375152 15  8 71  6  0
 6  2 382048 406140 2862412 94416608    0    0 242388 75880 235274 398147 15  9 69  6  0
 8  4 382048 559232 2862740 94065200    0    0 233704 75668 217810 395289 15  9 70  6  0
20  7 382048 412144 2863084 94015128    0    0 226972 76792 188023 410375 16  8 70  6  0
 7  2 382048 419236 2863468 93808128    0    0 214516 72928 168705 407604 16  8 71  6  0
 4  6 382048 400836 2863848 93639816    0    0 196892 70570 151401 393128 14  6 75  5  0
 4  3 382048 396504 2864172 93453456    0    0 193120 70764 156852 383233 14  7 74  6  0
 7  6 382048 402536 2864568 93261392    0    0 186588 68891 155286 388690 14  6 74  6  0
 3  2 382048 725596 2864908 92755984    0    0 183156 69999 151744 390967 15  7 73  5  0
 3  0 382048 497528 2865236 92789176    0    0 185716 71124 173551 426081 16  7 73  5  0
 1  0 382048 411980 2865560 92729520    0    0 142160 64026 137948 336863 13  6 78  4  0
 3  0 382048 702064 2865836 92274632    0    0 155696 66424 145860 381946 14  6 75  5  0
 9 13 382048 475668 2866140 92305184    0    0 184280 71404 168893 443012 16  7 72  5  0
12  4 382048 407536 2866504 92206896    0    0 154572 67112 167198 392602 14  6 75  4  0
 1  0 382048 455792 2866780 91990152    0    0 161644 69772 179249 420957 17  7 72  4  0
27  8 382048 410756 2867084 91879840    0    0 149800 114164 198583 421314 15  6 74  5  0
11  7 382048 496000 2867376 91621152    0    0 161280 68476 203161 459988 18  7 70  5  0
 3  0 382048 403828 2867676 91545280    0    0 160572 71499 197849 465437 18  7 70  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
27  4 382048 687964 2867988 91097368    0    0 157276 73055 196171 471255 18  7 69  6  0
 3  0 382048 485676 2868324 91126640    0    0 162972 73572 205921 504992 20  8 68  5  0
 6  0 382048 400380 2868612 91058632    0    0 144256 79560 250701 455234 17  7 71  4  0
43  7 382048 388104 2868848 90958560    0    0 100944 63636 227651 351111 14  6 77  3  0
 2  0 382048 402292 2869144 90792376    0    0 136512 71564 300351 485140 19  8 69  4  0
44  4 382048 405276 2869480 90642896    0    0 142820 74544 319205 522012 21  8 67  4  0
11  3 382048 411504 2869756 90498240    0    0 141960 75316 273081 512814 21  8 68  4  0
27  6 382048 403944 2870020 90358768    0    0 148816 78424 268340 543613 21  8 66  5  0
 2  0 382048 402248 2870280 90213496    0    0 139636 77768 244444 515725 20  8 67  5  0
12  3 382048 400944 2870540 90062296    0    0 139992 80669 248920 549914 22  8 65  4  0
 1  0 382048 409292 2870824 89915232    0    0 133372 79567 253098 534486 21  8 67  4  0
10  5 382048 413816 2871032 89779440    0    0 120928 76708 209432 468430 19  8 70  3  0
26  6 382048 391584 2871396 89635880    0    0 146692 82868 284103 601363 25 10 61  4  0
45  6 382048 409372 2871636 89469200    0    0 142640 80588 266130 577409 23  9 64  4  0
 1  0 382048 423144 2871848 89308592    0    0 133096 81000 256369 578819 23  9 64  5  0
 1  2 382048 391740 2872120 89188992    0    0 138916 82236 276535 610143 24  9 62  4  0
22 12 382048 385300 2872332 89048376    0    0 132380 81688 247618 567621 23  9 64  4  0
33  2 382048 404788 2872544 88878816    0    0 137692 90282 253242 591857 25  9 62  4  0
23  8 382048 399328 2872800 88732160    0    0 129380 83556 198359 587681 26  9 61  4  0
13  1 382048 410440 2873024 88575296    0    0 124704 82175 195635 585653 26  9 61  4  0
 2  0 382048 393956 2873192 88470624    0    0 104432 75957 161228 483626 23  7 67  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 382048 379224 2873232 88467240    0    0    60 45944 4243 5333  4  0 96  0  0
 2  0 382048 369876 2873252 88463824    0    0     0 55218 4999 4468  4  0 95  0  0
 2  0 382048 364380 2873296 88458064    0    0     0 44816 4093 5427  4  0 96  0  0
 2  0 382048 360268 2873304 88453648    0    0     0 34948 3213 3904  4  0 96  0  0
30  6 382048 435244 2873496 88278848    0    0 136256 73210 119828 621692 27 11 58  4  0
37  2 382048 6984652 2873540 81670720    0    0 50048 57024 65305 214072  9  5 84  2  0
 6  1 382048 6803592 2873768 81698672    0    0 177400 117232 228688 836350 35 12 47  6  0
36  5 382048 6639980 2873936 81728352    0    0 172092 106032 215148 781867 33 12 49  5  0
22  4 382048 6448912 2874084 81760448    0    0 179704 94333 167883 840320 34 13 47  6  0
34  4 382048 6284612 2874296 81787360    0    0 154908 88215 121853 736714 31 11 52  5  0
34  9 382048 6118148 2874532 81814968    0    0 151220 87440 102098 724799 30 11 54  5  0
 1  0 382048 5873176 2874728 81852592    0    0 238712 77832 82624 480290 19  9 66  6  0
31 12 382048 5555816 2874928 81905984    4    0 304224 78948 77341 435437 16  8 68  8  0
 2 13 382048 5232436 2875100 81958408    0    0 306008 81596 78841 464879 17  9 65  8  0
 4  0 382048 4951124 2875300 82002192    0    0 267652 84292 72169 432437 17  9 67  8  0
 5  0 382048 4666704 2875488 82049328    0    0 271512 87308 73729 455224 17  8 67  7  0
 2  0 382048 4390004 2875656 82093472    0    0 260616 90402 72557 455404 17  9 67  7  0
27 21 382048 4111748 2875804 82138752    0    0 269860 82184 71488 483021 17  8 68  7  0
 4  0 382048 3851288 2875988 82184720    0    0 250228 80074 69477 465725 18  8 68  6  0
 7  3 382048 3593252 2876148 82227344    0    0 236572 80236 64323 452032 17  8 68  7  0
 2  0 382048 3345996 2876332 82268288    0    0 230320 79876 64806 461576 18  8 69  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  3 382048 3090972 2876500 82312432    0    0 229240 98114 64253 479356 17  8 70  6  0
 4  3 382048 2848020 2876652 82351640    0    0 218496 80976 62535 473425 18  8 69  5  0
11  0 382048 2600964 2876776 82390768    0    0 216336 81692 63194 498603 19  8 67  6  0
28  6 382048 2369816 2876952 82428096    0    0 203848 78876 59832 485106 17  7 70  6  0
 8  6 382048 2140340 2877112 82465832    0    0 199336 80848 62904 479116 18  7 70  5  0
31 14 382048 1908680 2877244 82503080    0    0 195060 82584 67907 499919 19  8 69  5  0
 6  4 382048 1691716 2877368 82538288    0    0 183592 80256 94327 482097 19  7 69  5  0
14 16 382048 1478780 2877512 82571280    0    0 175952 80816 152803 477109 19  7 68  5  0
28  7 382048 1271968 2877668 82602328    0    0 174420 80676 180100 500857 20  8 68  5  0
20  4 382048 1069744 2877804 82635496    0    0 167668 80156 182512 501046 20  8 68  5  0
40 22 382040 881392 2877948 82643152    8    0 171192 80484 166986 519616 20  8 68  5  0
 1  0 382040 800172 2878052 82553584    0    0 167636 81708 108270 506067 19  7 68  5  0
26  2 382040 707408 2878196 82474592    0    0 169400 84872 94775 551026 22  8 66  4  0
18  5 382040 634748 2878324 82381096    0    0 162436 84068 90807 554203 21  8 66  5  0
 2  2 382040 573620 2878408 82323760    0    0 117972 90830 74061 411592 16  7 74  3  0
 2  0 382040 517452 2878496 82259216    0    0 112612 98978 65609 400740 15  7 74  4  0
 1  0 382040 456616 2878592 82196528    0    0 116120 106756 68800 408648 16  7 74  3  0
 1  0 382040 398372 2878688 82140144    0    0 109080 92132 60857 400609 16  7 75  3  0
36  7 382040 404684 2878784 82021904    0    0 107808 92688 60384 405866 16  7 75  3  0
42 10 382040 407500 2878916 81865664    0    0 145664 99440 71184 518219 20  8 68  4  0
 1  0 382040 396508 2879000 81719480    0    0 144972 120282 71278 545844 22  8 66  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  1 382040 397196 2879124 81561824    0    0 143144 102444 71313 546625 22  8 66  4  0
 0 28 382040 405736 2879252 81408288    0    0 135032 101632 72756 546685 22  8 66  4  0
25  0 382040 408088 2879384 81253824    0    0 139988 102092 72378 554174 21  8 67  4  0
29  8 382040 402560 2879464 81108304    0    0 139420 102836 74373 571869 22  9 65  4  0
35  7 382040 404632 2879576 80961488    0    0 132076 104012 74379 581083 23  9 64  4  0
 1  0 382040 400864 2879640 80916592    0    0 40284 80540 29701 181425  8  3 88  1  0
 1  0 382040 396444 2879644 80916096    0    0     0 67780 5024 6707  2  0 98  0  0
 2  0 382040 392708 2879652 80915808    0    0     0 34416 2966 4057  2  0 98  0  0
 1  0 382040 390716 2879656 80915264    0    0     0 35020 4155 3515  2  0 98  0  0
 1  0 382040 389764 2879668 80914744    0    0     0 34772 4228 3634  2  0 98  0  0
 1  0 382040 388344 2879680 80914032    0    0     0 68832 7282 6822  2  0 98  0  0
13  5 382040 396840 2879724 80864608    0    0 57780 50696 212567 256507 12  5 82  2  0
37  0 382040 403028 2879836 80721040    0    0 150232 110964 545173 639866 27 11 58  5  0
 1  0 382040 390420 2879960 80608352    0    0 147288 108972 611426 631901 27 11 57  5  0
 1  0 382040 405120 2880040 80478152    0    0 129988 112590 634451 592206 26 10 60  4  0
 2  2 382040 403688 2880108 80364912    0    0 135252 107304 559708 609068 26 10 59  4  0
53  5 382040 407444 2880196 80227640    0    0 150908 112776 462761 689238 28 12 55  5  0
