sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 24
Report intermediate results every 2 second(s)
Initializing random number generator from current time


setting write concern to 1
Initializing worker threads...

Threads started!

[   2s] threads: 24, tps: 4082.36, reads: 34754.28, writes: 81684.64, response time: 7.55ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 24, tps: 4980.95, reads: 42283.54, writes: 99635.91, response time: 5.57ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 24, tps: 5321.07, reads: 45073.58, writes: 106403.88, response time: 5.16ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 24, tps: 5498.48, reads: 46739.33, writes: 109994.10, response time: 5.07ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 24, tps: 5630.02, reads: 47795.64, writes: 112599.32, response time: 5.09ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 24, tps: 5779.49, reads: 49287.41, writes: 115626.28, response time: 4.71ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 24, tps: 5814.01, reads: 49511.11, writes: 116255.27, response time: 4.73ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 24, tps: 5886.50, reads: 49983.97, writes: 117714.92, response time: 4.54ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 24, tps: 5932.51, reads: 50488.04, writes: 118651.60, response time: 4.48ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 24, tps: 5919.49, reads: 50309.89, writes: 118388.25, response time: 4.50ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 24, tps: 5802.50, reads: 49142.02, writes: 116059.05, response time: 5.14ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 24, tps: 5891.50, reads: 50006.52, writes: 117844.55, response time: 4.78ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 24, tps: 5844.50, reads: 49650.53, writes: 116871.56, response time: 5.33ms (95%), errors: 0.00, reconnects:  0.00
[  28s] threads: 24, tps: 5966.50, reads: 50796.03, writes: 119318.58, response time: 4.45ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 24, tps: 5959.99, reads: 50730.45, writes: 119202.38, response time: 4.44ms (95%), errors: 0.00, reconnects:  0.00
[  32s] threads: 24, tps: 5963.00, reads: 50645.52, writes: 119266.55, response time: 4.45ms (95%), errors: 0.00, reconnects:  0.00
[  34s] threads: 24, tps: 5988.00, reads: 50841.53, writes: 119741.57, response time: 4.43ms (95%), errors: 0.00, reconnects:  0.00
[  36s] threads: 24, tps: 5959.50, reads: 50563.54, writes: 119240.59, response time: 4.45ms (95%), errors: 0.00, reconnects:  0.00
[  38s] threads: 24, tps: 5940.49, reads: 50558.93, writes: 118783.34, response time: 4.51ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 24, tps: 5955.51, reads: 50805.07, writes: 119106.66, response time: 4.49ms (95%), errors: 0.00, reconnects:  0.00
[  42s] threads: 24, tps: 5727.00, reads: 48595.97, writes: 114532.42, response time: 5.28ms (95%), errors: 0.00, reconnects:  0.00
[  44s] threads: 24, tps: 5851.50, reads: 49691.03, writes: 117038.57, response time: 4.67ms (95%), errors: 0.00, reconnects:  0.00
[  46s] threads: 24, tps: 5762.00, reads: 48892.01, writes: 115246.51, response time: 4.90ms (95%), errors: 0.00, reconnects:  0.00
[  48s] threads: 24, tps: 5743.99, reads: 48904.92, writes: 114868.82, response time: 4.80ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 24, tps: 5881.01, reads: 49886.07, writes: 117619.17, response time: 4.61ms (95%), errors: 0.00, reconnects:  0.00
[  52s] threads: 24, tps: 5939.99, reads: 50363.42, writes: 118799.81, response time: 4.46ms (95%), errors: 0.00, reconnects:  0.00
[  54s] threads: 24, tps: 5940.50, reads: 50454.54, writes: 118787.59, response time: 4.49ms (95%), errors: 0.00, reconnects:  0.00
[  56s] threads: 24, tps: 5921.48, reads: 50382.35, writes: 118446.15, response time: 4.51ms (95%), errors: 0.00, reconnects:  0.00
[  58s] threads: 24, tps: 5332.52, reads: 45387.64, writes: 106670.83, response time: 4.77ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 24, tps: 5868.00, reads: 49880.01, writes: 117340.53, response time: 4.65ms (95%), errors: 0.00, reconnects:  0.00
[  62s] threads: 24, tps: 5802.50, reads: 49296.01, writes: 116111.53, response time: 4.97ms (95%), errors: 0.00, reconnects:  0.00
[  64s] threads: 24, tps: 5713.49, reads: 48519.95, writes: 114204.88, response time: 5.35ms (95%), errors: 0.00, reconnects:  0.00
