sysbench 0.9:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 32
Report intermediate results every 10 second(s)
Initializing random number generator from current time


setting write concern to 1
Threads started!

[  10s] threads: 32, tps: 10449.80, reads: 31352.09, writes: 31350.19, response time: 3.26ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 32, tps: 10629.21, reads: 31887.23, writes: 31887.43, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 32, tps: 10642.39, reads: 31925.66, writes: 31926.86, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 32, tps: 10646.13, reads: 31940.38, writes: 31938.88, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 32, tps: 10627.10, reads: 31880.50, writes: 31881.40, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 32, tps: 10288.29, reads: 30865.18, writes: 30864.48, response time: 3.30ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 32, tps: 10622.30, reads: 31866.81, writes: 31866.61, response time: 3.29ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 32, tps: 10636.31, reads: 31909.22, writes: 31909.22, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 32, tps: 10653.90, reads: 31962.00, writes: 31961.90, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 32, tps: 10674.80, reads: 32023.19, writes: 32023.79, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 32, tps: 10664.90, reads: 31994.40, writes: 31995.00, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 120s] threads: 32, tps: 10616.71, reads: 31850.62, writes: 31850.02, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 130s] threads: 32, tps: 10608.09, reads: 31824.37, writes: 31824.37, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 140s] threads: 32, tps: 10686.91, reads: 32061.52, writes: 32061.12, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 150s] threads: 32, tps: 10688.59, reads: 32064.97, writes: 32065.47, response time: 3.26ms (95%), errors: 0.00, reconnects:  0.00
[ 160s] threads: 32, tps: 10672.91, reads: 32019.74, writes: 32018.84, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 170s] threads: 32, tps: 10667.99, reads: 32002.98, writes: 32003.78, response time: 3.26ms (95%), errors: 0.00, reconnects:  0.00
[ 180s] threads: 32, tps: 10680.71, reads: 32043.02, writes: 32042.22, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 190s] threads: 32, tps: 10465.50, reads: 31397.41, writes: 31397.21, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 200s] threads: 32, tps: 10193.79, reads: 30580.56, writes: 30580.96, response time: 3.29ms (95%), errors: 0.00, reconnects:  0.00
[ 210s] threads: 32, tps: 10668.51, reads: 32006.13, writes: 32006.03, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 220s] threads: 32, tps: 10492.30, reads: 31474.70, writes: 31475.90, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 230s] threads: 32, tps: 10668.80, reads: 32006.80, writes: 32006.30, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 240s] threads: 32, tps: 10677.60, reads: 32031.80, writes: 32032.70, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 250s] threads: 32, tps: 10681.70, reads: 32047.29, writes: 32045.49, response time: 3.26ms (95%), errors: 0.00, reconnects:  0.00
[ 260s] threads: 32, tps: 10175.49, reads: 30525.48, writes: 30526.68, response time: 3.29ms (95%), errors: 0.00, reconnects:  0.00
[ 270s] threads: 32, tps: 10623.11, reads: 31870.04, writes: 31869.44, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 280s] threads: 32, tps: 10657.80, reads: 31973.69, writes: 31973.39, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 290s] threads: 32, tps: 10667.40, reads: 32001.30, writes: 32002.30, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 300s] threads: 32, tps: 10660.60, reads: 31981.50, writes: 31981.50, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 310s] threads: 32, tps: 10682.30, reads: 32047.10, writes: 32047.10, response time: 3.26ms (95%), errors: 0.00, reconnects:  0.00
[ 320s] threads: 32, tps: 10641.80, reads: 31926.39, writes: 31925.19, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 330s] threads: 32, tps: 9265.99, reads: 27795.98, writes: 27797.48, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 340s] threads: 32, tps: 10618.00, reads: 31854.99, writes: 31853.99, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 350s] threads: 32, tps: 10644.11, reads: 31931.63, writes: 31932.33, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 360s] threads: 32, tps: 10657.10, reads: 31972.31, writes: 31972.11, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 370s] threads: 32, tps: 10661.10, reads: 31982.70, writes: 31982.80, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 380s] threads: 32, tps: 10620.80, reads: 31861.70, writes: 31862.10, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 390s] threads: 32, tps: 10640.80, reads: 31924.09, writes: 31923.09, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 400s] threads: 32, tps: 9891.30, reads: 29673.51, writes: 29673.91, response time: 3.29ms (95%), errors: 0.00, reconnects:  0.00
[ 410s] threads: 32, tps: 10095.79, reads: 30286.27, writes: 30286.77, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 420s] threads: 32, tps: 10486.31, reads: 31459.73, writes: 31459.33, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 430s] threads: 32, tps: 10657.59, reads: 31972.68, writes: 31972.88, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 440s] threads: 32, tps: 10614.30, reads: 31843.01, writes: 31842.41, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 450s] threads: 32, tps: 10658.30, reads: 31975.11, writes: 31975.41, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 460s] threads: 32, tps: 10675.69, reads: 32026.68, writes: 32027.38, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 470s] threads: 32, tps: 10664.21, reads: 31993.82, writes: 31992.72, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 480s] threads: 32, tps: 8705.05, reads: 26121.84, writes: 26120.44, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 490s] threads: 32, tps: 9645.75, reads: 28929.05, writes: 28931.25, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 500s] threads: 32, tps: 10614.71, reads: 31844.13, writes: 31843.93, response time: 3.29ms (95%), errors: 0.00, reconnects:  0.00
[ 510s] threads: 32, tps: 10636.50, reads: 31910.70, writes: 31909.60, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 520s] threads: 32, tps: 10653.80, reads: 31962.40, writes: 31962.20, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 530s] threads: 32, tps: 10657.90, reads: 31971.50, writes: 31973.00, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 540s] threads: 32, tps: 10649.80, reads: 31950.10, writes: 31949.70, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 550s] threads: 32, tps: 10618.60, reads: 31855.81, writes: 31855.51, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 560s] threads: 32, tps: 8873.29, reads: 26621.08, writes: 26620.38, response time: 3.29ms (95%), errors: 0.00, reconnects:  0.00
[ 570s] threads: 32, tps: 10628.90, reads: 31886.41, writes: 31886.31, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 580s] threads: 32, tps: 10150.00, reads: 30449.31, writes: 30450.41, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 590s] threads: 32, tps: 10067.40, reads: 30202.00, writes: 30201.50, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 600s] threads: 32, tps: 10624.20, reads: 31872.61, writes: 31873.01, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 610s] threads: 32, tps: 10638.50, reads: 31915.29, writes: 31915.29, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 620s] threads: 32, tps: 10607.60, reads: 31824.50, writes: 31823.40, response time: 3.29ms (95%), errors: 0.00, reconnects:  0.00
[ 630s] threads: 32, tps: 10632.69, reads: 31897.38, writes: 31897.68, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 640s] threads: 32, tps: 8464.91, reads: 25394.32, writes: 25394.62, response time: 3.29ms (95%), errors: 0.00, reconnects:  0.00
[ 650s] threads: 32, tps: 7493.10, reads: 22479.00, writes: 22479.30, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 660s] threads: 32, tps: 6707.80, reads: 20124.01, writes: 20123.81, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 670s] threads: 32, tps: 10621.00, reads: 31862.00, writes: 31862.50, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 680s] threads: 32, tps: 10601.89, reads: 31806.18, writes: 31805.98, response time: 3.29ms (95%), errors: 0.00, reconnects:  0.00
[ 690s] threads: 32, tps: 10643.41, reads: 31930.72, writes: 31930.52, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 700s] threads: 32, tps: 10652.20, reads: 31956.60, writes: 31956.10, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 710s] threads: 32, tps: 10648.67, reads: 31945.21, writes: 31946.11, response time: 3.27ms (95%), errors: 0.00, reconnects:  0.00
[ 720s] threads: 32, tps: 8600.93, reads: 25802.18, writes: 25802.48, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 730s] threads: 32, tps: 7016.60, reads: 21050.20, writes: 21049.80, response time: 3.28ms (95%), errors: 0.00, reconnects:  0.00
[ 740s] threads: 32, tps: 10139.80, reads: 30421.20, writes: 30420.20, response time: 3.30ms (95%), errors: 0.00, reconnects:  0.00
[ 750s] threads: 32, tps: 9680.30, reads: 29039.60, writes: 29040.20, response time: 3.29ms (95%), errors: 0.00, reconnects:  0.00
[ 760s] threads: 32, tps: 10592.50, reads: 31776.10, writes: 31777.40, response time: 3.29ms (95%), errors: 0.00, reconnects:  0.00
[ 770s] threads: 32, tps: 10602.90, reads: 31810.20, writes: 31809.10, response time: 3.29ms (95%), errors: 0.00, reconnects:  0.00
[ 780s] threads: 32, tps: 10604.29, reads: 31812.47, writes: 31812.67, response time: 3.29ms (95%), errors: 0.00, reconnects:  0.00
