sysbench 0.9:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 512
Report intermediate results every 10 second(s)
Initializing random number generator from current time


setting write concern to 1
Threads started!

[  10s] threads: 512, tps: 10419.21, reads: 31297.03, writes: 31267.03, response time: 92.32ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 512, tps: 10374.48, reads: 31122.05, writes: 31121.75, response time: 92.46ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 512, tps: 10364.62, reads: 31097.26, writes: 31098.16, response time: 92.38ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 512, tps: 10309.78, reads: 30920.95, writes: 30926.75, response time: 93.02ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 512, tps: 10297.43, reads: 30896.58, writes: 30891.48, response time: 92.93ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 512, tps: 10309.17, reads: 30927.01, writes: 30928.31, response time: 93.07ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 512, tps: 10306.68, reads: 30919.13, writes: 30918.73, response time: 92.99ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 512, tps: 10299.53, reads: 30901.98, writes: 30897.68, response time: 93.07ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 512, tps: 10326.00, reads: 30980.00, writes: 30981.70, response time: 92.88ms (95%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 512, tps: 10357.68, reads: 31071.94, writes: 31071.94, response time: 92.63ms (95%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 512, tps: 10346.43, reads: 31035.40, writes: 31039.20, response time: 92.68ms (95%), errors: 0.00, reconnects:  0.00
[ 120s] threads: 512, tps: 10359.39, reads: 31081.96, writes: 31077.46, response time: 92.74ms (95%), errors: 0.00, reconnects:  0.00
[ 130s] threads: 512, tps: 10353.53, reads: 31054.40, writes: 31061.80, response time: 92.71ms (95%), errors: 0.00, reconnects:  0.00
[ 140s] threads: 512, tps: 10286.28, reads: 30863.33, writes: 30856.93, response time: 93.60ms (95%), errors: 0.00, reconnects:  0.00
[ 150s] threads: 512, tps: 10256.76, reads: 30765.88, writes: 30770.68, response time: 93.66ms (95%), errors: 0.00, reconnects:  0.00
[ 160s] threads: 512, tps: 10240.56, reads: 30729.27, writes: 30723.37, response time: 93.83ms (95%), errors: 0.00, reconnects:  0.00
[ 170s] threads: 512, tps: 10235.10, reads: 30700.01, writes: 30702.61, response time: 93.74ms (95%), errors: 0.00, reconnects:  0.00
[ 180s] threads: 512, tps: 10234.17, reads: 30707.22, writes: 30706.82, response time: 93.88ms (95%), errors: 0.00, reconnects:  0.00
[ 190s] threads: 512, tps: 10211.93, reads: 30629.08, writes: 30630.48, response time: 94.02ms (95%), errors: 0.00, reconnects:  0.00
[ 200s] threads: 512, tps: 10223.06, reads: 30670.49, writes: 30670.89, response time: 93.83ms (95%), errors: 0.00, reconnects:  0.00
[ 210s] threads: 512, tps: 10215.53, reads: 30646.48, writes: 30646.08, response time: 93.86ms (95%), errors: 0.00, reconnects:  0.00
[ 220s] threads: 512, tps: 10229.13, reads: 30693.00, writes: 30689.00, response time: 93.88ms (95%), errors: 0.00, reconnects:  0.00
[ 230s] threads: 512, tps: 10220.20, reads: 30652.90, writes: 30660.80, response time: 94.05ms (95%), errors: 0.00, reconnects:  0.00
[ 240s] threads: 512, tps: 10226.20, reads: 30681.30, writes: 30677.30, response time: 94.02ms (95%), errors: 0.00, reconnects:  0.00
[ 250s] threads: 512, tps: 10228.30, reads: 30681.40, writes: 30684.80, response time: 94.00ms (95%), errors: 0.00, reconnects:  0.00
[ 260s] threads: 512, tps: 10210.70, reads: 30636.10, writes: 30632.70, response time: 94.19ms (95%), errors: 0.00, reconnects:  0.00
[ 270s] threads: 512, tps: 10226.42, reads: 30679.86, writes: 30680.56, response time: 93.74ms (95%), errors: 0.00, reconnects:  0.00
[ 280s] threads: 512, tps: 10119.82, reads: 30357.75, writes: 30357.85, response time: 94.96ms (95%), errors: 0.00, reconnects:  0.00
[ 290s] threads: 512, tps: 10015.18, reads: 30042.15, writes: 30046.45, response time: 95.56ms (95%), errors: 0.00, reconnects:  0.00
[ 300s] threads: 512, tps: 10010.21, reads: 30037.02, writes: 30030.32, response time: 95.76ms (95%), errors: 0.00, reconnects:  0.00
[ 310s] threads: 512, tps: 10001.19, reads: 30004.47, writes: 30005.77, response time: 95.61ms (95%), errors: 0.00, reconnects:  0.00
[ 320s] threads: 512, tps: 10012.75, reads: 30038.35, writes: 30037.35, response time: 95.56ms (95%), errors: 0.00, reconnects:  0.00
[ 330s] threads: 512, tps: 10019.76, reads: 30060.48, writes: 30058.68, response time: 95.44ms (95%), errors: 0.00, reconnects:  0.00
[ 340s] threads: 512, tps: 9993.33, reads: 29976.08, writes: 29980.18, response time: 95.64ms (95%), errors: 0.00, reconnects:  0.00
[ 350s] threads: 512, tps: 10023.89, reads: 30070.68, writes: 30070.38, response time: 95.33ms (95%), errors: 0.00, reconnects:  0.00
[ 360s] threads: 512, tps: 9997.35, reads: 29991.15, writes: 29993.15, response time: 95.56ms (95%), errors: 0.00, reconnects:  0.00
[ 370s] threads: 512, tps: 9983.97, reads: 29954.71, writes: 29951.11, response time: 95.67ms (95%), errors: 0.00, reconnects:  0.00
[ 380s] threads: 512, tps: 9995.59, reads: 29980.48, writes: 29985.08, response time: 95.87ms (95%), errors: 0.00, reconnects:  0.00
[ 390s] threads: 512, tps: 9977.81, reads: 29936.63, writes: 29932.93, response time: 95.99ms (95%), errors: 0.00, reconnects:  0.00
[ 400s] threads: 512, tps: 10012.30, reads: 30041.29, writes: 30041.09, response time: 95.47ms (95%), errors: 0.00, reconnects:  0.00
[ 410s] threads: 512, tps: 10018.80, reads: 30055.49, writes: 30054.09, response time: 95.38ms (95%), errors: 0.00, reconnects:  0.00
[ 420s] threads: 512, tps: 9719.10, reads: 29157.90, writes: 29158.00, response time: 97.38ms (95%), errors: 0.00, reconnects:  0.00
[ 430s] threads: 512, tps: 9994.11, reads: 29982.62, writes: 29982.82, response time: 95.87ms (95%), errors: 0.00, reconnects:  0.00
[ 440s] threads: 512, tps: 9978.90, reads: 29934.20, writes: 29936.20, response time: 96.04ms (95%), errors: 0.00, reconnects:  0.00
[ 450s] threads: 512, tps: 9976.40, reads: 29931.89, writes: 29928.29, response time: 96.02ms (95%), errors: 0.00, reconnects:  0.00
[ 460s] threads: 512, tps: 9960.00, reads: 29881.79, writes: 29880.69, response time: 95.99ms (95%), errors: 0.00, reconnects:  0.00
[ 470s] threads: 512, tps: 9951.38, reads: 29853.84, writes: 29856.14, response time: 96.16ms (95%), errors: 0.00, reconnects:  0.00
[ 480s] threads: 512, tps: 9974.52, reads: 29918.67, writes: 29922.67, response time: 95.93ms (95%), errors: 0.00, reconnects:  0.00
[ 490s] threads: 512, tps: 9977.10, reads: 29928.71, writes: 29928.71, response time: 95.81ms (95%), errors: 0.00, reconnects:  0.00
[ 500s] threads: 512, tps: 9966.79, reads: 29906.48, writes: 29902.08, response time: 96.13ms (95%), errors: 0.00, reconnects:  0.00
[ 510s] threads: 512, tps: 9975.60, reads: 29921.81, writes: 29926.31, response time: 95.99ms (95%), errors: 0.00, reconnects:  0.00
[ 520s] threads: 512, tps: 9981.90, reads: 29951.01, writes: 29946.71, response time: 95.79ms (95%), errors: 0.00, reconnects:  0.00
[ 530s] threads: 512, tps: 9998.39, reads: 29993.67, writes: 29993.97, response time: 95.90ms (95%), errors: 0.00, reconnects:  0.00
[ 540s] threads: 512, tps: 10008.82, reads: 30024.65, writes: 30025.95, response time: 95.53ms (95%), errors: 0.00, reconnects:  0.00
[ 550s] threads: 512, tps: 9980.80, reads: 29944.79, writes: 29944.09, response time: 96.02ms (95%), errors: 0.00, reconnects:  0.00
[ 560s] threads: 512, tps: 9883.35, reads: 29644.05, writes: 29648.15, response time: 97.06ms (95%), errors: 0.00, reconnects:  0.00
[ 570s] threads: 512, tps: 9653.95, reads: 28964.86, writes: 28962.96, response time: 98.46ms (95%), errors: 0.00, reconnects:  0.00
[ 580s] threads: 512, tps: 10034.50, reads: 30109.89, writes: 30104.79, response time: 95.67ms (95%), errors: 0.00, reconnects:  0.00
[ 590s] threads: 512, tps: 10026.40, reads: 30075.30, writes: 30077.60, response time: 95.87ms (95%), errors: 0.00, reconnects:  0.00
[ 600s] threads: 512, tps: 10048.30, reads: 30149.40, writes: 30148.50, response time: 95.36ms (95%), errors: 0.00, reconnects:  0.00
