procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2 9414800 516912  30992 910284    7   23  1351   753    0    0  2  1 96  1  0
 2  1 9414624 350516  58976 947676  176    0 165516 48284 39959 36279  4  1 94  1  0
21  8 9395088 325316  65632 914300 20628    0 273672 46064 91972 259199 10  4 82  4  0
23  1 9351200 331592  44776 901172 47292    0 407300 58112 166069 416942 18  7 69  6  0
 5  4 9312424 325076  38956 896648 41788    0 415828 56080 153305 417891 17  6 70  6  0
 4  3 9320172 348304  16060 903272 33356 38872 543944 93017 421856 391382 15  6 71  7  0
 0 50 9380084 361032  36480 903164 19924 77904 350676 133132 502198 270839 11  6 66 17  0
 4  3 9350820 332620  18768 899928 31544    0 413832 60021 149914 379891 16  6 70  8  0
26  3 9331476 349256  20164 893764 21000   28 524340 65881 205146 448270 15  6 71  8  0
 1  3 9319792 327676  38776 891200 12716    0 383352 85745 153663 372419 10  5 82  4  0
51 19 9298568 325992  38952 894184 23868   68 400820 94473 148933 364953 13  6 77  4  0
14  4 9278096 333460  11192 889772 21848    0 506892 82787 186197 382529 13  6 75  6  0
 4  4 9260504 366028  19384 889796 19140    4 442272 89371 162368 358818 12  5 78  5  0
36  6 9346672 320612  26352 919484 19852 104092 445164 185866 729333 347730 12  7 73  7  0
31  1 9350724 333560  43588 903892 28920 29456 351140 117391 276104 407976 16  7 62 15  0
22 10 9330464 335816  25876 897400 22132    0 369888 90209 163401 429805 16  6 75  4  0
42 11 9312056 330080  12708 892144 20356    0 447724 82707 165005 373097 14  6 76  4  0
 9  5 9298476 324988  28704 897360 20328 5016 444524 87499 210570 402709 14  6 74  6  0
 6  5 9331336 328264  20240 892428 15068 46548 389424 127059 410150 336370 12  6 71 10  0
 5  2 9318380 333876  32748 896412 14208  152 498708 85894 178859 349263 11  5 78  6  0
21  1 9295456 334352  26488 898564 25756    0 405572 98294 165474 462556 19  7 70  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
35  6 9281516 334620  12560 892848 15828    0 439036 90226 169731 412727 14  6 75  4  0
 9  2 9272308 334088   8832 887496 10172    0 453028 85462 171559 347576 10  4 81  4  0
12  4 9357808 334552  46512 898860 14824 98892 386700 195831 929598 431951 15  9 63 12  0
 3  9 9340836 328272  32932 897432 18916    0 404236 94675 159691 444789 17  6 73  4  0
 4  1 9329464 332776  16132 889772 12868    0 410204 90588 161017 391346 14  6 77  3  0
56 11 9374380 334816  39912 897664 8800 52588 484624 138911 470176 307251  9  7 64 20  0
58  8 9361328 335736  24444 891408 14392    0 403224 85278 155871 416657 15  6 76  4  0
