sysbench 0.9:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 512
Report intermediate results every 10 second(s)
Initializing random number generator from current time


setting write concern to 1
Threads started!

[  10s] threads: 512, tps: 2280.58, reads: 6993.64, writes: 6868.14, response time: 609.31ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 512, tps: 2128.40, reads: 6386.29, writes: 6387.69, response time: 608.94ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 512, tps: 2137.80, reads: 6413.01, writes: 6410.61, response time: 608.94ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 512, tps: 2132.90, reads: 6398.40, writes: 6399.50, response time: 609.13ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 512, tps: 2106.20, reads: 6318.20, writes: 6316.60, response time: 612.23ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 512, tps: 2129.90, reads: 6390.00, writes: 6391.00, response time: 611.87ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 512, tps: 2101.70, reads: 6305.19, writes: 6305.59, response time: 695.29ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 512, tps: 2098.90, reads: 6295.41, writes: 6297.31, response time: 610.22ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 512, tps: 2073.50, reads: 6221.50, writes: 6218.80, response time: 703.88ms (95%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 512, tps: 2088.80, reads: 6265.70, writes: 6267.70, response time: 697.17ms (95%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 512, tps: 2067.50, reads: 6202.99, writes: 6199.99, response time: 690.32ms (95%), errors: 0.00, reconnects:  0.00
[ 120s] threads: 512, tps: 2072.90, reads: 6218.41, writes: 6218.91, response time: 704.09ms (95%), errors: 0.00, reconnects:  0.00
[ 130s] threads: 512, tps: 2054.90, reads: 6164.59, writes: 6168.39, response time: 705.57ms (95%), errors: 0.00, reconnects:  0.00
[ 140s] threads: 512, tps: 2051.40, reads: 6155.00, writes: 6152.50, response time: 702.20ms (95%), errors: 0.00, reconnects:  0.00
[ 150s] threads: 512, tps: 2057.30, reads: 6172.10, writes: 6171.80, response time: 708.74ms (95%), errors: 0.00, reconnects:  0.00
[ 160s] threads: 512, tps: 2064.80, reads: 6194.21, writes: 6191.81, response time: 611.87ms (95%), errors: 0.00, reconnects:  0.00
[ 170s] threads: 512, tps: 2034.90, reads: 6104.09, writes: 6108.49, response time: 708.32ms (95%), errors: 0.00, reconnects:  0.00
[ 180s] threads: 512, tps: 2036.80, reads: 6111.21, writes: 6108.51, response time: 708.95ms (95%), errors: 0.00, reconnects:  0.00
[ 190s] threads: 512, tps: 2008.50, reads: 6025.00, writes: 6024.60, response time: 710.02ms (95%), errors: 0.00, reconnects:  0.00
[ 200s] threads: 512, tps: 2039.30, reads: 6118.40, writes: 6118.90, response time: 710.44ms (95%), errors: 0.00, reconnects:  0.00
[ 210s] threads: 512, tps: 2029.10, reads: 6087.40, writes: 6087.60, response time: 708.32ms (95%), errors: 0.00, reconnects:  0.00
[ 220s] threads: 512, tps: 2026.40, reads: 6078.90, writes: 6078.20, response time: 709.38ms (95%), errors: 0.00, reconnects:  0.00
[ 230s] threads: 512, tps: 2008.80, reads: 6026.10, writes: 6025.40, response time: 709.17ms (95%), errors: 0.00, reconnects:  0.00
[ 240s] threads: 512, tps: 2018.10, reads: 6054.90, writes: 6055.50, response time: 702.20ms (95%), errors: 0.00, reconnects:  0.00
[ 250s] threads: 512, tps: 2006.30, reads: 6018.20, writes: 6019.50, response time: 710.65ms (95%), errors: 0.00, reconnects:  0.00
[ 260s] threads: 512, tps: 2002.80, reads: 6008.80, writes: 6008.70, response time: 711.93ms (95%), errors: 0.00, reconnects:  0.00
[ 270s] threads: 512, tps: 1996.90, reads: 5990.90, writes: 5988.40, response time: 713.21ms (95%), errors: 0.00, reconnects:  0.00
[ 280s] threads: 512, tps: 1989.20, reads: 5968.40, writes: 5970.90, response time: 709.17ms (95%), errors: 0.00, reconnects:  0.00
[ 290s] threads: 512, tps: 1998.40, reads: 5994.20, writes: 5995.40, response time: 712.15ms (95%), errors: 0.00, reconnects:  0.00
[ 300s] threads: 512, tps: 1983.40, reads: 5951.30, writes: 5948.10, response time: 709.59ms (95%), errors: 0.00, reconnects:  0.00
[ 310s] threads: 512, tps: 1988.50, reads: 5964.00, writes: 5966.10, response time: 715.14ms (95%), errors: 0.00, reconnects:  0.00
[ 320s] threads: 512, tps: 1991.50, reads: 5974.80, writes: 5972.40, response time: 710.23ms (95%), errors: 0.00, reconnects:  0.00
[ 330s] threads: 512, tps: 1984.10, reads: 5952.80, writes: 5955.10, response time: 713.21ms (95%), errors: 0.00, reconnects:  0.00
[ 340s] threads: 512, tps: 1974.80, reads: 5923.30, writes: 5922.60, response time: 710.65ms (95%), errors: 0.00, reconnects:  0.00
[ 350s] threads: 512, tps: 1957.80, reads: 5874.50, writes: 5875.30, response time: 712.57ms (95%), errors: 0.00, reconnects:  0.00
[ 360s] threads: 512, tps: 1973.50, reads: 5918.80, writes: 5919.20, response time: 707.89ms (95%), errors: 0.00, reconnects:  0.00
[ 370s] threads: 512, tps: 1976.40, reads: 5930.99, writes: 5930.29, response time: 713.00ms (95%), errors: 0.00, reconnects:  0.00
[ 380s] threads: 512, tps: 1978.90, reads: 5936.80, writes: 5936.90, response time: 713.85ms (95%), errors: 0.00, reconnects:  0.00
[ 390s] threads: 512, tps: 1960.90, reads: 5882.31, writes: 5881.91, response time: 715.14ms (95%), errors: 0.00, reconnects:  0.00
[ 400s] threads: 512, tps: 1954.90, reads: 5864.80, writes: 5866.00, response time: 800.57ms (95%), errors: 0.00, reconnects:  0.00
[ 410s] threads: 512, tps: 1968.70, reads: 5905.99, writes: 5903.79, response time: 713.00ms (95%), errors: 0.00, reconnects:  0.00
[ 420s] threads: 512, tps: 1962.70, reads: 5887.81, writes: 5889.61, response time: 710.44ms (95%), errors: 0.00, reconnects:  0.00
[ 430s] threads: 512, tps: 1952.30, reads: 5857.10, writes: 5858.30, response time: 708.95ms (95%), errors: 0.00, reconnects:  0.00
[ 440s] threads: 512, tps: 1953.50, reads: 5860.30, writes: 5858.80, response time: 801.77ms (95%), errors: 0.00, reconnects:  0.00
[ 450s] threads: 512, tps: 1969.00, reads: 5907.30, writes: 5908.30, response time: 714.28ms (95%), errors: 0.00, reconnects:  0.00
[ 460s] threads: 512, tps: 1952.60, reads: 5857.60, writes: 5857.00, response time: 711.51ms (95%), errors: 0.00, reconnects:  0.00
[ 470s] threads: 512, tps: 1966.30, reads: 5899.89, writes: 5898.39, response time: 714.49ms (95%), errors: 0.00, reconnects:  0.00
[ 480s] threads: 512, tps: 1962.80, reads: 5887.61, writes: 5885.91, response time: 711.93ms (95%), errors: 0.00, reconnects:  0.00
[ 490s] threads: 512, tps: 1951.70, reads: 5854.80, writes: 5857.00, response time: 711.93ms (95%), errors: 0.00, reconnects:  0.00
[ 500s] threads: 512, tps: 1945.80, reads: 5837.69, writes: 5837.29, response time: 714.71ms (95%), errors: 0.00, reconnects:  0.00
[ 510s] threads: 512, tps: 1943.10, reads: 5827.41, writes: 5830.31, response time: 712.36ms (95%), errors: 0.00, reconnects:  0.00
[ 520s] threads: 512, tps: 1948.70, reads: 5847.39, writes: 5846.09, response time: 711.51ms (95%), errors: 0.00, reconnects:  0.00
[ 530s] threads: 512, tps: 1949.00, reads: 5847.31, writes: 5848.71, response time: 715.14ms (95%), errors: 0.00, reconnects:  0.00
[ 540s] threads: 512, tps: 1945.60, reads: 5837.10, writes: 5835.80, response time: 808.03ms (95%), errors: 0.00, reconnects:  0.00
[ 550s] threads: 512, tps: 1933.80, reads: 5800.90, writes: 5799.50, response time: 711.29ms (95%), errors: 0.00, reconnects:  0.00
[ 560s] threads: 512, tps: 1948.20, reads: 5845.09, writes: 5845.99, response time: 711.93ms (95%), errors: 0.00, reconnects:  0.00
[ 570s] threads: 512, tps: 1938.30, reads: 5815.50, writes: 5814.70, response time: 714.49ms (95%), errors: 0.00, reconnects:  0.00
[ 580s] threads: 512, tps: 1947.00, reads: 5840.31, writes: 5838.31, response time: 776.73ms (95%), errors: 0.00, reconnects:  0.00
[ 590s] threads: 512, tps: 1943.40, reads: 5829.79, writes: 5831.79, response time: 710.44ms (95%), errors: 0.00, reconnects:  0.00
[ 600s] threads: 512, tps: 1937.20, reads: 5812.21, writes: 5813.71, response time: 714.49ms (95%), errors: 0.00, reconnects:  0.00
[ 610s] threads: 512, tps: 1938.10, reads: 5813.90, writes: 5811.10, response time: 713.21ms (95%), errors: 0.00, reconnects:  0.00
[ 620s] threads: 512, tps: 1942.39, reads: 5827.68, writes: 5828.88, response time: 809.24ms (95%), errors: 0.00, reconnects:  0.00
[ 630s] threads: 512, tps: 1933.21, reads: 5798.92, writes: 5800.02, response time: 717.71ms (95%), errors: 0.00, reconnects:  0.00
[ 640s] threads: 512, tps: 1928.20, reads: 5785.40, writes: 5782.90, response time: 722.88ms (95%), errors: 0.00, reconnects:  0.00
[ 650s] threads: 512, tps: 1920.30, reads: 5761.50, writes: 5764.10, response time: 715.14ms (95%), errors: 0.00, reconnects:  0.00
[ 660s] threads: 512, tps: 1928.90, reads: 5785.89, writes: 5783.99, response time: 808.52ms (95%), errors: 0.00, reconnects:  0.00
[ 670s] threads: 512, tps: 1931.50, reads: 5793.80, writes: 5795.50, response time: 712.15ms (95%), errors: 0.00, reconnects:  0.00
[ 680s] threads: 512, tps: 1939.80, reads: 5819.11, writes: 5817.41, response time: 808.27ms (95%), errors: 0.00, reconnects:  0.00
[ 690s] threads: 512, tps: 1915.10, reads: 5746.30, writes: 5745.80, response time: 800.57ms (95%), errors: 0.00, reconnects:  0.00
