sysbench 0.9:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 32
Report intermediate results every 10 second(s)
Initializing random number generator from current time


setting write concern to 1
Threads started!

[  10s] threads: 32, tps: 0.00, reads: 7.20, writes: 3.90, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 32, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 32, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 32, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 32, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 32, tps: 0.10, reads: 0.00, writes: 0.10, response time: 53837.80ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 32, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 32, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 32, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 32, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 32, tps: 0.00, reads: 0.00, writes: 0.00, response time: 0.00ms (95%), errors: 0.00, reconnects:  0.00
[ 120s] threads: 32, tps: 0.10, reads: 0.00, writes: 0.10, response time: 110298.71ms (95%), errors: 0.00, reconnects:  0.00
[ 130s] threads: 32, tps: 6216.89, reads: 18645.47, writes: 18647.37, response time: 3.26ms (95%), errors: 0.00, reconnects:  0.00
[ 140s] threads: 32, tps: 10768.11, reads: 32305.82, writes: 32304.72, response time: 3.25ms (95%), errors: 0.00, reconnects:  0.00
[ 150s] threads: 32, tps: 10788.73, reads: 32365.48, writes: 32365.88, response time: 3.24ms (95%), errors: 0.00, reconnects:  0.00
